,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
0,1,Avery Keathley,Kersti Whitney,Kayla Tinker,Gabby Morrison,Concordia,Vanguard,790,20180215
1,2,Vanessa Bernzen,Tristan Self,Kelli Dowell,Hannah Holder,Concordia,Vanguard,790,20180215
2,3,Marcela Frazzoni,Kyra Auten,Dani Erdelatz,Charity Dennis,Concordia,Vanguard,790,20180215
3,4,Asia O'Neil,Jessica Diederich,Karly Cantu,Eliana Johnson,Concordia,Vanguard,790,20180215
4,5,Riley Gill,Kekela Hendrickson,Karli Burk,Bree Bolton,Concordia,Vanguard,790,20180215
5,1,Jewel Yandall,Sophia Loiola,Kacey Mathieson,Jadelyn Forgiarini,Orange Coast College,El Camino College,791,20180216
6,2,Sarah  Dyer,Jaylin Motley,Sierra Lim,Hannah Del Barto,Orange Coast College,El Camino College,791,20180216
7,3,Aiko Waters,Phina Leilua,Rylee Adair,Devyn Holland,El Camino College,Orange Coast College,791,20180216
8,4,Glorious Owens,Jossie Tomita,Hannah Reid,Molly Thee,El Camino College,Orange Coast College,791,20180216
9,5,Kiana Takahashi,Melissa Euyoque,Enjelica Glatti,Georgia Grisham,El Camino College,Orange Coast College,791,20180216
10,1,Sierra Davis,Josannah Vazquez,Milla Anderson,Sarah Connell,Long Beach City College,San Diego Mesa College,792,20180216
11,2,Brooklyn Mize,Jessica Kaeka,Melissa Pittelkau,Alina Snyder,Long Beach City College,San Diego Mesa College,792,20180216
12,3,Isabella Alvarez,Doris Woods,Jhenalyn Germono,Robyn Brooks,Long Beach City College,San Diego Mesa College,792,20180216
13,4,Mariah Clausen,Elsa Woods,Lizette Moore-Teague,Kylie Cassicippo,San Diego Mesa College,Long Beach City College,792,20180216
14,5,Jordan Diaz,Jasmine Palacios,Sabrina Calcutt,Tiarah Tucker,Long Beach City College,San Diego Mesa College,792,20180216
15,1,Sophia Loiola,Jewel Yandall,Khamis Berneker,Toso Leae,El Camino College,Cypress College,793,20180216
16,2,Sarah  Dyer,Jaylin Motley,Penina Wilder,Jane Woodward,Cypress College,El Camino College,793,20180216
17,3,Aiko Waters,Phina Leilua,Marina Pilkington,Jessika Tellez,El Camino College,Cypress College,793,20180216
18,4,Glorious Owens,Jossie Tomita,Kayla Owens,Brianna Georgopoulos,Cypress College,El Camino College,793,20180216
19,5,Kiana Takahashi,Melissa Euyoque,Alicya Siler,Arianna Ugaitafa,El Camino College,Cypress College,793,20180216
20,1,Jewel Yandall,Sophia Loiola,Madison Anderson,Celin Macdonald,El Camino College,Mira Costa College,794,20180216
21,2,Sarah  Dyer,Jaylin Motley,Lana Salzar,Claire Kinder,El Camino College,Mira Costa College,794,20180216
22,3,Aiko Waters,Phina Leilua,Chloe Tripp,Michelle Mason,Mira Costa College,El Camino College,794,20180216
23,4,Glorious Owens,Jossie Tomita,Violeti Faleumu,Madison Merkow,Mira Costa College,El Camino College,794,20180216
24,5,Kiana Takahashi,Melissa Euyoque,Halie Hess,Jazleigh Ortiz,El Camino College,Mira Costa College,794,20180216
25,1,Jourdan Muro,Brooke Horack,Britany Tran,Mikelle Taylor,Bakersfield College,Santa Ana College,795,20180216
26,2,Alex Paris,Reece Stevenson,Iliana Mendoza,Karissa Mumford,Bakersfield College,Santa Ana College,795,20180216
27,3,Rachel Hoover,Haley Sanchez,Kayla Long,Kassandra Murillo,Bakersfield College,Santa Ana College,795,20180216
28,4,Caitlyn Foreman,Sarah Armendariz,Destinee Blue,Hannah Degrasse,Bakersfield College,Santa Ana College,795,20180216
29,5,Shyanne Baez,Bianca Logsdon,Lily Reissmueller,Stephanie Huerta,Santa Ana College,Bakersfield College,795,20180216
30,1,Braxton Jessie,Janessa Simental,Malia Carr,Shaianne Palos,Ventura College,Mt San Antonio College,796,20180221
31,2,Armonee Hunter,Kasie Spencer,Sierra Lujan,Jordon Wilson,Ventura College,Mt San Antonio College,796,20180221
32,3,Taylor Benitez-Fanslow,Shea McKeown,Lauren Quinonez,Alysha Tullar,Ventura College,Mt San Antonio College,796,20180221
33,4,Sofia Gomez,Jordan Neria,Lindsey Lane,Brianda Valdez,Ventura College,Mt San Antonio College,796,20180221
34,5,Carina Cates,Danielle Garcia,Kierra Coatney,Natalya Fajardo,Ventura College,Mt San Antonio College,796,20180221
35,1,Braxton Jessie,Janessa Simental,Andrea  Velasco,Madison Mader,Rio Hondo College ,Ventura College,797,20180216
36,2,Armonee Hunter,Kasie Spencer,Sara  Harding,Michelle Rosas,Ventura College,Rio Hondo College ,797,20180216
37,3,Taylor Benitez-Fanslow,Shea McKeown,Michell Chavez-Valdivia,Felipa Moreno,Rio Hondo College ,Ventura College,797,20180216
38,4,Sofia Gomez,Jordan Neria,Bree Newton,Michelle Hawkins,Ventura College,Rio Hondo College ,797,20180216
39,5,Carina Cates,Danielle Garcia,Madelyn Gastelum,Stephanie Garcia,Ventura College,Rio Hondo College ,797,20180216
40,1,Felicia Marshall,Khalia Jordan,Braxton Jessie,Janessa Simental,Grossmont College,Ventura College,798,20180216
41,2,Christina Barrameda,Aofiaolela Faa'agi,Armonee Hunter,Kasie Spencer,Grossmont College,Ventura College,798,20180216
42,3,Desiree Elizondo,Makayla Tam,Taylor Benitez-Fanslow,Shea McKeown,Grossmont College,Ventura College,798,20180216
43,4,Maiya Lopez,Ashlee Goycoochea,Sofia Gomez,Jordan Neria,Grossmont College,Ventura College,798,20180216
44,5,Julia Holden,Talia  Young,Carina Cates,Danielle Garcia,Grossmont College,Ventura College,798,20180216
45,1,Carly Perales,Sunniva Helland-Hansen,Mackenzie Redner,Savanna Cary,Stetson,Eckerd ,799,20180223
46,2,Darby Dunn,Sammee Thomas,Paula Hoffman,Kaitlyn Sibson,Stetson,Eckerd ,799,20180223
47,3,Rebecca Ingram,Quinci Birker,Madison  Whiting,Arielle Erillo,Stetson,Eckerd ,799,20180223
48,4,Rachel Noble,Samantha Harris,Rachel Cornatzer,Stephanie Bogda,Stetson,Eckerd ,799,20180223
49,5,Alexa Richardson,Katinka Krahn,Kali Boatwright,Jordan Duffy,Stetson,Eckerd ,799,20180223
50,1,Shannon Williams,Ali Denney,Tiffany Creamer,Brooke Weiner,South Carolina,Georgia State,800,20180223
51,2,Lydia Dimke,Katie Smith,Ashley McGinn,Allie Elson,South Carolina,Georgia State,800,20180223
52,3,Julia Mannisto,Carly Schneider,Georgia Johnson,Eden Hawes,South Carolina,Georgia State,800,20180223
53,4,Leah Perri,Macie Tendrich,Kate Novack,Rebekah Brodbeck,South Carolina,Georgia State,800,20180223
54,5,Franky Harrison,Hannah Edelman,Amie  Held,Maddie Gordon,South Carolina,Georgia State,800,20180223
55,1,Macy Jerger,Victoria Paranagua,Jessalyn Kinlaw,Gabrielle Dischler,Florida State,FAU,801,20180223
56,2,Brooke Kuhlman,Vanessa Freire,Carly Scarborough,Brittany Pellitteri,Florida State,FAU,801,20180223
57,3,Francesca Goncalves,Sara Putt,Nicole Navarro,Nicole Grant,Florida State,FAU,801,20180223
58,4,Hailey Luke,Katie Horton,Mackenzie Morris,Erica Brok,Florida State,FAU,801,20180223
59,5,Molly McBain,Eva Torruella,Kaila Dorish,Ashlan  Cunningham,Florida State,FAU,801,20180223
60,1,Tiffany Creamer,Brooke Weiner,Carly Perales,Sunniva Helland-Hansen,Stetson,Georgia State,802,20180223
61,2,Ashley McGinn,Allie Elson,Sammee Thomas,Darby Dunn,Stetson,Georgia State,802,20180223
62,3,Olivia Stasevich,Georgia Johnson,Quinci Birker,Rebecca Ingram,Georgia State,Stetson,802,20180223
63,4,Eden Hawes,Ashley Bauchert,Samantha Harris,Rachel Noble,Georgia State,Stetson,802,20180223
64,5,Kate Novack,Amie  Held,Alexa Richardson,Katinka Krahn,Georgia State,Stetson,802,20180223
65,1,Macy Jerger,Victoria Paranagua,Shannon Williams,Ali Denney,Florida State,South Carolina,803,20180223
66,2,Vanessa Freire,Brooke Kuhlman,Carly Schneider,Katie Smith,South Carolina,Florida State,803,20180223
67,3,Sara Putt,Francesca Goncalves,Leah Perri,Macie Tendrich,Florida State,South Carolina,803,20180223
68,4,Katie Horton,Hailey Luke,Julia Mannisto,Jess Vastine,Florida State,South Carolina,803,20180223
69,5,Molly McBain,Eva Torruella,Franky Harrison,Hannah Sorensen,Florida State,South Carolina,803,20180223
70,1,Gabrielle Dischler,Jessalyn Kinlaw,Savanna Cary,Mackenzie Redner,FAU,Eckerd ,804,20180223
71,2,Carly Scarborough,Brittany Pellitteri,Arielle Erillo,Madison  Whiting,Eckerd ,FAU,804,20180223
72,3,Nicole Navarro,Nicole Grant,Kaitlyn Sibson,Paula Hoffman,Eckerd ,FAU,804,20180223
73,4,Erica Brok,Mackenzie Morris,Stephanie Bogda,Rachel Cornatzer,FAU,Eckerd ,804,20180223
74,5,Ashlan  Cunningham,Kaila Dorish,Abigail O'Ferrell,Jordan Duffy,FAU,Eckerd ,804,20180223
75,1,Lauren Stivrins,Jazz Sweat,Jackie Woods,Kat McCullough,Nebraska,Benedictine,805,20180223
76,2,Kelly Hunter,Annika Albrecht,Caitlan Sammons,Sydney Nelson,Nebraska,Benedictine,805,20180223
77,3,Kenzie Maloney,Sami Slaughter,Megan Block,Dani Burke,Nebraska,Benedictine,805,20180223
78,4,Allie Havers,Jasmine Schmidt,Anokina Mirzapour,Kassandra Renteria,Nebraska,Benedictine,805,20180223
79,5,Hayley Densberger,Anezka Szabo,Hayden Boucher,Madison Peters,Benedictine,Nebraska,805,20180223
80,1,Michelle Rosas,Sara  Harding,Mikelle Taylor,Viridiana Serrano,Santa Ana College,Rio Hondo College ,806,20180223
81,2,Michell Chavez-Valdivia,Madison Mader,Iliana Mendoza,Britany Tran,Rio Hondo College ,Santa Ana College,806,20180223
82,3,Felipa Moreno,Stephanie Garcia,Destinee Blue,Hannah Degrasse,Rio Hondo College ,Santa Ana College,806,20180223
83,4,Bree Newton,Michelle Hawkins,Kassandra Murillo,Karissa Mumford,Rio Hondo College ,Santa Ana College,806,20180223
84,5,Mia  Ponce,Monica  Campos,Stephanie Huerta,Lily Reissmueller,Santa Ana College,Rio Hondo College ,806,20180223
85,1,Viridiana Serrano,Mikelle Taylor,Chelsea Bostwick,Megan Yoon,Santa Ana College,Santa Monica College,807,20180223
86,2,Iliana Mendoza,Britany Tran,Camyrne Sommaripa,Kelsi Pich,Santa Ana College,Santa Monica College,807,20180223
87,3,Destinee Blue,Hannah Degrasse,Ada Nadzakova,Taylor Burke,Santa Ana College,Santa Monica College,807,20180223
88,4,Karissa Mumford,Kassandra Murillo,Paula  Hicks,Morgan Tarpley,Santa Ana College,Santa Monica College,807,20180223
89,5,Lily Reissmueller,Stephanie Huerta,Althea Roble,Anna Engel,Santa Ana College,Santa Monica College,807,20180223
90,1,Sara  Harding,Michelle Rosas,Chelsea Bostwick,Megan Yoon,Santa Monica College,Rio Hondo College ,808,20180223
91,2,Michell Chavez-Valdivia,Madison Mader,Camyrne Sommaripa,Kelsi Pich,Rio Hondo College ,Santa Monica College,808,20180223
92,3,Stephanie Garcia,Felipa Moreno,Ada Nadzakova,Taylor Burke,Santa Monica College,Rio Hondo College ,808,20180223
93,4,Bree Newton,Michelle Hawkins,Morgan Tarpley,Paula  Hicks,Rio Hondo College ,Santa Monica College,808,20180223
94,5,Monica  Campos,Mia  Ponce,Althea Roble,Anna Engel,Rio Hondo College ,Santa Monica College,808,20180223
95,1,Lauren Schaefer,Catherine Serna,Kianna Nui,Noemi Ramos,Fullerton College,Palomar College,809,20180223
96,2,Prescilla Gutierrez,Kailyn Case,Mikayla Seiler,Phebe Li,Palomar College,Fullerton College,809,20180223
97,3,Carlie Ortega,Andrea Lopez,Samantha Ranebaugh,Sara  Mitchell,Palomar College,Fullerton College,809,20180223
98,4,Samaria Longstreet,Kristine Perez,Mary Lozano,Christina Garcia,Fullerton College,Palomar College,809,20180223
99,5,Kendall Campos,Ashley Pruitt,Forfeit 1,Forfeit 2,Fullerton College,Palomar College,809,20180223
100,1,Jewel Yandall,Sophia Loiola,Lauren Schaefer,Catherine Serna,El Camino College,Fullerton College,810,20180223
101,2,Phina Leilua,Aiko Waters,Prescilla Gutierrez,Kailyn Case,El Camino College,Fullerton College,810,20180223
102,3,Sarah  Dyer,Jaylin Motley,Carlie Ortega,Andrea Lopez,El Camino College,Fullerton College,810,20180223
103,4,Jossie Tomita,Natasha Dutko,Samaria Longstreet,Kristine Perez,El Camino College,Fullerton College,810,20180223
104,5,Kiana Takahashi,Melissa Euyoque,Kendall Campos,Nakitta Masoe,El Camino College,Fullerton College,810,20180223
105,1,Kacey Mathieson,Jadelyn Forgiarini,Ashtyn Lyneis,Nicole Svoboda,Orange Coast College,College of the Desert,811,20180223
106,2,Sierra Lim,Hannah Del Barto,Baylie Dashner,Brooke Topliff,Orange Coast College,College of the Desert,811,20180223
107,3,Rylee Adair,Devyn Holland,Marisol Ruiz,Alysha Garcia,Orange Coast College,College of the Desert,811,20180223
108,4,Molly Thee,Hannah Reid,Emily Sundback,Naomi Garcia,Orange Coast College,College of the Desert,811,20180223
109,5,Georgia Grisham,Enjelica Glatti,Aaliyah Charley,Ashley Schwartz,Orange Coast College,College of the Desert,811,20180223
110,1,Natalie Escher,Brittney Diffine,Ashtyn Lyneis,Nicole Svoboda,Riverside City College,College of the Desert,812,20180223
111,2,Julia Balancier,Marcella Rodriguez,Baylie Dashner,Brooke Topliff,Riverside City College,College of the Desert,812,20180223
112,3,Roni Lopez,Madison Bogh,Marisol Ruiz,Alysha Garcia,College of the Desert,Riverside City College,812,20180223
113,4,Lauren Dunmore,Delaney Beck,Naomi Garcia,Emily Sundback,Riverside City College,College of the Desert,812,20180223
114,5,Telanni Childs,Taylor Gardner,Aaliyah Charley,Ashley Schwartz,Riverside City College,College of the Desert,812,20180223
115,1,Kacey Mathieson,Jadelyn Forgiarini,Marcella Rodriguez,Brittney Diffine,Orange Coast College,Riverside City College,813,20180223
116,2,Hannah Del Barto,Sierra Lim,Natalie Escher,Julia Balancier,Orange Coast College,Riverside City College,813,20180223
117,3,Devyn Holland,Rylee Adair,Lauren Dunmore,Madison Bogh,Orange Coast College,Riverside City College,813,20180223
118,4,Hannah Reid,Molly Thee,Roni Lopez,Delaney Beck,Orange Coast College,Riverside City College,813,20180223
119,5,Enjelica Glatti,Georgia Grisham,Patricia Brucks,Rozarya Barrett,Orange Coast College,Riverside City College,813,20180223
120,1,Milla Anderson,Sarah Connell,Toso Leae,Khamis Berneker,San Diego Mesa College,Cypress College,814,20180223
121,2,Melissa Pittelkau,Devon Lee,Kayla Owens,Penina Wilder,San Diego Mesa College,Cypress College,814,20180223
122,3,Lizette Moore-Teague,Kylie Cassicippo,Jane Woodward,Brianna Georgopoulos,San Diego Mesa College,Cypress College,814,20180223
123,4,Robyn Brooks,Alina Snyder,Marina Pilkington,Jessika Tellez,San Diego Mesa College,Cypress College,814,20180223
124,5,Sabrina Calcutt,Tiarah Tucker,Alicya Siler,Arianna Ugaitafa,San Diego Mesa College,Cypress College,814,20180223
125,1,Milla Anderson,Sarah Connell,Malia Carr,Shaianne Palos,San Diego Mesa College,Mt San Antonio College,815,20180223
126,2,Melissa Pittelkau,Devon Lee,Sierra Lujan,Jordon Wilson,San Diego Mesa College,Mt San Antonio College,815,20180223
127,3,Lizette Moore-Teague,Kylie Cassicippo,Lauren Quinonez,Alysha Tullar,San Diego Mesa College,Mt San Antonio College,815,20180223
128,4,Robyn Brooks,Alina Snyder,Alyssa Bloomfield,Ashly Velazquez,San Diego Mesa College,Mt San Antonio College,815,20180223
129,5,Sabrina Calcutt,Tiarah Tucker,Kierra Coatney,Brianda Valdez,San Diego Mesa College,Mt San Antonio College,815,20180223
130,1,Kristen Nuss,Claire Coppola,Torrey Van Winden,Tia Miric,LSU,Cal Poly SLO,816,20180223
131,2,Mandi Orellana,Haleigh Nelson,Sam Manley,Emily Sonny,Cal Poly SLO,LSU,816,20180223
132,3,Olivia Powers,Maddie Ligon,Hannah Hubbard,Raeann Greisen,Cal Poly SLO,LSU,816,20180223
133,4,Emmy Allen,Megan Davenport,Adlee Van Winden,Macy Gordon,LSU,Cal Poly SLO,816,20180223
134,5,Gina Tillis,Emily Hardesty,Brayden Gruenewald,Dora Beilin,LSU,Cal Poly SLO,816,20180223
135,1,Claire Coppola,Kristen Nuss,Molly Turner,Katie Pyles,LSU,Grand Canyon,817,20180223
136,2,Haleigh Nelson,Hunter Domanski,Hannah Towne,Jessica Stansfield,Grand Canyon,LSU,817,20180223
137,3,Maddie Ligon,Olivia Powers,Bella Baumann,Taylor Jarzombek,LSU,Grand Canyon,817,20180223
138,4,Emmy Allen,Megan Davenport,Natalie Honzovicova,Madi Relaz,LSU,Grand Canyon,817,20180223
139,5,Gina Tillis,Emily Hardesty,Jessica Clark,Katie Sarber,Grand Canyon,LSU,817,20180223
140,1,Torrey Van Winden,Tia Miric,Madalyn Roh,Brook Bauer,Cal Poly SLO,Pepperdine,818,20180223
141,2,Sam Manley,Emily Sonny,Corinne Quiggle,Deahna Kraft,Cal Poly SLO,Pepperdine,818,20180223
142,3,Hannah Hubbard,Raeann Greisen,Gigi Hernandez,Heidi Dyer,Pepperdine,Cal Poly SLO,818,20180223
143,4,Adlee Van Winden,Brayden Gruenewald,Alexis Filippone,Skylar Caputo,Pepperdine,Cal Poly SLO,818,20180223
144,5,Macy Gordon,Heather Pembroke,Jordan Ferrari,Maddie Dilfer,Cal Poly SLO,Pepperdine,818,20180223
145,1,Sierra Davis,Josannah Vazquez,Janessa Simental,Braxton Jessie,Long Beach City College,Ventura College,819,20180223
146,2,Jordan Diaz,Tatyana Tuilaii-Umi,Kasie Spencer,Armonee Hunter,Ventura College,Long Beach City College,819,20180223
147,3,Isabella Alvarez,Doris Woods,Taylor Benitez-Fanslow,Shea McKeown,Long Beach City College,Ventura College,819,20180223
148,4,Elsa Woods,Mariah Clausen,Sofia Gomez,Jordan Neria,Long Beach City College,Ventura College,819,20180223
149,5,Brooklyn Mize,Jasmine Palacios,Carina Cates,Danielle Garcia,Long Beach City College,Ventura College,819,20180223
150,1,Milla Anderson,Sarah Connell,Xitaloli Gonzalez,Caashyi McGruder,San Diego Mesa College,Victor Valley College,820,20180223
151,2,Melissa Pittelkau,Devon Lee,Hanna Lopatriello,Mary  Flores,San Diego Mesa College,Victor Valley College,820,20180223
152,3,Lizette Moore-Teague,Kylie Cassicippo,Rachel Firm,Hylee Butterfield,San Diego Mesa College,Victor Valley College,820,20180223
153,4,Robyn Brooks,Alina Snyder,Jenna Mendenhall,Ashley Iauregui,San Diego Mesa College,Victor Valley College,820,20180223
154,5,Sabrina Calcutt,Tiarah Tucker,Arianna Williams,Mary Castillo,San Diego Mesa College,Victor Valley College,820,20180223
155,1,Teegan Van Gunst,Tiffany Creamer,Savanna Cary,Mackenzie Redner,Georgia State,Eckerd ,821,20180224
156,2,Annika Van Gunst,Brooke Weiner,Madison  Whiting,Arielle Erillo,Georgia State,Eckerd ,821,20180224
157,3,Ashley McGinn,Allie Elson,Paula Hoffman,Kaitlyn Sibson,Eckerd ,Georgia State,821,20180224
158,4,Rebekah Brodbeck,Amie  Held,Rachel Cornatzer,Jordan Duffy,Georgia State,Eckerd ,821,20180224
159,5,Eden Hawes,Ashley Bauchert,Stephanie Bogda,Kali Boatwright,Georgia State,Eckerd ,821,20180224
160,1,Shannon Williams,Ali Denney,Carly Perales,Sunniva Helland-Hansen,South Carolina,Stetson,823,20180224
161,2,Carly Schneider,Katie Smith,Darby Dunn,Sammee Thomas,Stetson,South Carolina,823,20180224
162,3,Leah Perri,Macie Tendrich,Alexa Richardson,Rachel Noble,Stetson,South Carolina,823,20180224
163,4,Julia Mannisto,Jess Vastine,Quinci Birker,Rebecca Ingram,South Carolina,Stetson,823,20180224
164,5,Franky Harrison,Hannah Edelman,Julie Varga,Lauren Durham,South Carolina,Stetson,823,20180224
165,1,Macy Jerger,Victoria Paranagua,Teegan Van Gunst,Tiffany Creamer,Georgia State,Florida State,824,20180224
166,2,Vanessa Freire,Brooke Kuhlman,Annika Van Gunst,Brooke Weiner,Florida State,Georgia State,824,20180224
167,3,Francesca Goncalves,Sara Putt,Olivia Stasevich,Georgia Johnson,Florida State,Georgia State,824,20180224
168,4,Katie Horton,Hailey Luke,Ashley McGinn,Allie Elson,Florida State,Georgia State,824,20180224
169,5,Molly McBain,Madison Fitzpatrick,Amie  Held,Kate Novack,Florida State,Georgia State,824,20180224
170,1,Deahna Kraft,Corinne Quiggle,Claire Coppola,Kristen Nuss,LSU,Pepperdine,825,20180224
171,2,Brook Bauer,Madalyn Roh,Haleigh Nelson,Hunter Domanski,Pepperdine,LSU,825,20180224
172,3,Heidi Dyer,Gigi Hernandez,Olivia Powers,Maddie Ligon,Pepperdine,LSU,825,20180224
173,4,Skylar Caputo,Alexis Filippone,Emmy Allen,Megan Davenport,Pepperdine,LSU,825,20180224
174,5,Kaity Bailey,Katie Gavin,Emily Hardesty,Gina Tillis,Pepperdine,LSU,825,20180224
175,1,Claire Coppola,Kristen Nuss,Annika Albrecht,Lauren Stivrins,LSU,Nebraska,826,20180224
176,2,Haleigh Nelson,Hunter Domanski,Jazz Sweat,Kenzie Maloney,LSU,Nebraska,826,20180224
177,3,Olivia Powers,Maddie Ligon,Kelly Hunter,Sami Slaughter,LSU,Nebraska,826,20180224
178,4,Emmy Allen,Megan Davenport,Allie Havers,Jasmine Schmidt,LSU,Nebraska,826,20180224
179,5,Emily Hardesty,Gina Tillis,Chesney McClellan,Hayley Densberger,LSU,Nebraska,826,20180224
180,1,Haven Hill,Cassie House,Gabby Atchley,Whitney Walker,TCU,Texas A&M; Kingsville,827,20180224
181,2,Jaelyn Greene,Jillian Bergeson,Madison Brabham,Macy Berg,TCU,Texas A&M; Kingsville,827,20180224
182,3,Hannah Rogers,Molly Scheel,Tenley Housler,Erin Umbel,Texas A&M; Kingsville,TCU,827,20180224
183,4,Jensyn Bledsoe,Avery Arellano,Haley Hutchinson ,Malee Sowa,TCU,Texas A&M; Kingsville,827,20180224
184,5,Jordan Westendorf,Brooke Sassin,Madeleine  Sims,Kyra Henderson ,TCU,Texas A&M; Kingsville,827,20180224
185,1,Shannon Williams,Ali Denney,Gabrielle Dischler,Jessalyn Kinlaw,South Carolina,FAU,828,20180224
186,2,Carly Schneider,Katie Smith,Carly Scarborough,Brittany Pellitteri,South Carolina,FAU,828,20180224
187,3,Leah Perri,Macie Tendrich,Nicole Grant,Nicole Navarro,FAU,South Carolina,828,20180224
188,4,Julia Mannisto,Jess Vastine,Erica Brok,Mackenzie Morris,FAU,South Carolina,828,20180224
189,5,Franky Harrison,Hannah Edelman,Ashlan  Cunningham,Kaila Dorish,South Carolina,FAU,828,20180224
190,1,Deahna Kraft,Corinne Quiggle,Molly Turner,Katie Pyles,Pepperdine,Grand Canyon,829,20180224
191,2,Brook Bauer,Madalyn Roh,Hannah Towne,Jessica Stansfield,Pepperdine,Grand Canyon,829,20180224
192,3,Heidi Dyer,Gigi Hernandez,Bella Baumann,Taylor Jarzombek,Pepperdine,Grand Canyon,829,20180224
193,4,Skylar Caputo,Alexis Filippone,Katie Sarber,Natalie Honzovicova,Pepperdine,Grand Canyon,829,20180224
194,5,Kaity Bailey,Katie Gavin,Jamie  Walsh,Emily Reinking,Grand Canyon,Pepperdine,829,20180224
195,1,Haven Hill,Cassie House,Aeriel Horton,Jessica Wooten,TCU,Houston Baptist,830,20180224
196,2,Jaelyn Greene,Jillian Bergeson,Kayla Armer,Tori Hinojosa,Houston Baptist,TCU,830,20180224
197,3,Hannah Rogers,Molly Scheel,Bailey Banks,Katya Silveira,TCU,Houston Baptist,830,20180224
198,4,Jensyn Bledsoe,Avery Arellano,Danielle Wheeler,Brennan Miller,TCU,Houston Baptist,830,20180224
199,5,Jordan Westendorf,Brooke Sassin,Meagan Carter,Kali Fluke,TCU,Houston Baptist,830,20180224
200,1,Macy Jerger,Victoria Paranagua,Darby Dunn,Sammee Thomas,Florida State,Stetson,831,20180224
201,2,Vanessa Freire,Brooke Kuhlman,Carly Perales,Sunniva Helland-Hansen,Stetson,Florida State,831,20180224
202,3,Francesca Goncalves,Sara Putt,Rachel Noble,Samantha Harris,Florida State,Stetson,831,20180224
203,4,Katie Horton,Hailey Luke,Quinci Birker,Rebecca Ingram,Florida State,Stetson,831,20180224
204,5,Molly McBain,Madison Fitzpatrick,Alexa Richardson,Julie Varga,Florida State,Stetson,831,20180224
205,1,Megan McNamara,Nicole McNamara,Kathryn Plummer,Sunny Villapando,UCLA,Stanford,832,20180224
206,2,Sarah Sponcil ,Lily Justine,Morgan Hentz,Amelia Smith,UCLA,Stanford,832,20180224
207,3,Madi Yeomans,Elise Zappia,Payton Chang,Catherine Raquel,UCLA,Stanford,832,20180224
208,4,Megan Muret,Izzy Carey,Kate Formico,Courtney Bowen,UCLA,Stanford,832,20180224
209,5,Chanti Holroyd,Savvy Simo,Kat Anderson,Caitlin Keefe,UCLA,Stanford,832,20180224
210,1,Chaney Howard,Taryn Griffey,Carlee Baxter,Emily Bowen,Webber,UNF,833,20180224
211,2,Brittany Pase,Courtney Miller,Hannah Tannone,Amber Lake,UNF,Webber,833,20180224
212,3,Casey Justice,Madilyn McCarty,Molly Fusarelli,Salla Rautiainen,UNF,Webber,833,20180224
213,4,Carolyn Cain,Blaire Register,Teryn Mills,Jessica Terry,UNF,Webber,833,20180224
214,5,Marissa Rogers,Nicole DeBolt,Kaxandra Naranjo,Laura Embry,UNF,Webber,833,20180224
215,1,Chaney Howard,Taryn Griffey,Melissa Elias,Sorrel  Houghton,UNF,Tampa,834,20180224
216,2,Courtney Miller,Brittany Pase,Nicole Dominguez,Katie McKiel,UNF,Tampa,834,20180224
217,3,Casey Justice,Madilyn McCarty,Gabbi Pacatte,Leigh Buttner,UNF,Tampa,834,20180224
218,4,Mallory Waggoner,Callie Workman,Taylor George,Sarah Moore,Tampa,UNF,834,20180224
219,5,Blaire Register,Carolyn Cain,Marisa Beisner,Nylah Demps,UNF,Tampa,834,20180224
220,1,Payton Rund,Morgan Hughes,Iya Lindahl,Jessica Gaffney,Saint Mary's,Cal,835,20180224
221,2,Lindsey Knudsen,Emily Bible,Bryce Bark,Madison Dueck,Saint Mary's,Cal,835,20180224
222,3,Sarah Chase,Mary Hernandez,Mima Mirkovic,Alexia Inman,Cal,Saint Mary's,835,20180224
223,4,Lindsey Calvin,Kelsey Knudsen,Caroline Schafer,Maddie Micheletti,Saint Mary's,Cal,835,20180224
224,5,Sienna Young,Madi Wilkerson,Mia Merino,Grace Campbell,Cal,Saint Mary's,835,20180224
225,1,Iya Lindahl,Jessica Gaffney,Andie Shelton,Maycie LaBass,Cal,Pacific,836,20180224
226,2,Bryce Bark,Madison Dueck,Roni Long,Skylar Wine,Cal,Pacific,836,20180224
227,3,Mima Mirkovic,Alexia Inman,Taylor Poncetta,Hanne De Schrijver,Cal,Pacific,836,20180224
228,4,Maddie Micheletti,Caroline Schafer,Ashlyn Fleming,Kaitlyn Lines,Cal,Pacific,836,20180224
229,5,Grace Campbell,Mia Merino,Katrin Gotterba,Alex Holt,Pacific,Cal,836,20180224
230,1,Carly Kan,Laurel Weaver,Kathryn Plummer,Sunny Villapando,Hawaii,Stanford,837,20180224
231,2,Ka'iwi Schucht,Emily Maglio,Morgan Hentz,Amelia Smith,Hawaii,Stanford,837,20180224
232,3,Morgan Martin,Lea Monkhouse,Payton Chang,Catherine Raquel,Hawaii,Stanford,837,20180224
233,4,Amy Ozee,Ari Homayun,Kate Formico,Courtney Bowen,Stanford,Hawaii,837,20180224
234,5,Paige Dreeuws,Hannah Zalopany,Kat Anderson,Caitlin Keefe,Hawaii,Stanford,837,20180224
