,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
1173,5,Jaime Thomas,Courtney Mullinax,Shaylee Befus,Hannah Marchand,UNC Wilmington,Jacksonville,1136,20180316
1178,5,Kali Fluke,Brennan Miller,Emily Nenninger,Kayla Long,Houston Baptist,New Mexico,1137,20180316
1183,5,Quinci Birker,Rebecca Ingram,Nicole Grant,Nicole Navarro,Stetson,FAU,1140,20180317
1188,5,Heather Pembroke,Macy Gordon,Jordan Westendorf,Brooke Sassin,TCU,Cal Poly SLO,1141,20180317
1193,5,Paige Dreeuws,Hannah Zalopany,Allie Havers,Jasmine Schmidt,Hawaii,Nebraska,1143,20180317
1198,5,Ashley McGinn,Eden Hawes,Riley Young,Megan Davenport,LSU,Georgia State,1144,20180317
1203,5,Riley Young,Gina Tillis,Maddie Cloutier,Mackenzie Rombach,LSU,Jacksonville State,1145,20180317
1208,5,Jo Kremer,Jenna Belton,Emily Reinking,Jamie  Walsh,USC,Grand Canyon,1146,20180317
1213,5,Courtney Mullinax,Jaime Thomas,Abbey Wilson,Kayla Long,New Mexico,UNC Wilmington,1147,20180317
1218,5,Taylor Foley,Logan Manusky,Abbey Wilson,Kayla Long,College of Charleston,New Mexico,1148,20180317
1223,5,Franky Harrison,Hannah Edelman,Eden Hawes,Ashley McGinn,Georgia State,South Carolina,1149,20180317
1228,5,Paige Dreeuws,Hannah Zalopany,Jo Kremer,Jenna Belton,Hawaii,USC,1150,20180317
1233,5,Erin Bognar,Sallianne Napolitano,Kylie Keeling,Elli Merchant,Mercer,UAB,1151,20180317
1238,5,Lauren Orlich,Gabriella Becerra,Gabbi Moreno,Emily Martinez,Tulane,UAB,1152,20180317
1243,5,Paige Dreeuws,Hannah Zalopany,Allie Havers,Jasmine Schmidt,Hawaii,Nebraska,1153,20180317
1248,5,Lauren Orlich,Christina  Mcafee,Holland Ponthieux,Taylor  Meyer,Tulane,ULM,1154,20180317
1253,5,Jamie  Walsh,Emily Reinking,Jasmine Schmidt,Allie Havers,Grand Canyon,Nebraska,1155,20180317
1258,5,Quinci Birker,Rebecca Ingram,Brennan Miller,Kali Fluke,Stetson,Houston Baptist,1156,20180317
1263,5,Maddie Dilfer,Nikki Lyons,Macie Tendrich,Leah Perri,South Carolina,Pepperdine,1157,20180317
1268,5,Maddie Dilfer,Nikki Lyons,Mackenzie Rombach,Maddie Cloutier,Pepperdine,Jacksonville State,1158,20180317
1273,5,Emilee Wissmach,Sarah Stewart,Kaylee Taff,Chloe Stitt,Austin Peay State ,Mercer,1159,20180317
1278,5,Mackenzie  Dear,Shelby Holmes,Kaylee Taff,Chloe Stitt,Central Arkansas,Austin Peay State ,1160,20180317
1283,5,Heather Pembroke,Macy Gordon,Hailey Devlin,Stephany Purdue,Arizona,Cal Poly SLO,1161,20180317
1288,5,Mariana Dal Pozzo,Taija Thomas,Courtney Mullinax,Jaime Thomas,FIU,UNC Wilmington,1162,20180317
1293,5,Heather Pembroke,Macy Gordon,Jordan Westendorf,Brooke Sassin,TCU,Cal Poly SLO,1163,20180317
1298,5,Mariana Dal Pozzo,Taija Thomas,Taylor Foley,Logan Manusky,FIU,College of Charleston,1164,20180317
1303,5,Nicole Navarro,Nicole Grant,Hannah Marchand,Shaylee Befus,FAU,Jacksonville,1165,20180317
1308,5,Katrina Kernochan,Alexandra Poletto,Jasmine Schmidt,Allie Havers,USC,Nebraska,1166,20180317
1313,5,Molly McBain,Madison Fitzpatrick,Brennan Miller,Kali Fluke,Florida State,Houston Baptist,1170,20180317
1318,5,Molly McBain,Madison Fitzpatrick,Hannah Marchand,Shaylee Befus,Florida State,Jacksonville,1171,20180317
1323,5,Paige Dreeuws,Hannah Zalopany,Emily Reinking,Jamie  Walsh,Grand Canyon,Hawaii,1172,20180317
1328,5,Maddie Micheletti,Grace Campbell,Thaliana Grajeda,Jamie Hirai,Cal,San Jose State University,1173,20180317
1333,5,Maddie Micheletti,Grace Campbell,Kaitlyn Lines,Emily Baptista,Cal,Pacific,1174,20180317
1338,5,Hailey Devlin,Stephany Purdue,Jordan Westendorf,Brooke Sassin,Arizona,TCU,1175,20180317
1343,5,Jennifer Laird,Madi Wilkerson,Pi'ikea Clemens,Shannon Levinson,Saint Mary's,USF,1176,20180317
1348,5,Jenna Krenek,Naomi Overstreet,Ally Carr,Rhyan  Rand,New Orleans,Texas A&M; Corpus Christi,1179,20180317
1353,5,Jamie McQuarrie,Chanti Holroyd,Lynsey Wright,Ivy Reynolds,UCLA,Missouri State,1180,20180317
1358,5,Izzy Carey,Megan Muret,Natalee Todd,Ara Norwood,UCLA,Colorado Mesa,1181,20180317
1363,5,Hanne De Schrijver,Emily Baptista,Thaliana Grajeda,Jamie Hirai,San Jose State University,Pacific,1182,20180317
1368,5,Izzy Carey,Megan Muret,Bozena Culo,Emma Doud,UCLA,LMU,1183,20180317
1372,5,Lynsey Wright,Ivy Reynolds,Lindy Dixon,Hailey Crane,Missouri State,Colorado Mesa,1184,20180317
1377,5,Emma Doud,Bozena Culo,Lynsey Wright,Ivy Reynolds,LMU,Missouri State,1185,20180317
1382,5,Kristen Castellanos,Cierra Simpson,Natalee Todd,Ara Norwood,LMU,Colorado Mesa,1188,20180317
1387,5,Maddie Dilfer,Nikki Lyons,Gina Tillis,Riley Young,Pepperdine,LSU,1189,20180318
1388,5,Madeleine  Sims,Malee Sowa,Ally Carr,Rhyan  Rand,New Orleans,Texas A&M; Kingsville,1190,20180318
1393,5,Nikki Lyons,Maddie Dilfer,Ashley McGinn,Eden Hawes,Pepperdine,Georgia State,1191,20180318
1398,5,Avery Davis,Jess Vastine,Gina Tillis,Riley Young,South Carolina,LSU,1192,20180318
1403,5,Ally Carr,Rhyan  Rand,Breanna Vail,Marissa Chalmers,New Orleans,Ottawa,1193,20180318
1408,5,Paige Dreeuws,Hannah Zalopany,Peri Green,Alexandra Poletto,Hawaii,USC,1194,20180318
1413,5,Katrina Kernochan,Alexandra Poletto,Allie Havers,Jasmine Schmidt,USC,Nebraska,1195,20180318
1418,5,Jamie  Walsh,Emily Reinking,Jasmine Schmidt,Allie Havers,Grand Canyon,Nebraska,1196,20180318
1420,5,Madeleine  Sims,Malee Sowa,Naomi Overstreet,Jenna Krenek,Texas A&M; Corpus Christi,Texas A&M; Kingsville,1197,20180318
1425,5,Allyssah Fitterer,Hi'ilawe  Huddleston,Jamie  Walsh,Emily Reinking,Hawaii,Grand Canyon,1198,20180318
1430,5,Jenna Krenek,Naomi Overstreet,Marissa Chalmers,Breanna Vail,Texas A&M; Corpus Christi,Ottawa,1199,20180318
1435,5,Paige Dreeuws,Hannah Zalopany,Allie Havers,Hayley Densberger,Hawaii,Nebraska,1200,20180318
1440,5,Avery Davis,Jess Vastine,Mackenzie Rombach,Maddie Cloutier,South Carolina,Jacksonville State,1201,20180318
1445,5,Maddie Gordon,Ashley Bauchert,Mackenzie Rombach,Maddie Cloutier,Georgia State,Jacksonville State,1202,20180318
1450,5,Brooke Burling,Jonny Baham,Tatiana San Juan,Brittany Gillingham,Arizona,Santa Clara,1203,20180318
1455,5,Brooke Burling,Jonny Baham,Jamie Hirai,Thaliana Grajeda,Arizona,San Jose State University,1204,20180318
1460,5,Thaliana Grajeda,Jamie Hirai,Brittany Gillingham,Tatiana San Juan,San Jose State University,Santa Clara,1205,20180318
1464,5,Taylor Foley,Logan Manusky,Emily Sullivan,Emmarose Neibert,College of Charleston,Spring Hill College,1214,20180320
1469,5,Jennifer Laird,Morgan Kendrick,Emily Baptista,Hanne De Schrijver,Pacific,Saint Mary's,1215,20180320
1474,5,Paige Dreeuws,Hannah Zalopany,Allie Havers,Jasmine Schmidt,Hawaii,Nebraska,1216,20180320
1479,5,Julia Lewkowicz,Nicole Navarro,Katie Lowe,Katelin Umberhandt,FAU,Florida Southern,1217,20180321
1484,5,Taylor Foley,Logan Manusky,Jordan Schumacher,Kaitlyn Grice,New Orleans,College of Charleston,1218,20180321
1489,5,Mariana Dal Pozzo,Taija Thomas,Alanya Ryan,Kaitlan Krivdo,FGCU,FIU,1219,20180321
1494,5,Courtney Mullinax,Jaime Thomas,Kalin Eske,Aristea Tontai,UNC Wilmington,Coastal Carolina,1220,20180321
1499,5,Courtney Mullinax,Jaime Thomas,Autumn Otto,Kyla Manning,UNC Wilmington,Coastal Carolina,1221,20180321
1504,5,Lynsey Wright,Ivy Reynolds,Ayona Tharps,Heather Huesman,Missouri State,Ottawa,1224,20180322
1509,5,Hannah Matt,Marisa Ramsey,Kara Bajema,Chloe Newton,Long Beach State,Washington,1225,20180322
1514,5,Claire Newlander,Marisa Ramsey,Mackenzie Mitchell,Angel Carroll,Long Beach State,Vanguard,1226,20180322
1519,5,Kara Bajema,Chloe Newton,Mackenzie Mitchell,Angel Carroll,Washington,Vanguard,1227,20180322
1524,5,Maddie Gordon,Ashley Bauchert,Maddie Cloutier,Mackenzie Rombach,Georgia State,Jacksonville State,1228,20180323
1529,5,Casey Justice,Carolyn Cain,Marina Chavez,Lela Mcintosh,UNF,Mercer,1229,20180323
1534,5,Hannah Matt,Marisa Ramsey,Allie Havers,Jasmine Schmidt,Long Beach State,Nebraska,1230,20180323
1539,5,Hannah Matt,Marisa Ramsey,Kekela Hendrickson,Julia Denboer,Long Beach State,Concordia,1231,20180323
1544,5,Allie Havers,Jasmine Schmidt,Julia Denboer,Kekela Hendrickson,Nebraska,Concordia,1232,20180323
1549,5,Ashley McGinn,Eden Hawes,Casey Justice,Carolyn Cain,Georgia State,UNF,1233,20180323
1554,5,Holland Ponthieux,Allie Kemp,Marina Chavez,Emilee Wissmach,ULM,Mercer,1234,20180323
1559,5,Mariana Dal Pozzo,Taija Thomas,Allie Daul,Annabella Arcari,FIU,Saint Leo,1235,20180323
1564,5,Mackenzie  Walker,Erin Byrne,Shelby Babowicz,Tori Reiser,FIU,Jacksonville,1237,20180323
1569,5,Shelby Babowicz,Bethany Salapek,Katie Bergeron,Morgan Cleary,Jacksonville,Florida Southern,1240,20180323
1572,5,Jenna Krenek,Naomi Overstreet,Loren Washington,Malee Sowa,Texas A&M; Corpus Christi,Texas A&M; Kingsville,1253,20180323
1577,5,Jamie Hirai,Thaliana Grajeda,Pi'ikea Clemens,Shannon Levinson,San Jose State University,USF,1255,20180323
1582,5,Chloe Stitt,Kaylee Taff,Amy Tyma,Kaitlyn Carter,Austin Peay State ,Huntingdon,1256,20180323
1585,5,Chloe Stitt,Kaylee Taff,Beka Wachob,Tone Gill,Austin Peay State ,Lincoln Memorial,1257,20180323
1590,5,Holland Ponthieux,Allie Kemp,Maddie Cloutier,Mackenzie Rombach,ULM,Jacksonville State,1258,20180324
1595,5,Emilee Wissmach,Marina Chavez,Maddie Cloutier,Ashley Clingan,Mercer,Jacksonville State,1259,20180324
1600,5,Carolyn Cain,Casey Justice,Holland Ponthieux,Allie Kemp,UNF,ULM,1260,20180324
1605,5,Izzy Carey,Megan Muret,Kate  Baldwin,Samantha Plaster,UCLA,ASU,1261,20180324
1610,5,Hannah Zalopany,Paige Dreeuws,Reagan Evans,Courtney Mullinax,Hawaii,UNC Wilmington,1262,20180324
1614,5,Mariana Dal Pozzo,Taija Thomas,Kali Boatwright,Stephanie Bogda,FIU,Eckerd ,1263,20180324
1619,5,Katrina Kernochan,Alexandra Poletto,Grace Campbell,Maddie Micheletti,Cal,USC,1264,20180324
1624,5,Claire Doyle,Avery Arellano,Gabbi Moreno,Sallianne Napolitano,UAB,TCU,1265,20180324
1629,5,Kat Anderson,Caitlin Keefe,Kara Bajema,Emma Calle,Stanford,Washington,1266,20180324
1634,5,Izzy Carey,Megan Muret,Jonny Baham,Brooke Burling,UCLA,Arizona,1267,20180324
1639,5,Maddie Gordon,Ashley Bauchert,Holland Ponthieux,Allie Kemp,Georgia State,ULM,1268,20180324
1644,5,Carolyn Cain,Casey Justice,Maddie Cloutier,Ashley Clingan,UNF,Jacksonville State,1269,20180324
1649,5,Eden Hawes,Ashley McGinn,Kylie Keeling,Elli Merchant,Georgia State,Mercer,1270,20180324
1654,5,Courtney Mullinax,Reagan Evans,Gabbi Moreno,Sallianne Napolitano,UAB,UNC Wilmington,1271,20180324
1659,5,Cammie Dorn,Lainy Thomas,Kate  Baldwin,Samantha Plaster,ASU,USC,1272,20180324
1664,5,Grace Campbell,Maddie Micheletti,Anna Crabtree,Natalie Robinson,Cal,Washington,1273,20180324
1669,5,Franky Harrison,Jess Vastine,Kaitlan Krivdo,Alanya Ryan,South Carolina,FGCU,1274,20180324
1674,5,Macy Gordon,Heather Pembroke,Bozena Culo,Maddie  Leiphardt ,LMU,Cal Poly SLO,1275,20180324
1679,5,Heather Pembroke,Macy Gordon,Ally  Barber ,Krista Hernandez,Cal Poly SLO,Cal State Bakersfield,1276,20180324
1682,5,Shelby Babowicz,Bethany Salapek,Annabella Arcari,Allie Daul,Jacksonville,Saint Leo,1278,20180324
1687,5,Mariana Dal Pozzo,Taija Thomas,Emily Jones,Casey Slezak,FIU,Florida Southern,1279,20180324
1693,5,Quinci Birker,Rebecca Ingram,Emmarose Neibert,Emily Sullivan,Stetson,Spring Hill College,1282,20180324
1698,5,Maddie Ligon,Riley Young,Rebecca Ingram,Quinci Birker,LSU,Stetson,1283,20180324
1703,5,Kat Anderson,Caitlin Keefe,Jonny Baham,Brooke Burling,Arizona,Stanford,1284,20180324
1708,5,Alanya Ryan,Kaitlan Krivdo,Brooke Sassin,Jordan Westendorf,TCU,FGCU,1285,20180324
1713,5,Kali Fluke,Brennan Miller,Mackenzie  Dear,Shelby Holmes,Central Arkansas,Houston Baptist,1286,20180324
1718,5,Mackenzie  Dear,Shelby Holmes,Stefanie Mitchell,Breanna Vail,Central Arkansas,Ottawa,1287,20180324
1723,5,Danielle Wheeler,Mikayla Vivens,Stefanie Mitchell,Breanna Vail,Houston Baptist,Ottawa,1288,20180324
1728,5,Hannah Zalopany,Paige Dreeuws,Franky Harrison,Jess Vastine,Hawaii,South Carolina,1289,20180324
1733,5,Taylor Foley,Logan Manusky,Gabriella Becerra,Lauren Orlich,College of Charleston,Tulane,1290,20180324
1737,5,Morgan Esters,Christina  Mcafee,Emily Sullivan,Emmarose Neibert,Tulane,Spring Hill College,1291,20180324
1742,5,Alexa Richardson,Katinka Krahn,Christina  Mcafee,Morgan Esters,Stetson,Tulane,1292,20180324
1747,5,Riley Young,Maddie Ligon,Brittany Pellitteri,Julia Lewkowicz,LSU,FAU,1293,20180324
1752,5,Lilly Kessler,Kahlee York,Blessings Dunn,Rhyan  Rand,LSU,New Orleans,1294,20180324
1757,5,Bozena Culo,Maddie  Leiphardt ,Sydney Wicks,Hannah Manzanares,LMU,Cal State Bakersfield,1295,20180324
1762,5,Liz Reich,McKenzie Schwan,Maggie Scott,Ronika Stone,Oregon,Portland,1296,20180324
1767,5,Ashlyn Fleming,Taylor Poncetta,Shannon Levinson,Pi'ikea Clemens,Pacific,USF,1297,20180324
1772,5,Brittany Pellitteri,Julia Lewkowicz,Taylor Foley,Logan Manusky,FAU,College of Charleston,1298,20180324
1777,5,Allison Beckman,Lauren Freed,Jordan Schumacher,Kaitlyn Grice,College of Charleston,New Orleans,1299,20180324
1782,5,Chloe Stitt,Kaylee Taff,Gabrielle Bailey,Micah Palmer,Austin Peay State ,Carson-Newman,1300,20180324
1787,5,Kyla Augustine,Courtney Mullinax,Kaitlan Krivdo,Alanya Ryan,UNC Wilmington,FGCU,1308,20180325
1792,5,Claire Doyle,Avery Arellano,Courtney Mullinax,Kyla Augustine,UNC Wilmington,TCU,1309,20180325
1797,5,Izzy Carey,Megan Muret,Grace Campbell,Maddie Micheletti,UCLA,Cal,1310,20180325
1802,5,Cammie Dorn,Maja Kaiser,Jonny Baham,Brooke Burling,Arizona,USC,1311,20180325
1807,5,Izzy Carey,Megan Muret,Kara Bajema,Emma Calle,UCLA,Washington,1312,20180325
1812,5,Kat Anderson,Caitlin Keefe,Kate  Baldwin,Samantha Plaster,ASU,Stanford,1313,20180325
1817,5,Paige Dreeuws,Hannah Zalopany,Alanya Ryan,Kaitlan Krivdo,Hawaii,FGCU,1314,20180325
1822,5,Alexa Richardson,Katinka Krahn,Taylor Foley,Logan Manusky,College of Charleston,Stetson,1315,20180325
1827,5,Quinci Birker,Rebecca Ingram,Jordan Schumacher,Kaitlyn Grice,Stetson,New Orleans,1316,20180325
1832,5,Cammie Dorn,Maja Kaiser,Kat Anderson,Caitlin Keefe,USC,Stanford,1317,20180325
1837,5,Hannah Zalopany,Paige Dreeuws,Gabbi Moreno,Sallianne Napolitano,Hawaii,UAB,1318,20180325
1842,5,Grace Campbell,Maddie Micheletti,Jonny Baham,Brooke Burling,Cal,Arizona,1319,20180325
1847,5,Kate  Baldwin,Samantha Plaster,Kara Bajema,Emma Calle,ASU,Washington,1320,20180325
1852,5,Nicole Grant,Ashlan  Cunningham,Briana Correa,Christina  Mcafee,FAU,Tulane,1321,20180325
1857,5,Maddie Ligon,Riley Young,Ashley Delgado,Addison Hermstad,LSU,Tulane,1322,20180325
1862,5,Riley Young,Maddie Ligon,Taylor Foley,Logan Manusky,LSU,College of Charleston,1323,20180325
1867,5,Franky Harrison,Jess Vastine,Brooke Sassin,Jordan Westendorf,TCU,South Carolina,1324,20180325
1872,5,Sallianne Napolitano,Gabbi Moreno,Jess Vastine,Franky Harrison,UAB,South Carolina,1325,20180325
1877,5,Nicole Grant,Ashlan  Cunningham,Emily Sullivan,Emmarose Neibert,FAU,Spring Hill College,1326,20180325
1879,5,Emily Sullivan,Emmarose Neibert,Ally Carr,Kaitlyn Grice,New Orleans,Spring Hill College,1327,20180325
1884,5,Hannah Hubbard,Heather Pembroke,Kyra Hanawahine,Marine Hall-Poirier,Cal Poly SLO,Oregon,1328,20180326
1889,5,Izzy Carey,Megan Muret,Maddie Dilfer,Nikki Lyons,UCLA,Pepperdine,1329,20180327
1894,5,Caitlin Keefe,Blake Sharp,Michelle Boyd,Victoria Duarte,Stanford,CSULA,1330,20180327
1899,5,Hannah Matt,Marisa Ramsey,Caitlin Keefe,Blake Sharp,Long Beach State,Stanford,1331,20180327
1904,5,Claire Newlander,Marisa Ramsey,Victoria Duarte,Michelle Boyd,Long Beach State,CSULA,1332,20180327
1909,5,Carolyn Cain,Casey Justice,Hannah Marchand,Shaylee Befus,UNF,Jacksonville,1338,20180328
1914,5,Casey Justice,Carolyn Cain,Hannah Marchand,Shaylee Befus,UNF,Jacksonville,1339,20180328
1919,5,Alexis  Patterson,Emma Kirst,Kyra Hanawahine,Marine Hall-Poirier,Long Beach State,Oregon,1340,20180328
1924,5,Hannah Matt,Marisa Ramsey,Madi Wilkerson,Jennifer Laird,Long Beach State,Saint Mary's,1341,20180328
1929,5,Kekai Whitford,Chloe Reinig,Shawnee De Oliveira,Cassidy Rosso,LMU,Cal State Northridge,1342,20180328
1934,5,Madi Wilkerson,Sienna Young,Marine Hall-Poirier,Kyra Hanawahine,Saint Mary's,Oregon,1343,20180328
1938,5,Danielle Wheeler,Mikayla Vivens,Madeleine  Sims,Loren Washington,Houston Baptist,Texas A&M; Kingsville,1347,20180329
1943,5,Kara Bajema,Emma Calle,Kenna Hanses,Skye Southwick,Washington,Boise State,1348,20180329
1948,5,Kenna Hanses,Skye Southwick,Liz Reich,McKenzie Schwan,Boise State,Portland,1349,20180329
1953,5,Franky Harrison,Jess Vastine,Brooke Sassin,Jordan Westendorf,TCU,South Carolina,1350,20180330
1958,5,Taija Thomas,Mariana Dal Pozzo,Emily Reinking,Jamie  Walsh,FIU,Grand Canyon,1351,20180330
1963,5,Izzy Carey,Megan Muret,Francesca Goncalves,Madison Fitzpatrick,UCLA,Florida State,1352,20180330
1968,5,Chloe Reinig,Kekai Whitford,Jennifer Laird,Morgan Kendrick,Saint Mary's,LMU,1353,20180329
1973,5,Alex O'Sullivan,Madison Baumann,Julia Denboer,Kekela Hendrickson,Saint Mary's,Concordia,1354,20180329
1978,5,Kaitlan Krivdo,Alanya Ryan,Kalin Eske,Aristea Tontai,FGCU,Coastal Carolina,1355,20180330
1983,5,Julia Lewkowicz,Brittany Pellitteri,Emily Reinking,Jamie  Walsh,Grand Canyon,FAU,1356,20180330
1988,5,Izzy Carey,Megan Muret,Mariana Dal Pozzo,Taija Thomas,UCLA,FIU,1357,20180330
1993,5,Quinci Birker,Rebecca Ingram,Kylie Keeling,Elli Merchant,Stetson,Mercer,1358,20180330
1998,5,Eden Hawes,Ashley McGinn,Rio Frohoff,Kendyl Brennan,Georgia State,Tulane,1359,20180330
2003,5,Hannah Zalopany,Paige Dreeuws,Krista Hernandez,Ally  Barber ,Hawaii,Cal State Bakersfield,1360,20180330
2008,5,Heather Pembroke,Hannah Hubbard,Nicolette  Pinkney,Lauren Conati,Cal Poly SLO,Cal State Northridge,1361,20180330
2013,5,Jess Vastine,Avery Davis,Emily Reinking,Jamie  Walsh,Grand Canyon,South Carolina,1362,20180330
2017,5,Jonny Baham,Brooke Burling,Loren Washington,Malee Sowa,Arizona,Texas A&M; Kingsville,1363,20180330
2022,5,Alanya Ryan,Kaitlan Krivdo,Marina Chavez,Emilee Wissmach,Mercer,FGCU,1364,20180330
2027,5,Courtney Mullinax,Jaime Thomas,Gabrielle Bailey,Micah Palmer,UNC Wilmington,Carson-Newman,1365,20180330
2032,5,Taylor Foley,Logan Manusky,Sarah Wilson,Kelly Wilson,College of Charleston,Missouri Baptist University,1366,20180330
2037,5,Nicolette  Pinkney,Lauren Conati,Ally  Barber ,Krista Hernandez,Cal State Bakersfield,Cal State Northridge,1367,20180330
2042,5,Izzy Carey,Megan Muret,Brittany Pellitteri,Julia Lewkowicz,UCLA,FAU,1370,20180330
2047,5,Francesca Goncalves,Eva Torruella,Brooke Sassin,Jordan Westendorf,Florida State,TCU,1371,20180330
2052,5,Mariana De Paula Silva,Taija Thomas,Jess Vastine,Avery Davis,FIU,South Carolina,1372,20180330
2057,5,Brigitte Murdock,Paige Swinney,Krista Hernandez,Ally  Barber ,"Cal State University, Sacramento",Cal State Bakersfield,1373,20180330
2062,5,Hannah Zalopany,Paige Dreeuws,Nicolette  Pinkney,Lauren Conati,Hawaii,Cal State Northridge,1374,20180330
2067,5,Kayla Long,Abbey Wilson,Paris Cosley,Sofia Resendiz,New Mexico,Abilene Christian,1375,20180330
2072,5,Emily Nenninger,Abbey Wilson,Natalee Todd,Ara Norwood,New Mexico,Colorado Mesa,1376,20180330
2077,5,Samantha Plaster,Kate  Baldwin,Natalee Todd,Ara Norwood,ASU,Colorado Mesa,1377,20180330
2082,5,Samantha Plaster,Kate  Baldwin,Paris Cosley,Sofia Resendiz,ASU,Abilene Christian,1378,20180330
2087,5,Grace Campbell,Maddie Micheletti,Pi'ikea Clemens,Shannon Levinson,Cal,USF,1379,20180330
2092,5,Maddie Ligon,Riley Young,Jonny Baham,Brooke Burling,Arizona,LSU,1380,20180330
2097,5,Rio Frohoff,Gabriella Becerra,Ashlan  Cunningham,Nicole Grant,Tulane,FAU,1381,20180330
2102,5,Eden Hawes,Ashley McGinn,Jordan Westendorf,Kristy Wieser,TCU,Georgia State,1382,20180330
2107,5,Maddie Ligon,Riley Young,Sallianne Napolitano,Gabbi Moreno,LSU,UAB,1383,20180330
2112,5,Heather Pembroke,Hannah Hubbard,Brigitte Murdock,Paige Swinney,Cal Poly SLO,"Cal State University, Sacramento",1386,20180330
2117,5,Samantha  Drechsel,Chloe Newton,Kenna Hanses,Skye Southwick,Washington,Boise State,1391,20180330
2122,5,Samantha  Drechsel,Kara Bajema,Liz Reich,McKenzie Schwan,Washington,Portland,1392,20180330
2127,5,Chloe Reinig,Kekai Whitford,Kekela Hendrickson,Julia Denboer,LMU,Concordia,1393,20180329
2132,5,Cierra Simpson,Kristen Castellanos,Mackenzie Mitchell,Karli Burk,LMU,Vanguard,1394,20180329
2137,5,Gabbi Moreno,Sallianne Napolitano,Maddie Cloutier,Kayla Frear,UAB,Jacksonville State,1395,20180330
2141,5,Mackenzie  Dear,Shelby Holmes,Loren Washington,Malee Sowa,Central Arkansas,Texas A&M; Kingsville,1396,20180330
2146,5,Mackenzie  Dear,Shelby Holmes,Jenna Krenek,Naomi Overstreet,Central Arkansas,Texas A&M; Corpus Christi,1397,20180330
2151,5,Casey Justice,Carolyn Cain,Gabrielle Bailey,Micah Palmer,UNF,Carson-Newman,1398,20180330
2156,5,Casey Justice,Carolyn Cain,Jessica Terry,Teryn Mills,UNF,Webber,1399,20180330
2161,5,Taylor Foley,Logan Manusky,Courtney Mullinax,Jaime Thomas,College of Charleston,UNC Wilmington,1400,20180330
2166,5,Francesca Goncalves,Eva Torruella,Addison Hermstad,Ashley Delgado,Florida State,Tulane,1401,20180331
2171,5,Izzy Carey,Megan Muret,Madi Relaz,Jessica Clark,UCLA,Grand Canyon,1402,20180331
2176,5,Brittany Pellitteri,Julia Lewkowicz,Kristy Wieser,Jordan Westendorf,FAU,TCU,1403,20180331
2181,5,Jenna Krenek,Naomi Overstreet,Ashley Clingan,Maddie Cloutier,Jacksonville State,Texas A&M; Corpus Christi,1404,20180330
2186,5,Eva Torruella,Francesca Goncalves,Taija Thomas,Mariana Dal Pozzo,Florida State,FIU,1405,20180331
2191,5,Sarah Kelly,Courtney Mullinax,Maggie Sorensen,Mallory Moran,UNC Wilmington,Missouri Baptist University,1406,20180330
2196,5,Taylor Foley,Logan Manusky,Courtney Mullinax,Jaime Thomas,College of Charleston,UNC Wilmington,1407,20180330
2201,5,Katinka Krahn,Alexa Richardson,Aristea Tontai,Kalin Eske,Stetson,Coastal Carolina,1408,20180330
2206,5,Alanya Ryan,Kaitlan Krivdo,Aristea Tontai,Kalin Eske,FGCU,Coastal Carolina,1409,20180331
2211,5,Izzy Carey,Megan Muret,Avery Davis,Jess Vastine,UCLA,South Carolina,1410,20180331
2216,5,Maddie Dilfer,Nikki Lyons,Chloe Reinig,Kekai Whitford,Pepperdine,LMU,1416,20180331
2221,5,Jonny Baham,Brooke Burling,Mackenzie  Dear,Shelby Holmes,Arizona,Central Arkansas,1417,20180331
2226,5,Katrina Kernochan,Alexandra Poletto,Madi Wilkerson,Sienna Young,USC,Saint Mary's,1419,20180331
2231,5,Ashley Delgado,Addison Hermstad,Mariana Dal Pozzo,Taija Thomas,Tulane,FIU,1420,20180331
2236,5,Maddie Dilfer,Nikki Lyons,Madi Wilkerson,Jennifer Laird,Pepperdine,Saint Mary's,1421,20180331
2241,5,Madi Relaz,Jessica Clark,Ashley McGinn,Eden Hawes,Grand Canyon,Georgia State,1422,20180331
2246,5,Makenna Martin,Caroline Cordes,Naomi Overstreet,Jenna Krenek,Arizona,Texas A&M; Corpus Christi,1423,20180331
2251,5,Jordan Westendorf,Kristy Wieser,Ashley Delgado,Addison Hermstad,TCU,Tulane,1424,20180331
2256,5,Lilly Kessler,Kahlee York,Loren Washington,Madeleine  Sims,LSU,Texas A&M; Kingsville,1425,20180331
2261,5,Maddie Ligon,Kahlee York,Ashley Clingan,Maddie Cloutier,LSU,Jacksonville State,1426,20180331
2266,5,Kristen Castellanos,Cierra Simpson,Jennifer Laird,Morgan Kendrick,LMU,Saint Mary's,1427,20180331
2271,5,Maddie Dilfer,Nikki Lyons,Jenna Belton,Jo Kremer,Pepperdine,USC,1428,20180331
2276,5,Samantha Plaster,Kate  Baldwin,Kayla Long,Abbey Wilson,ASU,New Mexico,1429,20180331
2281,5,Kayla Long,Abbey Wilson,Paris Cosley,Sofia Resendiz,New Mexico,Abilene Christian,1430,20180331
2286,5,Jenna Belton,Jo Kremer,Chloe Reinig,Kekai Whitford,USC,LMU,1431,20180331
2291,5,Hannah Zalopany,Paige Dreeuws,Hannah Hubbard,Heather Pembroke,Cal Poly SLO,Hawaii,1432,20180331
