,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
363,5,Olivia Petnicki,Kaitlyn Lines,Brigitte Murdock,Macey Hayden,Pacific,"Cal State University, Sacramento",895,20180302
368,5,Kat Anderson,Payton Chang,Pi'ikea Clemens,Shannon Levinson,Stanford,USF,896,20180302
373,5,Olivia Petnicki,Kaitlyn Lines,Michelle Gajdka,Erin Reineking,Santa Clara,Pacific,897,20180302
378,5,Jennifer Laird,Morgan Kendrick,Brigitte Murdock,Ashtin Olin,Saint Mary's,"Cal State University, Sacramento",898,20180302
383,5,Grace Campbell,Maddie Micheletti,Summer Avery,Breann Robinson,Cal,San Jose State University,902,20180302
388,5,Ashley Slay,Chloe Stitt,Ally Carr,Blessings Dunn,Austin Peay State ,New Orleans,903,20180302
396,5,Holland Ponthieux,Taylor  Meyer,Ashley Slay,Chloe Stitt,ULM,Austin Peay State ,910,20180302
401,5,Kali Fluke,Meagan Carter,Sallianne Napolitano,Rachel Evans,UAB,Houston Baptist,912,20180302
403,5,Kaxandra Naranjo,Jessica Terry,Maddie Fella,Danielle McCarson,Morehead State,Webber,913,20180302
408,5,Heather Pembroke,Macy Gordon,Samantha Plaster,Kate  Baldwin,Cal Poly SLO,ASU,918,20180303
413,5,Molly McBain,Madison Fitzpatrick,Logan Manusky,Taylor Foley,Florida State,College of Charleston,919,20180303
418,5,Mariana Dal Pozzo,Taija Thomas,Rebecca Ingram,Quinci Birker,FIU,Stetson,920,20180303
423,5,Erica Brok,Mackenzie Morris,Marissa Rogers,Callie Workman,FAU,UNF,921,20180303
428,5,Briana Correa,Lauren Orlich,Kristy Wieser,Jensyn Bledsoe,Tulane,TCU,922,20180303
433,5,Briana Correa,Lauren Orlich,Katie Cross,Cierra Flood,Tulane,ASU,923,20180303
438,5,Maddie Dilfer,Jordan Ferrari,Jenna Belton,Jo Kremer,USC,Pepperdine,924,20180303
443,5,Maja Kaiser,Alexandra Poletto,Zana Muno,Savvy Simo,UCLA,USC,925,20180303
448,5,Riley Young,Gina Tillis,Madilyn McCarty,Nicole DeBolt,LSU,UNF,926,20180303
453,5,Emma Calle,Kara Bajema,Emily Nenninger,Carly Beddingfield,Washington,New Mexico,927,20180303
458,5,Bozena Culo,Emma Doud,Jonny Baham,Caroline Cordes,LMU,Arizona,928,20180303
463,5,Nikki Lyons,Katie Gavin,Izzy Carey,Megan Muret,Pepperdine,UCLA,929,20180303
468,5,Maddie Dilfer,Jordan Ferrari,Jo Kremer,Jenna Belton,USC,Pepperdine,930,20180303
473,5,Molly McBain,Madison Fitzpatrick,Rebecca Ingram,Quinci Birker,Florida State,Stetson,931,20180303
478,5,Heather Pembroke,Macy Gordon,Claire Doyle,Jordan Terral,Cal Poly SLO,TCU,932,20180303
483,5,Kat Anderson,Payton Chang,Macey Hayden,Brigitte Murdock,Stanford,"Cal State University, Sacramento",933,20180303
488,5,Kat Anderson,Payton Chang,Kaitlyn Lines,Olivia Petnicki,Stanford,Pacific,934,20180303
493,5,Eden Hawes,Ashley McGinn,Kayla Walker,Naomi Overstreet,Georgia State,Texas A&M; Corpus Christi,935,20180303
498,5,Eden Hawes,Ashley McGinn,Riley Young,Gina Tillis,Georgia State,LSU,936,20180303
503,5,Franky Harrison,Hannah Edelman,Jaime Thomas,Courtney Mullinax,South Carolina,UNC Wilmington,937,20180303
508,5,Franky Harrison,Hannah Edelman,Erica Brok,Mackenzie Morris,FAU,South Carolina,938,20180303
513,5,Ashley Slay,Chloe Stitt,Hailey Hughes,Shayla Schmidt,Jacksonville State,Austin Peay State ,939,20180303
524,5,Kali Fluke,Meagan Carter,Ashley Slay,Chloe Stitt,Houston Baptist,Austin Peay State ,943,20180303
529,5,Eden Hawes,Ashley McGinn,Kayla Walker,Naomi Overstreet,Georgia State,Texas A&M; Corpus Christi,945,20180302
534,5,Michelle Gajdka,Erin Reineking,Ashtin Olin,Brigitte Murdock,Santa Clara,"Cal State University, Sacramento",946,20180303
539,5,Kelsey Knudsen,Jennifer Laird,Shannon Levinson,Pi'ikea Clemens,Saint Mary's,USF,947,20180303
544,5,Olivia Petnicki,Kaitlyn Lines,Shannon Levinson,Pi'ikea Clemens,USF,Pacific,948,20180303
549,5,Jennifer Laird,Morgan Kendrick,Michelle Gajdka,Erin Reineking,Santa Clara,Saint Mary's,949,20180303
554,5,Sallianne Napolitano,Annie Pringle,Hailey Hughes,Kayla Frear,UAB,Jacksonville State,950,20180302
559,5,Sallianne Napolitano,Kaylee McClure,Ally Carr,Maxine Walsh,UAB,New Orleans,956,20180303
564,5,Rhyan  Rand,Blessings Dunn,Kali Fluke,Meagan Carter,New Orleans,Houston Baptist,957,20180303
569,5,Heather Pembroke,Macy Gordon,Briana Correa,Lauren Orlich,Cal Poly SLO,Tulane,966,20180304
574,5,Kate  Baldwin,Samantha Plaster,Claire Doyle,Jordan Terral,ASU,TCU,967,20180304
579,5,Maddie Gordon,Ashley Bauchert,Courtney Mullinax,Jaime Thomas,UNC Wilmington,Georgia State,968,20180304
584,5,Franky Harrison,Hannah Edelman,Eden Hawes,Ashley McGinn,South Carolina,Georgia State,969,20180304
589,5,Erica Brok,Mackenzie Morris,Emily Hardesty,Gina Tillis,FAU,LSU,970,20180304
594,5,Lilly Kessler,Gina Tillis,Courtney Mullinax,Jaime Thomas,LSU,UNC Wilmington,971,20180304
599,5,Franky Harrison,Hannah Edelman,Madilyn McCarty,Nicole DeBolt,South Carolina,UNF,972,20180304
604,5,Naomi Overstreet,Jenna Krenek,Madilyn McCarty,Nicole DeBolt,UNF,Texas A&M; Corpus Christi,973,20180304
609,5,Mackenzie Morris,Erica Brok,Jenna Krenek,Naomi Overstreet,FAU,Texas A&M; Corpus Christi,974,20180304
611,5,Katie Bergeron,Kayla Dumon,Maddie Fella,Danielle McCarson,Morehead State,Florida Southern,978,20180303
616,5,Hannah Matt,Marisa Ramsey,Hannah Manzanares,Aleksandra Djordjevic,Long Beach State,Cal State Bakersfield,982,20180304
621,5,Hannah Matt,Marisa Ramsey,Lauren Conati,Nicolette  Pinkney,Long Beach State,Cal State Northridge,983,20180304
627,5,Rhyan  Rand,Blessings Dunn,Kali Fluke,Meagan Carter,New Orleans,Houston Baptist,986,20180303
632,5,Taylor  Meyer,Holland Ponthieux,Rhyan  Rand,Blessings Dunn,ULM,New Orleans,987,20180302
637,5,Nicolette  Pinkney,Lauren Conati,Hannah Manzanares,Aleksandra Djordjevic,Cal State Northridge,Cal State Bakersfield,988,20180304
642,5,Emily Reinking,Jamie  Walsh,Emma Doud,Bozena Culo,Grand Canyon,LMU,989,20180303
647,5,Emily Reinking,Jamie  Walsh,Bree Bolton,Karli Burk,Grand Canyon,Vanguard,992,20180302
652,5,Hannah Matt,Marisa Ramsey,Jonny Baham,Stephany Purdue,Long Beach State,Arizona,993,20180306
657,5,Ashley McGinn,Eden Hawes,Kaylee Taff,Chloe Stitt,Georgia State,Austin Peay State ,994,20180306
662,5,Maddie Gordon,Ashley Bauchert,Hailey Hughes,Maddie Cloutier,Georgia State,Jacksonville State,995,20180306
667,5,Courtney Mullinax,Jaime Thomas,Chloe Stitt,Kaylee Taff,UNC Wilmington,Austin Peay State ,996,20180306
672,5,Courtney Mullinax,Jaime Thomas,Grace Jarnagin,Maddie Cloutier,UNC Wilmington,Jacksonville State,997,20180306
677,5,Maddie Dilfer,Jordan Ferrari,Hannah Matt,Marisa Ramsey,Long Beach State,Pepperdine,1000,20180307
682,5,Kat Anderson,Payton Chang,Breann Robinson,Summer Avery,San Jose State University,Stanford,1001,20180307
687,5,Allie Havers,Jasmine Schmidt,Megan Williams,Sarah Wilson,Nebraska,Missouri Baptist University,1002,20180307
692,5,Savvy Simo,Zana Muno,Hannah Zalopany,Paige Dreeuws,UCLA,Hawaii,1003,20180308
697,5,Allyssah Fitterer,Hi'ilawe  Huddleston,Bozena Culo,Emma Doud,Hawaii,LMU,1004,20180308
702,5,Megan Muret,Izzy Carey,Bozena Culo,Emma Doud,UCLA,LMU,1005,20180308
706,5,Nicolette  Pinkney,Lauren Conati,Riley Gill,Kekela Hendrickson,Cal State Northridge,Concordia,1006,20180308
711,5,Nicolette  Pinkney,Lauren Conati,Michelle Boyd,Erianna Williams,Cal State Northridge,CSULA,1007,20180308
716,5,Julie Varga,Lauren Durham,Claire Blumenthal,Alexandra Misca,Stetson,Tampa,1009,20180309
721,5,Quinci Birker,Rebecca Ingram,Madeleine  Sims,Malee Sowa,Stetson,Texas A&M; Kingsville,1010,20180309
725,5,Emilee Wissmach,Kylie Keeling,Marisa Beisner,Nylah Demps,Mercer,Tampa,1011,20180309
730,5,Katinka Krahn,Alexa Richardson,Katie Bergeron,Kayla Dumon,Stetson,Florida Southern,1012,20180309
731,5,Shelby Tate,Malee Sowa,Kylie Keeling,Emilee Wissmach,Mercer,Texas A&M; Kingsville,1013,20180309
735,5,Mackenzie Morris,Erica Brok,Teryn Mills,Jessica Terry,FAU,Webber,1014,20180309
740,5,Erica Brok,Mackenzie Morris,Jordyn Miller,Meagan Carter,FAU,Houston Baptist,1015,20180309
745,5,Grace Campbell,Maddie Micheletti,Samantha Plaster,Kate  Baldwin,Cal,ASU,1019,20180309
750,5,Maddie Micheletti,Grace Campbell,Skye Southwick,Maya Watkins,Cal,Boise State,1020,20180309
755,5,Briana Correa,Lauren Orlich,Jensen Allen,Kiley Lewis,Boise State,Tulane,1021,20180309
760,5,Briana Correa,Lauren Orlich,Kaitlynn Zdroik,Laura  Parts,San Jose State University,Tulane,1022,20180309
765,5,Kat Anderson,Caitlin Keefe,Briana Correa,Lauren Orlich,Stanford,Tulane,1023,20180309
770,5,Samantha Plaster,Kate  Baldwin,Breann Robinson,Summer Avery,ASU,San Jose State University,1024,20180309
775,5,Alanya Ryan,Kaitlan Krivdo,Meagan Carter,Jordyn Miller,FGCU,Houston Baptist,1025,20180309
780,5,Alanya Ryan,Kaitlan Krivdo,Teryn Mills,Jessica Terry,FGCU,Webber,1026,20180309
785,5,Emily Reinking,Jamie  Walsh,Emily Nenninger,Kayla Long,Grand Canyon,New Mexico,1033,20180309
790,5,Abbey Wilson,Carly Beddingfield,Amy Weiss,Makenzie Kesler,New Mexico,Abilene Christian,1034,20180309
795,5,Emilee Wissmach,Sarah Stewart,Katie Bergeron,Casey Slezak,Mercer,Florida Southern,1036,20180310
798,5,Emilee Wissmach,Kylie Keeling,Stephanie Bogda,Kali Boatwright,Mercer,Eckerd ,1037,20180310
803,5,Jordan Ferrari,Maddie Dilfer,Molly McBain,Madison Fitzpatrick,Florida State,Pepperdine,1038,20180310
808,5,Hannah Zalopany,Paige Dreeuws,Jordan Westendorf,Claire Doyle,Hawaii,TCU,1040,20180310
813,5,Maja Kaiser,Alexandra Poletto,Mariana Dal Pozzo,Taija Thomas,FIU,USC,1041,20180310
818,5,Megan Muret,Izzy Carey,Riley Young,Megan Davenport,UCLA,LSU,1042,20180310
823,5,Grace Campbell,Maddie Micheletti,Gabriella Becerra,Briana Correa,Cal,Tulane,1043,20180310
828,5,Ashley McGinn,Eden Hawes,Kaitlan Krivdo,Alanya Ryan,Georgia State,FGCU,1044,20180310
833,5,Kaitlan Krivdo,Alanya Ryan,Erica Brok,Mackenzie Morris,FAU,FGCU,1045,20180310
838,5,Riley Young,Megan Davenport,Alexandra Poletto,Maja Kaiser,LSU,USC,1047,20180310
843,5,Molly McBain,Madison Fitzpatrick,Hannah Zalopany,Paige Dreeuws,Florida State,Hawaii,1048,20180310
848,5,Franky Harrison,Hannah Edelman,Hannah Marchand,Tori Reiser,South Carolina,Jacksonville,1049,20180310
853,5,Franky Harrison,Hannah Edelman,Nicole DeBolt,Madilyn McCarty,South Carolina,UNF,1050,20180310
858,5,Eden Hawes,Ashley McGinn,Kali Fluke,Brennan Miller,Houston Baptist,Georgia State,1051,20180310
863,5,Eden Hawes,Ashley McGinn,Erica Brok,Mackenzie Morris,FAU,Georgia State,1052,20180310
868,5,Briana Correa,Gabriella Becerra,Samantha Plaster,Kate  Baldwin,ASU,Tulane,1053,20180310
873,5,Izzy Carey,Megan Muret,Mariana Dal Pozzo,Taija Thomas,UCLA,FIU,1054,20180310
878,5,Emily Reinking,Jamie  Walsh,Lexie Rawls,Kennedy Shelstead,Grand Canyon,Abilene Christian,1055,20180310
883,5,Maddie Dilfer,Jordan Ferrari,Claire Doyle,Jordan Westendorf,Pepperdine,TCU,1056,20180310
888,5,Kali Fluke,Brennan Miller,Teryn Mills,Jessica Terry,Houston Baptist,Webber,1057,20180310
893,5,Sjea Anderson,Olivia Lee,McKenzie Schwan,Kellie Hughes,Cal Poly SLO,Portland,1058,20180310
898,5,Dora Beilin,Brayden Gruenewald,Shannon Levinson,Trish Koutsoukos,Cal Poly SLO,USF,1059,20180310
903,5,Heather Pembroke,Macy Gordon,Skylar Wine,Kaitlyn Lines,Cal Poly SLO,Pacific,1060,20180310
908,5,Kat Anderson,Caitlin Keefe,Samantha Plaster,Kate  Baldwin,ASU,Stanford,1061,20180310
913,5,Lauren Conati,Nicolette  Pinkney,Shannon Levinson,Trish Koutsoukos,Cal State Northridge,USF,1062,20180310
918,5,Trish Koutsoukos,Shannon Levinson,Brigitte Murdock,Cianna Andrews,"Cal State University, Sacramento",USF,1063,20180310
923,5,Madilyn McCarty,Nicole DeBolt,Tori Reiser,Hannah Marchand,UNF,Jacksonville,1064,20180310
928,5,Kat Anderson,Caitlin Keefe,Drew Hanneman,Cassedi Simon,Stanford,Boise State,1065,20180310
933,5,Kellie Hughes,McKenzie Schwan,Brigitte Murdock,Cianna Andrews,"Cal State University, Sacramento",Portland,1066,20180310
938,5,Skylar Wine,Kaitlyn Lines,Brigitte Murdock,Cianna Andrews,Pacific,"Cal State University, Sacramento",1067,20180310
943,5,Nicolette  Pinkney,Lauren Conati,Kellie Hughes,McKenzie Schwan,Cal State Northridge,Portland,1068,20180310
948,5,Nicolette  Pinkney,Lauren Conati,Skylar Wine,Kaitlyn Lines,Cal State Northridge,Pacific,1069,20180310
953,5,Maddie Micheletti,Grace Campbell,Laura  Parts,Kaitlynn Zdroik,Cal,San Jose State University,1070,20180310
958,5,Ally  Barber ,Krista Hernandez,Karli Burk,Bree Bolton,Cal State Bakersfield,Vanguard,1071,20180310
963,5,Hannah Zalopany,Paige Dreeuws,Mariana Dal Pozzo,Taija Thomas,FIU,Hawaii,1073,20180311
968,5,Maddie Dilfer,Jordan Ferrari,Megan Davenport,Riley Young,LSU,Pepperdine,1074,20180311
973,5,Izzy Carey,Megan Muret,Molly McBain,Madison Fitzpatrick,UCLA,Florida State,1075,20180311
978,5,Alexandra Poletto,Katrina Kernochan,Hannah Rogers,Claire Doyle,USC,TCU,1076,20180311
983,5,Allyssah Fitterer,Hi'ilawe  Huddleston,Riley Young,Megan Davenport,LSU,Hawaii,1077,20180311
988,5,Maddie Dilfer,Jordan Ferrari,Mariana Dal Pozzo,Taija Thomas,FIU,Pepperdine,1078,20180311
993,5,Izzy Carey,Megan Muret,Jordan Terral,Kristy Wieser,UCLA,TCU,1079,20180311
998,5,Jenna Belton,Jo Kremer,Molly McBain,Madison Fitzpatrick,USC,Florida State,1080,20180311
1003,5,Hannah Matt,Marisa Ramsey,Lynsey Wright,Ivy Reynolds,Long Beach State,Missouri State,1081,20180312
1007,5,Lynsey Wright,Ivy Reynolds,Ara Norwood,Natalee Todd,Missouri State,Colorado Mesa,1082,20180312
1012,5,Alexis  Patterson,Emma Kirst,Natalee Todd,Ara Norwood,Long Beach State,Colorado Mesa,1083,20180312
1017,5,Laura  Parts,Kaitlynn Zdroik,McKenzie Schwan,Kellie Hughes,San Jose State University,Portland,1084,20180312
1022,5,Bethany Randall,Sam Bogdan,Kaitlyn Carter,Amy Tyma,Jacksonville State,Huntingdon,1085,20180313
1026,5,Lynsey Wright,Ivy Reynolds,Jeshmarie Suarez,Victoria Duarte,Missouri State,CSULA,1086,20180313
1029,5,Lynsey Wright,Ivy Reynolds,Karli Burk,Mackenzie Mitchell,Missouri State,Vanguard,1087,20180313
1034,5,Lindsey Calvin,Kelsey Knudsen,Anna McCreadie,Erin Reineking,Saint Mary's,Santa Clara,1088,20180313
1039,5,Holland Ponthieux,Taylor  Meyer,Hailey Hughes,Shayla Schmidt,ULM,Jacksonville State,1093,20180303
1044,5,Maddie Dilfer,Nikki Lyons,Molly McBain,Madison Fitzpatrick,Florida State,Pepperdine,1094,20180314
1048,5,Erin Indermill,Daniella Molinari,Ara Norwood,Natalee Todd,Cal State Northridge,Colorado Mesa,1095,20180314
1052,5,Lynsey Wright,Ivy Reynolds,Natalee Todd,Ara Norwood,Missouri State,Colorado Mesa,1096,20180314
1057,5,Erin Indermill,Daniella Molinari,Lynsey Wright,Ivy Reynolds,Missouri State,Cal State Northridge,1097,20180314
1064,5,Marisa Ramsey,Hannah Matt,Brooke Sassin,Jordan Westendorf,Long Beach State,TCU,1102,20180315
1069,5,Bozena Culo,Emma Doud,Brooke Sassin,Jordan Westendorf,LMU,TCU,1103,20180315
1074,5,Hannah Matt,Marisa Ramsey,Molly McBain,Madison Fitzpatrick,Long Beach State,Florida State,1105,20180315
1079,5,Molly McBain,Madison Fitzpatrick,Bozena Culo,Emma Doud,Florida State,LMU,1106,20180315
1084,5,Quinci Birker,Rebecca Ingram,Kayla Long,Emily Nenninger,Stetson,New Mexico,1107,20180316
1089,5,Taylor Foley,Logan Manusky,Amanda Silva,Kaila Dorish,FAU,College of Charleston,1108,20180316
1094,5,Erin Bognar,Sallianne Napolitano,Holland Ponthieux,McKenna Webster,UAB,ULM,1109,20180316
1099,5,Erin Bognar,Sallianne Napolitano,Holland Ponthieux,McKenna Webster,UAB,ULM,1110,20180316
1104,5,Mariana Dal Pozzo,Taija Thomas,Mallory Mattingly,Hannah Marchand,FIU,Jacksonville,1111,20180316
1109,5,Mackenzie  Dear,Shelby Holmes,Kylie Keeling,Emilee Wissmach,Central Arkansas,Mercer,1112,20180316
1114,5,Grace Campbell,Maddie Micheletti,Madi Wilkerson,Sienna Young,Cal,Saint Mary's,1113,20180316
1119,5,Grace Campbell,Maddie Micheletti,Brigitte Murdock,Cianna Andrews,Cal,"Cal State University, Sacramento",1114,20180316
1124,5,Mariana Dal Pozzo,Taija Thomas,Abbey Wilson,Carly Beddingfield,FIU,New Mexico,1115,20180316
1129,5,Aleksandra Djordjevic,Briannah Mariner,Lynsey Wright,Ivy Reynolds,Cal State Bakersfield,Missouri State,1116,20180316
1134,5,Rebecca Ingram,Quinci Birker,Jaime Thomas,Courtney Mullinax,Stetson,UNC Wilmington,1117,20180316
1139,5,Lauren Orlich,Gabriella Becerra,Emilee Wissmach,Kylie Keeling,Tulane,Mercer,1118,20180316
1144,5,Lauren Orlich,Kendyl Brennan,Kaylee Taff,Chloe Stitt,Tulane,Austin Peay State ,1119,20180316
1149,5,Taylor Foley,Logan Manusky,Shaylee Befus,Hannah Marchand,College of Charleston,Jacksonville,1120,20180316
1154,5,Mackenzie  Dear,Shelby Holmes,Holland Ponthieux,Taylor  Meyer,ULM,Central Arkansas,1121,20180316
1158,5,Kaitlan Krivdo,Alanya Ryan,Nylah Demps,Marisa Beisner,FGCU,Tampa,1122,20180316
1163,5,Amanda Silva,Kaila Dorish,Kali Fluke,Brennan Miller,FAU,Houston Baptist,1129,20180316
1168,5,Courtney Mullinax,Jaime Thomas,Brennan Miller,Kali Fluke,UNC Wilmington,Houston Baptist,1135,20180316
