,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
3046,3,Julia Mannisto,Carly Schneider,Riana  Brennan,Kennedy Madison,South Carolina,College of Charleston,1649,20180414
3051,3,Olivia Powers,Hunter Domanski,Jordan Terral,Jensyn Bledsoe,LSU,TCU,1650,20180414
3056,3,Olivia Powers,Hunter Domanski,Jordan Terral,Jensyn Bledsoe,LSU,TCU,1651,20180414
3061,3,Molly Scheel,Jensyn Bledsoe,Hailey Hughes,Shayla Schmidt,TCU,Jacksonville State,1652,20180414
3066,3,Carly Kan,Laurel Weaver,Kylee Johnson,Maya Watkins,Hawaii,Boise State,1653,20180414
3071,3,Sara Putt,Macy Jerger,Olivia Stasevich,Georgia Johnson,Florida State,Georgia State,1654,20180414
3076,3,Sara Putt,Macy Jerger,Bailey Banks,Katya Silveira,Florida State,Houston Baptist,1655,20180414
3081,3,Sara Putt,Macy Jerger,Jordan Schumacher,Kaitlyn Grice,Florida State,New Orleans,1656,20180414
3086,3,Zoi Konstantopoulou,Nicci Reinking,Aleksandra Djordjevic,Briannah Mariner,Long Beach State,Cal State Bakersfield,1657,20180414
3091,3,Hunter Domanski,Olivia Powers,Olivia Stasevich,Georgia Johnson,LSU,Georgia State,1658,20180414
3096,3,Katrin Gotterba,Alex Holt,Macey Hayden,Skyler Takeda,Pacific,"Cal State University, Sacramento",1660,20180414
3101,3,Breann Robinson,Luiza Andrade,Katrin Gotterba,Alex Holt,Pacific,San Jose State University,1661,20180414
3106,3,Breann Robinson,Luiza Andrade,Skyler Takeda,Macey Hayden,San Jose State University,"Cal State University, Sacramento",1662,20180414
3111,3,Carly Kan,Laurel Weaver,Katelyn Carballo,Ellyson Lundberg,Hawaii,ASU,1663,20180414
3116,3,Carly Dehoog,Shayne Mcpherson,Mia Merino,Caroline Schafer,Washington,Cal,1664,20180414
3121,3,Demi McInnis,Madi Fitzsimmons,Amy Weiss,Kennedy Shelstead,Texas A&M; Corpus Christi,Abilene Christian,1665,20180414
3126,3,Bailey Banks,Katya Silveira,Hailey Hughes,Shayla Schmidt,Houston Baptist,Jacksonville State,1666,20180414
3131,3,Bryce Bark,Madison Dueck,Terese Cannon,Sammy Slater,USC,Cal,1667,20180415
3136,3,Sara Putt,Macy Jerger,Hunter Domanski,Olivia Powers,Florida State,LSU,1668,20180415
3141,3,Madi Fitzsimmons,Demi McInnis,Mercedes Pacheco,Carly Beddingfield,Texas A&M; Corpus Christi,New Mexico,1669,20180415
3146,3,Kate Formico,Catherine Raquel,Madison Dueck,Bryce Bark,Stanford,Cal,1670,20180415
3151,3,Jordan Schumacher,Kaitlyn Grice,Hailey Hughes,Shayla Schmidt,Jacksonville State,New Orleans,1671,20180415
3156,3,Sara Putt,Macy Jerger,Hailey Hughes,Shayla Schmidt,Florida State,Jacksonville State,1672,20180415
3161,3,Shayne Mcpherson,Carly Dehoog,Lauren  Page,Willow Johnson ,Washington,Oregon,1673,20180415
3166,3,Terese Cannon,Sammy Slater,Lauren  Page,Willow Johnson ,USC,Oregon,1674,20180415
3171,3,Olivia Stasevich,Georgia Johnson,Molly Scheel,Jensyn Bledsoe,Georgia State,TCU,1675,20180415
3176,3,Molly Scheel,Jensyn Bledsoe,Bailey Banks,Katya Silveira,TCU,Houston Baptist,1676,20180415
3181,3,Kylee Johnson,Maya Watkins,Katelyn Carballo,Ellyson Lundberg,ASU,Boise State,1677,20180415
3186,3,Hailey Harward,Zoi Konstantopoulou,Emma Doud,Chloe Reinig,Long Beach State,LMU,1678,20180415
3191,3,Carly Kan,Laurel Weaver,Katelyn Carballo,Ellyson Lundberg,Hawaii,ASU,1679,20180415
3196,3,Hunter Domanski,Olivia Powers,Bailey Banks,Katya Silveira,LSU,Houston Baptist,1680,20180415
3201,3,Hailey Harward,Nicci Reinking,Kenzie Koerber,Brianna Doehrmann,Long Beach State,Utah,1681,20180415
3206,3,Chloe Reinig,Emma Doud,Brianna Doehrmann,Kenzie Koerber,LMU,Utah,1682,20180415
3211,3,Olivia Stasevich,Georgia Johnson,Kaitlyn Grice,Jordan Schumacher,Georgia State,New Orleans,1683,20180415
3217,3,Kate Formico,Catherine Raquel,Shayne Mcpherson,Carly Dehoog,Washington,Stanford,1686,20180415
3222,3,Carly Kan,Laurel Weaver,Jaymee-Lee Bulda,Jensen Allen,Hawaii,Boise State,1687,20180415
3227,3,Terese Cannon,Sammy Slater,Kristyna Adamcikova,Hailey Harward,USC,Long Beach State,1707,20180417
3232,3,Zoi Konstantopoulou,Nicci Reinking,Katie Pyles,Madi Relaz,Long Beach State,Grand Canyon,1708,20180417
3237,3,Bryce Bark,Madison Dueck,Sarah Chase,Mary Hernandez,Cal,Saint Mary's,1709,20180417
3242,3,Joy Dennis,Jo Kremer,Natalie Honzovicova,Katie Sarber,Grand Canyon,USC,1710,20180417
3247,3,Hailey Devlin,Stephany Purdue,Katelyn Carballo,Ellyson Lundberg,Arizona,ASU,1711,20180418
3252,3,Savvy Simo,Mac May,Hailey Harward,Kristyna Adamcikova,Long Beach State,UCLA,1712,20180419
3257,3,Autumn  Russell,Lauren McMurray,Bailey Anderson,Erianna Williams,Cal State Northridge,CSULA,1713,20180419
3262,3,Katie Pyles,Madi Relaz,Berkeley Oblad,Bailey Choy,Grand Canyon,Utah,1714,20180419
3267,3,Sara Putt,Macy Jerger,Halle Hunt,Katie McCullough,Florida State,UNC Wilmington,1715,20180420
3272,3,Carly Schneider,Julia Mannisto,Emily Martinez,Gabbi Moreno,South Carolina,UAB,1716,20180420
3277,3,Olivia Powers,Hunter Domanski,Georgia Johnson,Olivia Stasevich,Georgia State,LSU,1717,20180420
3282,3,Katie Friesen,Dorina Klinger,Riana  Brennan,Kennedy Madison,FIU,College of Charleston,1718,20180420
3287,3,Macy Jerger,Sara Putt,Erica Brok,Mackenzie Morris,Florida State,FAU,1719,20180420
3292,3,Carly Schneider,Julia Mannisto,Lauren Orlich,Anna Chin,Tulane,South Carolina,1720,20180420
3297,3,Riana  Brennan,Kennedy Madison,Gabbi Moreno,Emily Martinez,UAB,College of Charleston,1721,20180420
3302,3,Olivia Powers,Hunter Domanski,Halle Hunt,Katie McCullough,UNC Wilmington,LSU,1722,20180420
3307,3,Sarah Chase,Mary Hernandez,Carey Williams,Sarah Savoca,Saint Mary's,Portland,1723,20180420
3312,3,Veronica Nederend,Emma Doud,Taylor  Odom,Tessie Powers,LMU,Santa Clara,1724,20180420
3316,3,Veronica Nederend,Emma Doud,Taylor  Odom,Tessie Powers,LMU,Santa Clara,1725,20180420
3320,3,Katie Friesen,Dorina Klinger,Lauren Orlich,Anna Chin,FIU,Tulane,1726,20180420
3325,3,Olivia Stasevich,Georgia Johnson,Erica Brok,Mackenzie Morris,Georgia State,FAU,1727,20180420
3330,3,Hailey Devlin,Stephany Purdue,Chloe Crappell,Yasmin Tan,Arizona,New Mexico,1728,20180420
3335,3,Melissa Powell,Kenzie Koerber,Sydney Nelson,Caitlan Sammons,Utah,Benedictine,1729,20180420
3340,3,Chloe Crappell,Yasmin Tan,Sydney Nelson,Caitlan Sammons,New Mexico,Benedictine,1730,20180420
3345,3,Gigi Hernandez,Heidi Dyer,Katrin Gotterba,Alex Holt,Pepperdine,Pacific,1731,20180420
3350,3,Sarah Chase,Mary Hernandez,Veronica Nederend,Emma Doud,Saint Mary's,LMU,1732,20180420
3355,3,Carey Williams,Sarah Savoca,Taylor  Odom,Tessie Powers,Portland,Santa Clara,1733,20180420
3360,3,Katrin Gotterba,Alex Holt,Carey Williams,Sarah Savoca,Pacific,Portland,1734,20180420
3365,3,Chloe Reinig,Emma Doud,Camille Araujo,Erica Ronda,LMU,USF,1735,20180420
3370,3,Katrin Gotterba,Alex Holt,Camille Araujo,Erica Ronda,Pacific,USF,1736,20180420
3378,3,Taylor Nelson,Adlee Van Winden,Breann Robinson,Luiza Andrade,Cal Poly SLO,San Jose State University,1738,20180420
3383,3,Raeann Greisen,Macy Gordon,Eliana Johnson,Charity Dennis,Cal Poly SLO,Vanguard,1739,20180420
3388,3,Jenna Panning,Haley Turner,Alyssa Cecil,Karlee Reynolds,Austin Peay State ,Morehead State,1742,20180420
3393,3,Jenna Panning,Haley Turner,Hailey Hughes,Shayla Schmidt,Jacksonville State,Austin Peay State ,1743,20180420
3400,3,Hailey Devlin,Stephany Purdue,Melissa Powell,Kenzie Koerber,Utah,Arizona,1746,20180420
3405,3,Carly Dehoog,Shayne Mcpherson,Jaymee-Lee Bulda,Jensen Allen,Washington,Boise State,1752,20180420
3410,3,Carly Schneider,Julia Mannisto,Riana  Brennan,Kennedy Madison,College of Charleston,South Carolina,1765,20180421
3415,3,Macy Jerger,Sara Putt,Olivia Powers,Hunter Domanski,Florida State,LSU,1766,20180421
3420,3,Carly Schneider,Julia Mannisto,Riana  Brennan,Kennedy Madison,College of Charleston,South Carolina,1767,20180421
3425,3,Bailey Banks,Katya Silveira,Madi Fitzsimmons,Demi McInnis,Houston Baptist,Texas A&M; Corpus Christi,1768,20180420
3430,3,Bailey Banks,Katya Silveira,Kaitlyn Grice,Jordan Schumacher,Houston Baptist,New Orleans,1769,20180420
3435,3,Gigi Hernandez,Heidi Dyer,Sarah Chase,Mary Hernandez,Pepperdine,Saint Mary's,1770,20180421
3440,3,Lauren Orlich,Anna Chin,Gabbi Moreno,Emily Martinez,Tulane,UAB,1771,20180421
3445,3,Erica Brok,Mackenzie Morris,Halle Hunt,Katie McCullough,FAU,UNC Wilmington,1772,20180421
3450,3,Macy Jerger,Sara Putt,Olivia Stasevich,Georgia Johnson,Florida State,Georgia State,1773,20180421
3455,3,Carly Schneider,Julia Mannisto,Katie Friesen,Dorina Klinger,South Carolina,FIU,1774,20180421
3460,3,Veronica Nederend,Emma Doud,Katrin Gotterba,Alex Holt,Pacific,LMU,1775,20180421
3465,3,Lauren Orlich,Anna Chin,Riana  Brennan,Kennedy Madison,Tulane,College of Charleston,1776,20180421
3470,3,Olivia Powers,Hunter Domanski,Erica Brok,Mackenzie Morris,LSU,FAU,1777,20180421
3475,3,Kenzie Koerber,Melissa Powell,Chloe Crappell,Yasmin Tan,New Mexico,Utah,1778,20180421
3480,3,Rachel Noble,Samantha Harris,Mackenzie Swan,Cristina Finan,Stetson,Jacksonville,1779,20180421
3485,3,Brittany Pase,Callie Workman,Giovanna Borgiotti,Ashley Glickert,FGCU,UNF,1780,20180421
3490,3,Mackenzie Swan,Cristina Finan,Jessica Johnson,Elli Gibson,Jacksonville,Mercer,1781,20180421
3493,3,Jenna Panning,Haley Turner,Rylee Storms,Erica Whiteaker,Austin Peay State ,Lincoln Memorial,1782,20180421
3498,3,Sarah Chase,Mary Hernandez,Veronica Nederend,Emma Doud,LMU,Saint Mary's,1783,20180421
3503,3,Gigi Hernandez,Heidi Dyer,Sarah Chase,Mary Hernandez,Pepperdine,Saint Mary's,1784,20180421
3508,3,Bryce Bark,Madison Dueck,Catherine Raquel,Kate Formico,Stanford,Cal,1785,20180421
3513,3,Giovanna Borgiotti,Ashley Glickert,Jessica Johnson,Elli Gibson,FGCU,Mercer,1786,20180421
3519,3,Carly Dehoog,Shayne Mcpherson,Jaymee-Lee Bulda,Jensen Allen,Washington,Boise State,1789,20180421
3524,3,Lauren McMurray,Autumn  Russell,Eliana Johnson,Charity Dennis,Cal State Northridge,Vanguard,1790,20180421
3529,3,Lauren McMurray,Autumn  Russell,Mattison Degarmo,Emily Lopes,Cal State Bakersfield,Cal State Northridge,1791,20180421
3534,3,Brooke Boiseau,Sarah Garrow,Eliana Johnson,Charity Dennis,Cal State Bakersfield,Vanguard,1792,20180421
3539,3,Katie Friesen,Dorina Klinger,Gabbi Moreno,Emily Martinez,FIU,UAB,1793,20180421
3544,3,Olivia Stasevich,Georgia Johnson,Halle Hunt,Katie McCullough,Georgia State,UNC Wilmington,1794,20180421
3549,3,Jenna Panning,Haley Turner,Micah Depetro,Abby Struewing,Austin Peay State ,Carson-Newman,1795,20180421
3554,3,Hailey Hughes,Shayla Schmidt,Abby Struewing,Micah Depetro,Jacksonville State,Carson-Newman,1796,20180421
3559,3,Macy Jerger,Sara Putt,Katie Friesen,Dorina Klinger,Florida State,FIU,1798,20180422
3567,3,Hunter Domanski,Olivia Powers,Carly Schneider,Julia Mannisto,LSU,South Carolina,1800,20180422
3572,3,Kristine Hjembo,Colene Hamilton,Bailey Banks,Katya Silveira,Central Arkansas,Houston Baptist,1801,20180421
3581,3,Kristine Hjembo,Colene Hamilton,Amy Weiss,Kennedy Shelstead,Central Arkansas,Abilene Christian,1803,20180422
3589,3,Kristine Hjembo,Colene Hamilton,Kennedy Shelstead,Amy Weiss,Central Arkansas,Abilene Christian,1805,20180422
3594,3,Kaitlyn Grice,Jordan Schumacher,Kristine Hjembo,Colene Hamilton,New Orleans,Central Arkansas,1806,20180420
3599,3,Madi Fitzsimmons,Demi McInnis,Kristine Hjembo,Colene Hamilton,Central Arkansas,Texas A&M; Corpus Christi,1807,20180420
3603,3,Giovanna Borgiotti,Ashley Glickert,Mackenzie Swan,Cristina Finan,FGCU,Jacksonville,1808,20180422
3613,3,Macy Jerger,Sara Putt,Olivia Powers,Hunter Domanski,Florida State,LSU,1811,20180422
3615,3,Bailey Banks,Katya Silveira,Kaitlyn Grice,Jordan Schumacher,Houston Baptist,New Orleans,1812,20180422
3619,3,Rachel Noble,Samantha Harris,Brittany Pase,Callie Workman,Stetson,UNF,1813,20180422
3624,3,Bailey Banks,Katya Silveira,Blessings Dunn,Brianna Vega,Houston Baptist,New Orleans,1814,20180422
3629,3,Sarah Kelly,Raquel Rooney,Madi Fitzsimmons,Demi McInnis,UNC Wilmington,Texas A&M; Corpus Christi,1815,20180303
3634,3,Kaitlyn Grice,Jordan Schumacher,Amy Weiss,Kennedy Shelstead,New Orleans,Abilene Christian,1818,20180420
3639,3,Melissa Powell,Kenzie Koerber,Lauren  Page,Willow Johnson ,Utah,Oregon,1819,20180426
3644,3,Joy Dennis,Cammie Dorn,Ellyson Lundberg,Katelyn Carballo,ASU,USC,1820,20180426
3649,3,Bryce Bark,Madison Dueck,Carly Dehoog,Shayne Mcpherson,Cal,Washington,1821,20180426
3654,3,Kate Formico,Catherine Raquel,Hailey Devlin,Stephany Purdue,Stanford,Arizona,1822,20180426
3659,3,Madi Yeomans,Savvy Simo,Kenzie Koerber,Melissa Powell,UCLA,Utah,1823,20180426
3664,3,Ellyson Lundberg,Katelyn Carballo,Lauren  Page,Willow Johnson ,ASU,Oregon,1824,20180426
3669,3,Hailey Devlin,Stephany Purdue,Melissa Powell,Kenzie Koerber,Arizona,Utah,1825,20180427
3678,3,Carly Dehoog,Shayne Mcpherson,Ellyson Lundberg,Katelyn Carballo,Washington,ASU,1827,20180427
3683,3,Cammie Dorn,Joy Dennis,Bryce Bark,Madison Dueck,USC,Cal,1828,20180427
3688,3,Madi Yeomans,Savvy Simo,Kate Formico,Catherine Raquel,UCLA,Stanford,1829,20180427
3693,3,Aleksandra Djordjevic,Briannah Mariner,Autumn  Russell,Lauren McMurray,Cal State Bakersfield,Cal State Northridge,1830,20180427
3698,3,Kristyna Adamcikova,Hailey Harward,Hannah Meadows,Ashtin Olin,Long Beach State,"Cal State University, Sacramento",1831,20180427
3703,3,Carly Kan,Laurel Weaver,Aleksandra Djordjevic,Briannah Mariner,Hawaii,Cal State Bakersfield,1832,20180427
3708,3,Kristyna Adamcikova,Hailey Harward,Adlee Van Winden,Taylor Nelson,Cal Poly SLO,Long Beach State,1833,20180427
3713,3,Bryce Bark,Madison Dueck,Hailey Devlin,Stephany Purdue,Arizona,Cal,1834,20180427
3718,3,Carly Dehoog,Shayne Mcpherson,Kate Formico,Catherine Raquel,Washington,Stanford,1835,20180427
3723,3,Aleksandra Djordjevic,Briannah Mariner,Hannah Meadows,Ashtin Olin,Cal State Bakersfield,"Cal State University, Sacramento",1836,20180427
3728,3,Adlee Van Winden,Taylor Nelson,Erin Indermill,Daniella Molinari,Cal Poly SLO,Cal State Northridge,1837,20180427
3733,3,Savvy Simo,Madi Yeomans,Joy Dennis,Cammie Dorn,UCLA,USC,1838,20180428
3738,3,Bryce Bark,Madison Dueck,Carly Dehoog,Shayne Mcpherson,Washington,Cal,1839,20180428
3743,3,Cammie Dorn,Joy Dennis,Bryce Bark,Madison Dueck,USC,Cal,1840,20180428
3748,3,Carly Kan,Laurel Weaver,Hailey Harward,Anete Brinke,Hawaii,Long Beach State,1841,20180428
3753,3,Taylor Nelson,Adlee Van Winden,Aleksandra Djordjevic,Briannah Mariner,Cal Poly SLO,Cal State Bakersfield,1842,20180428
3758,3,Anete Brinke,Hailey Harward,Adlee Van Winden,Taylor Nelson,Cal Poly SLO,Long Beach State,1843,20180428
3763,3,Carly Kan,Laurel Weaver,Nicci Reinking,Zoi Konstantopoulou,Hawaii,Long Beach State,1844,20180428
3768,3,Savvy Simo,Madi Yeomans,Joy Dennis,Cammie Dorn,UCLA,USC,1845,20180428
3772,3,Savvy Simo,Madi Yeomans,Joy Dennis,Cammie Dorn,UCLA,USC,1846,20180428
3776,3,Zana Muno,Savvy Simo,Anabela Sataric,Katie Friesen,UCLA,FIU,1859,20180504
3780,3,Macy Jerger,Sara Putt,Joy Dennis,Cammie Dorn,Florida State,USC,1860,20180504
3783,3,Gigi Hernandez,Heidi Dyer,Olivia Powers,Hunter Domanski,Pepperdine,LSU,1861,20180504
3785,3,Carly Kan,Laurel Weaver,Julia Mannisto,Carly Schneider,Hawaii,South Carolina,1862,20180504
3790,3,Cammie Dorn,Joy Dennis,Katie Friesen,Anabela Sataric,FIU,USC,1863,20180504
3794,3,Macy Jerger,Sara Putt,Savvy Simo,Zana Muno,Florida State,UCLA,1864,20180504
3799,3,Olivia Powers,Hunter Domanski,Julia Mannisto,Carly Schneider,LSU,South Carolina,1865,20180504
3803,3,Carly Kan,Laurel Weaver,Gigi Hernandez,Heidi Dyer,Hawaii,Pepperdine,1866,20180504
3808,3,Cammie Dorn,Joy Dennis,Gigi Hernandez,Heidi Dyer,Pepperdine,USC,1867,20180505
3813,3,Zana Muno,Savvy Simo,Olivia Powers,Hunter Domanski,UCLA,LSU,1868,20180505
3816,3,Macy Jerger,Sara Putt,Carly Kan,Laurel Weaver,Hawaii,Florida State,1869,20180505
