,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
198,4,Jenna Belton,Jo Kremer,Hayley Densberger,Anezka Szabo,USC,Nebraska,857,20180225
203,4,Cierra Flood,Katie Cross,Chesney McClellan,Hayley Densberger,ASU,Nebraska,858,20180225
208,4,Avery Arellano,Jensyn Bledsoe,Allie Kemp,Bailey Smith,TCU,ULM,859,20180225
213,4,Megan Muret,Izzy Carey,Kate Formico,Courtney Bowen,Stanford,UCLA,860,20180225
218,4,Jenna Belton,Jo Kremer,Adlee Van Winden,Brayden Gruenewald,USC,Cal Poly SLO,861,20180225
223,4,Adlee Van Winden,Brayden Gruenewald,Cierra Flood,Katie Cross,ASU,Cal Poly SLO,862,20180225
228,4,Allie Kemp,Bailey Smith,Haley Hutchinson ,Loren Washington,ULM,Texas A&M; Kingsville,863,20180225
233,4,Estefanie  Bethancourt,Natalia Giron,Haley Hutchinson ,Loren Washington,FIU,Texas A&M; Kingsville,864,20180225
238,4,Jonny Baham,Mia Mason,Breann Robinson,Luiza Andrade,Arizona,San Jose State University,865,20180225
242,4,Carolyn Cain,Blaire Register,Hannah Kinlaw,Emily Boehlein,UNF,Southeastern,866,20180225
247,4,Megan Muret,Izzy Carey,Ari Homayun,Amy Ozee,Hawaii,UCLA,868,20180225
252,4,Ari Homayun,Amy Ozee,Kate Formico,Courtney Bowen,Stanford,Hawaii,869,20180225
257,4,Adlee Van Winden,Brayden Gruenewald,Natalie Honzovicova,Madi Relaz,Cal Poly SLO,Grand Canyon,870,20180223
262,4,Kekai Whitford,Chloe Reinig,Brooke Boiseau,Aleksandra Djordjevic,LMU,Cal State Bakersfield,871,20180224
267,4,Sara Kovac,Jessie Prichard,Karly Cantu,Eliana Johnson,LMU,Vanguard,872,20180224
272,4,Brooke Boiseau,Aleksandra Djordjevic,Karly Cantu,Eliana Johnson,Cal State Bakersfield,Vanguard,873,20180224
277,4,Estefanie  Bethancourt,Natalia Giron,Erica Brok,Mackenzie Morris,FIU,FAU,875,20180227
282,4,Savvy Simo,Mac May,Alexis Filippone,Skylar Caputo,Pepperdine,UCLA,876,20180228
287,4,Mac May,Savvy Simo,Alexis Filippone,Skylar Caputo,Pepperdine,UCLA,877,20180228
292,4,Savvy Simo,Mac May,Jenna Belton,Jo Kremer,USC,UCLA,878,20180228
297,4,Alexis Filippone,Skylar Caputo,Jenna Belton,Jo Kremer,Pepperdine,USC,879,20180228
302,4,Erin Indermill,Daniella Molinari,Eliana Johnson,Karly Cantu,Cal State Northridge,Vanguard,881,20180228
307,4,Mia Merino,Caroline Schafer,Tatiana San Juan,Allison Kantor,Cal,Santa Clara,882,20180301
312,4,Lauren Freed,Allison Beckman,Estefanie  Bethancourt,Natalia Giron,FIU,College of Charleston,885,20180302
317,4,Alexa Richardson,Julie Varga,Lauren Freed,Allison Beckman,College of Charleston,Stetson,886,20180302
322,4,Makenna Martin,Hailey Devlin,Carly Beddingfield,Emily Nenninger,Arizona,New Mexico,887,20180302
327,4,Natalie Robinson,Anna Crabtree,Sara Kovac,Jessie Prichard,LMU,Washington,888,20180302
332,4,Hayley Densberger,Chesney McClellan,Sam Brinkmann,Mikaela Mosquera,Missouri State,Nebraska,889,20180302
337,4,Kekai Whitford,Chloe Reinig,Emily Nenninger,Carly Beddingfield,LMU,New Mexico,890,20180302
342,4,Jonny Baham,Hailey Devlin,Natalie Robinson,Anna Crabtree,Arizona,Washington,891,20180302
347,4,Shannon Levinson,Pi'ikea Clemens,Allison Kantor,Tatiana San Juan,Santa Clara,USF,892,20180302
352,4,Pi'ikea Clemens,Shannon Levinson,Allison Kantor,Tatiana San Juan,Santa Clara,USF,893,20180302
357,4,Catherine Raquel,Payton Chang,Madi Wilkerson,Sienna Young,Stanford,Saint Mary's,894,20180302
362,4,Hanne De Schrijver,Ashlyn Fleming,Skyler Takeda,Sarah Falk,Pacific,"Cal State University, Sacramento",895,20180302
367,4,Caitlin Keefe,Catherine Raquel,Sabrina Blackwell,Laura Leap,Stanford,USF,896,20180302
372,4,Hanne De Schrijver,Ashlyn Fleming,Allison Kantor,Tatiana San Juan,Santa Clara,Pacific,897,20180302
377,4,Madi Wilkerson,Sienna Young,Skyler Takeda,Sarah Falk,Saint Mary's,"Cal State University, Sacramento",898,20180302
382,4,Caroline Schafer,Mia Merino,Thaliana Grajeda,Luiza Andrade,Cal,San Jose State University,902,20180302
387,4,Kaylee Taff,Katelyn Theiss,Brianna Vega,Madison Miller,New Orleans,Austin Peay State ,903,20180302
390,4,Catherine Milwee,Emily Greim,Brianna Vega,Madison Miller,New Orleans,Spring Hill College,906,20180302
395,4,Allie Kemp,Bailey Smith,Kaylee Taff,Katelyn Theiss,ULM,Austin Peay State ,910,20180302
400,4,Danielle Wheeler,Brennan Miller,Gabbi Moreno,Haley Jared,Houston Baptist,UAB,912,20180302
402,4,Teryn Mills,Molly Fusarelli,Jordan Jones,Lauren Rokey,Morehead State,Webber,913,20180302
407,4,Adlee Van Winden,Taylor Nelson,Katie Cross,Cierra Flood,Cal Poly SLO,ASU,918,20180303
412,4,Sara Putt,Francesca Goncalves,Lauren Freed,Allison Beckman,Florida State,College of Charleston,919,20180303
417,4,Estefanie  Bethancourt,Natalia Giron,Katinka Krahn,Alexa Richardson,FIU,Stetson,920,20180303
422,4,Amanda Silva,Kaila Dorish,Nicole DeBolt,Madilyn McCarty,FAU,UNF,921,20180303
427,4,Anna Chin,Gabriella Becerra,Jordan Westendorf,Brooke Sassin,Tulane,TCU,922,20180303
432,4,Anna Chin,Gabriella Becerra,Samantha Plaster,Kate  Baldwin,Tulane,ASU,923,20180303
437,4,Skylar Caputo,Alexis Filippone,Haley Hallgren,Alexandra Poletto,Pepperdine,USC,924,20180303
442,4,Jenna Belton,Jo Kremer,Izzy Carey,Megan Muret,USC,UCLA,925,20180303
447,4,Emmy Allen,Megan Davenport,Mallory Waggoner,Callie Workman,LSU,UNF,926,20180303
452,4,Natalie Robinson,Anna Crabtree,Kayla Long,Abbey Wilson,Washington,New Mexico,927,20180303
457,4,Kekai Whitford,Chloe Reinig,Makenna Martin,Hailey Devlin,LMU,Arizona,928,20180303
462,4,Skylar Caputo,Alexis Filippone,Mac May,Savvy Simo,Pepperdine,UCLA,929,20180303
467,4,Skylar Caputo,Alexis Filippone,Alexandra Poletto,Haley Hallgren,Pepperdine,USC,930,20180303
472,4,Hailey Luke,Katie Horton,Katinka Krahn,Alexa Richardson,Florida State,Stetson,931,20180303
477,4,Raeann Greisen,Hannah Hubbard,Jensyn Bledsoe,Avery Arellano,TCU,Cal Poly SLO,932,20180303
482,4,Caitlin Keefe,Catherine Raquel,Sarah Falk,Skyler Takeda,Stanford,"Cal State University, Sacramento",933,20180303
487,4,Caitlin Keefe,Catherine Raquel,Hanne De Schrijver,Ashlyn Fleming,Stanford,Pacific,934,20180303
492,4,Amie  Held,Kate Novack,Jenna Krenek,Chloe Simon,Georgia State,Texas A&M; Corpus Christi,935,20180303
497,4,Amie  Held,Kate Novack,Emmy Allen,Megan Davenport,LSU,Georgia State,936,20180303
502,4,Macie Tendrich,Leah Perri,Brynn Montgomery,Katie McCullough,South Carolina,UNC Wilmington,937,20180303
507,4,Leah Perri,Macie Tendrich,Amanda Silva,Kaila Dorish,South Carolina,FAU,938,20180303
512,4,Kaylee Taff,Katelyn Theiss,Maddie Cloutier,Grace Jarnagin,Austin Peay State ,Jacksonville State,939,20180303
516,4,Erin Bognar,Emily Martinez,Emily Greim,Catherine Milwee,UAB,Spring Hill College,940,20180303
519,4,Allie Kemp,Bailey Smith,Catherine Milwee,Emily Greim,ULM,Spring Hill College,941,20180303
523,4,Danielle Wheeler,Brennan Miller,Kaylee Taff,Katelyn Theiss,Houston Baptist,Austin Peay State ,943,20180303
528,4,Amie  Held,Kate Novack,Jenna Krenek,Chloe Simon,Georgia State,Texas A&M; Corpus Christi,945,20180302
533,4,Allison Kantor,Tatiana San Juan,Skyler Takeda,Sarah Falk,Santa Clara,"Cal State University, Sacramento",946,20180303
538,4,Madi Wilkerson,Sienna Young,Sabrina Blackwell,Laura Leap,Saint Mary's,USF,947,20180303
543,4,Hanne De Schrijver,Ashlyn Fleming,Sabrina Blackwell,Laura Leap,Pacific,USF,948,20180303
548,4,Sienna Young,Madi Wilkerson,Tessie Powers,Ngozi Nwabuzoh,Saint Mary's,Santa Clara,949,20180303
553,4,Gabbi Moreno,Haley Jared,Bethany Randall,Maddie Cloutier,UAB,Jacksonville State,950,20180302
558,4,Erin Bognar,Emily Martinez,Jordan Schumacher,Kaitlyn Grice,UAB,New Orleans,956,20180303
563,4,Kaitlyn Grice,Jordan Schumacher,Danielle Wheeler,Brennan Miller,New Orleans,Houston Baptist,957,20180303
568,4,Raeann Greisen,Hannah Hubbard,Anna Chin,Gabriella Becerra,Cal Poly SLO,Tulane,966,20180304
573,4,Katie Cross,Cierra Flood,Jensyn Bledsoe,Avery Arellano,ASU,TCU,967,20180304
578,4,Eden Hawes,Ashley McGinn,Katie McCullough,Brynn Montgomery,Georgia State,UNC Wilmington,968,20180304
583,4,Leah Perri,Macie Tendrich,Amie  Held,Kate Novack,South Carolina,Georgia State,969,20180304
588,4,Amanda Silva,Kaila Dorish,Olivia Powers,Megan Davenport,FAU,LSU,970,20180304
593,4,Emily Hardesty,Megan Davenport,Katie McCullough,Brynn Montgomery,LSU,UNC Wilmington,971,20180304
598,4,Leah Perri,Macie Tendrich,Brittany Pase,Callie Workman,South Carolina,UNF,972,20180304
603,4,Kayla Walker,Chloe Simon,Carolyn Cain,Blaire Register,UNF,Texas A&M; Corpus Christi,973,20180304
608,4,Kaila Dorish,Amanda Silva,Kayla Walker,Chloe Simon,FAU,Texas A&M; Corpus Christi,974,20180304
610,4,Katelin Umberhandt,Katie Lowe,Jordan Jones,Lauren Rokey,Morehead State,Florida Southern,978,20180303
615,4,Zoi Konstantopoulou,Nicci Reinking,Briannah Mariner,Sydney Wicks,Long Beach State,Cal State Bakersfield,982,20180304
620,4,Zoi Konstantopoulou,Nicci Reinking,Erin Indermill,Daniella Molinari,Long Beach State,Cal State Northridge,983,20180304
626,4,Kaitlyn Grice,Jordan Schumacher,Danielle Wheeler,Brennan Miller,New Orleans,Houston Baptist,986,20180303
631,4,Allie Kemp,Bailey Smith,Brianna Vega,Madison Miller,New Orleans,ULM,987,20180302
636,4,Erin Indermill,Daniella Molinari,Briannah Mariner,Sydney Wicks,Cal State Northridge,Cal State Bakersfield,988,20180304
641,4,Bella Baumann,Natalie Honzovicova,Chloe Reinig,Kekai Whitford,LMU,Grand Canyon,989,20180303
646,4,Bella Baumann,Jessica Clark,Karly Cantu,Eliana Johnson,Grand Canyon,Vanguard,992,20180302
651,4,Nicci Reinking,Zoi Konstantopoulou,Hailey Devlin,Makenna Martin,Long Beach State,Arizona,993,20180306
656,4,Georgia Johnson,Rebekah Brodbeck,Ashley Slay,Katelyn Theiss,Georgia State,Austin Peay State ,994,20180306
661,4,Amie  Held,Kate Novack,Grace Jarnagin,Shayla Schmidt,Georgia State,Jacksonville State,995,20180306
666,4,Brynn Montgomery,Katie McCullough,Ashley Slay,Katelyn Theiss,UNC Wilmington,Austin Peay State ,996,20180306
671,4,Brynn Montgomery,Katie McCullough,Shayla Schmidt,Hailey Hughes,UNC Wilmington,Jacksonville State,997,20180306
676,4,Skylar Caputo,Alexis Filippone,Nicci Reinking,Zoi Konstantopoulou,Pepperdine,Long Beach State,1000,20180307
681,4,Caitlin Keefe,Catherine Raquel,Luiza Andrade,Thaliana Grajeda,San Jose State University,Stanford,1001,20180307
686,4,Hayley Densberger,Chesney McClellan,Georgia Park,Sam Kurm,Nebraska,Missouri Baptist University,1002,20180307
691,4,Megan Muret,Izzy Carey,Amy Ozee,Ari Homayun,UCLA,Hawaii,1003,20180308
696,4,Amy Ozee,Ari Homayun,Maddie  Leiphardt ,Veronica Nederend,LMU,Hawaii,1004,20180308
701,4,Savvy Simo,Zana Muno,Maddie  Leiphardt ,Veronica Nederend,UCLA,LMU,1005,20180308
710,4,Erin Indermill,Daniella Molinari,Jeshmarie Suarez,Victoria Duarte,Cal State Northridge,CSULA,1007,20180308
715,4,Alexa Richardson,Katinka Krahn,Sarah Moore,Taylor George,Stetson,Tampa,1009,20180309
720,4,Julie Varga,Lauren Durham,Haley Hutchinson ,Kyra Henderson ,Stetson,Texas A&M; Kingsville,1010,20180309
724,4,Marina Chavez,Lela Mcintosh,Alexandra Misca,Sarah Moore,Mercer,Tampa,1011,20180309
729,4,Quinci Birker,Rebecca Ingram,Katie Lowe,Katelin Umberhandt,Stetson,Florida Southern,1012,20180309
734,4,Kaila Dorish,Amanda Silva,Kobi Allston,Molly Fusarelli,FAU,Webber,1014,20180309
739,4,Amanda Silva,Kaila Dorish,Danielle Wheeler,Mikayla Vivens,FAU,Houston Baptist,1015,20180309
744,4,Mia Merino,Caroline Schafer,Katie Cross,Cierra Flood,Cal,ASU,1019,20180309
749,4,Mia Merino,Caroline Schafer,Kiley Lewis,Jensen Allen,Cal,Boise State,1020,20180309
754,4,Anna Chin,Gabriella Becerra,Skye Southwick,Maya Watkins,Tulane,Boise State,1021,20180309
759,4,Anna Chin,Gabriella Becerra,Thaliana Grajeda,Luiza Andrade,San Jose State University,Tulane,1022,20180309
764,4,Payton Chang,Catherine Raquel,Anna Chin,Gabriella Becerra,Stanford,Tulane,1023,20180309
769,4,Katie Cross,Cierra Flood,Thaliana Grajeda,Luiza Andrade,ASU,San Jose State University,1024,20180309
774,4,Kayla Whetstone,Snowy Burnam,Brennan Miller,Danielle Wheeler,FGCU,Houston Baptist,1025,20180309
779,4,Kayla Whetstone,Snowy Burnam,Molly Fusarelli,Kobi Allston,FGCU,Webber,1026,20180309
784,4,Bella Baumann,Madi Relaz,Abbey Wilson,Carly Beddingfield,Grand Canyon,New Mexico,1033,20180309
789,4,Kayla Long,Emily Nenninger,Kennedy Shelstead,Lexie Rawls,New Mexico,Abilene Christian,1034,20180309
794,4,Kylie Keeling,Marina Chavez,Katie Lowe,Katelin Umberhandt,Mercer,Florida Southern,1036,20180310
797,4,Lela Mcintosh,Marina Chavez,Rachel Cornatzer,Jordan Duffy,Mercer,Eckerd ,1037,20180310
802,4,Alexis Filippone,Skylar Caputo,Hailey Luke,Katie Horton,Pepperdine,Florida State,1038,20180310
807,4,Amy Ozee,Ari Homayun,Jensyn Bledsoe,Avery Arellano,Hawaii,TCU,1040,20180310
812,4,Jo Kremer,Jenna Belton,Anabela Sataric,Madison Besterfield,USC,FIU,1041,20180310
817,4,Madi Yeomans,Elise Zappia,Olivia Powers,Gina Tillis,UCLA,LSU,1042,20180310
822,4,Caroline Schafer,Mia Merino,Anna Chin,Lauren Orlich,Cal,Tulane,1043,20180310
827,4,Amie  Held,Kate Novack,Snowy Burnam,Kayla Whetstone,Georgia State,FGCU,1044,20180310
832,4,Snowy Burnam,Kayla Whetstone,Amanda Silva,Kaila Dorish,FGCU,FAU,1045,20180310
837,4,Olivia Powers,Gina Tillis,Jenna Belton,Jo Kremer,LSU,USC,1047,20180310
842,4,Hailey Luke,Katie Horton,Ari Homayun,Amy Ozee,Florida State,Hawaii,1048,20180310
847,4,Leah Perri,Macie Tendrich,Shaylee Befus,Lauren Petersen,South Carolina,Jacksonville,1049,20180310
852,4,Leah Perri,Macie Tendrich,Carolyn Cain,Casey Justice,South Carolina,UNF,1050,20180310
857,4,Allie Elson,Rebekah Brodbeck,Danielle Wheeler,Mikayla Vivens,Georgia State,Houston Baptist,1051,20180310
862,4,Amie  Held,Kate Novack,Kaila Dorish,Amanda Silva,Georgia State,FAU,1052,20180310
867,4,Anna Chin,Lauren Orlich,Katie Cross,Cierra Flood,ASU,Tulane,1053,20180310
872,4,Elise Zappia,Mac May,Estefanie  Bethancourt,Natalia Giron,FIU,UCLA,1054,20180310
877,4,Bella Baumann,Taylor Jarzombek,Amy Weiss,Makenzie Kesler,Grand Canyon,Abilene Christian,1055,20180310
882,4,Skylar Caputo,Alexis Filippone,Avery Arellano,Hannah Rogers,Pepperdine,TCU,1056,20180310
887,4,Danielle Wheeler,Mikayla Vivens,Molly Fusarelli,Kaxandra Naranjo,Houston Baptist,Webber,1057,20180310
892,4,Heather Pembroke,Macy Gordon,Carey Williams,Kassidy Naone,Cal Poly SLO,Portland,1058,20180310
897,4,Heather Pembroke,Macy Gordon,Sabrina Blackwell,Pi'ikea Clemens,Cal Poly SLO,USF,1059,20180310
902,4,Jamie Stivers,Brayden Gruenewald,Hanne De Schrijver,Ashlyn Fleming,Cal Poly SLO,Pacific,1060,20180310
907,4,Payton Chang,Catherine Raquel,Katie Cross,Cierra Flood,ASU,Stanford,1061,20180310
912,4,Erin Indermill,Daniella Molinari,Erica Ronda,Pi'ikea Clemens,Cal State Northridge,USF,1062,20180310
917,4,Erica Ronda,Sabrina Blackwell,Hannah Meadows,Sarah Falk,USF,"Cal State University, Sacramento",1063,20180310
922,4,Brittany Pase,Callie Workman,Lauren Petersen,Shaylee Befus,UNF,Jacksonville,1064,20180310
927,4,Payton Chang,Catherine Raquel,Kenna Hanses,Kylee Johnson,Stanford,Boise State,1065,20180310
932,4,Carey Williams,Kassidy Naone,Hannah Meadows,Sarah Falk,Portland,"Cal State University, Sacramento",1066,20180310
937,4,Hanne De Schrijver,Ashlyn Fleming,Hannah Meadows,Sarah Falk,Pacific,"Cal State University, Sacramento",1067,20180310
942,4,Erin Indermill,Daniella Molinari,Carey Williams,Kassidy Naone,Cal State Northridge,Portland,1068,20180310
947,4,Erin Indermill,Daniella Molinari,Hanne De Schrijver,Ashlyn Fleming,Cal State Northridge,Pacific,1069,20180310
952,4,Caroline Schafer,Mia Merino,Thaliana Grajeda,Jamie Hirai,Cal,San Jose State University,1070,20180310
957,4,Sydney Wicks,Hannah Manzanares,Karly Cantu,Eliana Johnson,Cal State Bakersfield,Vanguard,1071,20180310
962,4,Amy Ozee,Ari Homayun,Estefanie  Bethancourt,Natalia Giron,Hawaii,FIU,1073,20180311
967,4,Alexis Filippone,Skylar Caputo,Olivia Powers,Gina Tillis,Pepperdine,LSU,1074,20180311
972,4,Elise Zappia,Madi Yeomans,Hailey Luke,Katie Horton,Florida State,UCLA,1075,20180311
977,4,Jo Kremer,Jenna Belton,Avery Arellano,Jordan Westendorf,USC,TCU,1076,20180311
982,4,Amy Ozee,Ari Homayun,Olivia Powers,Gina Tillis,Hawaii,LSU,1077,20180311
987,4,Alexis Filippone,Skylar Caputo,Estefanie  Bethancourt,Natalia Giron,Pepperdine,FIU,1078,20180311
992,4,Elise Zappia,Mac May,Hannah Rogers,Claire Doyle,TCU,UCLA,1079,20180311
997,4,Alexandra Poletto,Katrina Kernochan,Katie Horton,Hailey Luke,Florida State,USC,1080,20180311
1002,4,Zoi Konstantopoulou,Nicci Reinking,Sarah Demmer,Caroline Finnell,Long Beach State,Missouri State,1081,20180312
1006,4,Caroline Finnell,Sarah Demmer,Hailey Crane,Lindy Dixon,Missouri State,Colorado Mesa,1082,20180312
1011,4,Megan Kruidhof,Claire Newlander,Lindy Dixon,Hailey Crane,Long Beach State,Colorado Mesa,1083,20180312
1016,4,Thaliana Grajeda,Jamie Hirai,Kassidy Naone,Carey Williams,San Jose State University,Portland,1084,20180312
1021,4,Shayla Schmidt,Hailey Hughes,Cheyenne Scarborough,Addison Genard,Jacksonville State,Huntingdon,1085,20180313
1025,4,Sarah Demmer,Caroline Finnell,Michelle Boyd,Erianna Williams,Missouri State,CSULA,1086,20180313
1028,4,Sarah Demmer,Caroline Finnell,Eliana Johnson,Karly Cantu,Missouri State,Vanguard,1087,20180313
1033,4,Madi Wilkerson,Sienna Young,Michelle Gajdka,Tatiana San Juan,Saint Mary's,Santa Clara,1088,20180313
1038,4,Allie Kemp,Bailey Smith,Grace Jarnagin,Maddie Cloutier,ULM,Jacksonville State,1093,20180303
1043,4,Alexis Filippone,Skylar Caputo,Hailey Luke,Katie Horton,Pepperdine,Florida State,1094,20180314
1047,4,Nicolette  Pinkney,Lauren Conati,Lindy Dixon,Hailey Crane,Cal State Northridge,Colorado Mesa,1095,20180314
1051,4,Sam Brinkmann,Mikaela Mosquera,Samantha Ritter,Kasie Gilfert,Missouri State,Colorado Mesa,1096,20180314
1056,4,Nicolette  Pinkney,Lauren Conati,Sarah Demmer,Caroline Finnell,Cal State Northridge,Missouri State,1097,20180314
1059,4,Jordan Duffy,Rachel Cornatzer,Kayla Whetstone,Snowy Burnam,FGCU,Eckerd ,1098,20180314
1063,4,Nicci Reinking,Zoi Konstantopoulou,Hannah Rogers,Claire Doyle,Long Beach State,TCU,1102,20180315
1068,4,Chloe Reinig,Kekai Whitford,Hannah Rogers,Claire Doyle,LMU,TCU,1103,20180315
1073,4,Nicci Reinking,Zoi Konstantopoulou,Alaina Chacon,Victoria Paranagua,Florida State,Long Beach State,1105,20180315
1078,4,Katie Horton,Hailey Luke,Chloe Reinig,Kekai Whitford,Florida State,LMU,1106,20180315
1083,4,Julie Varga,Lauren Durham,Carly Beddingfield,Abbey Wilson,Stetson,New Mexico,1107,20180316
1088,4,Allison Beckman,Lauren Freed,Erica Brok,Mackenzie Morris,FAU,College of Charleston,1108,20180316
1093,4,Tressa Buckland,Kaylee McClure,Bailey Smith,Allie Kemp,UAB,ULM,1109,20180316
1098,4,Tressa Buckland,Kaylee McClure,Bailey Smith,Allie Kemp,UAB,ULM,1110,20180316
1103,4,Estefanie  Bethancourt,Natalia Giron,Shaylee Befus,Lauren Petersen,FIU,Jacksonville,1111,20180316
1108,4,Kristine Hjembo,Colene Hamilton,Lela Mcintosh,Marina Chavez,Central Arkansas,Mercer,1112,20180316
1113,4,Caroline Schafer,Mia Merino,Lindsey Calvin,Kelsey Knudsen,Cal,Saint Mary's,1113,20180316
1118,4,Caroline Schafer,Mia Merino,Sarah Falk,Skyler Takeda,Cal,"Cal State University, Sacramento",1114,20180316
1123,4,Estefanie  Bethancourt,Natalia Giron,Kayla Long,Mercedes Pacheco,FIU,New Mexico,1115,20180316
1128,4,Ally  Barber ,Krista Hernandez,Sarah Demmer,Caroline Finnell,Missouri State,Cal State Bakersfield,1116,20180316
1133,4,Lauren Durham,Julie Varga,Katie McCullough,Brynn Montgomery,Stetson,UNC Wilmington,1117,20180316
1138,4,Addison Hermstad,Anna Chin,Lela Mcintosh,Marina Chavez,Tulane,Mercer,1118,20180316
1143,4,Addison Hermstad,Anna Chin,Ashley Slay,Katelyn Theiss,Tulane,Austin Peay State ,1119,20180316
1148,4,Allison Beckman,Lauren Freed,Shelby Babowicz,Cristina Finan,College of Charleston,Jacksonville,1120,20180316
1153,4,Kristine Hjembo,Colene Hamilton,Allie Kemp,Bailey Smith,Central Arkansas,ULM,1121,20180316
1157,4,Kayla Whetstone,Snowy Burnam,Alexandra Misca,Sarah Moore,FGCU,Tampa,1122,20180316
1162,4,Nicole Navarro,Nicole Grant,Jordyn Miller,Meagan Carter,FAU,Houston Baptist,1129,20180316
1167,4,Katie McCullough,Brynn Montgomery,Meagan Carter,Jordyn Miller,Houston Baptist,UNC Wilmington,1135,20180316
