,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
1190,2,Ka'iwi Schucht,Emily Maglio,Annika Albrecht,Kenzie Maloney,Hawaii,Nebraska,1143,20180317
1195,2,Brooke Weiner,Annika Van Gunst,Hunter Domanski,Haleigh Nelson,Georgia State,LSU,1144,20180317
1200,2,Hunter Domanski,Emmy Allen,Hannah Kirk,Sadie Anderson,LSU,Jacksonville State,1145,20180317
1205,2,Sammy Slater,Terese Cannon,Jessica Stansfield,Katie Pyles,USC,Grand Canyon,1146,20180317
1210,2,Halle Hunt,JM Lewandowski,Eastyn Baleto,Lauren Twitty,UNC Wilmington,New Mexico,1147,20180317
1215,2,Devon Rachel,Mckala Rhodes,Eastyn Baleto,Lauren Twitty,College of Charleston,New Mexico,1148,20180317
1220,2,Cadie Bates,Katie Smith,Brooke Weiner,Annika Van Gunst,South Carolina,Georgia State,1149,20180317
1225,2,Emily Maglio,Ka'iwi Schucht,Terese Cannon,Sammy Slater,USC,Hawaii,1150,20180317
1230,2,Avei Logoleo,Haley Jared,Jessica Johnson,Elli Gibson,Mercer,UAB,1151,20180317
1235,2,Lan Nguyen,Tarin Mergener,Avei Logoleo,Haley Jared,Tulane,UAB,1152,20180317
1240,2,Ka'iwi Schucht,Emily Maglio,Annika Albrecht,Kenzie Maloney,Hawaii,Nebraska,1153,20180317
1245,2,Lan Nguyen,Tarin Mergener,Maile Sellers,Kayla Gallant,ULM,Tulane,1154,20180317
1250,2,Katie Pyles,Jessica Clark,Kenzie Maloney,Annika Albrecht,Nebraska,Grand Canyon,1155,20180317
1255,2,Sammee Thomas,Darby Dunn,Tori Hinojosa,Kayla Armer,Houston Baptist,Stetson,1156,20180317
1260,2,Deahna Kraft,Corinne Quiggle,Cadie Bates,Katie Smith,Pepperdine,South Carolina,1157,20180317
1265,2,Deahna Kraft,Corinne Quiggle,Hannah Kirk,Sadie Anderson,Pepperdine,Jacksonville State,1158,20180317
1270,2,Jessica Johnson,Elli Gibson,Jenna Panning,Haley Turner,Austin Peay State ,Mercer,1159,20180317
1275,2,Delaney Driver,MC Rogers,Jenna Panning,Brooke Moore,Central Arkansas,Austin Peay State ,1160,20180317
1280,2,Emily Sonny,Sam Manley,Olivia Hallaran,Kacey Nady,Cal Poly SLO,Arizona,1161,20180317
1285,2,Lina Bernier,Madison Besterfield,Halle Hunt,JM Lewandowski,FIU,UNC Wilmington,1162,20180317
1290,2,Emily Sonny,Sam Manley,Cassie House,Haven Hill,Cal Poly SLO,TCU,1163,20180317
1295,2,Anabela Sataric,Erika Zembyla,Devon Rachel,Mckala Rhodes,FIU,College of Charleston,1164,20180317
1300,2,Julia Lewkowicz,Brittany Pellitteri,Morgan Dees,Katie Krawczyk,FAU,Jacksonville,1165,20180317
1305,2,Terese Cannon,Sammy Slater,Lauren Stivrins,Kelly Hunter,USC,Nebraska,1166,20180317
1310,2,Hailey Luke,Katie Horton,Kayla Armer,Tori Hinojosa,Florida State,Houston Baptist,1170,20180317
1315,2,Vanessa Freire,Nikki Esposito,Katie Krawczyk,Morgan Dees,Florida State,Jacksonville,1171,20180317
1320,2,Ka'iwi Schucht,Emily Maglio,Jessica Stansfield,Hannah Towne,Hawaii,Grand Canyon,1172,20180317
1325,2,Jessica Gaffney,Iya Lindahl,Julia Golbeck,Ciara Reistad,Cal,San Jose State University,1173,20180317
1330,2,Jessica Gaffney,Iya Lindahl,Roni Long,Skylar Wine,Cal,Pacific,1174,20180317
1335,2,Kacey Nady,Olivia Hallaran,Cassie House,Haven Hill,Arizona,TCU,1175,20180317
1340,2,Emily Bible,Lindsey Knudsen,Haley Howell,Carly Lowry,Saint Mary's,USF,1176,20180317
1345,2,Madison Green,Rachel Young,Veronica Corcoran,Victoria Corcoran,Texas A&M; Corpus Christi,New Orleans,1179,20180317
1350,2,Lily Justine,Sarah Sponcil ,Aubrey Cheffey,Julia Hanson,UCLA,Missouri State,1180,20180317
1355,2,Lily Justine,Sarah Sponcil ,Hana Peterman,Megan Gianinetti,UCLA,Colorado Mesa,1181,20180317
1360,2,Roni Long,Skylar Wine,Julia Golbeck,Ciara Reistad,Pacific,San Jose State University,1182,20180317
1365,2,Lily Justine,Sarah Sponcil ,Sara Kovac,Jessie Prichard,UCLA,LMU,1183,20180317
1374,2,Sara Kovac,Jessie Prichard,Aubrey Cheffey,Julia Hanson,LMU,Missouri State,1185,20180317
1379,2,Sara Kovac,Jessie Prichard,Megan Gianinetti,Hana Peterman,LMU,Colorado Mesa,1188,20180317
1384,2,Corinne Quiggle,Deahna Kraft,Olivia Powers,Hunter Domanski,Pepperdine,LSU,1189,20180318
1390,2,Corinne Quiggle,Deahna Kraft,Brooke Weiner,Tiffany Creamer,Pepperdine,Georgia State,1191,20180318
1395,2,Cadie Bates,Katie Smith,Hunter Domanski,Olivia Powers,South Carolina,LSU,1192,20180318
1400,2,Veronica Corcoran,Victoria Corcoran,Liz Heit,Kenna Hall,New Orleans,Ottawa,1193,20180318
1405,2,Carly Kan,Laurel Weaver,Terese Cannon,Sammy Slater,USC,Hawaii,1194,20180318
1410,2,Terese Cannon,Sammy Slater,Kenzie Maloney,Annika Albrecht,USC,Nebraska,1195,20180318
1415,2,Kelli Iverson,Jessica Stansfield,Lauren Stivrins,Kelly Hunter,Nebraska,Grand Canyon,1196,20180318
1422,2,Laurel Weaver,Carly Kan,Taylor Jarzombek,Kelli Iverson,Hawaii,Grand Canyon,1198,20180318
1427,2,Rachel Young,Madison Green,Kenna Hall,Liz Heit,Texas A&M; Corpus Christi,Ottawa,1199,20180318
1432,2,Morgan Martin,Lea Monkhouse,Annika Albrecht,Kenzie Maloney,Hawaii,Nebraska,1200,20180318
1437,2,Katie Smith,Cadie Bates,Kaylie Milton,Hannah Kirk,South Carolina,Jacksonville State,1201,20180318
1442,2,Tiffany Creamer,Brooke Weiner,Sadie Anderson,Hannah Kirk,Georgia State,Jacksonville State,1202,20180318
1447,2,Olivia Hallaran,Kacey Nady,Gretchen Reinert,Ngozi Nwabuzoh,Arizona,Santa Clara,1203,20180318
1452,2,Olivia Hallaran,Kacey Nady,Julia Golbeck,Ciara Reistad,San Jose State University,Arizona,1204,20180318
1457,2,Breann Robinson,Luiza Andrade,Taylor  Odom,Tessie Powers,San Jose State University,Santa Clara,1205,20180318
1461,2,Devon Rachel,Mckala Rhodes,Taylor Hurst,Caroline Herrera,College of Charleston,Spring Hill College,1214,20180320
1466,2,Emily Bible,Lindsey Knudsen,Roni Long,Skylar Wine,Saint Mary's,Pacific,1215,20180320
1471,2,Carly Kan,Laurel Weaver,Annika Albrecht,Kenzie Maloney,Nebraska,Hawaii,1216,20180320
1476,2,Gabrielle Dischler,Jessalyn Kinlaw,Sydney Marshall,Makena Wilson,FAU,Florida Southern,1217,20180321
1481,2,Krissy Mummey,Katja Ehlers,Victoria Corcoran,Cara Sander,College of Charleston,New Orleans,1218,20180321
1486,2,Anabela Sataric,Erika Zembyla,Katherine Puisis,Karissa Rhoades,FGCU,FIU,1219,20180321
1491,2,Halle Hunt,JM Lewandowski,Aleksandra Djuric,Shelby Ladewig,UNC Wilmington,Coastal Carolina,1220,20180321
1496,2,JM Lewandowski,Halle Hunt,Aleksandra Djuric,Shelby Ladewig,UNC Wilmington,Coastal Carolina,1221,20180321
1501,2,Aubrey Cheffey,Julia Hanson,Kenna Hall,Liz Heit,Missouri State,Ottawa,1224,20180322
1506,2,Nele Barber,Rachel Nieto,Courtney Schwan,Destiny Julye,Long Beach State,Washington,1225,20180322
1511,2,Sasha Karelov,Megan Kruidhof,Kelli Dowell,Hannah Holder,Long Beach State,Vanguard,1226,20180322
1516,2,Courtney Schwan,Destiny Julye,Hannah Holder,Kelli Dowell,Washington,Vanguard,1227,20180322
1521,2,Tiffany Creamer,Brooke Weiner,Hannah Kirk,Kaylie Milton,Georgia State,Jacksonville State,1228,20180323
1526,2,Callie Workman,Brittany Pase,Jessica Johnson,Elli Gibson,UNF,Mercer,1229,20180323
1531,2,Sasha Karelov,Megan Kruidhof,Kenzie Maloney,Annika Albrecht,Long Beach State,Nebraska,1230,20180323
1536,2,Sasha Karelov,Megan Kruidhof,Riley Gill,Avery Keathley,Long Beach State,Concordia,1231,20180323
1541,2,Annika Albrecht,Kenzie Maloney,Avery Keathley,Riley Gill,Nebraska,Concordia,1232,20180323
1546,2,Tiffany Creamer,Brooke Weiner,Brittany Pase,Callie Workman,Georgia State,UNF,1233,20180323
1551,2,Maile Sellers,Kayla Gallant,Jessica Johnson,Elli Gibson,ULM,Mercer,1234,20180323
1556,2,Anabela Sataric,Erika Zembyla,Jamee Townsend,Brooke Turner,FIU,Saint Leo,1235,20180323
1561,2,Anabela Sataric,Erika Zembyla,Morgan Dees,Katie Krawczyk,FIU,Jacksonville,1237,20180323
1566,2,Morgan Dees,Katie Krawczyk,Lauren Kenny,Allie Geary,Jacksonville,Florida Southern,1240,20180323
1571,2,Madison Green,Rachel Young,Madison Brabham,Macy Berg,Texas A&M; Corpus Christi,Texas A&M; Kingsville,1253,20180323
1574,2,Julia Golbeck,Ciara Reistad,Haley Howell,Carly Lowry,USF,San Jose State University,1255,20180323
1579,2,Brooke Moore,Caroline Waite,Bria Rochelle,Alexis Creasman,Austin Peay State ,Huntingdon,1256,20180323
1587,2,Maile Sellers,Kayla Gallant,Hannah Kirk,Kaylie Milton,ULM,Jacksonville State,1258,20180324
1592,2,Jessica Johnson,Elli Gibson,Hannah Kirk,Kaylie Milton,Mercer,Jacksonville State,1259,20180324
1597,2,Brittany Pase,Callie Workman,Maile Sellers,Kayla Gallant,ULM,UNF,1260,20180324
1602,2,Lily Justine,Sarah Sponcil ,Natalie Braun,Frances Giedraitis,UCLA,ASU,1261,20180324
1607,2,Lea Monkhouse,Morgan Martin,Halle Hunt,JM Lewandowski,Hawaii,UNC Wilmington,1262,20180324
1616,2,Terese Cannon,Sammy Slater,Jessica Gaffney,Iya Lindahl,USC,Cal,1264,20180324
1621,2,Jensyn Bledsoe,Molly Scheel,Haley Jared,Avei Logoleo,TCU,UAB,1265,20180324
1626,2,Morgan Hentz,Amelia Smith,Destiny Julye,Courtney Schwan,Stanford,Washington,1266,20180324
1631,2,Lily Justine,Sarah Sponcil ,Olivia Hallaran,Kacey Nady,UCLA,Arizona,1267,20180324
1636,2,Tiffany Creamer,Brooke Weiner,Maile Sellers,Kayla Gallant,Georgia State,ULM,1268,20180324
1641,2,Brittany Pase,Callie Workman,Hannah Kirk,Kaylie Milton,UNF,Jacksonville State,1269,20180324
1646,2,Tiffany Creamer,Brooke Weiner,Elli Gibson,Jessica Johnson,Georgia State,Mercer,1270,20180324
1651,2,JM Lewandowski,Halle Hunt,Avei Logoleo,Haley Jared,UNC Wilmington,UAB,1271,20180324
1656,2,Terese Cannon,Sammy Slater,Sydney Palmer,Kara  Woodard,USC,ASU,1272,20180324
1661,2,Jessica Gaffney,Iya Lindahl,Destiny Julye,Courtney Schwan,Cal,Washington,1273,20180324
1666,2,Katie Smith,Cadie Bates,Karissa Rhoades,Katherine Puisis,South Carolina,FGCU,1274,20180324
1671,2,Emily Sonny,Sam Manley,Sara Kovac,McKayla Ferris,Cal Poly SLO,LMU,1275,20180324
1676,2,Sam Manley,Emily Sonny,Sarah Garrow,Desiree Sukhov,Cal Poly SLO,Cal State Bakersfield,1276,20180324
1680,2,Morgan Dees,Katie Krawczyk,Jamee Townsend,Brooke Turner,Jacksonville,Saint Leo,1278,20180324
1684,2,Dorina Klinger,Katie Friesen,Lauren Kenny,Allie Geary,FIU,Florida Southern,1279,20180324
1688,2,Mackenzie Redner,Savanna Cary,Morgan Dees,Katie Krawczyk,Jacksonville,Eckerd ,1280,20180324
1690,2,Sammee Thomas,Darby Dunn,Brittany  Bilotti,Sarah Senft,Stetson,Spring Hill College,1282,20180324
1695,2,Haleigh Nelson,Ashley Allmer,Sammee Thomas,Darby Dunn,Stetson,LSU,1283,20180324
1700,2,Morgan Hentz,Amelia Smith,Makenna Martin,Mia Mason,Stanford,Arizona,1284,20180324
1705,2,Karissa Rhoades,Katherine Puisis,Jaelyn Greene,Jillian Bergeson,FGCU,TCU,1285,20180324
1710,2,Kayla Armer,Tori Hinojosa,Delaney Driver,MC Rogers,Houston Baptist,Central Arkansas,1286,20180324
1715,2,MC Rogers,Delaney Driver,Ayona Tharps,Heather Huesman,Central Arkansas,Ottawa,1287,20180324
1720,2,Tori Hinojosa,Kayla Armer,Ayona Tharps,Heather Huesman,Houston Baptist,Ottawa,1288,20180324
1725,2,Carly Kan,Laurel Weaver,Cadie Bates,Katie Smith,South Carolina,Hawaii,1289,20180324
1730,2,Mckala Rhodes,Devon Rachel,Lan Nguyen,Tarin Mergener,Tulane,College of Charleston,1290,20180324
1735,2,Tarin Mergener,Lan Nguyen,Sarah Senft,Brittany  Bilotti,Tulane,Spring Hill College,1291,20180324
1739,2,Sunniva Helland-Hansen,Carly Perales,Lan Nguyen,Tarin Mergener,Stetson,Tulane,1292,20180324
1744,2,Olivia Powers,Hunter Domanski,Gabrielle Dischler,Jessalyn Kinlaw,LSU,FAU,1293,20180324
1749,2,Haleigh Nelson,Emmy Allen,Rachel Kuhn,Victoria Corcoran,New Orleans,LSU,1294,20180324
1754,2,Sara Kovac,McKayla Ferris,Desiree Sukhov,Sarah Garrow,LMU,Cal State Bakersfield,1295,20180324
1759,2,Katie Barker,Morgan Robinson,Willow Johnson ,Lauren  Page,Portland,Oregon,1296,20180324
1764,2,Roni Long,Kaitlyn Lines,Haley Howell,Carly Lowry,Pacific,USF,1297,20180324
1769,2,Gabrielle Dischler,Jessalyn Kinlaw,Devon Rachel,Mckala Rhodes,FAU,College of Charleston,1298,20180324
1774,2,Devon Rachel,Mckala Rhodes,Veronica Corcoran,Cara Sander,College of Charleston,New Orleans,1299,20180324
1779,2,Brooke Moore,Caroline Waite,Aryana Fazelnia,Montgomery Sauter,Austin Peay State ,Carson-Newman,1300,20180324
1784,2,Halle Hunt,JM Lewandowski,Karissa Rhoades,Katherine Puisis,FGCU,UNC Wilmington,1308,20180325
1789,2,Jensyn Bledsoe,Molly Scheel,JM Lewandowski,Halle Hunt,TCU,UNC Wilmington,1309,20180325
1794,2,Lily Justine,Sarah Sponcil ,Jessica Gaffney,Iya Lindahl,UCLA,Cal,1310,20180325
1799,2,Terese Cannon,Sammy Slater,Olivia Hallaran,Kacey Nady,USC,Arizona,1311,20180325
1804,2,Lily Justine,Sarah Sponcil ,Destiny Julye,Courtney Schwan,Washington,UCLA,1312,20180325
1809,2,Morgan Hentz,Amelia Smith,Sydney Palmer,Kara  Woodard,Stanford,ASU,1313,20180325
1814,2,Carly Kan,Laurel Weaver,Karissa Rhoades,Katherine Puisis,Hawaii,FGCU,1314,20180325
1819,2,Carly Perales,Sunniva Helland-Hansen,Mckala Rhodes,Devon Rachel,Stetson,College of Charleston,1315,20180325
1824,2,Sunniva Helland-Hansen,Carly Perales,Rachel Kuhn,Veronica Corcoran,Stetson,New Orleans,1316,20180325
1829,2,Terese Cannon,Sammy Slater,Morgan Hentz,Amelia Smith,USC,Stanford,1317,20180325
1834,2,Laurel Weaver,Carly Kan,Haley Jared,Avei Logoleo,Hawaii,UAB,1318,20180325
1839,2,Jessica Gaffney,Iya Lindahl,Kacey Nady,Olivia Hallaran,Arizona,Cal,1319,20180325
1844,2,Sydney Palmer,Kara  Woodard,Destiny Julye,Courtney Schwan,ASU,Washington,1320,20180325
1849,2,Gabrielle Dischler,Jessalyn Kinlaw,Tarin Mergener,Lan Nguyen,Tulane,FAU,1321,20180325
1854,2,Haleigh Nelson,Ashley Allmer,Tarin Mergener,Lan Nguyen,LSU,Tulane,1322,20180325
1859,2,Haleigh Nelson,Ashley Allmer,Mckala Rhodes,Devon Rachel,LSU,College of Charleston,1323,20180325
1864,2,Cadie Bates,Katie Smith,Jensyn Bledsoe,Molly Scheel,South Carolina,TCU,1324,20180325
1869,2,Haley Jared,Avei Logoleo,Cadie Bates,Katie Smith,South Carolina,UAB,1325,20180325
1874,2,Gabrielle Dischler,Jessalyn Kinlaw,Sarah Senft,Brittany  Bilotti,FAU,Spring Hill College,1326,20180325
1881,2,Emily Sonny,Sam Manley,Taylor Agost,Josie Cole,Cal Poly SLO,Oregon,1328,20180326
1886,2,Lily Justine,Sarah Sponcil ,Deahna Kraft,Corinne Quiggle,Pepperdine,UCLA,1329,20180327
1891,2,Morgan Hentz,Amelia Smith,Daisia LaBrie,Janessa Mata,Stanford,CSULA,1330,20180327
1896,2,Sasha Karelov,Megan Kruidhof,Morgan Hentz,Amelia Smith,Long Beach State,Stanford,1331,20180327
1901,2,Sasha Karelov,Megan Kruidhof,Janessa Mata,Daisia LaBrie,Long Beach State,CSULA,1332,20180327
1906,2,Taryn Griffey,Chaney Howard,Mackenzie Swan,Savannah Siegrist,UNF,Jacksonville,1338,20180328
1911,2,Chaney Howard,Taryn Griffey,Mackenzie Swan,Savannah Siegrist,UNF,Jacksonville,1339,20180328
1916,2,Sasha Karelov,Megan Kruidhof,Taylor Agost,Josie Cole,Long Beach State,Oregon,1340,20180328
1921,2,Sasha Karelov,Megan Kruidhof,Payton Rund,Morgan Hughes,Long Beach State,Saint Mary's,1341,20180328
1926,2,Jessie Prichard,Sara Kovac,Kristey Markle,Nickeisha Williams,Cal State Northridge,LMU,1342,20180328
1931,2,Payton Rund,Morgan Hughes,Taylor Agost,Josie Cole,Saint Mary's,Oregon,1343,20180328
1936,2,Kayla Armer,Tori Hinojosa,Macy Berg,Madison Brabham,Houston Baptist,Texas A&M; Kingsville,1347,20180329
1940,2,Courtney Schwan,Destiny Julye,Kiley Lewis,Brindl Langley,Washington,Boise State,1348,20180329
1945,2,Brindl Langley,Kiley Lewis,Morgan Robinson,Katie Barker,Portland,Boise State,1349,20180329
1950,2,Cadie Bates,Katie Smith,Molly Scheel,Jensyn Bledsoe,South Carolina,TCU,1350,20180330
1955,2,Dorina Klinger,Katie Friesen,Jessica Stansfield,Bella Baumann,Grand Canyon,FIU,1351,20180330
1960,2,Sarah Sponcil ,Lily Justine,Katie Horton,Hailey Luke,Florida State,UCLA,1352,20180330
1965,2,Sara Kovac,Jessie Prichard,Lindsey Knudsen,Emily Bible,Saint Mary's,LMU,1353,20180329
1970,2,Emily Bible,Lindsey Knudsen,Riley Gill,Avery Keathley,Saint Mary's,Concordia,1354,20180329
1975,2,Karissa Rhoades,Katherine Puisis,Kinga Windisch,Tanner Gauthier,FGCU,Coastal Carolina,1355,20180330
1980,2,Gabrielle Dischler,Jessalyn Kinlaw,Jessica Stansfield,Bella Baumann,FAU,Grand Canyon,1356,20180330
1985,2,Sarah Sponcil ,Lily Justine,Anabela Sataric,Dorina Klinger,UCLA,FIU,1357,20180330
1990,2,Darby Dunn,Sammee Thomas,Jessica Johnson,Elli Gibson,Stetson,Mercer,1358,20180330
1995,2,Tiffany Creamer,Brooke Weiner,Tarin Mergener,Lan Nguyen,Georgia State,Tulane,1359,20180330
2000,2,Morgan Martin,Lea Monkhouse,Desiree Sukhov,Sarah Garrow,Hawaii,Cal State Bakersfield,1360,20180330
2005,2,Emily Sonny,Sam Manley,Kristey Markle,Nickeisha Williams,Cal Poly SLO,Cal State Northridge,1361,20180330
2010,2,Cadie Bates,Katie Smith,Jessica Stansfield,Bella Baumann,South Carolina,Grand Canyon,1362,20180330
2015,2,Kacey Nady,Olivia Hallaran,Macy Berg,Madison Brabham,Arizona,Texas A&M; Kingsville,1363,20180330
2019,2,Katherine Puisis,Karissa Rhoades,Jessica Johnson,Elli Gibson,FGCU,Mercer,1364,20180330
2024,2,JM Lewandowski,Halle Hunt,Summer Coulter,Grace Seymour,UNC Wilmington,Carson-Newman,1365,20180330
2029,2,Devon Rachel,Mckala Rhodes,Kamden Maas,Caterina Cigarini,College of Charleston,Missouri Baptist University,1366,20180330
2034,2,Nickeisha Williams,Kristey Markle,Desiree Sukhov,Sarah Garrow,Cal State Bakersfield,Cal State Northridge,1367,20180330
2039,2,Sarah Sponcil ,Lily Justine,Gabrielle Dischler,Jessalyn Kinlaw,UCLA,FAU,1370,20180330
2044,2,Victoria Paranagua,Macy Jerger,Jensyn Bledsoe,Molly Scheel,Florida State,TCU,1371,20180330
2049,2,Anabela Sataric,Erika Zembyla,Cadie Bates,Carly Schneider,FIU,South Carolina,1372,20180330
2054,2,Kennedy Kurtz,Lana Brown,Sarah Garrow,Desiree Sukhov,Cal State Bakersfield,"Cal State University, Sacramento",1373,20180330
2059,2,Morgan Martin,Lea Monkhouse,Kristey Markle,Nickeisha Williams,Hawaii,Cal State Northridge,1374,20180330
2064,2,Eastyn Baleto,Lauren Twitty,Lauren Walker,Brooke Riley,New Mexico,Abilene Christian,1375,20180330
2069,2,Eastyn Baleto,Lauren Twitty,Hana Peterman,Megan Gianinetti,New Mexico,Colorado Mesa,1376,20180330
2074,2,Kara  Woodard,Sydney Palmer,Hana Peterman,Megan Gianinetti,ASU,Colorado Mesa,1377,20180330
2079,2,Kara  Woodard,Sydney Palmer,Lauren Walker,Brooke Riley,ASU,Abilene Christian,1378,20180330
2084,2,Jessica Gaffney,Iya Lindahl,Haley Howell,Carly Lowry,Cal,USF,1379,20180330
2089,2,Mandi Orellana,Haleigh Nelson,Olivia Hallaran,Kacey Nady,LSU,Arizona,1380,20180330
2094,2,Tarin Mergener,Lan Nguyen,Gabrielle Dischler,Jessalyn Kinlaw,FAU,Tulane,1381,20180330
2099,2,Tiffany Creamer,Brooke Weiner,Jillian Bergeson,Jaelyn Greene,Georgia State,TCU,1382,20180330
2104,2,Haleigh Nelson,Ashley Allmer,Avei Logoleo,Haley Jared,LSU,UAB,1383,20180330
2109,2,Sam Manley,Emily Sonny,Kennedy Kurtz,Lana Brown,Cal Poly SLO,"Cal State University, Sacramento",1386,20180330
2114,2,Courtney Schwan,Destiny Julye,Brindl Langley,Kiley Lewis,Washington,Boise State,1391,20180330
2119,2,Courtney Schwan,Destiny Julye,Morgan Robinson,Katie Barker,Washington,Portland,1392,20180330
2124,2,Jessie Prichard,Sara Kovac,Riley Gill,Avery Keathley,LMU,Concordia,1393,20180329
2129,2,Savannah  Slattery,Paige Panter,Hannah Holder,Kelli Dowell,LMU,Vanguard,1394,20180329
2134,2,Avei Logoleo,Haley Jared,Hannah Kirk,Kaylie Milton,UAB,Jacksonville State,1395,20180330
2143,2,MC Rogers,Delaney Driver,Madison Green,Rachel Young,Texas A&M; Corpus Christi,Central Arkansas,1397,20180330
2148,2,Taryn Griffey,Chaney Howard,Summer Coulter,Grace Seymour,UNF,Carson-Newman,1398,20180330
2153,2,Taryn Griffey,Chaney Howard,Emily Bowen,Hannah Tannone,UNF,Webber,1399,20180330
2158,2,Devon Rachel,Mckala Rhodes,JM Lewandowski,Halle Hunt,College of Charleston,UNC Wilmington,1400,20180330
2163,2,Sara Putt,Macy Jerger,Lauren Orlich,Anna Chin,Florida State,Tulane,1401,20180331
2168,2,Sarah Sponcil ,Lily Justine,Bella Baumann,Jessica Stansfield,UCLA,Grand Canyon,1402,20180331
2173,2,Gabrielle Dischler,Jessalyn Kinlaw,Jillian Bergeson,Jaelyn Greene,FAU,TCU,1403,20180331
2178,2,Madison Green,Rachel Young,Kaylie Milton,Hannah Kirk,Texas A&M; Corpus Christi,Jacksonville State,1404,20180330
2183,2,Katie Horton,Hailey Luke,Anabela Sataric,Erika Zembyla,Florida State,FIU,1405,20180331
2188,2,Katie McCullough,Brynn Montgomery,Kamden Maas,Caterina Cigarini,UNC Wilmington,Missouri Baptist University,1406,20180330
2193,2,Devon Rachel,Mckala Rhodes,Halle Hunt,JM Lewandowski,College of Charleston,UNC Wilmington,1407,20180330
2198,2,Sunniva Helland-Hansen,Carly Perales,Kinga Windisch,Tanner Gauthier,Stetson,Coastal Carolina,1408,20180330
2203,2,Karissa Rhoades,Katherine Puisis,Tanner Gauthier,Kinga Windisch,FGCU,Coastal Carolina,1409,20180331
2208,2,Lily Justine,Sarah Sponcil ,Katie Smith,Cadie Bates,UCLA,South Carolina,1410,20180331
2213,2,Brook Bauer,Madalyn Roh,Sara Kovac,Jessie Prichard,Pepperdine,LMU,1416,20180331
2218,2,Olivia Hallaran,Kacey Nady,Aly Brinkley,Jessica Martinez,Central Arkansas,Arizona,1417,20180331
2223,2,Terese Cannon,Sammy Slater,Lindsey Knudsen,Emily Bible,USC,Saint Mary's,1419,20180331
2228,2,Lauren Orlich,Anna Chin,Erika Zembyla,Anabela Sataric,Tulane,FIU,1420,20180331
2233,2,Brook Bauer,Madalyn Roh,Lindsey Knudsen,Emily Bible,Pepperdine,Saint Mary's,1421,20180331
2238,2,Katie Pyles,Taylor Jarzombek,Tiffany Creamer,Brooke Weiner,Grand Canyon,Georgia State,1422,20180331
2243,2,Olivia Hallaran,Kacey Nady,Rachel Young,Madison Green,Texas A&M; Corpus Christi,Arizona,1423,20180331
2248,2,Jaelyn Greene,Jillian Bergeson,Lauren Orlich,Anna Chin,TCU,Tulane,1424,20180331
2253,2,Mandi Orellana,Haleigh Nelson,Macy Berg,Madison Brabham,LSU,Texas A&M; Kingsville,1425,20180331
2258,2,Haleigh Nelson,Mandi Orellana,Hannah Kirk,Kaylie Milton,LSU,Jacksonville State,1426,20180331
2263,2,Sara Kovac,Jessie Prichard,Lindsey Knudsen,Emily Bible,LMU,Saint Mary's,1427,20180331
2268,2,Brook Bauer,Madalyn Roh,Terese Cannon,Sammy Slater,Pepperdine,USC,1428,20180331
2273,2,Sydney Palmer,Kara  Woodard,Eastyn Baleto,Lauren Twitty,New Mexico,ASU,1429,20180331
2278,2,Maddie Irwin,Erin Martin,Lauren Walker,Brooke Riley,New Mexico,Abilene Christian,1430,20180331
2283,2,Terese Cannon,Sammy Slater,Sara Kovac,Jessie Prichard,USC,LMU,1431,20180331
2288,2,Morgan Martin,Lea Monkhouse,Emily Sonny,Sam Manley,Hawaii,Cal Poly SLO,1432,20180331
2293,2,Sasha Karelov,Megan Kruidhof,Kristey Markle,Nickeisha Williams,Long Beach State,Cal State Northridge,1433,20180331
2298,2,Morgan Martin,Lea Monkhouse,Lana Brown,Kennedy Kurtz,Hawaii,"Cal State University, Sacramento",1434,20180331
2303,2,Nele Barber,Rachel Nieto,Desiree Sukhov,Sarah Garrow,Long Beach State,Cal State Bakersfield,1435,20180331
2308,2,Kristey Markle,Nickeisha Williams,Kennedy Kurtz,Lana Brown,Cal State Northridge,"Cal State University, Sacramento",1436,20180331
2313,2,Emily Sonny,Sam Manley,Desiree Sukhov,Sarah Garrow,Cal Poly SLO,Cal State Bakersfield,1437,20180331
2318,2,Lea Monkhouse,Morgan Martin,Sasha Karelov,Anete Brinke,Hawaii,Long Beach State,1438,20180331
2323,2,Natalie Braun,Frances Giedraitis,Hana Peterman,Megan Gianinetti,ASU,Colorado Mesa,1439,20180331
2328,2,Katie Horton,Hailey Luke,Taylor Jarzombek,Katie Pyles,Florida State,Grand Canyon,1441,20180331
2333,2,Dorina Klinger,Katie Friesen,Tiffany Creamer,Brooke Weiner,FIU,Georgia State,1442,20180331
2338,2,Carly Perales,Sunniva Helland-Hansen,Jessica Johnson,Elli Gibson,Stetson,Mercer,1443,20180331
2343,2,Darby Dunn,Sammee Thomas,Aleksandra Djuric,Leah Hardeman,Stetson,Coastal Carolina,1444,20180331
2348,2,Taryn Griffey,Chaney Howard,Halle Hunt,JM Lewandowski,UNF,UNC Wilmington,1445,20180331
2353,2,Devon Rachel,Mckala Rhodes,Taryn Griffey,Chaney Howard,College of Charleston,UNF,1446,20180331
2358,2,Devon Rachel,Mckala Rhodes,Emily Bowen,Hannah Tannone,College of Charleston,Webber,1447,20180331
2363,2,Jessica Martinez,Aly Brinkley,Kaylie Milton,Hannah Kirk,Central Arkansas,Jacksonville State,1448,20180331
