,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
385,2,Jenna Panning,Haley Turner,Victoria Corcoran,Veronica Corcoran,New Orleans,Austin Peay State ,903,20180302
393,2,Maile Sellers,Kayla Gallant,Jenna Panning,Haley Turner,ULM,Austin Peay State ,910,20180302
398,2,Kayla Armer,Tori Hinojosa,Devon May,Tressa Buckland,Houston Baptist,UAB,912,20180302
405,2,Emily Sonny,Sam Manley,Kara  Woodard,Halle Parker,Cal Poly SLO,ASU,918,20180303
410,2,Vanessa Freire,Brooke Kuhlman,Mckala Rhodes,Devon Rachel,Florida State,College of Charleston,919,20180303
415,2,Lina Bernier,Dorina Klinger,Darby Dunn,Sammee Thomas,FIU,Stetson,920,20180303
420,2,Carly Scarborough,Brittany Pellitteri,Taryn Griffey,Chaney Howard,UNF,FAU,921,20180303
425,2,Tarin Mergener,Ashley Delgado,Jillian Bergeson,Jaelyn Greene,TCU,Tulane,922,20180303
430,2,Tarin Mergener,Ashley Delgado,Frances Giedraitis,Natalie Braun,Tulane,ASU,923,20180303
435,2,Deahna Kraft,Corinne Quiggle,Terese Cannon,Sammy Slater,Pepperdine,USC,924,20180303
440,2,Brianna Sizemore,Sammy Slater,Lily Justine,Sarah Sponcil ,UCLA,USC,925,20180303
445,2,Haleigh Nelson,Hunter Domanski,Taryn Griffey,Chaney Howard,UNF,LSU,926,20180303
450,2,Destiny Julye,Courtney Schwan,Yasmin Tan,Chloe Crappell,Washington,New Mexico,927,20180303
455,2,Sara Kovac,Jessie Prichard,Kacey Nady,Olivia Hallaran,LMU,Arizona,928,20180303
460,2,Deahna Kraft,Corinne Quiggle,Lily Justine,Sarah Sponcil ,Pepperdine,UCLA,929,20180303
465,2,Deahna Kraft,Corinne Quiggle,Terese Cannon,Sammy Slater,Pepperdine,USC,930,20180303
470,2,Brooke Kuhlman,Vanessa Freire,Sunniva Helland-Hansen,Carly Perales,Stetson,Florida State,931,20180303
475,2,Emily Sonny,Sam Manley,Jillian Bergeson,Jaelyn Greene,Cal Poly SLO,TCU,932,20180303
480,2,Morgan Hentz,Amelia Smith,Sarah Davis,Mikaela Nocetti,Stanford,"Cal State University, Sacramento",933,20180303
485,2,Morgan Hentz,Amelia Smith,Roni Long,Taylor Poncetta,Stanford,Pacific,934,20180303
490,2,Annika Van Gunst,Brooke Weiner,Madison Green,Rachel Young,Georgia State,Texas A&M; Corpus Christi,935,20180303
495,2,Annika Van Gunst,Brooke Weiner,Haleigh Nelson,Hunter Domanski,Georgia State,LSU,936,20180303
500,2,Cadie Bates,Katie Smith,JM Lewandowski,Halle Hunt,South Carolina,UNC Wilmington,937,20180303
505,2,Cadie Bates,Katie Smith,Brittany Pellitteri,Carly Scarborough,South Carolina,FAU,938,20180303
510,2,Jenna Panning,Haley Turner,Hannah Kirk,Sadie Anderson,Austin Peay State ,Jacksonville State,939,20180303
515,2,Tressa Buckland,Avei Logoleo,Julie Vujnovich,Payton Gidney,UAB,Spring Hill College,940,20180303
521,2,Kayla Armer,Tori Hinojosa,Jenna Panning,Haley Turner,Houston Baptist,Austin Peay State ,943,20180303
526,2,Annika Van Gunst,Brooke Weiner,Madison Green,Rachel Young,Georgia State,Texas A&M; Corpus Christi,945,20180302
531,2,Hailey Lindberg,Gretchen Reinert,Mikaela Nocetti,Sarah Davis,"Cal State University, Sacramento",Santa Clara,946,20180303
536,2,Lindsey Knudsen,Emily Bible,Julia Topor,Anna Dalla Vecchia,Saint Mary's,USF,947,20180303
541,2,Taylor Poncetta,Roni Long,Anna Dalla Vecchia,Julia Topor,Pacific,USF,948,20180303
546,2,Payton Rund,Morgan Hughes,Hailey Lindberg,Gretchen Reinert,Saint Mary's,Santa Clara,949,20180303
551,2,Devon May,Tressa Buckland,Hannah Kirk,Sadie Anderson,UAB,Jacksonville State,950,20180302
556,2,Gabbi Moreno,Haley Jared,Veronica Corcoran,Victoria Corcoran,New Orleans,UAB,956,20180303
561,2,Veronica Corcoran,Victoria Corcoran,Tori Hinojosa,Kayla Armer,Houston Baptist,New Orleans,957,20180303
566,2,Emily Sonny,Sam Manley,Tarin Mergener,Ashley Delgado,Cal Poly SLO,Tulane,966,20180304
571,2,Natalie Braun,Frances Giedraitis,Jillian Bergeson,Jaelyn Greene,TCU,ASU,967,20180304
576,2,Annika Van Gunst,Brooke Weiner,Halle Hunt,JM Lewandowski,Georgia State,UNC Wilmington,968,20180304
581,2,Cadie Bates,Katie Smith,Annika Van Gunst,Brooke Weiner,Georgia State,South Carolina,969,20180304
586,2,Gabrielle Dischler,Jessalyn Kinlaw,Haleigh Nelson,Hunter Domanski,FAU,LSU,970,20180304
591,2,Haleigh Nelson,Hunter Domanski,Halle Hunt,JM Lewandowski,LSU,UNC Wilmington,971,20180304
596,2,Katie Smith,Cadie Bates,Chaney Howard,Taryn Griffey,South Carolina,UNF,972,20180304
601,2,Madison Green,Rachel Young,Taryn Griffey,Chaney Howard,Texas A&M; Corpus Christi,UNF,973,20180304
606,2,Jessalyn Kinlaw,Gabrielle Dischler,Madison Green,Rachel Young,FAU,Texas A&M; Corpus Christi,974,20180304
613,2,Kristyna Adamcikova,Hailey Harward,Sarah Garrow,Desiree Sukhov,Long Beach State,Cal State Bakersfield,982,20180304
618,2,Anete Brinke,Sasha Karelov,Kristey Markle,Nickeisha Williams,Long Beach State,Cal State Northridge,983,20180304
624,2,Veronica Corcoran,Victoria Corcoran,Kayla Armer,Tori Hinojosa,Houston Baptist,New Orleans,986,20180303
629,2,Maile Sellers,Kayla Gallant,Veronica Corcoran,Victoria Corcoran,ULM,New Orleans,987,20180302
634,2,Kristey Markle,Nickeisha Williams,Desiree Sukhov,Sarah Garrow,Cal State Northridge,Cal State Bakersfield,988,20180304
639,2,Hannah Towne,Taylor Jarzombek,Sara Kovac,Jessie Prichard,Grand Canyon,LMU,989,20180303
644,2,Jessica Stansfield,Katie Pyles,Hannah Holder,Kelli Dowell,Grand Canyon,Vanguard,992,20180302
649,2,Hailey Harward,Kristyna Adamcikova,Kacey Nady,Olivia Hallaran,Arizona,Long Beach State,993,20180306
654,2,Brooke Weiner,Annika Van Gunst,Jenna Panning,Brooke Moore,Georgia State,Austin Peay State ,994,20180306
659,2,Brooke Weiner,Annika Van Gunst,Hannah Kirk,Sadie Anderson,Georgia State,Jacksonville State,995,20180306
664,2,Halle Hunt,JM Lewandowski,Jenna Panning,Haley Turner,UNC Wilmington,Austin Peay State ,996,20180306
669,2,JM Lewandowski,Halle Hunt,Hannah Kirk,Sadie Anderson,UNC Wilmington,Jacksonville State,997,20180306
674,2,Corinne Quiggle,Deahna Kraft,Kristyna Adamcikova,Hailey Harward,Pepperdine,Long Beach State,1000,20180307
679,2,Amelia Smith,Morgan Hentz,Ciara Reistad,Julia Golbeck,Stanford,San Jose State University,1001,20180307
684,2,Annika Albrecht,Kenzie Maloney,Mallory Moran,Kamden Maas,Nebraska,Missouri Baptist University,1002,20180307
689,2,Lily Justine,Sarah Sponcil ,Emily Maglio,Ka'iwi Schucht,UCLA,Hawaii,1003,20180308
694,2,Emily Maglio,Ka'iwi Schucht,Sara Kovac,Jessie Prichard,LMU,Hawaii,1004,20180308
699,2,Sarah Sponcil ,Lily Justine,Sara Kovac,Jessie Prichard,UCLA,LMU,1005,20180308
704,2,Kristey Markle,Nickeisha Williams,Tristan Self,Vanessa Bernzen,Cal State Northridge,Concordia,1006,20180308
708,2,Kristey Markle,Nickeisha Williams,Bailey Anderson,Janessa Mata,Cal State Northridge,CSULA,1007,20180308
713,2,Carly Perales,Sunniva Helland-Hansen,Leigh Buttner,Gabbi Pacatte,Stetson,Tampa,1009,20180309
718,2,Carly Perales,Sunniva Helland-Hansen,Madison Brabham,Macy Berg,Stetson,Texas A&M; Kingsville,1010,20180309
722,2,Elli Gibson,Jessica Johnson,Nicole Dominguez,Katie McKiel,Mercer,Tampa,1011,20180309
727,2,Carly Perales,Sunniva Helland-Hansen,Lauren Kenny,Casey Slezak,Stetson,Florida Southern,1012,20180309
732,2,Gabrielle Dischler,Jessalyn Kinlaw,Amber Lake,Hannah Tannone,FAU,Webber,1014,20180309
737,2,Gabrielle Dischler,Jessalyn Kinlaw,Tori Hinojosa,Kayla Armer,FAU,Houston Baptist,1015,20180309
742,2,Jessica Gaffney,Iya Lindahl,Natalie Braun,Frances Giedraitis,Cal,ASU,1019,20180309
747,2,Jessica Gaffney,Iya Lindahl,Brindl Langley,Jaymee-Lee Bulda,Cal,Boise State,1020,20180309
752,2,Tarin Mergener,Ashley Delgado,Jaymee-Lee Bulda,Brindl Langley,Tulane,Boise State,1021,20180309
757,2,Rio Frohoff,Ashley Delgado,Julia Golbeck,Ciara Reistad,Tulane,San Jose State University,1022,20180309
762,2,Morgan Hentz,Amelia Smith,Rio Frohoff,Ashley Delgado,Stanford,Tulane,1023,20180309
767,2,Natalie Braun,Frances Giedraitis,Julia Golbeck,Ciara Reistad,ASU,San Jose State University,1024,20180309
772,2,Ashley Glickert,Giovanna Borgiotti,Tori Hinojosa,Kayla Armer,Houston Baptist,FGCU,1025,20180309
777,2,Ashley Glickert,Giovanna Borgiotti,Hannah Tannone,Amber Lake,FGCU,Webber,1026,20180309
782,2,Jessica Clark,Katie Pyles,Eastyn Baleto,Chloe Crappell,Grand Canyon,New Mexico,1033,20180309
787,2,Eastyn Baleto,Chloe Crappell,Brooke Riley,Lauren Walker,New Mexico,Abilene Christian,1034,20180309
792,2,Jessica Johnson,Elli Gibson,Lauren Kenny,Kayla Trefren,Mercer,Florida Southern,1036,20180310
800,2,Corinne Quiggle,Deahna Kraft,Brooke Kuhlman,Vanessa Freire,Pepperdine,Florida State,1038,20180310
805,2,Emily Maglio,Ka'iwi Schucht,Cassie House,Haven Hill,Hawaii,TCU,1040,20180310
810,2,Terese Cannon,Sammy Slater,Lina Bernier,Dorina Klinger,USC,FIU,1041,20180310
815,2,Sarah Sponcil ,Lily Justine,Hunter Domanski,Haleigh Nelson,UCLA,LSU,1042,20180310
820,2,Iya Lindahl,Jessica Gaffney,Rio Frohoff,Ashley Delgado,Cal,Tulane,1043,20180310
825,2,Annika Van Gunst,Brooke Weiner,Giovanna Borgiotti,Ashley Glickert,Georgia State,FGCU,1044,20180310
830,2,Giovanna Borgiotti,Ashley Glickert,Jessalyn Kinlaw,Gabrielle Dischler,FAU,FGCU,1045,20180310
835,2,Haleigh Nelson,Hunter Domanski,Terese Cannon,Sammy Slater,LSU,USC,1047,20180310
840,2,Sara Putt,Vanessa Freire,Emily Maglio,Ka'iwi Schucht,Hawaii,Florida State,1048,20180310
845,2,Cadie Bates,Katie Smith,Morgan Dees,Cristina Finan,South Carolina,Jacksonville,1049,20180310
850,2,Cadie Bates,Katie Smith,Taryn Griffey,Chaney Howard,South Carolina,UNF,1050,20180310
855,2,Annika Van Gunst,Brooke Weiner,Kayla Armer,Tori Hinojosa,Houston Baptist,Georgia State,1051,20180310
860,2,Annika Van Gunst,Brooke Weiner,Gabrielle Dischler,Jessalyn Kinlaw,Georgia State,FAU,1052,20180310
865,2,Rio Frohoff,Ashley Delgado,Sierra Ellett,Sydney Palmer,Tulane,ASU,1053,20180310
870,2,Sarah Sponcil ,Lily Justine,Lina Bernier,Dorina Klinger,UCLA,FIU,1054,20180310
875,2,Jessica Clark,Anna Unnasch,Brooke Riley,Lauren Walker,Grand Canyon,Abilene Christian,1055,20180310
880,2,Corinne Quiggle,Deahna Kraft,Jillian Bergeson,Jaelyn Greene,Pepperdine,TCU,1056,20180310
885,2,Tori Hinojosa,Kayla Armer,Amber Lake,Hannah Tannone,Houston Baptist,Webber,1057,20180310
890,2,Adlee Van Winden,Taylor Nelson,Katie Barker,Morgan Robinson,Cal Poly SLO,Portland,1058,20180310
895,2,Adlee Van Winden,Taylor Nelson,Haley Howell,Carly Lowry,Cal Poly SLO,USF,1059,20180310
900,2,Adlee Van Winden,Taylor Nelson,Roni Long,Taylor Poncetta,Cal Poly SLO,Pacific,1060,20180310
905,2,Amelia Smith,Morgan Hentz,Sydney Palmer,Sierra Ellett,Stanford,ASU,1061,20180310
910,2,Katie Sato,Aeryn Owens,Julia Topor,Anna Dalla Vecchia,Cal State Northridge,USF,1062,20180310
915,2,Carly Lowry,Haley Howell,Kennedy Kurtz,Lana Brown,USF,"Cal State University, Sacramento",1063,20180310
920,2,Taryn Griffey,Chaney Howard,Morgan Dees,Cristina Finan,UNF,Jacksonville,1064,20180310
925,2,Morgan Hentz,Amelia Smith,Jaymee-Lee Bulda,Brindl Langley,Stanford,Boise State,1065,20180310
930,2,Katie Barker,Morgan Robinson,Kennedy Kurtz,Brie Gathright,Portland,"Cal State University, Sacramento",1066,20180310
935,2,Roni Long,Taylor Poncetta,Kennedy Kurtz,Brie Gathright,Pacific,"Cal State University, Sacramento",1067,20180310
940,2,Kristey Markle,Nickeisha Williams,Katie Barker,Morgan Robinson,Cal State Northridge,Portland,1068,20180310
945,2,Kristey Markle,Nickeisha Williams,Roni Long,Taylor Poncetta,Cal State Northridge,Pacific,1069,20180310
950,2,Jessica Gaffney,Iya Lindahl,Luiza Andrade,Hayley Sturgeon,Cal,San Jose State University,1070,20180310
955,2,Desiree Sukhov,Sarah Garrow,Kelli Dowell,Hannah Holder,Cal State Bakersfield,Vanguard,1071,20180310
960,2,Ka'iwi Schucht,Emily Maglio,Anabela Sataric,Madison Besterfield,Hawaii,FIU,1073,20180311
965,2,Corinne Quiggle,Deahna Kraft,Haleigh Nelson,Hunter Domanski,Pepperdine,LSU,1074,20180311
970,2,Lily Justine,Sarah Sponcil ,Sara Putt,Vanessa Freire,Florida State,UCLA,1075,20180311
975,2,Sammy Slater,Terese Cannon,Cassie House,Haven Hill,USC,TCU,1076,20180311
980,2,Carly Kan,Laurel Weaver,Haleigh Nelson,Hunter Domanski,Hawaii,LSU,1077,20180311
985,2,Deahna Kraft,Corinne Quiggle,Lina Bernier,Dorina Klinger,Pepperdine,FIU,1078,20180311
990,2,Lily Justine,Sarah Sponcil ,Molly Scheel,Jensyn Bledsoe,UCLA,TCU,1079,20180311
995,2,Terese Cannon,Sammy Slater,Sara Putt,Vanessa Freire,USC,Florida State,1080,20180311
1000,2,Anete Brinke,Sasha Karelov,Aubrey Cheffey,Julia Hanson,Long Beach State,Missouri State,1081,20180312
1004,2,Julia Hanson,Aubrey Cheffey,Hana Peterman,Megan Gianinetti,Missouri State,Colorado Mesa,1082,20180312
1009,2,Anete Brinke,Sasha Karelov,Hana Peterman,Megan Gianinetti,Long Beach State,Colorado Mesa,1083,20180312
1014,2,Hayley Sturgeon,Luiza Andrade,Morgan Robinson,Katie Barker,Portland,San Jose State University,1084,20180312
1019,2,Hannah Kirk,Charis Ludtke,Bria Rochelle,Alexis Creasman,Jacksonville State,Huntingdon,1085,20180313
1023,2,Aubrey Cheffey,Julia Hanson,Bailey Anderson,Janessa Mata,Missouri State,CSULA,1086,20180313
1027,2,Taylor Fricano,Veronica Snelling,Kelli Dowell,Hannah Holder,Missouri State,Vanguard,1087,20180313
1031,2,Morgan Hughes,Payton Rund,Taylor  Odom,Gretchen Reinert,Saint Mary's,Santa Clara,1088,20180313
1036,2,Kayla Gallant,Maile Sellers,Hannah Kirk,Sadie Anderson,ULM,Jacksonville State,1093,20180303
1041,2,Corinne Quiggle,Deahna Kraft,Macy Jerger,Victoria Paranagua,Pepperdine,Florida State,1094,20180314
1049,2,Veronica Snelling,Taylor Fricano,Hana Peterman,Megan Gianinetti,Missouri State,Colorado Mesa,1096,20180314
1054,2,Kristey Markle,Nickeisha Williams,Aubrey Cheffey,Julia Hanson,Cal State Northridge,Missouri State,1097,20180314
1058,2,Mackenzie Redner,Savanna Cary,Giovanna Borgiotti,Ashley Glickert,FGCU,Eckerd ,1098,20180314
1061,2,Rachel Nieto,Nele Barber,Cassie House,Haven Hill,TCU,Long Beach State,1102,20180315
1066,2,Sara Kovac,Jessie Prichard,Cassie House,Haven Hill,LMU,TCU,1103,20180315
1071,2,Nele Barber,Rachel Nieto,Brooke Kuhlman,Macy Jerger,Long Beach State,Florida State,1105,20180315
1076,2,Brooke Kuhlman,Macy Jerger,Sara Kovac,Jessie Prichard,Florida State,LMU,1106,20180315
1081,2,Sammee Thomas,Darby Dunn,Yasmin Tan,Chloe Crappell,Stetson,New Mexico,1107,20180316
1086,2,Devon Rachel,Mckala Rhodes,Brittany Pellitteri,Carly Scarborough,College of Charleston,FAU,1108,20180316
1091,2,Avei Logoleo,Haley Jared,Maile Sellers,Kayla Gallant,UAB,ULM,1109,20180316
1096,2,Avei Logoleo,Haley Jared,Maile Sellers,Kayla Gallant,UAB,ULM,1110,20180316
1101,2,Dorina Klinger,Erika Zembyla,Cristina Finan,Shelby Babowicz,FIU,Jacksonville,1111,20180316
1106,2,Delaney Driver,MC Rogers,Jessica Johnson,Elli Gibson,Central Arkansas,Mercer,1112,20180316
1111,2,Iya Lindahl,Jessica Gaffney,Lindsey Knudsen,Emily Bible,Cal,Saint Mary's,1113,20180316
1116,2,Iya Lindahl,Jessica Gaffney,Kennedy Kurtz,Lana Brown,Cal,"Cal State University, Sacramento",1114,20180316
1121,2,Dorina Klinger,Erika Zembyla,Eastyn Baleto,Lauren Twitty,New Mexico,FIU,1115,20180316
1126,2,Sarah Garrow,Desiree Sukhov,Aubrey Cheffey,Julia Hanson,Cal State Bakersfield,Missouri State,1116,20180316
1131,2,Darby Dunn,Sammee Thomas,JM Lewandowski,Halle Hunt,Stetson,UNC Wilmington,1117,20180316
1136,2,Ashley Delgado,Rio Frohoff,Jessica Johnson,Elli Gibson,Tulane,Mercer,1118,20180316
1141,2,Ashley Delgado,Rio Frohoff,Jenna Panning,Brooke Moore,Tulane,Austin Peay State ,1119,20180316
1146,2,Devon Rachel,Mckala Rhodes,Morgan Dees,Katie Krawczyk,College of Charleston,Jacksonville,1120,20180316
1151,2,Delaney Driver,MC Rogers,Catherine Griffith,Rebecca Brown,Central Arkansas,ULM,1121,20180316
1160,2,Julia Lewkowicz,Carly Scarborough,Kayla Armer,Tori Hinojosa,FAU,Houston Baptist,1129,20180316
1165,2,Halle Hunt,JM Lewandowski,Kayla Armer,Tori Hinojosa,UNC Wilmington,Houston Baptist,1135,20180316
1170,2,JM Lewandowski,Halle Hunt,Morgan Dees,Katie Krawczyk,UNC Wilmington,Jacksonville,1136,20180316
1175,2,Kayla Armer,Tori Hinojosa,Chloe Crappell,Yasmin Tan,Houston Baptist,New Mexico,1137,20180316
1180,2,Sammee Thomas,Darby Dunn,Julia Lewkowicz,Carly Scarborough,Stetson,FAU,1140,20180317
1185,2,Emily Sonny,Sam Manley,Cassie House,Haven Hill,Cal Poly SLO,TCU,1141,20180317
