Division,Comp_id,Location,Date,College,First Name,Last Name,Position,Win/Loss,Score
DI,17,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,USC,Joy,Dennis,4,1,"19-21, 21-19, 21-19"
DI,17,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Sunniva,Helland-Hansen,5,0,"14-21, 21-13, 15-8"
DI,17,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Carly,Perales,5,0,"14-21, 21-13, 15-8"
DI,17,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,USC,Jo,Kremer,5,1,"14-21, 21-13, 15-8"
DI,17,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,USC,Jenna,Belton,5,1,"14-21, 21-13, 15-8"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Morgan,Martin,1,1,"21-17, 21-10"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Mikayla,Tucker,1,1,"21-17, 21-10"
DI,390,"Irvine, Ca",2017-03-26,TCU,Avery,Arellano,1,0,"21-17, 21-10"
DI,390,"Irvine, Ca",2017-03-26,TCU,Molly,Scheel,1,0,"21-17, 21-10"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Ka'iwi,Schucht,2,0,"15-21, 21-19, 15-12"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Nikki,Taylor,2,0,"15-21, 21-19, 15-12"
DI,390,"Irvine, Ca",2017-03-26,TCU,Amy,Neal,2,1,"15-21, 21-19, 15-12"
DI,390,"Irvine, Ca",2017-03-26,TCU,Jaelyn,Greene,2,1,"15-21, 21-19, 15-12"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Emily,Maglio,3,1,"21-12, 21-15"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Laurel,Weaver,3,1,"21-12, 21-15"
DI,390,"Irvine, Ca",2017-03-26,TCU,Ariah,Palter,3,0,"21-12, 21-15"
DI,390,"Irvine, Ca",2017-03-26,TCU,Sarita ,Mikals,3,0,"21-12, 21-15"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Carly,Kan,4,1,"21-10, 21-9"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Ari,Homayun,4,1,"21-10, 21-9"
DI,390,"Irvine, Ca",2017-03-26,TCU,Jillian,Bergeson,4,0,"21-10, 21-9"
DI,390,"Irvine, Ca",2017-03-26,TCU,Shane,Peters,4,0,"21-10, 21-9"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Norene,Iosia,5,1,"21-14, 21-11"
DI,390,"Irvine, Ca",2017-03-26,Hawaii,Hannah,Zalopany,5,1,"21-14, 21-11"
DI,390,"Irvine, Ca",2017-03-26,TCU,Claire,Doyle,5,0,"21-14, 21-11"
DI,390,"Irvine, Ca",2017-03-26,TCU,Bridget,Odmark,5,0,"21-14, 21-11"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Morgan,Martin,1,1,"21-19, 21-19"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Mikayla,Tucker,1,1,"21-19, 21-19"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Jenna,Gray,1,0,"21-19, 21-19"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Kathryn,Plummer,1,0,"21-19, 21-19"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Ka'iwi,Schucht,2,1,"21-15, 21-19"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Nikki,Taylor,2,1,"21-15, 21-19"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Ivana,Vanjak,2,0,"21-15, 21-19"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Payton,Chang,2,0,"21-15, 21-19"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Emily,Maglio,3,1,"21-19, 21-10"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Laurel,Weaver,3,1,"21-19, 21-10"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Catherine,Raquel,3,0,"21-19, 21-10"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Shannon,Richardson,3,0,"21-19, 21-10"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Carly,Kan,4,1,"26-24, 21-13"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Ari,Homayun,4,1,"26-24, 21-13"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Caitlin,Keefe,4,0,"26-24, 21-13"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Morgan,Hentz,4,0,"26-24, 21-13"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Hi'ilawe ,Huddleston,5,1,"21-16, 21-14"
DI,398,"Irvine, Ca",2017-03-26,Hawaii,Amy,Ozee,5,1,"21-16, 21-14"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Kat,Anderson,5,0,"21-16, 21-14"
DI,398,"Irvine, Ca",2017-03-26,Stanford,Courtney,Bowen,5,0,"21-16, 21-14"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Sierra,Sanchez,1,1,"11-21, 21-16, 15-13"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Leigh,Andrew,1,1,"11-21, 21-16, 15-13"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Adrianna,Culbert,1,0,"11-21, 21-16, 15-13"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Ali,Denney,1,0,"11-21, 21-16, 15-13"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Brooke,Kuhlman,2,1,"18-21, 21-18, 15-11"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Vanessa,Freire,2,1,"18-21, 21-18, 15-11"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Katie,Zimmerman,2,0,"18-21, 21-18, 15-11"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Katie,Smith,2,0,"18-21, 21-18, 15-11"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Victoria,Paranagua,3,1,"21-19, 23-25, 15-10"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Macy,Jerger,3,1,"21-19, 23-25, 15-10"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Julia,Mannisto,3,0,"21-19, 23-25, 15-10"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Carly,Schneider,3,0,"21-19, 23-25, 15-10"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Francesca,Goncalves,4,0,"21-19, 27-25"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Katie,Horton,4,0,"21-19, 27-25"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Shannon,Williams,4,1,"21-19, 27-25"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Macie,Tendrich,4,1,"21-19, 27-25"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Ali,Eager,5,1,"21-16, 21-19"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Molly,McBain,5,1,"21-16, 21-19"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Franky,Harrison,5,0,"21-16, 21-19"
DI,406,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Jade,Vitt,5,0,"21-16, 21-19"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Leigh,Andrew,1,1,"19-21, 21-17, 15-11"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Sierra,Sanchez,1,1,"19-21, 21-17, 15-11"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Samantha,Harris,1,0,"19-21, 21-17, 15-11"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Maggie,Skjelbred,1,0,"19-21, 21-17, 15-11"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Vanessa,Freire,2,1,"21-14, 21-15"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Brooke,Kuhlman,2,1,"21-14, 21-15"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Kristin,Lind,2,0,"21-14, 21-15"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Darby,Dunn,2,0,"21-14, 21-15"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Macy,Jerger,3,1,"21-19, 21-9"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Victoria,Paranagua,3,1,"21-19, 21-9"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Kaylee,Anderson,3,0,"21-19, 21-9"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Emily,Carroll,3,0,"21-19, 21-9"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Katie,Horton,4,1,"27-25, 21-18"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Francesca,Goncalves,4,1,"27-25, 21-18"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Tiffany,Creamer,4,0,"27-25, 21-18"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Rachel,Noble,4,0,"27-25, 21-18"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Molly,McBain,5,0,"21-17, 21-16"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Florida State,Ali,Eager,5,0,"21-17, 21-16"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Sunniva,Helland-Hansen,5,1,"21-17, 21-16"
DI,407,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Stetson,Carly,Perales,5,1,"21-17, 21-16"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,Chelsea ,Ross,1,1,"21-15, 26-24"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,Delaney ,Rohan,1,1,"21-15, 26-24"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Ali,Denney,1,0,"21-15, 26-24"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Adrianna,Culbert,1,0,"21-15, 26-24"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,Haley,Pa'akaula,2,1,"21-13, 21-19"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,LeeAnn,Starr,2,1,"21-13, 21-19"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Katie,Smith,2,0,"21-13, 21-19"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Katie,Zimmerman,2,0,"21-13, 21-19"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,Brooke,Weiner,3,0,"21-14, 16-21, 15-11"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,Jessica,Fourspring,3,0,"21-14, 16-21, 15-11"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Carly,Schneider,3,1,"21-14, 16-21, 15-11"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Julia,Mannisto,3,1,"21-14, 16-21, 15-11"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,Amie ,Held,4,0,"13-21, 21-16, 15-9"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,Natalie,Wilson,4,0,"13-21, 21-16, 15-9"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Macie,Tendrich,4,1,"13-21, 21-16, 15-9"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Shannon,Williams,4,1,"13-21, 21-16, 15-9"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,Olivia,Stasevich,5,1,"14-21, 21-19, 15-11"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,Georgia State,Georgia,Johnson,5,1,"14-21, 21-19, 15-11"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Jade,Vitt,5,0,"14-21, 21-19, 15-11"
DI,492,"Gamecock Grand Slam- Columbia, S.C.",2017-03-26,South Carolina,Franky,Harrison,5,0,"14-21, 21-19, 15-11"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Jenna,Gray,1,1,"21-14, 23-21"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Kathryn,Plummer,1,1,"21-14, 23-21"
DI,525,"Irvine, Ca",2017-03-26,TCU,Haven,Hill,1,0,"21-14, 23-21"
DI,525,"Irvine, Ca",2017-03-26,TCU,Molly,Scheel,1,0,"21-14, 23-21"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Ivana,Vanjak,2,1,"20-22, 21-19, 15-11"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Payton,Chang,2,1,"20-22, 21-19, 15-11"
DI,525,"Irvine, Ca",2017-03-26,TCU,Amy,Neal,2,0,"20-22, 21-19, 15-11"
DI,525,"Irvine, Ca",2017-03-26,TCU,Jaelyn,Greene,2,0,"20-22, 21-19, 15-11"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Catherine,Raquel,3,0,"21-11, 16-21, 15-9"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Shannon,Richardson,3,0,"21-11, 16-21, 15-9"
DI,525,"Irvine, Ca",2017-03-26,TCU,Ariah,Palter,3,1,"21-11, 16-21, 15-9"
DI,525,"Irvine, Ca",2017-03-26,TCU,Sarita ,Mikals,3,1,"21-11, 16-21, 15-9"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Caitlin,Keefe,4,0,"19-21, 21-11, 22-20"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Morgan,Hentz,4,0,"19-21, 21-11, 22-20"
DI,525,"Irvine, Ca",2017-03-26,TCU,Jillian,Bergeson,4,1,"19-21, 21-11, 22-20"
DI,525,"Irvine, Ca",2017-03-26,TCU,Shane,Peters,4,1,"19-21, 21-11, 22-20"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Kat,Anderson,5,0,"21-10, 19-21, 15-9"
DI,525,"Irvine, Ca",2017-03-26,Stanford,Courtney,Bowen,5,0,"21-10, 19-21, 15-9"
DI,525,"Irvine, Ca",2017-03-26,TCU,Claire,Doyle,5,1,"21-10, 19-21, 15-9"
DI,525,"Irvine, Ca",2017-03-26,TCU,Bridget,Odmark,5,1,"21-10, 19-21, 15-9"
DI,678,"Macon, Ga",2017-03-26,Mercer,Toni,Penrod,1,1,"21-16, 21-16"
DI,678,"Macon, Ga",2017-03-26,Mercer,Emily,Krogman,1,1,"21-16, 21-16"
DI,678,"Macon, Ga",2017-03-26,UAB,Erika,Zembyla,1,0,"21-16, 21-16"
DI,678,"Macon, Ga",2017-03-26,UAB,Avei,Logoleo,1,0,"21-16, 21-16"
DI,678,"Macon, Ga",2017-03-26,Mercer,Danielle,Faust,2,1,"19-21, 21-19, 15-13"
DI,678,"Macon, Ga",2017-03-26,Mercer,Claire,Waliczek,2,1,"19-21, 21-19, 15-13"
DI,678,"Macon, Ga",2017-03-26,UAB,Avery,Hoven,2,0,"19-21, 21-19, 15-13"
DI,678,"Macon, Ga",2017-03-26,UAB,Katarina,Jovicic ,2,0,"19-21, 21-19, 15-13"
DI,678,"Macon, Ga",2017-03-26,Mercer,Emma,Peel,3,0,"18-21, 21-18, 15-12"
DI,678,"Macon, Ga",2017-03-26,Mercer,Sophie,Peel,3,0,"18-21, 21-18, 15-12"
DI,678,"Macon, Ga",2017-03-26,UAB,Kenley,Adams,3,1,"18-21, 21-18, 15-12"
DI,678,"Macon, Ga",2017-03-26,UAB,Emily,Martinez,3,1,"18-21, 21-18, 15-12"
DI,678,"Macon, Ga",2017-03-26,Mercer,Gretja,Otten,4,1,"21-16, 21-13"
DI,678,"Macon, Ga",2017-03-26,Mercer,Jessica,Johnson,4,1,"21-16, 21-13"
DI,678,"Macon, Ga",2017-03-26,UAB,Gabbi,Moreno,4,0,"21-16, 21-13"
DI,678,"Macon, Ga",2017-03-26,UAB,Rachel,Evans,4,0,"21-16, 21-13"
DI,678,"Macon, Ga",2017-03-26,Mercer,Madison,Kerr,5,0,"21-19, 21-16"
DI,678,"Macon, Ga",2017-03-26,Mercer,Amber,Gibson,5,0,"21-19, 21-16"
DI,678,"Macon, Ga",2017-03-26,UAB,Morgan,Smith,5,1,"21-19, 21-16"
DI,678,"Macon, Ga",2017-03-26,UAB,Haley,Jared,5,1,"21-19, 21-16"
DI,679,"Macon, Ga",2017-03-26,Mercer,Emily,Krogman,1,1,"21-18, 21-12"
DI,679,"Macon, Ga",2017-03-26,Mercer,Toni,Penrod,1,1,"21-18, 21-12"
DI,679,"Macon, Ga",2017-03-26,UAB,Erika,Zembyla,1,0,"21-18, 21-12"
DI,679,"Macon, Ga",2017-03-26,UAB,Avei,Logoleo,1,0,"21-18, 21-12"
DI,679,"Macon, Ga",2017-03-26,Mercer,Sophie,Peel,2,0,"21-18, 21-17"
DI,679,"Macon, Ga",2017-03-26,Mercer,Morgan,Macgilvary,2,0,"21-18, 21-17"
DI,679,"Macon, Ga",2017-03-26,UAB,Avery,Hoven,2,1,"21-18, 21-17"
DI,679,"Macon, Ga",2017-03-26,UAB,Katarina,Jovicic ,2,1,"21-18, 21-17"
DI,679,"Macon, Ga",2017-03-26,Mercer,Danielle,Faust,3,1,"21-16, 21-19"
DI,679,"Macon, Ga",2017-03-26,Mercer,Claire,Waliczek,3,1,"21-16, 21-19"
DI,679,"Macon, Ga",2017-03-26,UAB,Tressa,Buckland,3,0,"21-16, 21-19"
DI,679,"Macon, Ga",2017-03-26,UAB,Rachel,Evans,3,0,"21-16, 21-19"
DI,679,"Macon, Ga",2017-03-26,Mercer,Jessica,Johnson,4,0,"21-10, 16-21, 15-11"
DI,679,"Macon, Ga",2017-03-26,Mercer,Gretja,Otten,4,0,"21-10, 16-21, 15-11"
DI,679,"Macon, Ga",2017-03-26,UAB,Kenley,Adams,4,1,"21-10, 16-21, 15-11"
DI,679,"Macon, Ga",2017-03-26,UAB,Emily,Martinez,4,1,"21-10, 16-21, 15-11"
DI,679,"Macon, Ga",2017-03-26,Mercer,Alyssa,Kirkman,5,1,"21-16, 21-16"
DI,679,"Macon, Ga",2017-03-26,Mercer,Demi-Shay,Watchorn,5,1,"21-16, 21-16"
DI,679,"Macon, Ga",2017-03-26,UAB,Morgan,Smith,5,0,"21-16, 21-16"
DI,679,"Macon, Ga",2017-03-26,UAB,Haley,Jared,5,0,"21-16, 21-16"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Hannah,Hubbard,1,0,"21-12, 16-21, 15-9"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Emily,Sonny,1,0,"21-12, 16-21, 15-9"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Marcela,Frazzoni,1,1,"21-12, 16-21, 15-9"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Tristan,Self,1,1,"21-12, 16-21, 15-9"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Adlee,Van Winden,2,1,"22-20, 21-13"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Taylor,Nelson,2,1,"22-20, 21-13"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Kylie,Breitenwischer,2,0,"22-20, 21-13"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Madeline ,Deters,2,0,"22-20, 21-13"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Heather,Pembroke,3,1,"21-13, 21-16"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Raeann,Greisen,3,1,"21-13, 21-16"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Hailey,Gaines,3,0,"21-13, 21-16"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Kaila,Ames,3,0,"21-13, 21-16"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Anna ,Gorman,4,1,"21-14, 21-15"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Savannah,Niemen,4,1,"21-14, 21-15"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Kyra,Auten,4,0,"21-14, 21-15"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Katie,Napier,4,0,"21-14, 21-15"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Dora,Beilin,5,1,"22-20, 21-19"
DI,721,"Irvine, Ca",2017-03-26,Cal Poly SLO,Holland,Boege,5,1,"22-20, 21-19"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Cindy,Tran,5,0,"22-20, 21-19"
DII,721,"Irvine, Ca",2017-03-26,Concordia,Logan,Grove,5,0,"22-20, 21-19"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Mia,Merino,1,0,"21-13, 21-13"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Jessica,Gaffney,1,0,"21-13, 21-13"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Nicole,McNamara,1,1,"21-13, 21-13"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Megan,McNamara,1,1,"21-13, 21-13"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Olivia,Rodberg,2,0,"21-16, 21-19"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Grace,Campbell,2,0,"21-16, 21-19"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Kamila,Tan,2,1,"21-16, 21-19"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Madi,Yeomans,2,1,"21-16, 21-19"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Bryce,Bark,3,0,"21-11, 21-10"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Camille ,Stepanof,3,0,"21-11, 21-10"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Torrey,Van Winden,3,1,"21-11, 21-10"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Elise,Zappia,3,1,"21-11, 21-10"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Nicole,Anderson,4,1,"21-15, 21-18"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Iya,Lindahl,4,1,"21-15, 21-18"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Jordan,Anderson,4,0,"21-15, 21-18"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Izzy,Carey,4,0,"21-15, 21-18"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Teya,Neff,5,0,"21-14, 21-16"
DI,287,"Long Beach, Ca",2017-03-27,Cal,Bridget,Gustafson,5,0,"21-14, 21-16"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Chanti,Holroyd,5,1,"21-14, 21-16"
DI,287,"Long Beach, Ca",2017-03-27,UCLA,Lily,Justine,5,1,"21-14, 21-16"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Mia,Merino,1,0,"21-8, 21-17"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Jessica,Gaffney,1,0,"21-8, 21-17"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Rachel,Nieto,1,1,"21-8, 21-17"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Nele,Barber,1,1,"21-8, 21-17"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Olivia,Rodberg,2,0,"21-15, 21-14"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Grace,Campbell,2,0,"21-15, 21-14"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Kobi,Pekich,2,1,"21-15, 21-14"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Sasha,Karelov,2,1,"21-15, 21-14"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Bryce,Bark,3,0,"21-16, 21-11"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Camille ,Stepanof,3,0,"21-16, 21-11"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Hailey,Harward,3,1,"21-16, 21-11"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Anete,Brinke,3,1,"21-16, 21-11"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Nicole,Anderson,4,0,"21-16, 21-14"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Iya,Lindahl,4,0,"21-16, 21-14"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Heather,Weiss,4,1,"21-16, 21-14"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Ciana,Wagner,4,1,"21-16, 21-14"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Teya,Neff,5,0,"23-25, 25-11, 17-15"
DI,418,"Long Beach, Ca",2017-03-27,Cal,Bridget,Gustafson,5,0,"23-25, 25-11, 17-15"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Megan,Kruidhof,5,1,"23-25, 25-11, 17-15"
DI,418,"Long Beach, Ca",2017-03-27,Long Beach State,Jenelle ,Hudson,5,1,"23-25, 25-11, 17-15"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Rachel,Nieto,1,0,"21-8, 21-17"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Nele,Barber,1,0,"21-8, 21-17"
DI,419,"Long Beach, Ca",2017-03-27,UCLA,Megan,McNamara,1,1,"21-8, 21-17"
DI,419,"Long Beach, Ca",2017-03-27,UCLA,Nicole,McNamara,1,1,"21-8, 21-17"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Kobi,Pekich,2,1,"18-21, 21-14, 15-12"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Sasha,Karelov,2,1,"18-21, 21-14, 15-12"
DI,419,"Long Beach, Ca",2017-03-27,UCLA,Madi,Yeomans,2,0,"18-21, 21-14, 15-12"
DI,419,"Long Beach, Ca",2017-03-27,UCLA,Kamila,Tan,2,0,"18-21, 21-14, 15-12"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Hailey,Harward,3,0,"21-15, 21-17"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Anete,Brinke,3,0,"21-15, 21-17"
DI,419,"Long Beach, Ca",2017-03-27,UCLA,Elise,Zappia,3,1,"21-15, 21-17"
DI,419,"Long Beach, Ca",2017-03-27,UCLA,Torrey,Van Winden,3,1,"21-15, 21-17"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Heather,Weiss,4,0,"15-21, 21-17, 15-10"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Ciana,Wagner,4,0,"15-21, 21-17, 15-10"
DI,419,"Long Beach, Ca",2017-03-27,UCLA,Izzy,Carey,4,1,"15-21, 21-17, 15-10"
DI,419,"Long Beach, Ca",2017-03-27,UCLA,Jordan,Anderson,4,1,"15-21, 21-17, 15-10"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Megan,Kruidhof,5,1,"23-21, 21-19"
DI,419,"Long Beach, Ca",2017-03-27,Long Beach State,Jenelle ,Hudson,5,1,"23-21, 21-19"
