,division_x,compID,location,date,college,first_name,last_name,position,result,score,division_y,mu,sigma
0,DI,800,"Deland, FL",2018-02-23,Georgia State,Tiffany,Creamer,1,0,"22-24, 21-17, 15-13",DI,22.491677369701627,7.7743633497703355
1,DI,800,"Deland, FL",2018-02-23,Georgia State,Brooke,Weiner,1,0,"22-24, 21-17, 15-13",DI,22.491677369701627,7.7743633497703355
2,DI,800,"Deland, FL",2018-02-23,South Carolina,Ali,Denney,1,1,"22-24, 21-17, 15-13",DI,28.708322630298365,7.7743633497703355
3,DI,800,"Deland, FL",2018-02-23,South Carolina,Shannon,Williams,1,1,"22-24, 21-17, 15-13",DI,28.708322630298365,7.7743633497703355
0,DI,800,"Deland, FL",2018-02-23,Georgia State,Allie,Elson,2,0,"21-18, 21-14",DI,22.191677369701626,7.7743633497703355
1,DI,800,"Deland, FL",2018-02-23,Georgia State,Ashley,McGinn,2,0,"21-18, 21-14",DI,22.191677369701626,7.7743633497703355
2,DI,800,"Deland, FL",2018-02-23,South Carolina,Lydia,Dimke,2,1,"21-18, 21-14",DI,28.408322630298365,7.7743633497703355
3,DI,800,"Deland, FL",2018-02-23,South Carolina,Katie,Smith,2,1,"21-18, 21-14",DI,28.408322630298365,7.7743633497703355
0,DI,800,"Deland, FL",2018-02-23,Georgia State,Eden,Hawes,3,0,"21-16, 21-11",DI,22.091677369701625,7.7743633497703355
1,DI,800,"Deland, FL",2018-02-23,Georgia State,Georgia,Johnson,3,0,"21-16, 21-11",DI,22.091677369701625,7.7743633497703355
2,DI,800,"Deland, FL",2018-02-23,South Carolina,Julia,Mannisto,3,1,"21-16, 21-11",DI,28.308322630298363,7.7743633497703355
3,DI,800,"Deland, FL",2018-02-23,South Carolina,Carly,Schneider,3,1,"21-16, 21-11",DI,28.308322630298363,7.7743633497703355
0,DI,800,"Deland, FL",2018-02-23,Georgia State,Rebekah,Brodbeck,4,0,"21-12, 21-15",DI,21.991677369701627,7.7743633497703355
1,DI,800,"Deland, FL",2018-02-23,Georgia State,Kate,Novack,4,0,"21-12, 21-15",DI,21.991677369701627,7.7743633497703355
2,DI,800,"Deland, FL",2018-02-23,South Carolina,Leah,Perri,4,1,"21-12, 21-15",DI,28.208322630298365,7.7743633497703355
3,DI,800,"Deland, FL",2018-02-23,South Carolina,Macie,Tendrich,4,1,"21-12, 21-15",DI,28.208322630298365,7.7743633497703355
0,DI,800,"Deland, FL",2018-02-23,Georgia State,Maddie,Gordon,5,0,"21-15, 21-19",DI,21.941677369701626,7.7743633497703355
1,DI,800,"Deland, FL",2018-02-23,Georgia State,Amie,Held,5,0,"21-15, 21-19",DI,21.941677369701626,7.7743633497703355
2,DI,800,"Deland, FL",2018-02-23,South Carolina,Hannah,Edelman,5,1,"21-15, 21-19",DI,28.158322630298365,7.7743633497703355
3,DI,800,"Deland, FL",2018-02-23,South Carolina,Franky,Harrison,5,1,"21-15, 21-19",DI,28.158322630298365,7.7743633497703355
0,DI,801,"Deland, FL",2018-02-23,FAU,Gabrielle,Dischler,1,0,"12-21, 21-17, 15-6",DI,22.491677369701627,7.7743633497703355
1,DI,801,"Deland, FL",2018-02-23,FAU,Jessalyn,Kinlaw,1,0,"12-21, 21-17, 15-6",DI,22.491677369701627,7.7743633497703355
2,DI,801,"Deland, FL",2018-02-23,Florida State,Macy,Jerger,1,1,"12-21, 21-17, 15-6",DI,28.708322630298365,7.7743633497703355
3,DI,801,"Deland, FL",2018-02-23,Florida State,Victoria,Paranagua,1,1,"12-21, 21-17, 15-6",DI,28.708322630298365,7.7743633497703355
0,DI,801,"Deland, FL",2018-02-23,FAU,Brittany,Pellitteri,2,0,"21-16, 23-21",DI,22.191677369701626,7.7743633497703355
1,DI,801,"Deland, FL",2018-02-23,FAU,Carly,Scarborough,2,0,"21-16, 23-21",DI,22.191677369701626,7.7743633497703355
2,DI,801,"Deland, FL",2018-02-23,Florida State,Vanessa,Freire,2,1,"21-16, 23-21",DI,28.408322630298365,7.7743633497703355
3,DI,801,"Deland, FL",2018-02-23,Florida State,Brooke,Kuhlman,2,1,"21-16, 23-21",DI,28.408322630298365,7.7743633497703355
0,DI,801,"Deland, FL",2018-02-23,FAU,Nicole,Grant,3,0,"21-16, 21-19",DI,22.091677369701625,7.7743633497703355
1,DI,801,"Deland, FL",2018-02-23,FAU,Nicole,Navarro,3,0,"21-16, 21-19",DI,22.091677369701625,7.7743633497703355
2,DI,801,"Deland, FL",2018-02-23,Florida State,Francesca,Goncalves,3,1,"21-16, 21-19",DI,28.308322630298363,7.7743633497703355
3,DI,801,"Deland, FL",2018-02-23,Florida State,Sara,Putt,3,1,"21-16, 21-19",DI,28.308322630298363,7.7743633497703355
0,DI,801,"Deland, FL",2018-02-23,FAU,Erica,Brok,4,0,"21-14, 21-18",DI,21.991677369701627,7.7743633497703355
1,DI,801,"Deland, FL",2018-02-23,FAU,Mackenzie,Morris,4,0,"21-14, 21-18",DI,21.991677369701627,7.7743633497703355
2,DI,801,"Deland, FL",2018-02-23,Florida State,Katie,Horton,4,1,"21-14, 21-18",DI,28.208322630298365,7.7743633497703355
3,DI,801,"Deland, FL",2018-02-23,Florida State,Hailey,Luke,4,1,"21-14, 21-18",DI,28.208322630298365,7.7743633497703355
0,DI,801,"Deland, FL",2018-02-23,FAU,Ashlan,Cunningham,5,0,"21-10, 21-17",DI,21.941677369701626,7.7743633497703355
1,DI,801,"Deland, FL",2018-02-23,FAU,Kaila,Dorish,5,0,"21-10, 21-17",DI,21.941677369701626,7.7743633497703355
2,DI,801,"Deland, FL",2018-02-23,Florida State,Molly,McBain,5,1,"21-10, 21-17",DI,28.158322630298365,7.7743633497703355
3,DI,801,"Deland, FL",2018-02-23,Florida State,Eva,Torruella,5,1,"21-10, 21-17",DI,28.158322630298365,7.7743633497703355
0,DI,802,"Deland, FL",2018-02-23,Georgia State,Tiffany,Creamer,1,0,"16-21, 21-16, 19-17",DI,20.87954921609593,7.344522202579052
1,DI,802,"Deland, FL",2018-02-23,Georgia State,Brooke,Weiner,1,0,"16-21, 21-16, 19-17",DI,20.87954921609593,7.344522202579052
2,DI,802,"Deland, FL",2018-02-23,Stetson,Sunniva,Helland-Hansen,1,1,"16-21, 21-16, 19-17",DI,28.141626051491134,7.801496223057778
3,DI,802,"Deland, FL",2018-02-23,Stetson,Carly,Perales,1,1,"16-21, 21-16, 19-17",DI,28.141626051491134,7.801496223057778
0,DI,802,"Deland, FL",2018-02-23,Georgia State,Allie,Elson,2,0,"21-15, 21-16",DI,20.343679781186705,7.35062869811363
1,DI,802,"Deland, FL",2018-02-23,Georgia State,Ashley,McGinn,2,0,"21-15, 21-16",DI,20.343679781186705,7.35062869811363
2,DI,802,"Deland, FL",2018-02-23,Stetson,Darby,Dunn,2,1,"21-15, 21-16",DI,27.7679431978708,7.8090846153102085
3,DI,802,"Deland, FL",2018-02-23,Stetson,Sammee,Thomas,2,1,"21-15, 21-16",DI,27.7679431978708,7.8090846153102085
0,DI,802,"Deland, FL",2018-02-23,Stetson,Quinci,Birker,3,0,"23-25, 21-15, 15-11",DI,21.651593836695916,7.729303162625498
1,DI,802,"Deland, FL",2018-02-23,Stetson,Rebecca,Ingram,3,0,"23-25, 21-15, 15-11",DI,21.651593836695916,7.729303162625498
2,DI,802,"Deland, FL",2018-02-23,Georgia State,Georgia,Johnson,3,1,"23-25, 21-15, 15-11",DI,25.38006606860866,7.286470799673066
3,DI,802,"Deland, FL",2018-02-23,Georgia State,Olivia,Stasevich,3,1,"23-25, 21-15, 15-11",DI,28.74840616330408,7.729303162625498
0,DI,802,"Deland, FL",2018-02-23,Stetson,Samantha,Harris,4,0,"25-23, 9-21, 15-13",DI,21.55159383669592,7.729303162625498
1,DI,802,"Deland, FL",2018-02-23,Stetson,Rachel,Noble,4,0,"25-23, 9-21, 15-13",DI,21.55159383669592,7.729303162625498
2,DI,802,"Deland, FL",2018-02-23,Georgia State,Ashley,Bauchert,4,1,"25-23, 9-21, 15-13",DI,28.64840616330408,7.729303162625498
3,DI,802,"Deland, FL",2018-02-23,Georgia State,Eden,Hawes,4,1,"25-23, 9-21, 15-13",DI,25.28006606860866,7.286470799673066
0,DI,802,"Deland, FL",2018-02-23,Stetson,Katinka,Krahn,5,0,"21-17, 21-17",DI,20.980981695937853,7.681177703471219
1,DI,802,"Deland, FL",2018-02-23,Stetson,Alexa,Richardson,5,0,"21-17, 21-17",DI,20.980981695937853,7.681177703471219
2,DI,802,"Deland, FL",2018-02-23,Georgia State,Amie,Held,5,1,"21-17, 21-17",DI,25.53318574488999,7.247816786813943
3,DI,802,"Deland, FL",2018-02-23,Georgia State,Kate,Novack,5,1,"21-17, 21-17",DI,25.58318574488999,7.247816786813943
0,DI,803,"Deland, FL",2018-02-23,South Carolina,Ali,Denney,1,0,"21-14, 21-14",DI,26.443689451577317,7.268023107364075
1,DI,803,"Deland, FL",2018-02-23,South Carolina,Shannon,Williams,1,0,"21-14, 21-14",DI,26.443689451577317,7.268023107364075
2,DI,803,"Deland, FL",2018-02-23,Florida State,Macy,Jerger,1,1,"21-14, 21-14",DI,32.172955809019406,7.268023107364075
3,DI,803,"Deland, FL",2018-02-23,Florida State,Victoria,Paranagua,1,1,"21-14, 21-14",DI,32.17295580901941,7.268023107364075
0,DI,803,"Deland, FL",2018-02-23,Florida State,Vanessa,Freire,2,0,"24-26, 21-16, 15-10",DI,25.83106609065437,7.267057657136981
1,DI,803,"Deland, FL",2018-02-23,Florida State,Brooke,Kuhlman,2,0,"24-26, 21-16, 15-10",DI,25.83106609065437,7.267057657136981
2,DI,803,"Deland, FL",2018-02-23,South Carolina,Carly,Schneider,2,1,"24-26, 21-16, 15-10",DI,31.485579169942362,7.267057657136981
3,DI,803,"Deland, FL",2018-02-23,South Carolina,Katie,Smith,2,1,"24-26, 21-16, 15-10",DI,31.58557916994236,7.267057657136981
0,DI,803,"Deland, FL",2018-02-23,South Carolina,Leah,Perri,3,0,"21-14, 21-15",DI,25.568866361508714,7.269962561042905
1,DI,803,"Deland, FL",2018-02-23,South Carolina,Macie,Tendrich,3,0,"21-14, 21-15",DI,25.568866361508714,7.269962561042905
2,DI,803,"Deland, FL",2018-02-23,Florida State,Francesca,Goncalves,3,1,"21-14, 21-15",DI,31.347778899088016,7.269962561042905
3,DI,803,"Deland, FL",2018-02-23,Florida State,Sara,Putt,3,1,"21-14, 21-15",DI,31.347778899088016,7.269962561042905
0,DI,803,"Deland, FL",2018-02-23,South Carolina,Julia,Mannisto,4,0,"23-21, 21-11",DI,25.955873333342968,7.312934971182158
1,DI,803,"Deland, FL",2018-02-23,South Carolina,Jess,Vastine,4,0,"23-21, 21-11",DI,22.28225681774222,7.762226353784099
2,DI,803,"Deland, FL",2018-02-23,Florida State,Katie,Horton,4,1,"23-21, 21-11",DI,30.760771927253764,7.312934971182158
3,DI,803,"Deland, FL",2018-02-23,Florida State,Hailey,Luke,4,1,"23-21, 21-11",DI,30.760771927253757,7.312934971182158
0,DI,803,"Deland, FL",2018-02-23,South Carolina,Franky,Harrison,5,0,"21-16, 11-21, 15-12",DI,25.76163447989137,7.313439160359301
1,DI,803,"Deland, FL",2018-02-23,South Carolina,Hannah,Sorensen,5,0,"21-16, 11-21, 15-12",DI,22.23887609073958,7.762853399345277
2,DI,803,"Deland, FL",2018-02-23,Florida State,Molly,McBain,5,1,"21-16, 11-21, 15-12",DI,30.655010780705354,7.313439160359301
3,DI,803,"Deland, FL",2018-02-23,Florida State,Eva,Torruella,5,1,"21-16, 11-21, 15-12",DI,30.655010780705354,7.313439160359301
0,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Tia,Miric,1,0,"21-19, 18-21, 15-7",DI,22.491677369701627,7.7743633497703355
1,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Torrey,Van Winden,1,0,"21-19, 18-21, 15-7",DI,22.491677369701627,7.7743633497703355
2,DI,816,"Phoenix, Az",2018-02-23,LSU,Claire,Coppola,1,1,"21-19, 18-21, 15-7",DI,28.708322630298365,7.7743633497703355
3,DI,816,"Phoenix, Az",2018-02-23,LSU,Kristen,Nuss,1,1,"21-19, 18-21, 15-7",DI,28.708322630298365,7.7743633497703355
0,DI,816,"Phoenix, Az",2018-02-23,LSU,Haleigh,Nelson,2,0,"21-10, 21-11",DI,22.191677369701626,7.7743633497703355
1,DI,816,"Phoenix, Az",2018-02-23,LSU,Mandi,Orellana,2,0,"21-10, 21-11",DI,22.191677369701626,7.7743633497703355
2,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Sam,Manley,2,1,"21-10, 21-11",DI,28.408322630298365,7.7743633497703355
3,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Emily,Sonny,2,1,"21-10, 21-11",DI,28.408322630298365,7.7743633497703355
0,DI,816,"Phoenix, Az",2018-02-23,LSU,Maddie,Ligon,3,0,"31-29, 21-17",DI,22.091677369701625,7.7743633497703355
1,DI,816,"Phoenix, Az",2018-02-23,LSU,Olivia,Powers,3,0,"31-29, 21-17",DI,22.091677369701625,7.7743633497703355
2,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Raeann,Greisen,3,1,"31-29, 21-17",DI,28.308322630298363,7.7743633497703355
3,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Hannah,Hubbard,3,1,"31-29, 21-17",DI,28.308322630298363,7.7743633497703355
0,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Macy,Gordon,4,0,"21-14, 21-15",DI,21.991677369701627,7.7743633497703355
1,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Adlee,Van Winden,4,0,"21-14, 21-15",DI,21.991677369701627,7.7743633497703355
2,DI,816,"Phoenix, Az",2018-02-23,LSU,Emmy,Allen,4,1,"21-14, 21-15",DI,28.208322630298365,7.7743633497703355
3,DI,816,"Phoenix, Az",2018-02-23,LSU,Megan,Davenport,4,1,"21-14, 21-15",DI,28.208322630298365,7.7743633497703355
0,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Dora,Beilin,5,0,"21-16, 15-21, 15-7",DI,21.941677369701626,7.7743633497703355
1,DI,816,"Phoenix, Az",2018-02-23,Cal Poly SLO,Brayden,Gruenewald,5,0,"21-16, 15-21, 15-7",DI,21.941677369701626,7.7743633497703355
2,DI,816,"Phoenix, Az",2018-02-23,LSU,Emily,Hardesty,5,1,"21-16, 15-21, 15-7",DI,28.158322630298365,7.7743633497703355
3,DI,816,"Phoenix, Az",2018-02-23,LSU,Gina,Tillis,5,1,"21-16, 15-21, 15-7",DI,28.158322630298365,7.7743633497703355
0,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Katie,Pyles,1,0,"21-18, 21-11",DI,23.34686104754577,7.832461264694596
1,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Molly,Turner,1,0,"21-18, 21-11",DI,23.34686104754577,7.832461264694596
2,DI,817,"Phoenix, Az",2018-02-23,LSU,Claire,Coppola,1,1,"21-18, 21-11",DI,31.269363322254396,7.369445646425709
3,DI,817,"Phoenix, Az",2018-02-23,LSU,Kristen,Nuss,1,1,"21-18, 21-11",DI,31.269363322254396,7.369445646425709
0,DI,817,"Phoenix, Az",2018-02-23,LSU,Hunter,Domanski,2,0,"21-17, 21-16",DI,22.5133345232627,7.789620804719733
1,DI,817,"Phoenix, Az",2018-02-23,LSU,Haleigh,Nelson,2,0,"21-17, 21-16",DI,20.066276846223744,7.334967603977173
2,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Jessica,Stansfield,2,1,"21-17, 21-16",DI,28.08666547673729,7.789620804719733
3,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Hannah,Towne,2,1,"21-17, 21-16",DI,28.08666547673729,7.789620804719733
0,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Bella,Baumann,3,0,"21-16, 21-15",DI,21.16853782139681,7.683472805208773
1,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Taylor,Jarzombek,3,0,"21-16, 21-15",DI,21.16853782139681,7.683472805208773
2,DI,817,"Phoenix, Az",2018-02-23,LSU,Maddie,Ligon,3,1,"21-16, 21-15",DI,25.80049841764947,7.2496593800973
3,DI,817,"Phoenix, Az",2018-02-23,LSU,Olivia,Powers,3,1,"21-16, 21-15",DI,25.80049841764947,7.2496593800973
0,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Natalie,Honzovicova,4,0,"21-15, 21-14",DI,22.72869446077258,7.819362942947583
1,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Madi,Relaz,4,0,"21-15, 21-14",DI,22.72869446077258,7.819362942947583
2,DI,817,"Phoenix, Az",2018-02-23,LSU,Emmy,Allen,4,1,"21-15, 21-14",DI,30.372210723139002,7.35890119787479
3,DI,817,"Phoenix, Az",2018-02-23,LSU,Megan,Davenport,4,1,"21-15, 21-14",DI,30.372210723139002,7.35890119787479
0,DI,817,"Phoenix, Az",2018-02-23,LSU,Emily,Hardesty,5,0,"21-13, 21-13",DI,24.634016916612865,7.245989321715133
1,DI,817,"Phoenix, Az",2018-02-23,LSU,Gina,Tillis,5,0,"21-13, 21-13",DI,24.634016916612865,7.245989321715133
2,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Jessica,Clark,5,1,"21-13, 21-13",DI,29.156700827024483,7.678901344084482
3,DI,817,"Phoenix, Az",2018-02-23,Grand Canyon,Katie,Sarber,5,1,"21-13, 21-13",DI,29.156700827024483,7.678901344084482
0,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Brook,Bauer,1,0,"21-18, 11-21, 15-11",DI,21.68785545368027,7.690943916375185
1,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Madalyn,Roh,1,0,"21-18, 11-21, 15-11",DI,21.68785545368027,7.690943916375185
2,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Tia,Miric,1,1,"21-18, 11-21, 15-11",DI,26.496649193472315,7.255658034882349
3,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Torrey,Van Winden,1,1,"21-18, 11-21, 15-11",DI,26.496649193472315,7.255658034882349
0,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Deahna,Kraft,2,0,"23-21, 14-21, 15-13",DI,22.976315060396754,7.824569423723461
1,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Corinne,Quiggle,2,0,"23-21, 14-21, 15-13",DI,22.976315060396754,7.824569423723461
2,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Sam,Manley,2,1,"23-21, 14-21, 15-13",DI,30.730763686090253,7.36309222854253
3,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Emily,Sonny,2,1,"23-21, 14-21, 15-13",DI,30.730763686090253,7.36309222854253
0,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Raeann,Greisen,3,0,"23-25, 21-17, 15-8",DI,24.89451620896993,7.243816244506389
1,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Hannah,Hubbard,3,0,"23-25, 21-17, 15-8",DI,24.89451620896993,7.243816244506389
2,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Heidi,Dyer,3,1,"23-25, 21-17, 15-8",DI,29.3520851902378,7.676194346126421
3,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Gigi,Hernandez,3,1,"23-25, 21-17, 15-8",DI,29.3520851902378,7.676194346126421
0,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Brayden,Gruenewald,4,0,"21-11, 21-19",DI,19.941189610674755,7.3552638391660965
1,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Adlee,Van Winden,4,0,"21-11, 21-19",DI,19.991189610674756,7.3552638391660965
2,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Skylar,Caputo,4,1,"21-11, 21-19",DI,27.513356749010722,7.814843877375411
3,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Alexis,Filippone,4,1,"21-11, 21-19",DI,27.513356749010722,7.814843877375411
0,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Maddie,Dilfer,5,0,"21-18, 21-19",DI,21.487603115531222,7.728334294020798
1,DI,818,"Phoenix, Az",2018-02-23,Pepperdine,Jordan,Ferrari,5,0,"21-18, 21-19",DI,21.487603115531222,7.728334294020798
2,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Macy,Gordon,5,1,"21-18, 21-19",DI,25.14224302444349,7.285692259123161
3,DI,818,"Phoenix, Az",2018-02-23,Cal Poly SLO,Heather,Pembroke,5,1,"21-18, 21-19",DI,28.61239688446877,7.728334294020798
0,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Tia,Miric,1,0,"17-21, 21-19, 15-4",DI,23.77708964578653,6.778558862131598
1,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Torrey,Van Winden,1,0,"17-21, 21-19, 15-4",DI,23.77708964578653,6.778558862131598
2,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Katie,Pyles,1,1,"17-21, 21-19, 15-4",DI,27.815117309949308,7.228611078895255
3,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Molly,Turner,1,1,"17-21, 21-19, 15-4",DI,27.815117309949308,7.228611078895255
0,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Jessica,Stansfield,2,0,"21-16, 21-16",DI,26.11122806424762,7.317828455055252
1,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Hannah,Towne,2,0,"21-16, 21-16",DI,26.11122806424762,7.317828455055252
2,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Sam,Manley,2,1,"21-16, 21-16",DI,33.063863337536965,6.966082164631226
3,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Emily,Sonny,2,1,"21-16, 21-16",DI,33.063863337536965,6.966082164631226
0,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Raeann,Greisen,3,0,"21-19, 21-15",DI,21.599856012176716,6.752508030294617
1,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Hannah,Hubbard,3,0,"21-19, 21-15",DI,21.599856012176716,6.752508030294617
2,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Bella,Baumann,3,1,"21-19, 21-15",DI,25.30022387418925,7.094361922329051
3,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Taylor,Jarzombek,3,1,"21-19, 21-15",DI,25.30022387418925,7.094361922329051
0,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Natalie,Honzovicova,4,0,"22-20, 10-21, 15-12",DI,19.106893335202027,7.2307733369008345
1,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Madi,Relaz,4,0,"22-20, 10-21, 15-12",DI,19.106893335202027,7.2307733369008345
2,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Brayden,Gruenewald,4,1,"22-20, 10-21, 15-12",DI,23.334353551365247,6.867749523793112
3,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Adlee,Van Winden,4,1,"22-20, 10-21, 15-12",DI,23.384353551365248,6.867749523793112
0,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Jessica,Clark,5,0,"21-19, 21-17",DI,25.753347920179674,7.130896849886638
1,DI,870,"Phoenix, Az",2018-02-23,Grand Canyon,Katie,Sarber,5,0,"21-19, 21-17",DI,25.753347920179674,7.130896849886638
2,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Macy,Gordon,5,1,"21-19, 21-17",DI,28.30102382903088,6.81949942273849
3,DI,870,"Phoenix, Az",2018-02-23,Cal Poly SLO,Heather,Pembroke,5,1,"21-19, 21-17",DI,32.1603495896136,7.1693897877745245
0,DI,823,"Deland, FL",2018-02-24,Stetson,Sunniva,Helland-Hansen,1,0,"21-18, 21-18",DI,25.31826973671997,7.229789077124011
1,DI,823,"Deland, FL",2018-02-24,Stetson,Carly,Perales,1,0,"21-18, 21-18",DI,25.31826973671997,7.229789077124011
2,DI,823,"Deland, FL",2018-02-24,South Carolina,Ali,Denney,1,1,"21-18, 21-18",DI,30.014920593797815,6.808258528499272
3,DI,823,"Deland, FL",2018-02-24,South Carolina,Shannon,Williams,1,1,"21-18, 21-18",DI,30.014920593797815,6.808258528499272
0,DI,823,"Deland, FL",2018-02-24,South Carolina,Carly,Schneider,2,0,"21-15, 21-17",DI,28.293360886611072,6.778681075690318
1,DI,823,"Deland, FL",2018-02-24,South Carolina,Katie,Smith,2,0,"21-15, 21-17",DI,28.393360886611067,6.778681075690318
2,DI,823,"Deland, FL",2018-02-24,Stetson,Darby,Dunn,2,1,"21-15, 21-17",DI,32.10046547646893,7.199519926968126
3,DI,823,"Deland, FL",2018-02-24,Stetson,Sammee,Thomas,2,1,"21-15, 21-17",DI,32.10046547646893,7.199519926968126
0,DI,823,"Deland, FL",2018-02-24,South Carolina,Leah,Perri,3,0,"24-22, 20-22, 15-10",DI,22.107546761423187,6.768288736217053
1,DI,823,"Deland, FL",2018-02-24,South Carolina,Macie,Tendrich,3,0,"24-22, 20-22, 15-10",DI,22.107546761423187,6.768288736217053
2,DI,823,"Deland, FL",2018-02-24,Stetson,Rachel,Noble,3,1,"24-22, 20-22, 15-10",DI,25.89013610667921,7.123344289180281
3,DI,823,"Deland, FL",2018-02-24,Stetson,Alexa,Richardson,3,1,"24-22, 20-22, 15-10",DI,25.26815423287137,7.086791215206128
0,DI,823,"Deland, FL",2018-02-24,Stetson,Quinci,Birker,4,0,"21-18, 21-17",DI,19.480582764208876,7.269714425175191
1,DI,823,"Deland, FL",2018-02-24,Stetson,Rebecca,Ingram,4,0,"21-18, 21-17",DI,19.480582764208876,7.269714425175191
2,DI,823,"Deland, FL",2018-02-24,South Carolina,Julia,Mannisto,4,1,"21-18, 21-17",DI,28.088828975695506,6.925059608773886
3,DI,823,"Deland, FL",2018-02-24,South Carolina,Jess,Vastine,4,1,"21-18, 21-17",DI,24.672653716258033,7.296606772001245
0,DI,823,"Deland, FL",2018-02-24,Stetson,Lauren,Durham,5,0,"21-13, 21-13",DI,22.346279425076123,7.776084836814065
1,DI,823,"Deland, FL",2018-02-24,Stetson,Julie,Varga,5,0,"21-13, 21-13",DI,22.346279425076123,7.776084836814065
2,DI,823,"Deland, FL",2018-02-24,South Carolina,Hannah,Edelman,5,1,"21-13, 21-13",DI,30.561531277873858,7.324079565513012
3,DI,823,"Deland, FL",2018-02-24,South Carolina,Franky,Harrison,5,1,"21-13, 21-13",DI,27.894113140613552,6.9400032357627905
0,DI,824,"Deland, FL",2018-02-24,Florida State,Macy,Jerger,1,0,"21-15, 21-19",DI,27.78947919483055,6.723612761403622
1,DI,824,"Deland, FL",2018-02-24,Florida State,Victoria,Paranagua,1,0,"21-15, 21-19",DI,27.78947919483056,6.723612761403622
2,DI,824,"Deland, FL",2018-02-24,Georgia State,Tiffany,Creamer,1,1,"21-15, 21-19",DI,26.568470566607147,6.7822389775567355
3,DI,824,"Deland, FL",2018-02-24,Georgia State,Teegan,Van Gunst,1,1,"21-15, 21-19",DI,32.15124243031285,7.50171357730435
0,DI,824,"Deland, FL",2018-02-24,Georgia State,Annika,Van Gunst,2,0,"21-15, 22-20",DI,22.759488955736796,7.7587317184448645
1,DI,824,"Deland, FL",2018-02-24,Georgia State,Brooke,Weiner,2,0,"21-15, 22-20",DI,19.206112721891405,6.954525250630281
2,DI,824,"Deland, FL",2018-02-24,Florida State,Vanessa,Freire,2,1,"21-15, 22-20",DI,28.063098775054467,6.889511991037931
3,DI,824,"Deland, FL",2018-02-24,Florida State,Brooke,Kuhlman,2,1,"21-15, 22-20",DI,28.063098775054467,6.889511991037931
