,division_x,compID,location,date,college,first_name,last_name,position,result,score,division_y,mu,sigma
2,DI,1402,"Miami, Fl",2018-03-31,UCLA,Izzy,Carey,5,1,"21-19, 21-18",DI,37.020045409325895,3.381344360982824
3,DI,1402,"Miami, Fl",2018-03-31,UCLA,Megan,Muret,5,1,"21-19, 21-18",DI,37.020045409325895,3.381344360982824
0,DI,1403,"Miami, Fl",2018-03-31,TCU,Haven,Hill,1,0,"21-16, 19-21, 15-0 Forfeit",DI,34.85355148932842,3.4472217080164684
1,DI,1403,"Miami, Fl",2018-03-31,TCU,Cassie,House,1,0,"21-16, 19-21, 15-0 Forfeit",DI,34.85355148932842,3.4472217080164684
2,DI,1403,"Miami, Fl",2018-03-31,FAU,Carly,Scarborough,1,1,"21-16, 19-21, 15-0 Forfeit",DI,33.22333290513303,3.7175229615227776
3,DI,1403,"Miami, Fl",2018-03-31,FAU,Amanda,Silva,1,1,"21-16, 19-21, 15-0 Forfeit",DI,39.11580044496816,3.664688987828325
0,DI,1403,"Miami, Fl",2018-03-31,TCU,Jillian,Bergeson,2,0,"26-24, 22-20",DI,30.028408041514652,3.576120841458822
1,DI,1403,"Miami, Fl",2018-03-31,TCU,Jaelyn,Greene,2,0,"26-24, 22-20",DI,30.028408041514652,3.576120841458822
2,DI,1403,"Miami, Fl",2018-03-31,FAU,Gabrielle,Dischler,2,1,"26-24, 22-20",DI,33.54291082358634,3.362185548761995
3,DI,1403,"Miami, Fl",2018-03-31,FAU,Jessalyn,Kinlaw,2,1,"26-24, 22-20",DI,33.54291082358634,3.362185548761995
0,DI,1403,"Miami, Fl",2018-03-31,TCU,Jensyn,Bledsoe,3,0,"21-18, 21-17",DI,26.290748452907945,3.6207827040511154
1,DI,1403,"Miami, Fl",2018-03-31,TCU,Molly,Scheel,3,0,"21-18, 21-17",DI,30.69506742008085,3.6647432494736725
2,DI,1403,"Miami, Fl",2018-03-31,FAU,Erica,Brok,3,1,"21-18, 21-17",DI,38.462825595760656,4.243660928157671
3,DI,1403,"Miami, Fl",2018-03-31,FAU,Mackenzie,Morris,3,1,"21-18, 21-17",DI,36.526576240481006,4.433756841358901
0,DI,1403,"Miami, Fl",2018-03-31,FAU,Kaila,Dorish,4,0,"18-21, 21-14, 16-14",DI,24.94498071770424,3.682608155233286
1,DI,1403,"Miami, Fl",2018-03-31,FAU,Nicole,Navarro,4,0,"18-21, 21-14, 16-14",DI,24.00220901117463,3.615665564392108
2,DI,1403,"Miami, Fl",2018-03-31,TCU,Avery,Arellano,4,1,"18-21, 21-14, 16-14",DI,26.108215645573434,4.395523588413524
3,DI,1403,"Miami, Fl",2018-03-31,TCU,Hannah,Rogers,4,1,"18-21, 21-14, 16-14",DI,27.566069923310245,3.7797105800647426
0,DI,1403,"Miami, Fl",2018-03-31,TCU,Jordan,Westendorf,5,0,"21-10, 21-18",DI,28.509907931817473,3.551664616574421
1,DI,1403,"Miami, Fl",2018-03-31,TCU,Kristy,Wieser,5,0,"21-10, 21-18",DI,23.538073175557244,5.798687031617566
2,DI,1403,"Miami, Fl",2018-03-31,FAU,Julia,Lewkowicz,5,1,"21-10, 21-18",DI,32.880864412928766,4.7105363378904235
3,DI,1403,"Miami, Fl",2018-03-31,FAU,Brittany,Pellitteri,5,1,"21-10, 21-18",DI,22.634305092726756,4.0876846060337195
0,DI,1405,"Miami, Fl",2018-03-31,FIU,Margherita,Bianchin,1,0,"21-13, 17-21, 15-12",DI,42.94244955199291,4.174863198246103
1,DI,1405,"Miami, Fl",2018-03-31,FIU,Federica,Frasca,1,0,"21-13, 17-21, 15-12",DI,42.94244955199291,4.174863198246103
2,DI,1405,"Miami, Fl",2018-03-31,Florida State,Vanessa,Freire,1,1,"21-13, 17-21, 15-12",DI,35.20157950981645,3.593916822039561
3,DI,1405,"Miami, Fl",2018-03-31,Florida State,Victoria,Paranagua,1,1,"21-13, 17-21, 15-12",DI,43.31889307393956,3.6806982575728044
0,DI,1405,"Miami, Fl",2018-03-31,FIU,Anabela,Sataric,2,0,"22-20, 19-21, 15-7",DI,31.780207056832516,4.002847380470536
1,DI,1405,"Miami, Fl",2018-03-31,FIU,Erika,Zembyla,2,0,"22-20, 19-21, 15-7",DI,31.126542475794807,4.249257835714914
2,DI,1405,"Miami, Fl",2018-03-31,Florida State,Katie,Horton,2,1,"22-20, 19-21, 15-7",DI,39.43166794057259,4.091672755870994
3,DI,1405,"Miami, Fl",2018-03-31,Florida State,Hailey,Luke,2,1,"22-20, 19-21, 15-7",DI,39.43166794057259,4.091672755870994
0,DI,1405,"Miami, Fl",2018-03-31,FIU,Lina,Bernier,3,0,"21-11, 21-16",DI,29.655197677942258,3.9629007511293204
1,DI,1405,"Miami, Fl",2018-03-31,FIU,Madison,Besterfield,3,0,"21-11, 21-16",DI,34.20870201920691,4.464818724136444
2,DI,1405,"Miami, Fl",2018-03-31,Florida State,Macy,Jerger,3,1,"21-11, 21-16",DI,35.407463883689815,3.8965687925370736
3,DI,1405,"Miami, Fl",2018-03-31,Florida State,Sara,Putt,3,1,"21-11, 21-16",DI,36.287356884838,3.8574288765704843
0,DI,1405,"Miami, Fl",2018-03-31,FIU,Estefanie,Bethancourt,4,0,"21-12, 21-18",DI,26.72482851925755,3.881652272830406
1,DI,1405,"Miami, Fl",2018-03-31,FIU,Natalia,Giron,4,0,"21-12, 21-18",DI,26.72482851925755,3.881652272830406
2,DI,1405,"Miami, Fl",2018-03-31,Florida State,Brooke,Kuhlman,4,1,"21-12, 21-18",DI,30.280649035331088,3.680561396700939
3,DI,1405,"Miami, Fl",2018-03-31,Florida State,Molly,McBain,4,1,"21-12, 21-18",DI,34.02123180565072,4.072628617565874
0,DI,1405,"Miami, Fl",2018-03-31,FIU,Mariana,Dal Pozzo,5,0,"21-15, 21-19",DI,29.31437171217189,4.198261441848416
1,DI,1405,"Miami, Fl",2018-03-31,FIU,Taija,Thomas,5,0,"21-15, 21-19",DI,30.477499768607398,4.328883829596994
2,DI,1405,"Miami, Fl",2018-03-31,Florida State,Francesca,Goncalves,5,1,"21-15, 21-19",DI,35.867287115925095,3.9754964067081597
3,DI,1405,"Miami, Fl",2018-03-31,Florida State,Eva,Torruella,5,1,"21-15, 21-19",DI,36.704970534969995,5.816121096413926
0,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Carla,Cahill,1,0,"17-21, 21-16, 15-8",DI,22.353485794481355,6.629044836895542
1,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Dora,Lulic,1,0,"17-21, 21-16, 15-8",DI,22.353485794481355,6.629044836895542
2,DI,1409,"Macon, Ga",2018-03-31,FGCU,Mackenzie,Allen,1,1,"17-21, 21-16, 15-8",DI,32.11226888406834,5.400427721592728
3,DI,1409,"Macon, Ga",2018-03-31,FGCU,Amanda,Carroll,1,1,"17-21, 21-16, 15-8",DI,32.11226888406836,5.400427721592728
0,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Tanner,Gauthier,2,0,"21-8, 21-18",DI,20.241854132986454,6.780118394835425
1,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Kinga,Windisch,2,0,"21-8, 21-18",DI,20.241854132986454,6.780118394835425
2,DI,1409,"Macon, Ga",2018-03-31,FGCU,Katherine,Puisis,2,1,"21-8, 21-18",DI,34.60931049510977,4.693834079459832
3,DI,1409,"Macon, Ga",2018-03-31,FGCU,Karissa,Rhoades,2,1,"21-8, 21-18",DI,34.60931049510977,4.693834079459832
0,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Aleksandra,Djuric,3,0,"21-19, 21-11",DI,18.283059401778967,6.305546035238452
1,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Leah,Hardeman,3,0,"21-19, 21-11",DI,20.859400723183647,7.006321092593372
2,DI,1409,"Macon, Ga",2018-03-31,FGCU,Giovanna,Borgiotti,3,1,"21-19, 21-11",DI,29.15714107328538,4.996536557196016
3,DI,1409,"Macon, Ga",2018-03-31,FGCU,Ashley,Glickert,3,1,"21-19, 21-11",DI,29.15714107328538,4.996536557196016
0,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Kyla,Manning,4,0,"21-8, 21-12",DI,17.197140618030783,6.287233688541123
1,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Autumn,Otto,4,0,"21-8, 21-12",DI,17.197140618030783,6.287233688541123
2,DI,1409,"Macon, Ga",2018-03-31,FGCU,Snowy,Burnam,4,1,"21-8, 21-12",DI,27.37791025900679,4.558218400944345
3,DI,1409,"Macon, Ga",2018-03-31,FGCU,Kayla,Whetstone,4,1,"21-8, 21-12",DI,27.377910259006782,4.558218400944345
0,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Kalin,Eske,5,0,"21-11, 21-14",DI,14.71253202615682,5.961089859189414
1,DI,1409,"Macon, Ga",2018-03-31,Coastal Carolina,Aristea,Tontai,5,0,"21-11, 21-14",DI,14.71253202615682,5.961089859189414
2,DI,1409,"Macon, Ga",2018-03-31,FGCU,Kaitlan,Krivdo,5,1,"21-11, 21-14",DI,21.548165854986337,4.5042405585984335
3,DI,1409,"Macon, Ga",2018-03-31,FGCU,Alanya,Ryan,5,1,"21-11, 21-14",DI,21.548165854986337,4.5042405585984335
0,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Ali,Denney,1,0,"21-14, 21-13",DI,36.520391489977904,3.478379871253687
1,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Shannon,Williams,1,0,"21-14, 21-13",DI,36.520391489977904,3.478379871253687
2,DI,1410,"Miami, Fl",2018-03-31,UCLA,Megan,McNamara,1,1,"21-14, 21-13",DI,48.85182885395262,3.37957167287245
3,DI,1410,"Miami, Fl",2018-03-31,UCLA,Nicole,McNamara,1,1,"21-14, 21-13",DI,48.85182885395262,3.37957167287245
0,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Cadie,Bates,2,0,"21-14, 21-11",DI,33.46578024469284,3.98794656393373
1,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Katie,Smith,2,0,"21-14, 21-11",DI,40.16675198952399,3.9565284852523717
2,DI,1410,"Miami, Fl",2018-03-31,UCLA,Lily,Justine,2,1,"21-14, 21-11",DI,38.063248382445074,3.2883291868803064
3,DI,1410,"Miami, Fl",2018-03-31,UCLA,Sarah,Sponcil,2,1,"21-14, 21-11",DI,38.06324838244504,3.2883291868803064
0,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Julia,Mannisto,3,0,"21-16, 21-12",DI,37.300698520300145,3.707097255722677
1,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Carly,Schneider,3,0,"21-16, 21-12",DI,38.40885842259928,3.617650659996983
2,DI,1410,"Miami, Fl",2018-03-31,UCLA,Zana,Muno,3,1,"21-16, 21-12",DI,44.30035568045108,3.804726059935166
3,DI,1410,"Miami, Fl",2018-03-31,UCLA,Savvy,Simo,3,1,"21-16, 21-12",DI,39.848092766805486,3.448393968257804
0,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Leah,Perri,4,0,"21-16, 21-14",DI,30.149075207893173,3.645839021974952
1,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Macie,Tendrich,4,0,"21-16, 21-14",DI,30.149075207893173,3.645839021974952
2,DI,1410,"Miami, Fl",2018-03-31,UCLA,Mac,May,4,1,"21-16, 21-14",DI,37.02451212395149,3.4898817975119796
3,DI,1410,"Miami, Fl",2018-03-31,UCLA,Elise,Zappia,4,1,"21-16, 21-14",DI,38.03560453068114,3.0749984350802784
0,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Avery,Davis,5,0,"21-11, 21-15",DI,26.629773852620303,6.150735885796863
1,DI,1410,"Miami, Fl",2018-03-31,South Carolina,Jess,Vastine,5,0,"21-11, 21-15",DI,21.05484854659504,4.377018527110432
2,DI,1410,"Miami, Fl",2018-03-31,UCLA,Izzy,Carey,5,1,"21-11, 21-15",DI,37.11636297992889,3.3689365013399897
3,DI,1410,"Miami, Fl",2018-03-31,UCLA,Megan,Muret,5,1,"21-11, 21-15",DI,37.11636297992889,3.3689365013399897
0,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,McKayla,Ferris,1,0,"21-10, 19-21, 15-9",DI,33.81667426989441,4.37157996187084
1,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,Savannah,Slattery,1,0,"21-10, 19-21, 15-9",DI,33.61873767292684,4.359377232373867
2,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Deahna,Kraft,1,1,"21-10, 19-21, 15-9",DI,42.947875222966445,3.9759835673768604
3,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Corinne,Quiggle,1,1,"21-10, 19-21, 15-9",DI,42.947875222966445,3.9759835673768604
0,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,Sara,Kovac,2,0,"21-16, 21-17",DI,30.025351578463574,4.103196895006753
1,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,Jessie,Prichard,2,0,"21-16, 21-17",DI,30.048228213921906,4.0926215668510215
2,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Brook,Bauer,2,1,"21-16, 21-17",DI,39.036092358959614,3.4381694440208883
3,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Madalyn,Roh,2,1,"21-16, 21-17",DI,39.036092358959614,3.4381694440208883
0,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,Emma,Doud,3,0,"21-11, 20-22, 15-12",DI,30.618502563560373,3.9156472266516005
1,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,Veronica,Nederend,3,0,"21-11, 20-22, 15-12",DI,29.484514591099597,3.8100225172744473
2,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Heidi,Dyer,3,1,"21-11, 20-22, 15-12",DI,35.75950995121405,3.5301814994599012
3,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Gigi,Hernandez,3,1,"21-11, 20-22, 15-12",DI,35.75950995121405,3.5301814994599012
0,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,Bozena,Culo,4,0,"17-21, 21-16, 15-12",DI,29.480391911530226,4.028819538680845
1,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,Maddie,Leiphardt,4,0,"17-21, 21-16, 15-12",DI,28.408367043596066,3.912993077890757
2,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Skylar,Caputo,4,1,"17-21, 21-16, 15-12",DI,39.09630455980154,4.470846607550826
3,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Alexis,Filippone,4,1,"17-21, 21-16, 15-12",DI,39.09630455980154,4.470846607550826
0,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,Chloe,Reinig,5,0,"24-22, 21-13",DI,25.764414933714587,3.9859496396188754
1,DI,1416,"Zuma Beach, Ca",2018-03-31,LMU,Kekai,Whitford,5,0,"24-22, 21-13",DI,25.764414933714583,3.9859496396188754
2,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Maddie,Dilfer,5,1,"24-22, 21-13",DI,25.912125715641913,4.2456710855499695
3,DI,1416,"Zuma Beach, Ca",2018-03-31,Pepperdine,Nikki,Lyons,5,1,"24-22, 21-13",DI,29.81240557356711,4.458354294159527
0,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,Megan,Nash,1,0,"21-16, 21-15",DI,33.4704984503487,5.74862006189718
1,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,Hayley,Tippett,1,0,"21-16, 21-15",DI,33.4704984503487,5.74862006189718
2,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Natalie,Anselmo,1,1,"21-16, 21-15",DI,38.61747495299802,4.209254191921549
3,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Olivia,Macdonald,1,1,"21-16, 21-15",DI,38.61747495299802,4.209254191921549
0,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Olivia,Hallaran,2,0,"19-21, Ret",DI,27.116641360240052,4.002441740870164
1,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Kacey,Nady,2,0,"19-21, Ret",DI,27.11664136024005,4.002441740870164
2,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,Aly,Brinkley,2,1,"19-21, Ret",DI,25.128213318778744,6.111925411926873
3,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,Jessica,Martinez,2,1,"19-21, Ret",DI,26.966234677011773,5.39895253560473
0,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,Delaney,Driver,3,0,"21-16, 21-16",DI,26.2690042926371,5.498541431468363
1,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,MC,Rogers,3,0,"21-16, 21-16",DI,26.2690042926371,5.498541431468363
2,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Hailey,Devlin,3,1,"21-16, 21-16",DI,31.93724088037587,4.071809854136016
3,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Stephany,Purdue,3,1,"21-16, 21-16",DI,32.09836219139338,4.270317791365176
0,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,Colene,Hamilton,4,0,"21-14, 21-13",DI,26.72509417826692,6.204200227140747
1,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,Kristine,Hjembo,4,0,"21-14, 21-13",DI,26.72509417826692,6.204200227140747
2,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Makenna,Martin,4,1,"21-14, 21-13",DI,27.050667320695872,4.213543384305885
3,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Mia,Mason,4,1,"21-14, 21-13",DI,28.522020052693733,4.162806969430715
0,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,Mackenzie,Dear,5,0,"21-11, 21-18",DI,26.941682602575,5.880849891362148
1,DI,1417,"Baton Rouge, La",2018-03-31,Central Arkansas,Shelby,Holmes,5,0,"21-11, 21-18",DI,26.941682602575,5.880849891362148
2,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Jonny,Baham,5,1,"21-11, 21-18",DI,34.174010732584925,3.97718616432552
3,DI,1417,"Baton Rouge, La",2018-03-31,Arizona,Brooke,Burling,5,1,"21-11, 21-18",DI,30.772939510713538,3.887150961924136
0,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Morgan,Hughes,1,0,"21-11, 21-17",DI,35.29212524395679,4.7479302692174405
1,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Payton,Rund,1,0,"21-11, 21-17",DI,35.29212524395679,4.7479302692174405
2,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Abril,Bustamante,1,1,"21-11, 21-17",DI,48.21863132916427,3.7228085958262356
3,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Tina,Graudina,1,1,"21-11, 21-17",DI,46.788356075784606,4.3127458534987495
0,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Emily,Bible,2,0,"21-17, 21-16",DI,34.29020382923583,4.484403463568884
1,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Lindsey,Knudsen,2,0,"21-17, 21-16",DI,34.29020382923583,4.484403463568884
2,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Terese,Cannon,2,1,"21-17, 21-16",DI,39.031258213191286,3.3048121269084625
3,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Sammy,Slater,2,1,"21-17, 21-16",DI,41.78631485738629,3.353232796130108
0,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Sarah,Chase,3,0,"21-9, 17-21, 16-14",DI,28.15500762298172,4.293458816109232
1,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Mary,Hernandez,3,0,"21-9, 17-21, 16-14",DI,28.15500762298172,4.293458816109232
2,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Joy,Dennis,3,1,"21-9, 17-21, 16-14",DI,28.32247687108446,3.4780966000002276
3,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Haley,Hallgren,3,1,"21-9, 17-21, 16-14",DI,42.74574812259274,3.4541142078512403
0,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Lindsey,Calvin,4,0,"21-12, 21-12",DI,26.965213015708244,4.780485607162849
1,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Kelsey,Knudsen,4,0,"21-12, 21-12",DI,23.570923246883815,4.526088655466508
2,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Jenna,Belton,4,1,"21-12, 21-12",DI,36.066466788949214,3.698502506877556
3,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Jo,Kremer,4,1,"21-12, 21-12",DI,34.280569996183324,3.7651719091434597
0,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Madi,Wilkerson,5,0,"21-16, 21-12",DI,27.249825805799773,4.619841989771925
1,DI,1419,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Sienna,Young,5,0,"21-16, 21-12",DI,26.71858024025829,4.755746213514429
2,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Katrina,Kernochan,5,1,"21-16, 21-12",DI,32.194578647374776,4.897976908938622
3,DI,1419,"Zuma Beach, Ca",2018-03-31,USC,Alexandra,Poletto,5,1,"21-16, 21-12",DI,24.719901055389723,4.131610998458477
0,DI,1420,"Miami, Fl",2018-03-31,Tulane,Kaylie,Mchugh,1,0,"21-16, 15-21, 15-7",DI,39.15505691305439,3.7228701319006072
1,DI,1420,"Miami, Fl",2018-03-31,Tulane,Madeline,Mertz,1,0,"21-16, 15-21, 15-7",DI,39.15505691305439,3.7228701319006072
2,DI,1420,"Miami, Fl",2018-03-31,FIU,Margherita,Bianchin,1,1,"21-16, 15-21, 15-7",DI,44.26178560424224,4.038216264635614
3,DI,1420,"Miami, Fl",2018-03-31,FIU,Federica,Frasca,1,1,"21-16, 15-21, 15-7",DI,44.26178560424224,4.038216264635614
0,DI,1420,"Miami, Fl",2018-03-31,FIU,Anabela,Sataric,2,0,"26-28, 21-18, 20-18",DI,29.58304074739069,3.8003827043115748
1,DI,1420,"Miami, Fl",2018-03-31,FIU,Erika,Zembyla,2,0,"26-28, 21-18, 20-18",DI,28.612605393448135,4.006019945551074
2,DI,1420,"Miami, Fl",2018-03-31,Tulane,Anna,Chin,2,1,"26-28, 21-18, 20-18",DI,26.687110299834632,3.8198964106906854
3,DI,1420,"Miami, Fl",2018-03-31,Tulane,Lauren,Orlich,2,1,"26-28, 21-18, 20-18",DI,27.1138290133119,3.783637452371026
0,DI,1420,"Miami, Fl",2018-03-31,FIU,Lina,Bernier,3,0,"13-21, 21-10, 15-11",DI,28.282249026372952,3.785751694073521
1,DI,1420,"Miami, Fl",2018-03-31,FIU,Madison,Besterfield,3,0,"13-21, 21-10, 15-11",DI,32.412267449723245,4.209402753095474
2,DI,1420,"Miami, Fl",2018-03-31,Tulane,Tarin,Mergener,3,1,"13-21, 21-10, 15-11",DI,31.156260078875487,3.498254334455081
3,DI,1420,"Miami, Fl",2018-03-31,Tulane,Lan,Nguyen,3,1,"13-21, 21-10, 15-11",DI,30.951415073653653,3.4455195053304988
0,DI,1420,"Miami, Fl",2018-03-31,Tulane,Gabriella,Becerra,4,0,"21-13, 12-21, 15-6",DI,22.999125330289196,3.9666836349672145
1,DI,1420,"Miami, Fl",2018-03-31,Tulane,Rio,Frohoff,4,0,"21-13, 12-21, 15-6",DI,26.44890052959119,3.776335743460279
2,DI,1420,"Miami, Fl",2018-03-31,FIU,Estefanie,Bethancourt,4,1,"21-13, 12-21, 15-6",DI,27.79535686177274,3.7435676124776887
3,DI,1420,"Miami, Fl",2018-03-31,FIU,Natalia,Giron,4,1,"21-13, 12-21, 15-6",DI,27.79535686177274,3.7435676124776887
0,DI,1420,"Miami, Fl",2018-03-31,FIU,Mariana,Dal Pozzo,5,0,"21-12, 21-16",DI,27.85737189507753,4.008176158184531
1,DI,1420,"Miami, Fl",2018-03-31,FIU,Taija,Thomas,5,0,"21-12, 21-16",DI,28.925302693395885,4.120085129587604
2,DI,1420,"Miami, Fl",2018-03-31,Tulane,Ashley,Delgado,5,1,"21-12, 21-16",DI,28.601153011342397,3.6049219782888247
3,DI,1420,"Miami, Fl",2018-03-31,Tulane,Addison,Hermstad,5,1,"21-12, 21-16",DI,31.47319654398935,4.1365801877393995
0,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Morgan,Hughes,1,0,"21-16, 21-10",DI,35.47101492381518,4.6309609969550944
1,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Payton,Rund,1,0,"21-16, 21-10",DI,35.47101492381518,4.6309609969550944
2,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Deahna,Kraft,1,1,"21-16, 21-10",DI,43.843222760448654,3.9079842826766034
3,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Corinne,Quiggle,1,1,"21-16, 21-10",DI,43.843222760448654,3.9079842826766034
0,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Emily,Bible,2,0,"21-12, 21-19",DI,33.89731240304676,4.330579594804107
1,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Lindsey,Knudsen,2,0,"21-12, 21-19",DI,33.89731240304676,4.330579594804107
2,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Brook,Bauer,2,1,"21-12, 21-19",DI,39.743487169826636,3.3699848614537293
3,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Madalyn,Roh,2,1,"21-12, 21-19",DI,39.743487169826636,3.3699848614537293
0,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Sarah,Chase,3,0,"21-18, 21-19",DI,28.01959648827096,4.202489817962654
1,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Mary,Hernandez,3,0,"21-18, 21-19",DI,28.01959648827096,4.202489817962654
2,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Heidi,Dyer,3,1,"21-18, 21-19",DI,36.1863059057673,3.4803143390785154
3,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Gigi,Hernandez,3,1,"21-18, 21-19",DI,36.1863059057673,3.4803143390785154
0,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Lindsey,Calvin,4,0,"21-15, 21-9",DI,26.991339459128888,4.749781008429779
1,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Kelsey,Knudsen,4,0,"21-15, 21-9",DI,23.60470062998164,4.50018815973948
2,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Skylar,Caputo,4,1,"21-15, 21-9",DI,39.26092105891074,4.445921694803196
3,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Alexis,Filippone,4,1,"21-15, 21-9",DI,39.26092105891074,4.445921694803196
0,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Jennifer,Laird,5,0,"21-16, 21-9",DI,22.327991346376006,4.933373883971567
1,DI,1421,"Zuma Beach, Ca",2018-03-31,Saint Mary's,Madi,Wilkerson,5,0,"21-16, 21-9",DI,26.24988957347972,4.438141445149524
2,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Maddie,Dilfer,5,1,"21-16, 21-9",DI,26.848929151056396,4.1053114455813615
3,DI,1421,"Zuma Beach, Ca",2018-03-31,Pepperdine,Nikki,Lyons,5,1,"21-16, 21-9",DI,30.84024659774363,4.295377827581752
0,DI,1422,"Miami, Fl",2018-03-31,Georgia State,Annika,Van Gunst,1,0,"21-19, 21-16",DI,39.76819475860161,3.786815135965618
