,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
279,1,Nicole McNamara,Megan McNamara,Corinne Quiggle,Deahna Kraft,UCLA,Pepperdine,876,20180228
284,1,Nicole McNamara,Megan McNamara,Corinne Quiggle,Deahna Kraft,UCLA,Pepperdine,877,20180228
289,1,Megan McNamara,Nicole McNamara,Abril Bustamante,Terese Cannon,UCLA,USC,878,20180228
294,1,Brook Bauer,Madalyn Roh,Abril Bustamante,Terese Cannon,Pepperdine,USC,879,20180228
299,1,Katie Sato,Aeryn Owens,Gabby Morrison,Kayla Tinker,Cal State Northridge,Vanguard,881,20180228
304,1,Jessica Gaffney,Iya Lindahl,Kristen Mead,Taylor  Odom,Cal,Santa Clara,882,20180301
309,1,Krissy Mummey,Katja Ehlers,Federica Frasca,Margherita Bianchin,FIU,College of Charleston,885,20180302
314,1,Sunniva Helland-Hansen,Carly Perales,Krissy Mummey,Katja Ehlers,Stetson,College of Charleston,886,20180302
319,1,Natalie Anselmo,Olivia Macdonald,Maddie Irwin,Erin Martin,Arizona,New Mexico,887,20180302
324,1,Jordan Anderson,Kimmy Gardiner,Savannah  Slattery,McKayla Ferris,Washington,LMU,888,20180302
329,1,Kelly Hunter,Lauren Stivrins,Taylor Fricano,Veronica Snelling,Nebraska,Missouri State,889,20180302
334,1,Savannah  Slattery,McKayla Ferris,Maddie Irwin,Erin Martin,New Mexico,LMU,890,20180302
339,1,Natalie Anselmo,Olivia Macdonald,Kimmy Gardiner,Jordan Anderson,Arizona,Washington,891,20180302
344,1,Haley Howell,Carly Lowry,Taylor  Odom,Kristen Mead,USF,Santa Clara,892,20180302
349,1,Haley Howell,Carly Lowry,Kristen Mead,Taylor  Odom,USF,Santa Clara,893,20180302
354,1,Kathryn Plummer,Sunny Villapando,Morgan Hughes,Payton Rund,Stanford,Saint Mary's,894,20180302
359,1,Skylar Wine,Maycie LaBass,Kennedy Kurtz,Brie Gathright,Pacific,"Cal State University, Sacramento",895,20180302
364,1,Kathryn Plummer,Sunny Villapando,Haley Howell,Carly Lowry,Stanford,USF,896,20180302
369,1,Skylar Wine,Maycie LaBass,Taylor  Odom,Kristen Mead,Pacific,Santa Clara,897,20180302
374,1,Emily Bible,Lindsey Knudsen,Kennedy Kurtz,Brie Gathright,Saint Mary's,"Cal State University, Sacramento",898,20180302
379,1,Iya Lindahl,Jessica Gaffney,Nandyala Gama,Lyndi Scholl,San Jose State University,Cal,902,20180302
384,1,Ginny Gerig,Cecily Gable,Rachel Kuhn,Cara Sander,Austin Peay State ,New Orleans,903,20180302
389,1,Caroline Herrera,Taylor Hurst,Rachel Kuhn,Cara Sander,New Orleans,Spring Hill College,906,20180302
391,1,Caroline Herrera,Taylor Hurst,Katie Will,Charis Ludtke,Jacksonville State,Spring Hill College,908,20180302
392,1,Gabby Love,Grace Convey,Ginny Gerig,Cecily Gable,ULM,Austin Peay State ,910,20180302
397,1,Jessica Wooten,Aeriel Horton,Kenley Adams,Avei Logoleo,Houston Baptist,UAB,912,20180302
404,1,Torrey Van Winden,Tia Miric,Kwyn Johnson,Mia Rivera,Cal Poly SLO,ASU,918,20180303
409,1,Victoria Paranagua,Macy Jerger,Krissy Mummey,Katja Ehlers,Florida State,College of Charleston,919,20180303
414,1,Federica Frasca,Margherita Bianchin,Sunniva Helland-Hansen,Carly Perales,FIU,Stetson,920,20180303
419,1,Gabrielle Dischler,Jessalyn Kinlaw,Carina Hoff,Courtney Miller,UNF,FAU,921,20180303
424,1,Madeline Mertz,Kaylie Mchugh,Cassie House,Haven Hill,Tulane,TCU,922,20180303
429,1,Madeline Mertz,Kaylie Mchugh,Kwyn Johnson,Mia Rivera,Tulane,ASU,923,20180303
434,1,Brook Bauer,Madalyn Roh,Abril Bustamante,Tina Graudina,USC,Pepperdine,924,20180303
439,1,Abril Bustamante,Terese Cannon,Megan McNamara,Nicole McNamara,USC,UCLA,925,20180303
444,1,Claire Coppola,Kristen Nuss,Carina Hoff,Courtney Miller,LSU,UNF,926,20180303
449,1,Kimmy Gardiner,Jordan Anderson,Maddie Irwin,Erin Martin,Washington,New Mexico,927,20180303
454,1,Savannah  Slattery,McKayla Ferris,Natalie Anselmo,Olivia Macdonald,Arizona,LMU,928,20180303
459,1,Brook Bauer,Madalyn Roh,Megan McNamara,Nicole McNamara,Pepperdine,UCLA,929,20180303
464,1,Brook Bauer,Madalyn Roh,Tina Graudina,Abril Bustamante,USC,Pepperdine,930,20180303
469,1,Macy Jerger,Victoria Paranagua,Darby Dunn,Sammee Thomas,Florida State,Stetson,931,20180303
474,1,Torrey Van Winden,Tia Miric,Cassie House,Haven Hill,Cal Poly SLO,TCU,932,20180303
479,1,Blake Sharp,Sunny Villapando,Brie Gathright,Kennedy Kurtz,Stanford,"Cal State University, Sacramento",933,20180303
484,1,Blake Sharp,Sunny Villapando,Maycie LaBass,Skylar Wine,Stanford,Pacific,934,20180303
489,1,Teegan Van Gunst,Tiffany Creamer,Selina Marolf,Abigail Devido,Georgia State,Texas A&M; Corpus Christi,935,20180303
494,1,Teegan Van Gunst,Tiffany Creamer,Claire Coppola,Kristen Nuss,LSU,Georgia State,936,20180303
499,1,Shannon Williams,Ali Denney,Nicole Lott,Maddy Kline,UNC Wilmington,South Carolina,937,20180303
504,1,Ali Denney,Shannon Williams,Jessalyn Kinlaw,Gabrielle Dischler,South Carolina,FAU,938,20180303
509,1,Ginny Gerig,Cecily Gable,Katie Will,Charis Ludtke,Austin Peay State ,Jacksonville State,939,20180303
514,1,Kenley Adams,Devon May,Caroline Herrera,Taylor Hurst,UAB,Spring Hill College,940,20180303
517,1,Gabby Love,Grace Convey,Julie Vujnovich,Payton Gidney,ULM,Spring Hill College,941,20180303
520,1,Jessica Wooten,Aeriel Horton,Ginny Gerig,Cecily Gable,Houston Baptist,Austin Peay State ,943,20180303
525,1,Teegan Van Gunst,Tiffany Creamer,Selina Marolf,Abigail Devido,Georgia State,Texas A&M; Corpus Christi,945,20180302
530,1,Taylor  Odom,Kristen Mead,Kennedy Kurtz,Brie Gathright,"Cal State University, Sacramento",Santa Clara,946,20180303
535,1,Payton Rund,Morgan Hughes,Haley Howell,Carly Lowry,Saint Mary's,USF,947,20180303
540,1,Skylar Wine,Maycie LaBass,Carly Lowry,Haley Howell,Pacific,USF,948,20180303
545,1,Emily Bible,Lindsey Knudsen,Taylor  Odom,Kristen Mead,Saint Mary's,Santa Clara,949,20180303
550,1,Kenley Adams,Avei Logoleo,Katie Will,Charis Ludtke,UAB,Jacksonville State,950,20180302
555,1,Kenley Adams,Devon May,Cara Sander,Rachel Kuhn,UAB,New Orleans,956,20180303
560,1,Cara Sander,Rachel Kuhn,Jessica Wooten,Aeriel Horton,Houston Baptist,New Orleans,957,20180303
565,1,Torrey Van Winden,Tia Miric,Madeline Mertz,Kaylie Mchugh,Tulane,Cal Poly SLO,966,20180304
570,1,Kwyn Johnson,Mia Rivera,Cassie House,Haven Hill,ASU,TCU,967,20180304
575,1,Teegan Van Gunst,Tiffany Creamer,Maddy Kline,Nicole Lott,Georgia State,UNC Wilmington,968,20180304
580,1,Shannon Williams,Ali Denney,Teegan Van Gunst,Tiffany Creamer,South Carolina,Georgia State,969,20180304
585,1,Brittany Pellitteri,Carly Scarborough,Claire Coppola,Kristen Nuss,LSU,FAU,970,20180304
590,1,Claire Coppola,Kristen Nuss,Maddy Kline,Nicole Lott,LSU,UNC Wilmington,971,20180304
595,1,Shannon Williams,Ali Denney,Courtney Miller,Carina Hoff,South Carolina,UNF,972,20180304
600,1,Selina Marolf,Abigail Devido,Carina Hoff,Courtney Miller,Texas A&M; Corpus Christi,UNF,973,20180304
605,1,Brittany Pellitteri,Carly Scarborough,Selina Marolf,Abigail Devido,Texas A&M; Corpus Christi,FAU,974,20180304
612,1,Nele Barber,Rachel Nieto,Sydney Haynes,Emily Hansen,Long Beach State,Cal State Bakersfield,982,20180304
617,1,Nele Barber,Rachel Nieto,Aeryn Owens,Katie Sato,Long Beach State,Cal State Northridge,983,20180304
622,1,Julie Vujnovich,Payton Gidney,Ginny Gerig,Cecily Gable,Austin Peay State ,Spring Hill College,984,20180304
623,1,Rachel Kuhn,Cara Sander,Jessica Wooten,Aeriel Horton,Houston Baptist,New Orleans,986,20180303
628,1,Gabby Love,Grace Convey,Rachel Kuhn,Cara Sander,New Orleans,ULM,987,20180302
633,1,Katie Sato,Aeryn Owens,Sydney Haynes,Emily Hansen,Cal State Northridge,Cal State Bakersfield,988,20180304
638,1,Kelli Iverson,Molly Turner,Savannah  Slattery,McKayla Ferris,Grand Canyon,LMU,989,20180303
643,1,Kelli Iverson,Molly Turner,Gabby Morrison,Kayla Tinker,Grand Canyon,Vanguard,992,20180302
648,1,Rachel Nieto,Nele Barber,Natalie Anselmo,Olivia Macdonald,Arizona,Long Beach State,993,20180306
653,1,Tiffany Creamer,Teegan Van Gunst,Ginny Gerig,Cecily Gable,Georgia State,Austin Peay State ,994,20180306
658,1,Tiffany Creamer,Teegan Van Gunst,Katie Will,Charis Ludtke,Georgia State,Jacksonville State,995,20180306
663,1,Maddy Kline,Nicole Lott,Cecily Gable,Ginny Gerig,UNC Wilmington,Austin Peay State ,996,20180306
668,1,Maddy Kline,Nicole Lott,Katie Will,Charis Ludtke,UNC Wilmington,Jacksonville State,997,20180306
673,1,Madalyn Roh,Brook Bauer,Rachel Nieto,Nele Barber,Pepperdine,Long Beach State,1000,20180307
678,1,Kathryn Plummer,Sunny Villapando,Lyndi Scholl,Nandyala Gama,Stanford,San Jose State University,1001,20180307
683,1,Lauren Stivrins,Kelly Hunter,Sarah Bolton,Marion Couraud,Nebraska,Missouri Baptist University,1002,20180307
688,1,Megan McNamara,Nicole McNamara,Carly Kan,Laurel Weaver,UCLA,Hawaii,1003,20180308
693,1,Carly Kan,Laurel Weaver,McKayla Ferris,Savannah  Slattery,Hawaii,LMU,1004,20180308
698,1,Megan McNamara,Nicole McNamara,McKayla Ferris,Savannah  Slattery,UCLA,LMU,1005,20180308
703,1,Katie Sato,Aeryn Owens,Kersti Whitney,Avery Keathley,Cal State Northridge,Concordia,1006,20180308
707,1,Katie Sato,Aeryn Owens,Karla Santos,Alejandra Negron,Cal State Northridge,CSULA,1007,20180308
712,1,Darby Dunn,Sammee Thomas,Sorrel  Houghton,Melissa Elias,Stetson,Tampa,1009,20180309
717,1,Sammee Thomas,Darby Dunn,Gabby Atchley,Whitney Walker,Stetson,Texas A&M; Kingsville,1010,20180309
726,1,Darby Dunn,Sammee Thomas,Anna Tovo,Allie Geary,Stetson,Florida Southern,1012,20180309
736,1,Brittany Pellitteri,Carly Scarborough,Jessica Wooten,Aeriel Horton,Houston Baptist,FAU,1015,20180309
741,1,Mima Mirkovic,Alexia Inman,Kwyn Johnson,Mia Rivera,Cal,ASU,1019,20180309
746,1,Mima Mirkovic,Alexia Inman,Janell Walley,Sabryn Roberts,Cal,Boise State,1020,20180309
751,1,Madeline Mertz,Kaylie Mchugh,Janell Walley,Sabryn Roberts,Tulane,Boise State,1021,20180309
756,1,Madeline Mertz,Kaylie Mchugh,Nandyala Gama,Lyndi Scholl,Tulane,San Jose State University,1022,20180309
761,1,Kathryn Plummer,Sunny Villapando,Kaylie Mchugh,Madeline Mertz,Tulane,Stanford,1023,20180309
766,1,Kwyn Johnson,Mia Rivera,Lyndi Scholl,Nandyala Gama,San Jose State University,ASU,1024,20180309
771,1,Amanda Carroll,Mackenzie Allen,Jessica Wooten,Aeriel Horton,Houston Baptist,FGCU,1025,20180309
776,1,Amanda Carroll,Mackenzie Allen,Carlee Baxter,Emily Bowen,FGCU,Webber,1026,20180309
781,1,Molly Turner,Kelli Iverson,Maddie Irwin,Erin Martin,Grand Canyon,New Mexico,1033,20180309
786,1,Erin Martin,Maddie Irwin,Kendall Bosse,Jacey Smith,New Mexico,Abilene Christian,1034,20180309
791,1,Sophie Peel,Kacy Ogden,Anna Tovo,Allie Geary,Mercer,Florida Southern,1036,20180310
799,1,Brook Bauer,Madalyn Roh,Macy Jerger,Victoria Paranagua,Pepperdine,Florida State,1038,20180310
804,1,Carly Kan,Laurel Weaver,Jaelyn Greene,Jillian Bergeson,Hawaii,TCU,1040,20180310
809,1,Tina Graudina,Abril Bustamante,Margherita Bianchin,Federica Frasca,USC,FIU,1041,20180310
814,1,Nicole McNamara,Megan McNamara,Claire Coppola,Kristen Nuss,UCLA,LSU,1042,20180310
819,1,Mima Mirkovic,Alexia Inman,Madeline Mertz,Kaylie Mchugh,Cal,Tulane,1043,20180310
824,1,Teegan Van Gunst,Tiffany Creamer,Mackenzie Allen,Amanda Carroll,Georgia State,FGCU,1044,20180310
829,1,Amanda Carroll,Mackenzie Allen,Carly Scarborough,Brittany Pellitteri,FGCU,FAU,1045,20180310
834,1,Kristen Nuss,Claire Coppola,Abril Bustamante,Tina Graudina,USC,LSU,1047,20180310
839,1,Macy Jerger,Victoria Paranagua,Laurel Weaver,Carly Kan,Florida State,Hawaii,1048,20180310
844,1,Shannon Williams,Ali Denney,Savannah Siegrist,Mackenzie Swan,Jacksonville,South Carolina,1049,20180310
849,1,Shannon Williams,Ali Denney,Courtney Miller,Carina Hoff,South Carolina,UNF,1050,20180310
854,1,Teegan Van Gunst,Tiffany Creamer,Jessica Wooten,Aeriel Horton,Georgia State,Houston Baptist,1051,20180310
859,1,Teegan Van Gunst,Tiffany Creamer,Carly Scarborough,Brittany Pellitteri,Georgia State,FAU,1052,20180310
864,1,Madeline Mertz,Kaylie Mchugh,Frances Giedraitis,Mia Rivera,Tulane,ASU,1053,20180310
869,1,Megan McNamara,Nicole McNamara,Federica Frasca,Margherita Bianchin,FIU,UCLA,1054,20180310
874,1,Molly Turner,Kelli Iverson,Kendall Bosse,Jacey Smith,Grand Canyon,Abilene Christian,1055,20180310
879,1,Brook Bauer,Madalyn Roh,Cassie House,Haven Hill,Pepperdine,TCU,1056,20180310
884,1,Jessica Wooten,Aeriel Horton,Carlee Baxter,Emily Bowen,Houston Baptist,Webber,1057,20180310
889,1,Emily Sonny,Sam Manley,Tani Stephens ,Cali Thompson,Cal Poly SLO,Portland,1058,20180310
894,1,Emily Sonny,Sam Manley,Julia Topor,Anna Dalla Vecchia,Cal Poly SLO,USF,1059,20180310
899,1,Emily Sonny,Sam Manley,Andie Shelton,Maycie LaBass,Cal Poly SLO,Pacific,1060,20180310
904,1,Kathryn Plummer,Sunny Villapando,Mia Rivera,Frances Giedraitis,Stanford,ASU,1061,20180310
909,1,Kristey Markle,Nickeisha Williams,Carly Lowry,Haley Howell,Cal State Northridge,USF,1062,20180310
914,1,Anna Dalla Vecchia,Julia Topor,Sarah Davis,Mikaela Nocetti,USF,"Cal State University, Sacramento",1063,20180310
919,1,Carina Hoff,Courtney Miller,Savannah Siegrist,Mackenzie Swan,Jacksonville,UNF,1064,20180310
924,1,Kathryn Plummer,Sunny Villapando,Sabryn Roberts,Janell Walley,Stanford,Boise State,1065,20180310
929,1,Tani Stephens ,Cali Thompson,Sarah Davis,Mikaela Nocetti,Portland,"Cal State University, Sacramento",1066,20180310
934,1,Andie Shelton,Maycie LaBass,Sarah Davis,Mikaela Nocetti,Pacific,"Cal State University, Sacramento",1067,20180310
939,1,Katie Sato,Aeryn Owens,Tani Stephens ,Cali Thompson,Cal State Northridge,Portland,1068,20180310
944,1,Katie Sato,Aeryn Owens,Andie Shelton,Maycie LaBass,Cal State Northridge,Pacific,1069,20180310
949,1,Mima Mirkovic,Alexia Inman,Nandyala Gama,Lyndi Scholl,Cal,San Jose State University,1070,20180310
954,1,Emily Hansen,Sydney Haynes,Kayla Tinker,Gabby Morrison,Cal State Bakersfield,Vanguard,1071,20180310
959,1,Carly Kan,Laurel Weaver,Federica Frasca,Margherita Bianchin,FIU,Hawaii,1073,20180311
964,1,Brook Bauer,Madalyn Roh,Kristen Nuss,Claire Coppola,Pepperdine,LSU,1074,20180311
969,1,Megan McNamara,Nicole McNamara,Macy Jerger,Victoria Paranagua,UCLA,Florida State,1075,20180311
974,1,Abril Bustamante,Tina Graudina,Jillian Bergeson,Jaelyn Greene,USC,TCU,1076,20180311
979,1,Emily Maglio,Ka'iwi Schucht,Claire Coppola,Kristen Nuss,Hawaii,LSU,1077,20180311
984,1,Brook Bauer,Madalyn Roh,Federica Frasca,Margherita Bianchin,FIU,Pepperdine,1078,20180311
989,1,Megan McNamara,Nicole McNamara,Jillian Bergeson,Jaelyn Greene,UCLA,TCU,1079,20180311
994,1,Abril Bustamante,Tina Graudina,Macy Jerger,Victoria Paranagua,USC,Florida State,1080,20180311
999,1,Nele Barber,Rachel Nieto,Taylor Fricano,Veronica Snelling,Long Beach State,Missouri State,1081,20180312
1008,1,Nele Barber,Rachel Nieto,Taylor Woods,Katie Scherr,Long Beach State,Colorado Mesa,1083,20180312
1013,1,Nandyala Gama,Lyndi Scholl,Tani Stephens ,Cali Thompson,San Jose State University,Portland,1084,20180312
1018,1,Katie Will,Kaylie Milton,Emily Fedonczak,Nichole LeFevre,Jacksonville State,Huntingdon,1085,20180313
1030,1,Emily Bible,Lindsey Knudsen,Kristen Mead,Hailey Lindberg,Saint Mary's,Santa Clara,1088,20180313
1035,1,Gabby Love,Grace Convey,Katie Will,Charis Ludtke,ULM,Jacksonville State,1093,20180303
1040,1,Brook Bauer,Madalyn Roh,Vanessa Freire,Sara Putt,Pepperdine,Florida State,1094,20180314
1045,1,Katie Sato,Aeryn Owens,Taylor Woods,Katie Scherr,Cal State Northridge,Colorado Mesa,1095,20180314
1053,1,Katie Sato,Aeryn Owens,Taylor Fricano,Veronica Snelling,Cal State Northridge,Missouri State,1097,20180314
1060,1,Sasha Karelov,Anete Brinke,Jillian Bergeson,Jaelyn Greene,Long Beach State,TCU,1102,20180315
1065,1,Savannah  Slattery,McKayla Ferris,Jillian Bergeson,Jaelyn Greene,TCU,LMU,1103,20180315
1070,1,Sasha Karelov,Anete Brinke,Vanessa Freire,Sara Putt,Long Beach State,Florida State,1105,20180315
1075,1,Vanessa Freire,Sara Putt,Savannah  Slattery,McKayla Ferris,Florida State,LMU,1106,20180315
1080,1,Carly Perales,Sunniva Helland-Hansen,Maddie Irwin,Erin Martin,Stetson,New Mexico,1107,20180316
1085,1,Katja Ehlers,Krissy Mummey,Gabrielle Dischler,Jessalyn Kinlaw,College of Charleston,FAU,1108,20180316
1090,1,Devon May,Kenley Adams,Gabby Love,Grace Convey,UAB,ULM,1109,20180316
1095,1,Devon May,Kenley Adams,Grace Convey,Gabby Love,UAB,ULM,1110,20180316
1100,1,Federica Frasca,Margherita Bianchin,Savannah Siegrist,Mackenzie Swan,FIU,Jacksonville,1111,20180316
1105,1,Hayley Tippett,Megan Nash,Sophie Peel,Kacy Ogden,Central Arkansas,Mercer,1112,20180316
1110,1,Alexia Inman,Mima Mirkovic,Payton Rund,Morgan Hughes,Saint Mary's,Cal,1113,20180316
1115,1,Alexia Inman,Mima Mirkovic,Sarah Davis,Mikaela Nocetti,Cal,"Cal State University, Sacramento",1114,20180316
1120,1,Margherita Bianchin,Federica Frasca,Maddie Irwin,Erin Martin,FIU,New Mexico,1115,20180316
1125,1,Emily Hansen,Sydney Haynes,Taylor Fricano,Veronica Snelling,Missouri State,Cal State Bakersfield,1116,20180316
1130,1,Carly Perales,Sunniva Helland-Hansen,Maddy Kline,Nicole Lott,Stetson,UNC Wilmington,1117,20180316
1135,1,Madeline Mertz,Kaylie Mchugh,Sophie Peel,Kacy Ogden,Tulane,Mercer,1118,20180316
1140,1,Madeline Mertz,Kaylie Mchugh,Ginny Gerig,Cecily Gable,Tulane,Austin Peay State ,1119,20180316
1145,1,Krissy Mummey,Katja Ehlers,Mackenzie Swan,Savannah Siegrist,College of Charleston,Jacksonville,1120,20180316
1150,1,Hayley Tippett,Megan Nash,Gabby Love,Grace Convey,Central Arkansas,ULM,1121,20180316
1155,1,Mackenzie Allen,Amanda Carroll,Melissa Elias,Sorrel  Houghton,FGCU,Tampa,1122,20180316
1159,1,Jessalyn Kinlaw,Gabrielle Dischler,Jessica Wooten,Aeriel Horton,FAU,Houston Baptist,1129,20180316
1164,1,Maddy Kline,Nicole Lott,Aeriel Horton,Jessica Wooten,UNC Wilmington,Houston Baptist,1135,20180316
1169,1,Maddy Kline,Nicole Lott,Savannah Siegrist,Mackenzie Swan,UNC Wilmington,Jacksonville,1136,20180316
1174,1,Jessica Wooten,Aeriel Horton,Maddie Irwin,Erin Martin,Houston Baptist,New Mexico,1137,20180316
1179,1,Carly Perales,Sunniva Helland-Hansen,Gabrielle Dischler,Jessalyn Kinlaw,Stetson,FAU,1140,20180317
1184,1,Torrey Van Winden,Tia Miric,Jillian Bergeson,Jaelyn Greene,Cal Poly SLO,TCU,1141,20180317
1189,1,Carly Kan,Laurel Weaver,Kelly Hunter,Lauren Stivrins,Hawaii,Nebraska,1143,20180317
1194,1,Teegan Van Gunst,Tiffany Creamer,Kristen Nuss,Claire Coppola,LSU,Georgia State,1144,20180317
1199,1,Claire Coppola,Kristen Nuss,Katie Will,Kaylie Milton,LSU,Jacksonville State,1145,20180317
1204,1,Abril Bustamante,Tina Graudina,Molly Turner,Kelli Iverson,USC,Grand Canyon,1146,20180317
