,division,college,first_name,last_name,mu,sigma
364,DI,Santa Clara,Hailey,Lindberg,23.848207177795185,5.260290709526153
365,DI,Pacific,Kaitlyn,Lines,19.25688985379219,4.3738915123358355
366,DI,UAB,Avei,Logoleo,29.96267180627937,3.5164947926250743
367,DI,Morehead State,Olivia,Lohmeier,22.849179708699882,6.630125948041491
368,DI,New Mexico,Kayla,Long,17.80319522085673,4.0905086679936975
369,DI,Pacific,Roni,Long,30.230702543391736,3.6048430795793602
370,DI,Cal State Bakersfield,Emily,Lopes,23.64521928254841,3.461593915632719
371,DI,UNC Wilmington,Nicole,Lott,41.77386971657026,3.1667513424136335
372,DI,ULM,Gabby,Love,30.443388018183306,3.9749313331453173
373,DI,USF,Carly,Lowry,27.007359373333486,3.8344305865715524
374,DI,Utah,Tawnee,Luafalemana,28.517001350720754,4.244315686775129
375,DI,Jacksonville State,Charis,Ludtke,23.556407709236964,5.798300564836815
376,DI,Florida State,Hailey,Luke,46.83251701401509,3.397129196076985
377,DI,Coastal Carolina,Dora,Lulic,23.8844670158554,4.787275256949733
378,DI,ASU,Ellyson,Lundberg,34.35553437127722,3.3761449721934347
379,DI,Hawaii,Chloe,Luyties,27.805149841935556,7.418713966924172
380,DI,Pepperdine,Nikki,Lyons,35.03756283016905,3.2676133007793235
381,DI,Arizona,Olivia,Macdonald,44.35946994434358,2.999010493254594
382,DI,College of Charleston,Kennedy,Madison,32.03695815889235,2.854145081300526
383,DI,Hawaii,Emily,Maglio,54.309365764429565,3.045075647748121
384,DI,Nebraska,Kenzie,Maloney,27.430175906158638,4.333572897279696
385,DI,Cal Poly SLO,Jessica,Manley,24.164484977772755,7.807624358368412
386,DI,Cal Poly SLO,Sam,Manley,42.56590276521658,3.629153322341015
387,DI,Coastal Carolina,Kyla,Manning,19.036795671387317,5.323340472802831
388,DI,South Carolina,Julia,Mannisto,32.83953978021504,2.8606611468345964
389,DI,College of Charleston,Logan,Manusky,29.87882032656166,3.0660607365906993
390,DI,Cal State Bakersfield,Hannah,Manzanares,17.096102458210268,6.672376565337955
391,DI,Jacksonville,Hannah,Marchand,14.948147569778895,5.684534401661722
392,DI,Cal State Bakersfield,Briannah,Mariner,26.785632619295633,3.681229549976482
393,DI,Cal State Northridge,Kristey,Markle,25.9611412607328,3.985098340278245
394,DI,Texas A&M Corpus Christi,Selina,Marolf,34.424668362171374,4.497737274994852
395,DI,New Mexico,Erin,Martin,33.84486546690683,4.018059493011267
396,DI,Arizona,Makenna,Martin,32.132980592329325,3.174109716616319
397,DI,Hawaii,Morgan,Martin,45.45057066337657,3.010268627977295
398,DI,UAB,Emily,Martinez,27.233421501372984,3.657707546906793
399,DI,Central Arkansas,Jessica,Martinez,28.426378845816178,3.775868727649703
400,DI,Arizona,Mia,Mason,28.522020052693733,4.162806969430715
401,DI,Long Beach State,Hannah,Matt,34.04609775505117,3.29056758282877
402,DI,Jacksonville,Mallory,Mattingly,21.85362904729302,4.80229686563374
403,DI,UAB,Devon,May,41.30445944634976,3.377718229037321
404,DI,UCLA,Mac,May,34.998356478395415,2.7619855774234527
405,DI,Florida State,Molly,McBain,37.91737631530763,3.064362646204487
406,DI,Georgia State,Meagan,McCall,30.205160616087024,5.8369409487970385
407,DI,Morehead State,Danielle,McCarson,15.51334161670168,6.52538030725121
408,DI,UNF,Madilyn,McCarty,29.857665354330233,3.4176761982578716
409,DI,Nebraska,Chesney,McClellan,15.655186061398338,5.879400545644149
410,DI,UAB,Kaylee,McClure,25.046878769519857,3.6284416622646445
411,DI,Santa Clara,Anna,McCreadie,18.59919524104169,6.392413093993901
412,DI,UNC Wilmington,Katie,McCullough,29.09691128044884,3.081989604282107
413,DI,Georgia State,Ashley,McGinn,24.49363579290988,3.0048819269139533
414,DI,FAU,Megan,McGrath,29.631821266512528,7.113032128004023
415,DI,Texas A&M Corpus Christi,Demi,McInnis,21.7260417719304,4.476064583395213
416,DI,Cal State Northridge,Lauren,McMurray,24.28978229617904,3.9569601204724503
417,DI,UCLA,Megan,McNamara,57.4996529777754,2.8288275951170303
418,DI,UCLA,Nicole,McNamara,57.4996529777754,2.8288275951170303
419,DI,UCLA,Jamie,McQuarrie,27.473180616745505,7.723422353565142
420,DI,Tulane,Christina,Mcafee,24.516353787371933,5.972784132112349
421,DI,Tulane,Kaylie,Mchugh,50.26786264578001,3.0184759254250073
422,DI,Mercer,Lela,Mcintosh,18.843659263559296,4.0382284300382345
423,DI,Washington,Shayne,Mcpherson,38.94976888877875,3.0139446097791858
424,DI,Santa Clara,Kristen,Mead,24.636720917396094,5.186509456976639
425,DI,"Cal State University, Sacramento",Hannah,Meadows,14.552841373211407,4.432297524185385
426,DI,Mercer,Elli,Merchant,28.564446791624892,3.606167603194131
427,DI,Tulane,Tarin,Mergener,35.719105035618,2.508068156209971
428,DI,Cal,Mia,Merino,31.90741967129236,2.958778990573074
429,DI,Tulane,Madeline,Mertz,50.26786264578001,3.0184759254250073
430,DI,ULM,Taylor,Meyer,24.989348878915536,3.8903571210516263
431,DI,Cal,Maddie,Micheletti,36.45992089241799,3.4179604379914164
432,DI,Houston Baptist,Brennan,Miller,24.786665285123807,3.1137108815652392
433,DI,UNF,Courtney,Miller,37.70353482118569,3.799830142730467
434,DI,Houston Baptist,Jordyn,Miller,23.94694235623396,5.815427295346737
435,DI,New Orleans,Madison,Miller,19.924563444980045,4.2440666381119705
436,DI,Jacksonville State,Kaylie,Milton,21.299252025319657,5.404255521034912
437,DI,Cal Poly SLO,Tia,Miric,45.789006290211226,3.209873768358944
438,DI,Cal,Mima,Mirkovic,47.26968006126921,2.9542875578894807
439,DI,Cal State Northridge,Daniella,Molinari,20.74184993806318,4.073193358644116
440,DI,Hawaii,Lea,Monkhouse,45.02308050696729,3.0279895289223284
441,DI,UNC Wilmington,Brynn,Montgomery,27.483506715938518,3.204689592341963
442,DI,Austin Peay State,Brooke,Moore,18.83568192474058,4.198734520931589
443,DI,Morehead State,Rachel,Moore,25.0,8.333333333333334
444,DI,UAB,Gabbi,Moreno,24.663884627182927,3.503008952380828
445,DI,FAU,Mackenzie,Morris,33.1300071164214,3.568269321923699
446,DI,Missouri State,Mikaela,Mosquera,19.234467413066017,5.175677351671465
447,DI,Abilene Christian,Katelyn,Mueller,20.019992473336572,5.194590222793597
448,DI,UNC Wilmington,Courtney,Mullinax,22.346083898625675,3.1562935345040697
449,DI,College of Charleston,Krissy,Mummey,34.29910167132897,3.5140256893390944
450,DI,UCLA,Zana,Muno,42.706676422828856,3.316161834018883
451,DI,"Cal State University, Sacramento",Brigitte,Murdock,15.936107043381362,4.171052541513961
452,DI,UCLA,Megan,Muret,37.91936772909428,2.7957513504696174
453,DI,Jacksonville,Kendall,Murr,25.091087060198017,8.194491838538871
454,DI,Portland,Lauren,Naatz,12.011893462635825,4.797136976785903
455,DI,Arizona,Kacey,Nady,32.83691533441794,3.143199812646917
456,DI,Portland,Kassidy,Naone,18.12661508796043,4.960307356699879
457,DI,UAB,Sallianne,Napolitano,28.291077019804106,3.4468999584248414
458,DI,Central Arkansas,Megan,Nash,37.87332814200017,3.679043373181483
459,DI,FAU,Nicole,Navarro,25.723239728414452,3.1503208722616445
460,DI,LMU,Veronica,Nederend,30.80682638492992,2.987130871001169
461,DI,LSU,Haleigh,Nelson,33.176606042889475,2.7288074864762777
462,DI,Cal Poly SLO,Taylor,Nelson,44.32864603160468,3.630188621780137
463,DI,New Mexico,Emily,Nenninger,20.892288279902683,4.928401837733693
464,DI,Long Beach State,Claire,Newlander,30.517537068598863,5.851297360770526
465,DI,Washington,Chloe,Newton,23.9945343388117,7.021620236135768
466,DI,Tulane,Lan,Nguyen,35.514195745421254,2.4896574710469097
467,DI,Long Beach State,Rachel,Nieto,45.20979532222734,3.1493094883469137
468,DI,Stetson,Rachel,Noble,35.13981864817114,3.0871593300602926
469,DI,"Cal State University, Sacramento",Mikaela,Nocetti,26.899894062291494,4.5088803021233135
470,DI,Georgia State,Kate,Novack,28.20014854673316,2.784694568493098
471,DI,LSU,Kristen,Nuss,53.14902311154545,2.8473022841075344
472,DI,Santa Clara,Ngozi,Nwabuzoh,21.296033738058984,4.256244830678193
473,DI,Saint Mary's,Alex,O'Sullivan,25.0,8.333333333333334
474,DI,Utah,Berkeley,Oblad,24.127163395883024,4.030368785089296
475,DI,Santa Clara,Taylor,Odom,17.480997181432237,4.528230720182591
476,DI,Mercer,Kacy,Ogden,27.60731191441132,3.6654602412472452
477,DI,"Cal State University, Sacramento",Ashtin,Olin,19.853631852504154,5.270560134827912
478,DI,LSU,Mandi,Orellana,36.391599496765984,3.4228586221428623
479,DI,Tulane,Lauren,Orlich,31.947479666101877,2.5431034278657103
480,DI,Coastal Carolina,Autumn,Otto,16.847910269873772,4.587106733839886
481,DI,Texas A&M Corpus Christi,Naomi,Overstreet,22.722673454887946,4.501791297897997
482,DI,Cal State Northridge,Aeryn,Owens,36.72622024569957,4.277761652620786
483,DI,Hawaii,Amy,Ozee,39.60970467774845,2.8302457688583016
484,DI,New Mexico,Mercedes,Pacheco,16.40008153843147,4.541454814215261
485,DI,Oregon,Lauren,Page,19.03572625129533,6.049118318834467
486,DI,ASU,Sydney,Palmer,24.021507101775715,4.987452664243915
487,DI,Austin Peay State,Jenna,Panning,23.114196900192805,4.059380003052942
488,DI,LMU,Paige,Panter,25.0,8.333333333333334
489,DI,Florida State,Victoria,Paranagua,57.247897775793135,2.6767670892345103
490,DI,ASU,Halle,Parker,20.25703831921489,6.975642915185388
491,DI,ASU,Jourdan,Parnell,25.0,8.333333333333334
492,DI,San Jose State University,Laura,Parts,26.087770858108772,3.912442057984568
493,DI,UNF,Brittany,Pase,24.443534120576807,3.6438463793534552
494,DI,Long Beach State,Alexis,Patterson,30.22337739437572,7.006733334797105
495,DI,Mercer,Sophie,Peel,27.60731191441132,3.6654602412472452
496,DI,FAU,Brittany,Pellitteri,21.26285146731521,3.4817434795129687
497,DI,Cal Poly SLO,Heather,Pembroke,30.342095938224105,3.0218890099211757
498,DI,Stetson,Carly,Perales,39.017411517567986,3.507155755360183
499,DI,FGCU,Kellie,Pernula,31.352863745081024,6.143170568727184
500,DI,South Carolina,Leah,Perri,35.55214377415996,2.8218094954647572
501,DI,Jacksonville,Lauren,Petersen,17.261309911127494,4.592102720271813
502,DI,Pacific,Olivia,Petnicki,19.168189068228784,6.115967112427366
503,DI,Cal State Northridge,Nicolette,Pinkney,25.418655047931818,4.256927765059624
504,DI,ASU,Samantha,Plaster,30.584865365560606,3.205880378848286
505,DI,Stanford,Kathryn,Plummer,38.23746111264784,4.242519650362716
506,DI,USC,Alexandra,Poletto,29.473719362885696,2.611647079794045
507,DI,Central Arkansas,Stephanie,Pollnow,27.563583588042643,4.2798649964021225
508,DI,Pacific,Taylor,Poncetta,28.639526899750173,3.671897910247748
509,DI,ULM,Holland,Ponthieux,22.702651587812703,3.6998679351946118
510,DI,Utah,Melissa,Powell,32.5210501360142,4.085726197862222
511,DI,LSU,Olivia,Powers,34.27843427670191,2.600321477739847
512,DI,Santa Clara,Tessie,Powers,23.936343161048917,4.372850727602963
513,DI,LMU,Jessie,Prichard,37.079957689531625,2.958795621194507
514,DI,UAB,Annie,Pringle,19.99296411691192,4.4802353786965705
515,DI,FGCU,Katherine,Puisis,30.68483958029823,3.575290980050834
516,DI,Arizona,Stephany,Purdue,34.374920143224365,3.059652512268117
517,DI,Florida State,Sara,Putt,42.394604201108365,3.0725792055520946
518,DI,Grand Canyon,Katie,Pyles,29.55557192312507,3.229418629409239
519,DI,Pepperdine,Corinne,Quiggle,50.453778475150244,3.205103465970927
520,DI,College of Charleston,Devon,Rachel,33.36759547368527,2.9951170027712504
521,DI,Long Beach State,Marisa,Ramsey,34.046097755051164,3.29056758282877
522,DI,New Orleans,Rhyan,Rand,24.058136111448793,5.243493947959086
523,DI,Jacksonville State,Bethany,Randall,17.38989871648137,4.456933446370056
524,DI,Stanford,Catherine,Raquel,30.841364407628166,2.891652844949862
525,DI,Oregon,August,Raskie,21.997289834244487,6.453357379202624
526,DI,Abilene Christian,Lexie,Rawls,16.207523678343843,6.493776099807952
527,DI,UNF,Blaire,Register,24.84925600079966,7.317658912708629
528,DI,Portland,Liz,Reich,20.680972370486927,5.763813699049035
529,DI,Santa Clara,Erin,Reineking,22.734622224558507,4.215522219364603
530,DI,Santa Clara,Gretchen,Reinert,15.066932870128891,5.092607796525042
531,DI,LMU,Chloe,Reinig,27.111370330343156,3.393197323895385
532,DI,Grand Canyon,Emily,Reinking,28.35908429686206,3.743318833376488
533,DI,Long Beach State,Nicci,Reinking,35.42000015992438,3.3334118738520107
534,DI,Jacksonville,Tori,Reiser,13.290917994595238,5.673712143282255
535,DI,San Jose State University,Ciara,Reistad,24.84372222263392,3.5959830434016196
536,DI,Grand Canyon,Madi,Relaz,24.049871988931073,3.8403156369824796
537,DI,Abilene Christian,Sofia,Resendiz,11.693863490112602,5.525112328211026
538,DI,Missouri State,Ivy,Reynolds,20.402079736442015,5.037176659260545
539,DI,Morehead State,Karlee,Reynolds,17.265857807302112,6.577343138241077
540,DI,FGCU,Karissa,Rhoades,34.32689826278489,3.478228010946826
541,DI,College of Charleston,Mckala,Rhodes,31.669895651786703,3.02916736503246
542,DI,Stetson,Alexa,Richardson,28.394429276851962,4.248312319965943
543,DI,Stanford,Shannon,Richardson,24.455959532391116,4.313701931473936
544,DI,Abilene Christian,Brooke,Riley,14.15197651378963,5.246036700278434
545,DI,ASU,Mia,Rivera,34.32772524989524,3.9843330760891615
546,DI,Boise State,Sabryn,Roberts,40.274375258619244,4.88955064788935
547,DI,San Jose State University,Breann,Robinson,22.96257279951021,3.865177802825093
548,DI,Portland,Morgan,Robinson,25.081555204666753,4.710122960516718
549,DI,Washington,Natalie,Robinson,28.839863133426714,3.4101368163022934
550,DI,TCU,Hannah,Rogers,28.202525819881178,3.069050822383407
551,DI,Central Arkansas,MC,Rogers,26.517194283776906,3.597022534971868
552,DI,UNF,Marissa,Rogers,21.669177113095966,7.681317835022343
553,DI,Pepperdine,Madalyn,Roh,46.143886284659,2.9115942266506267
554,DI,Morehead State,Lauren,Rokey,15.53482770117325,6.847360185890092
555,DI,Jacksonville State,Mackenzie,Rombach,17.67063748183037,6.252337933615255
556,DI,USF,Erica,Ronda,32.064531454702845,4.419169848375863
557,DI,Texas A&M Corpus Christi,Olivia,Rook,19.980380965908225,7.2200484380277095
558,DI,UNC Wilmington,Raquel,Rooney,26.31735511138061,2.921008456886531
559,DI,Cal State Northridge,Cassidy,Rosso,22.029043612977407,7.33518683873493
560,DI,Saint Mary's,Payton,Rund,43.9578787697813,3.3008923208413643
561,DI,Cal State Northridge,Autumn,Russell,24.386495718819898,4.005290900974092
562,DI,FGCU,Alanya,Ryan,20.04008396039992,4.181536707287094
563,DI,Jacksonville,Bethany,Salapek,15.202477190132237,5.630038830606656
564,DI,Santa Clara,Tatiana,San Juan,20.90693213774743,4.242047736955689
565,DI,New Orleans,Cara,Sander,29.098818305080922,4.1615530179238895
566,DI,Abilene Christian,Maybeth,Sandercox,17.8035085453468,6.9867932901161875
567,DI,Grand Canyon,Katie,Sarber,31.45861168428783,5.075055585451112
568,DI,TCU,Brooke,Sassin,37.16818187841848,3.397380429032811
569,DI,FIU,Anabela,Sataric,30.977787287213403,3.583038895137106
570,DI,Cal State Northridge,Katie,Sato,36.72622024569957,4.277761652620786
571,DI,Portland,Sarah,Savoca,21.86387220651309,4.65129473107371
572,DI,FAU,Carly,Scarborough,36.704252161780666,3.2476057704996353
573,DI,Cal,Caroline,Schafer,33.33387494940427,2.9387477556757546
574,DI,TCU,Molly,Scheel,34.793259068212386,3.126426979847875
575,DI,Nebraska,Jasmine,Schmidt,17.94918721018337,5.125951787444996
576,DI,Jacksonville State,Shayla,Schmidt,23.47582561228154,4.134093518236577
577,DI,Central Arkansas,Kimberly,Schnars,26.048196995122044,4.633093198529614
578,DI,South Carolina,Carly,Schneider,34.19925061837857,2.821091188160278
579,DI,San Jose State University,Lyndi,Scholl,32.01685168792181,3.910372932869562
580,DI,Hawaii,Ka'iwi,Schucht,54.30936576442956,3.045075647748121
581,DI,New Orleans,Jordan,Schumacher,25.74974879323498,3.6077937575350014
582,DI,Washington,Courtney,Schwan,39.77920080195237,3.098019701287908
583,DI,Portland,McKenzie,Schwan,14.540670292175841,5.158073042681246
584,DI,Oregon,Maggie,Scott,18.52506036080097,5.009364478031306
585,DI,ULM,Maile,Sellers,29.853399477868823,3.573483470506242
586,DI,Stanford,Blake,Sharp,28.695793618737437,4.057715749925485
587,DI,Abilene Christian,Kennedy,Shelstead,16.6478825597756,5.228827320697959
588,DI,Pacific,Andie,Shelton,27.637835388240475,4.144943194770947
589,DI,Jacksonville,Savannah,Siegrist,28.87781623956055,3.6508988590886453
590,DI,FAU,Amanda,Silva,42.59710743821771,3.213067774160295
591,DI,Houston Baptist,Katya,Silveira,26.955725145415972,3.2035072392081045
592,DI,UCLA,Savvy,Simo,39.550911254043946,2.685141968604715
593,DI,Boise State,Cassedi,Simon,21.37903204258138,7.557783669176263
594,DI,Texas A&M Corpus Christi,Chloe,Simon,16.909587264506847,5.3483894885835115
595,DI,LMU,Cierra,Simpson,29.428375543137005,4.274852216575686
596,DI,USC,Brianna,Sizemore,21.698594493841536,5.215070764647623
597,DI,South Carolina,Caroline,Skaff,27.104622805670548,4.994620818980138
598,DI,USC,Sammy,Slater,45.4421508073443,2.560988787251943
599,DI,LMU,Savannah,Slattery,42.38700487512151,3.1342168323099324
600,DI,Nebraska,Sami,Slaughter,23.382110854372144,4.907544120094567
601,DI,Austin Peay State,Ashley,Slay,22.960033079835146,4.092640621499429
602,DI,Stanford,Amelia,Smith,41.17246473185392,3.1450670456696668
603,DI,ULM,Bailey,Smith,14.308059552112638,3.810453305585205
604,DI,Abilene Christian,Jacey,Smith,19.714940309053567,4.841189378071879
605,DI,UNC Wilmington,Kati,Smith,25.0,8.333333333333334
606,DI,South Carolina,Katie,Smith,47.87194357685874,3.0861663898604657
607,DI,Missouri State,Veronica,Snelling,28.910656153689054,5.0947835734242
608,DI,Cal Poly SLO,Emily,Sonny,42.61850179669493,3.588116795895531
609,DI,South Carolina,Hannah,Sorensen,22.23887609073958,7.762853399345277
610,DI,Boise State,Skye,Southwick,17.90178137457347,5.28270038439907
611,DI,UCLA,Sarah,Sponcil,47.47170037641142,2.6179699508765752
612,DI,Utah,Lauren,Sproule,25.282070991482325,5.062144402356555
613,DI,Grand Canyon,Jessica,Stansfield,30.947692714676695,3.751992003141348
614,DI,Georgia State,Olivia,Stasevich,37.911859425813375,3.0849408146400257
615,DI,Portland,Tani,Stephens,29.839423801854903,4.870128848979375
616,DI,Mercer,Sarah,Stewart,19.77652317319431,7.422756410359512
617,DI,Austin Peay State,Chloe,Stitt,18.863186744108454,3.981368759904377
618,DI,Cal Poly SLO,Jamie,Stivers,30.538659842931413,6.958734272329108
619,DI,Nebraska,Lauren,Stivrins,31.262500108715564,4.477906114238801
620,DI,Oregon,Ronika,Stone,18.52506036080097,5.009364478031306
621,DI,San Jose State University,Hayley,Sturgeon,21.08599436007395,5.0468998600422985
622,DI,Cal State Bakersfield,Desiree,Sukhov,32.658823711264866,3.816967930890665
623,DI,Jacksonville,Mackenzie,Swan,27.62615204685586,4.246044255874654
624,DI,Nebraska,Jazz,Sweat,21.856232401656214,4.886233106840314
625,DI,"Cal State University, Sacramento",Paige,Swinney,26.177908833257725,4.996792357538288
626,DI,Nebraska,Anezka,Szabo,24.011444587905192,7.978453696501336
627,DI,Austin Peay State,Kaylee,Taff,20.523531527118983,4.002093387481545
628,DI,"Cal State University, Sacramento",Skyler,Takeda,21.059105547466064,4.041056119913371
629,DI,New Mexico,Yasmin,Tan,27.49291002232293,3.9993819957048924
630,DI,South Carolina,Macie,Tendrich,35.55214377415996,2.8218094954647572
631,DI,TCU,Jordan,Terral,18.485806223116317,6.331831866285572
632,DI,Austin Peay State,Katelyn,Theiss,24.663131434779373,4.1152362412745545
633,DI,FIU,Helene,Thelle,19.819954216274382,7.404479477017891
634,DI,UNC Wilmington,Jaime,Thomas,24.321478678116737,2.976093978633481
635,DI,USC,Lainy,Thomas,24.49715753453428,7.178501235251028
636,DI,Stetson,Sammee,Thomas,44.69886340490416,3.4333758953162157
637,DI,FIU,Taija,Thomas,34.80567867299942,3.1552467156241137
638,DI,San Jose State University,Ryann,Thomison,28.02834504503888,6.181709948792428
639,DI,Portland,Cali,Thompson,29.839423801854903,4.870128848979375
640,DI,UNF,Sadie,Thurston,25.0,8.333333333333334
641,DI,LSU,Gina,Tillis,24.311536434654244,4.060340174607711
642,DI,Central Arkansas,Hayley,Tippett,37.87332814200017,3.679043373181483
643,DI,Coastal Carolina,Aristea,Tontai,12.89031382728101,5.501875523997281
644,DI,USF,Julia,Topor,30.214508788221753,4.401743792814792
645,DI,Florida State,Eva,Torruella,38.090625093668386,4.1107430100389895
646,DI,Grand Canyon,Hannah,Towne,42.61298333064098,3.1888790538009895
647,DI,Austin Peay State,Haley,Turner,21.773437898907705,4.008645182855665
648,DI,Grand Canyon,Molly,Turner,40.822450322468185,3.2171692910404235
649,DI,New Mexico,Lauren,Twitty,29.95979040696297,3.815461685334524
650,DI,Grand Canyon,Anna,Unnasch,26.027048466315055,8.040397892163803
651,DI,Georgia State,Annika,Van Gunst,46.03794284919333,2.792120914270398
652,DI,Georgia State,Teegan,Van Gunst,47.90025173467264,2.7575846193496756
653,DI,Utah,Alexa,Van Komen,21.680646203054003,6.04013483933494
654,DI,Cal Poly SLO,Adlee,Van Winden,36.353446406457486,3.377870883828384
655,DI,Cal Poly SLO,Torrey,Van Winden,45.789006290211226,3.209873768358944
656,DI,FGCU,Courtney,VanLiew,20.92261687549819,6.0652458149912265
657,DI,Oregon,Lindsey,Vander Weide,24.707564039860365,6.551954884374962
658,DI,Stetson,Julie,Varga,27.656409832378934,3.626097213281423
659,DI,South Carolina,Jess,Vastine,20.325368486372238,3.725310932005896
660,DI,New Orleans,Brianna,Vega,23.5014367079385,3.660010372318811
661,DI,College of Charleston,Brittany,Velez,26.192207687938403,7.880954764563818
662,DI,San Jose State University,Fernanda,Vido,22.983567696639348,7.76653413458369
663,DI,Stanford,Sunny,Villapando,50.47966790387919,3.1580761605918726
664,DI,Houston Baptist,Mikayla,Vivens,20.887908983455716,4.343690757439573
665,DI,Morehead State,Jessie,Wachtman,19.170630172507405,6.641433936949204
666,DI,UNF,Mallory,Waggoner,30.09071340723069,4.7913759628229675
667,DI,Austin Peay State,Caroline,Waite,18.213754159420397,5.226082304977945
668,DI,Cal,Abby,Waldburger,26.41439874276054,7.8441432552550605
669,DI,Texas A&M Corpus Christi,Kayla,Walker,16.92321116719997,4.960818735808786
670,DI,Abilene Christian,Lauren,Walker,14.15197651378963,5.246036700278434
671,DI,FIU,Mackenzie,Walker,26.223500413486736,7.9375391178254535
672,DI,Boise State,Janell,Walley,40.274375258619244,4.88955064788935
673,DI,Grand Canyon,Jamie,Walsh,31.510494640534702,3.2851354975572438
674,DI,New Orleans,Maxine,Walsh,20.51093951367159,4.622627668274997
675,DI,Arizona,Sara,Watanabe,20.332862956760103,6.338290729614316
676,DI,Boise State,Maya,Watkins,21.835038924109433,4.97062632946116
677,DI,Hawaii,Laurel,Weaver,43.55487801956908,2.6476438730369125
678,DI,ULM,McKenna,Webster,17.350061981971134,6.712840626161058
679,DI,Georgia State,Brooke,Weiner,38.23672641754084,2.8437976982168265
680,DI,Abilene Christian,Amy,Weiss,14.729050092109583,5.011656506717474
681,DI,TCU,Jordan,Westendorf,32.673756067529546,3.0117841017436935
682,DI,Houston Baptist,Danielle,Wheeler,21.278467999666223,3.758011806167138
683,DI,FGCU,Kayla,Whetstone,28.172708272159436,3.347260507171277
684,DI,LMU,Kekai,Whitford,24.31671812953193,3.8020139001165107
685,DI,Cal State Bakersfield,Sydney,Wicks,14.501567753465517,5.832225788214663
686,DI,TCU,Kristy,Wieser,28.645100640360894,5.00470780804633
687,DI,Saint Mary's,Madi,Wilkerson,27.813206813696052,3.640010029856188
688,DI,Jacksonville State,Katie,Will,23.853740002999572,4.905502032966725
689,DI,Portland,Carey,Williams,28.916998814804295,4.79867013365209
690,DI,Cal State Northridge,Nickeisha,Williams,25.9611412607328,3.985098340278245
691,DI,South Carolina,Shannon,Williams,42.93280656393912,3.047557338650814
692,DI,New Mexico,Abbey,Wilson,22.52035687935999,3.8709511089824837
693,DI,Coastal Carolina,Kinga,Windisch,20.319788513062047,4.630053410358397
694,DI,Pacific,Skylar,Wine,34.802592069599044,3.6787909150091314
695,DI,Mercer,Emilee,Wissmach,22.307951588614525,4.694757036807056
696,DI,ASU,Kara,Woodard,25.24589168334427,5.064346864617338
697,DI,Houston Baptist,Jessica,Wooten,48.07320379779415,3.359193324732422
698,DI,UNF,Callie,Workman,27.308083151311074,3.706153250280026
699,DI,Cal Poly SLO,Kassandra,Wright,25.0,8.333333333333334
700,DI,Missouri State,Lynsey,Wright,20.402079736442015,5.037176659260545
701,DI,UCLA,Madi,Yeomans,35.49643634541765,3.5275977366266296
702,DI,LSU,Kahlee,York,28.560169853708906,7.5087228149291425
703,DI,Texas A&M Corpus Christi,Rachel,Young,31.477513660052256,3.9461137607404217
704,DI,LSU,Riley,Young,31.4320458942578,2.820508858696129
705,DI,Saint Mary's,Sienna,Young,28.410218456793725,3.8027626253156877
706,DI,Hawaii,Hannah,Zalopany,36.06087759659805,2.8111885182318885
707,DI,UCLA,Elise,Zappia,39.064638992014956,2.611037208384868
708,DI,San Jose State University,Kaitlynn,Zdroik,20.102875986113673,4.219001131873908
709,DI,FIU,Erika,Zembyla,35.473685493545375,3.229849386424636
