division,compID,location,date,college,first_name,last_name,position,result,score
DIII,909,"Kingsville, Tx",2018-03-02,Principia,Cha Cha,Fisher,2,1,"15-21, 21-8, 15-13"
DIII,909,"Kingsville, Tx",2018-03-02,Huntingdon,Cheyenne,Scarborough,3,0,"21-10, 21-16"
DIII,909,"Kingsville, Tx",2018-03-02,Huntingdon,Addison,Genard,3,0,"21-10, 21-16"
DIII,909,"Kingsville, Tx",2018-03-02,Principia,Emelie,Frederikson,3,1,"21-10, 21-16"
DIII,909,"Kingsville, Tx",2018-03-02,Principia,Amanda,Roberts,3,1,"21-10, 21-16"
DIII,909,"Kingsville, Tx",2018-03-02,Huntingdon,Lexie,DeVuyst,4,1,"21-11, 21-11"
DIII,909,"Kingsville, Tx",2018-03-02,Huntingdon,Shelby,McAllister,4,1,"21-11, 21-11"
DIII,909,"Kingsville, Tx",2018-03-02,Principia,Victoria,Vandiver,4,0,"21-11, 21-11"
DIII,909,"Kingsville, Tx",2018-03-02,Principia,Makena,Patterson,4,0,"21-11, 21-11"
DIII,909,"Kingsville, Tx",2018-03-02,Huntingdon,Amy,Tyma,5,1,"14-21, 21-18, 15-12"
DIII,909,"Kingsville, Tx",2018-03-02,Huntingdon,April,Reese,5,1,"14-21, 21-18, 15-12"
DIII,909,"Kingsville, Tx",2018-03-02,Principia,Sarah,Ungerleider,5,0,"14-21, 21-18, 15-12"
DIII,909,"Kingsville, Tx",2018-03-02,Principia,Mesa,Goebel,5,0,"14-21, 21-18, 15-12"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Cecily,Gable,1,0,"21-14, 21-11"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Ginny,Gerig,1,0,"21-14, 21-11"
DI,910,"Covington, LA",2018-03-02,ULM,Gabby,Love,1,1,"21-14, 21-11"
DI,910,"Covington, LA",2018-03-02,ULM,Grace,Convey,1,1,"21-14, 21-11"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Haley,Turner,2,0,"20-22, 21-18, 18-16"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Jenna,Panning,2,0,"20-22, 21-18, 18-16"
DI,910,"Covington, LA",2018-03-02,ULM,Kayla,Gallant,2,1,"20-22, 21-18, 18-16"
DI,910,"Covington, LA",2018-03-02,ULM,Maile,Sellers,2,1,"20-22, 21-18, 18-16"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Caroline,Waite,3,0,"21-9, 21-10"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Brooke,Moore,3,0,"21-9, 21-10"
DI,910,"Covington, LA",2018-03-02,ULM,Catherine,Griffith,3,1,"21-9, 21-10"
DI,910,"Covington, LA",2018-03-02,ULM,Rebecca,Brown,3,1,"21-9, 21-10"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Kaylee,Taff,4,0,"21-15, 21-19"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Katelyn,Theiss,4,0,"21-15, 21-19"
DI,910,"Covington, LA",2018-03-02,ULM,Bailey,Smith,4,1,"21-15, 21-19"
DI,910,"Covington, LA",2018-03-02,ULM,Allie,Kemp,4,1,"21-15, 21-19"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Chloe,Stitt,5,0,"15-21, 21-15, 15-9"
DI,910,"Covington, LA",2018-03-02,Austin Peay State ,Ashley,Slay,5,0,"15-21, 21-15, 15-9"
DI,910,"Covington, LA",2018-03-02,ULM,Taylor ,Meyer,5,1,"15-21, 21-15, 15-9"
DI,910,"Covington, LA",2018-03-02,ULM,Holland,Ponthieux,5,1,"15-21, 21-15, 15-9"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Cha Cha,Fisher,1,0,"21-14, 21-9"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Devon,Marunde,1,0,"21-14, 21-9"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson,Katie,Leftridge,1,1,"21-14, 21-9"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson,Lauren,Weaver,1,1,"21-14, 21-9"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Jessica,Bayne,2,0,"21-9, 21-13"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Nikki,Matters,2,0,"21-9, 21-13"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson,Darian,Hileman,2,1,"21-9, 21-13"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson,Jessi,Freeman,2,1,"21-9, 21-13"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Victoria,Vandiver,3,0,"21-11, 21-16"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Makena,Patterson,3,0,"21-11, 21-16"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson,Lizi,Cudal,3,1,"21-11, 21-16"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson,Trang,Christensen,3,1,"21-11, 21-16"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Amanda,Roberts,4,0,"21-17, 21-17"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Emma,Herman,4,0,"21-17, 21-17"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson,Julie,Nightwine,4,1,"21-17, 21-17"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson, Victoria ,Prokic,4,1,"21-17, 21-17"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Sarah,Ungerleider,5,0,"21-15, 21-9"
DIII,911,"Kingsville, Tx",2018-03-02,Principia,Mesa,Goebel,5,0,"21-15, 21-9"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson,Katie,McGuire,5,1,"21-15, 21-9"
DIII,911,"Kingsville, Tx",2018-03-02,Stevenson,Sarah,Riggin,5,1,"21-15, 21-9"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Jessica,Wooten,1,1,"21-18, 21-15"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Aeriel,Horton,1,1,"21-18, 21-15"
DI,912,"Covington, LA",2018-03-02,UAB,Kenley,Adams,1,0,"21-18, 21-15"
DI,912,"Covington, LA",2018-03-02,UAB,Avei,Logoleo,1,0,"21-18, 21-15"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Tori,Hinojosa,2,1,"21-17, 21-15"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Kayla,Armer,2,1,"21-17, 21-15"
DI,912,"Covington, LA",2018-03-02,UAB,Tressa,Buckland,2,0,"21-17, 21-15"
DI,912,"Covington, LA",2018-03-02,UAB,Devon,May,2,0,"21-17, 21-15"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Katya,Silveira,3,1,"21-13, 24-22"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Bailey,Banks,3,1,"21-13, 24-22"
DI,912,"Covington, LA",2018-03-02,UAB,Erin,Bognar,3,0,"21-13, 24-22"
DI,912,"Covington, LA",2018-03-02,UAB,Emily,Martinez,3,0,"21-13, 24-22"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Brennan,Miller,4,1,"21-18, 21-9"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Danielle,Wheeler,4,1,"21-18, 21-9"
DI,912,"Covington, LA",2018-03-02,UAB,Gabbi,Moreno,4,0,"21-18, 21-9"
DI,912,"Covington, LA",2018-03-02,UAB,Haley,Jared,4,0,"21-18, 21-9"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Kali,Fluke,5,0,"21-19,21-16"
DI,912,"Covington, LA",2018-03-02,Houston Baptist,Meagan,Carter,5,0,"21-19,21-16"
DI,912,"Covington, LA",2018-03-02,UAB,Sallianne,Napolitano,5,1,"21-19,21-16"
DI,912,"Covington, LA",2018-03-02,UAB,Rachel,Evans,5,1,"21-19,21-16"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Jessie,Wachtman,1,0,"21-13, 21-12"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Liz,Allen,1,0,"21-13, 21-12"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Emily,Bowen,1,1,"21-13, 21-12"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Carlee,Baxter,1,1,"21-13, 21-12"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Chandler,Clark,2,0,"21-16, 21-17"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Olivia,Lohmeier,2,0,"21-16, 21-17"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Hannah,Tannone,2,1,"21-16, 21-17"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Amber,Lake,2,1,"21-16, 21-17"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Karlee,Reynolds,3,0,"21-15, 21-18"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Alyssa,Cecil,3,0,"21-15, 21-18"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Laura,Embry,3,1,"21-15, 21-18"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Salla,Rautiainen,3,1,"21-15, 21-18"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Lauren,Rokey,4,1,"21-19, 21-13"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Jordan,Jones,4,1,"21-19, 21-13"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Teryn,Mills,4,0,"21-19, 21-13"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Molly,Fusarelli,4,0,"21-19, 21-13"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Danielle,McCarson,5,1,"22-24, 21-12, 15-12"
DI,913,"St Petersburg, Fl",2018-03-02,Morehead State,Maddie,Fella,5,1,"22-24, 21-12, 15-12"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Kaxandra,Naranjo,5,0,"22-24, 21-12, 15-12"
NAIA,913,"St Petersburg, Fl",2018-03-02,Webber,Jessica,Terry,5,0,"22-24, 21-12, 15-12"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Sorrel ,Houghton,1,1,"21-19, 17-21, 15-11"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Melissa,Elias,1,1,"21-19, 17-21, 15-11"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Emily,Bowen,1,0,"21-19, 17-21, 15-11"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Carlee,Baxter,1,0,"21-19, 17-21, 15-11"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Gabbi,Pacatte,2,1,"21-19, 21-16"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Leigh,Buttner,2,1,"21-19, 21-16"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Hannah,Tannone,2,0,"21-19, 21-16"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Amber,Lake,2,0,"21-19, 21-16"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Nicole,Dominguez,3,0,"21-19, 15-21, 15-12"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Katie,McKiel,3,0,"21-19, 15-21, 15-12"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Salla,Rautiainen,3,1,"21-19, 15-21, 15-12"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Laura,Embry,3,1,"21-19, 15-21, 15-12"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Sarah,Moore,4,1,"21-15, 21-13"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Taylor,George,4,1,"21-15, 21-13"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Teryn,Mills,4,0,"21-15, 21-13"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Molly,Fusarelli,4,0,"21-15, 21-13"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Claire,Blumenthal,5,1,"21-14, 21-13"
DII,914,"St Petersburg, Fl",2018-03-02,Tampa,Alexandra,Misca,5,1,"21-14, 21-13"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Kaxandra,Naranjo,5,0,"21-14, 21-13"
NAIA,914,"St Petersburg, Fl",2018-03-02,Webber,Jessica,Terry,5,0,"21-14, 21-13"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Kaitlyn,Sibson,1,1,"21-14, 21-11"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Paula,Hoffman,1,1,"21-14, 21-11"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Emily,Bowen,1,0,"21-14, 21-11"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Carlee,Baxter,1,0,"21-14, 21-11"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Mackenzie,Redner,2,1,"21-6, 17-21, 15-12"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Savanna,Cary,2,1,"21-6, 17-21, 15-12"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Amber,Lake,2,0,"21-6, 17-21, 15-12"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Hannah,Tannone,2,0,"21-6, 17-21, 15-12"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Madison ,Whiting,3,1,"21-14, 19-21, 15-8"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Arielle,Erillo,3,1,"21-14, 19-21, 15-8"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Laura,Embry,3,0,"21-14, 19-21, 15-8"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Salla,Rautiainen,3,0,"21-14, 19-21, 15-8"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Kali,Boatwright,4,1,"21-13, 21-8"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Stephanie,Bogda,4,1,"21-13, 21-8"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Kobi,Allston,4,0,"21-13, 21-8"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Molly,Fusarelli,4,0,"21-13, 21-8"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Jordan,Duffy,5,1,"21-18, 21-6"
DII,915,"St Petersburg, Fl",2018-03-02,Eckerd ,Rachel,Cornatzer,5,1,"21-18, 21-6"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Teryn,Mills,5,0,"21-18, 21-6"
NAIA,915,"St Petersburg, Fl",2018-03-02,Webber,Jessica,Terry,5,0,"21-18, 21-6"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Anna,Tovo,1,0,"21-11, 21-13"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Allie,Geary,1,0,"21-11, 21-13"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Carlee,Baxter,1,1,"21-11, 21-13"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Emily,Bowen,1,1,"21-11, 21-13"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Kayla,Trefren,2,0,"21-17, 21-19"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Lauren,Kenny,2,0,"21-17, 21-19"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Amber,Lake,2,1,"21-17, 21-19"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Hannah,Tannone,2,1,"21-17, 21-19"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Sydney,Marshall,3,1,"21-17, 24-22"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Makena,Wilson,3,1,"21-17, 24-22"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Laura,Embry,3,0,"21-17, 24-22"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Salla,Rautiainen,3,0,"21-17, 24-22"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Katie,Lowe,4,0,"21-11, 18-21, 15-13"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Katelin,Umberhandt,4,0,"21-11, 18-21, 15-13"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Molly,Fusarelli,4,1,"21-11, 18-21, 15-13"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Kobi,Allston,4,1,"21-11, 18-21, 15-13"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Kayla,Dumon,5,1,"21-12, 21-19"
DII,916,"St Petersburg, Fl",2018-03-02,Florida Southern,Katie,Bergeron,5,1,"21-12, 21-19"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Jessica,Terry,5,0,"21-12, 21-19"
NAIA,916,"St Petersburg, Fl",2018-03-02,Webber,Teryn,Mills,5,0,"21-12, 21-19"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Allie,Geary,1,0,"21-12,21-11"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Anna,Tovo,1,0,"21-12,21-11"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Melissa,Elias,1,1,"21-12,21-11"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Sorrel ,Houghton,1,1,"21-12,21-11"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Kayla,Trefren,2,1,"21-12, 19-21, 15-11"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Lauren,Kenny,2,1,"21-12, 19-21, 15-11"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Gabbi,Pacatte,2,0,"21-12, 19-21, 15-11"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Leigh,Buttner,2,0,"21-12, 19-21, 15-11"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Sydney,Marshall,3,0,"21-10, 18-21, 15-10"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Makena,Wilson,3,0,"21-10, 18-21, 15-10"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Katie,McKiel,3,1,"21-10, 18-21, 15-10"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Nicole,Dominguez,3,1,"21-10, 18-21, 15-10"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Katie,Lowe,4,0,"21-19, 21-14"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Katelin,Umberhandt,4,0,"21-19, 21-14"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Taylor,George,4,1,"21-19, 21-14"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Sarah,Moore,4,1,"21-19, 21-14"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Morgan,Cleary,5,0,"21-6, 21-8"
DII,917,"St Petersburg, Fl",2018-03-02,Florida Southern,Emily,Jones,5,0,"21-6, 21-8"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Alexandra,Misca,5,1,"21-6, 21-8"
DII,917,"St Petersburg, Fl",2018-03-02,Tampa,Claire,Blumenthal,5,1,"21-6, 21-8"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Tiffany,Creamer,1,1,"12-21, 21-18, 15-11"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Teegan,Van Gunst,1,1,"12-21, 21-18, 15-11"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Selina,Marolf,1,0,"12-21, 21-18, 15-11"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Abigail,Devido,1,0,"12-21, 21-18, 15-11"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Brooke,Weiner,2,1,"21-12, 21-18"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Annika,Van Gunst,2,1,"21-12, 21-18"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Madison,Green,2,0,"21-12, 21-18"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Rachel,Young,2,0,"21-12, 21-18"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Mattie,Johnson,3,1,"21-17, 21-11"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Meagan,McCall,3,1,"21-17, 21-11"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Demi,McInnis,3,0,"21-17, 21-11"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Madi,Fitzsimmons,3,0,"21-17, 21-11"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Kate,Novack,4,1,"21-14, 21-9"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Amie ,Held,4,1,"21-14, 21-9"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Jenna,Krenek,4,0,"21-14, 21-9"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Chloe,Simon,4,0,"21-14, 21-9"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Ashley,McGinn,5,1,"21-13, 21-13"
DI,945," St. Augustine, Fl ",2018-03-02,Georgia State,Eden,Hawes,5,1,"21-13, 21-13"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Naomi,Overstreet,5,0,"21-13, 21-13"
DI,945," St. Augustine, Fl ",2018-03-02,Texas A&M Corpus Christi,Kayla,Walker,5,0,"21-13, 21-13"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Charis,Ludtke,1,0,"21-19, 23-21"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Katie,Will,1,0,"21-19, 23-21"
DI,950,"Covington, La",2018-03-02,UAB,Avei,Logoleo,1,1,"21-19, 23-21"
DI,950,"Covington, La",2018-03-02,UAB,Kenley,Adams,1,1,"21-19, 23-21"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Sadie,Anderson,2,0,"23-25, 21-16, 15-11"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Hannah,Kirk,2,0,"23-25, 21-16, 15-11"
DI,950,"Covington, La",2018-03-02,UAB,Tressa,Buckland,2,1,"23-25, 21-16, 15-11"
DI,950,"Covington, La",2018-03-02,UAB,Devon,May,2,1,"23-25, 21-16, 15-11"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Grace,Jarnagin,3,0,"21-15, 21-15"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Sam,Bogdan,3,0,"21-15, 21-15"
DI,950,"Covington, La",2018-03-02,UAB,Erin,Bognar,3,1,"21-15, 21-15"
DI,950,"Covington, La",2018-03-02,UAB,Emily,Martinez,3,1,"21-15, 21-15"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Maddie,Cloutier,4,0,"21-13, 21-10"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Bethany,Randall,4,0,"21-13, 21-10"
DI,950,"Covington, La",2018-03-02,UAB,Gabbi,Moreno,4,1,"21-13, 21-10"
DI,950,"Covington, La",2018-03-02,UAB,Haley,Jared,4,1,"21-13, 21-10"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Kayla,Frear,5,0,"21-16, 21-17"
DI,950,"Covington, La",2018-03-02,Jacksonville State,Hailey,Hughes,5,0,"21-16, 21-17"
DI,950,"Covington, La",2018-03-02,UAB,Annie,Pringle,5,1,"21-16, 21-17"
DI,950,"Covington, La",2018-03-02,UAB,Sallianne,Napolitano,5,1,"21-16, 21-17"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Mackenzie,Redner,1,1,"21-19, 21-15"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Savanna,Cary,1,1,"21-19, 21-15"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Jessie,Wachtman,1,0,"21-19, 21-15"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Liz,Allen,1,0,"21-19, 21-15"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Paula,Hoffman,2,1,"21-13, 21-11"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Kaitlyn,Sibson,2,1,"21-13, 21-11"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Chandler,Clark,2,0,"21-13, 21-11"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Olivia,Lohmeier,2,0,"21-13, 21-11"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Madison ,Whiting,3,1,"21-4, 21-6"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Arielle,Erillo,3,1,"21-4, 21-6"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Karlee,Reynolds,3,0,"21-4, 21-6"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Jessica ,Hall,3,0,"21-4, 21-6"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Abigail,O'Ferrell,4,1,"21-18, 21-10"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Stephanie,Bogda,4,1,"21-18, 21-10"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Lauren,Rokey,4,0,"21-18, 21-10"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Jordan,Jones,4,0,"21-18, 21-10"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Jordan,Duffy,5,1,"21-12, 21-13"
DII,981,"St Petersburg, Fl",2018-03-02,Eckerd ,Rachel,Cornatzer,5,1,"21-12, 21-13"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Danielle,McCarson,5,0,"21-12, 21-13"
DI,981,"St Petersburg, Fl",2018-03-02,Morehead State,Maddie,Fella,5,0,"21-12, 21-13"
DI,987,"Covington, LA",2018-03-02,New Orleans,Cara,Sander,1,1,"21-17, 21-16"
DI,987,"Covington, LA",2018-03-02,New Orleans,Rachel,Kuhn,1,1,"21-17, 21-16"
DI,987,"Covington, LA",2018-03-02,ULM,Grace,Convey,1,0,"21-17, 21-16"
DI,987,"Covington, LA",2018-03-02,ULM,Gabby,Love,1,0,"21-17, 21-16"
DI,987,"Covington, LA",2018-03-02,New Orleans,Victoria,Corcoran,2,0,"21-16, 21-16"
DI,987,"Covington, LA",2018-03-02,New Orleans,Veronica,Corcoran,2,0,"21-16, 21-16"
DI,987,"Covington, LA",2018-03-02,ULM,Kayla,Gallant,2,1,"21-16, 21-16"
DI,987,"Covington, LA",2018-03-02,ULM,Maile,Sellers,2,1,"21-16, 21-16"
DI,987,"Covington, LA",2018-03-02,New Orleans,Kaitlyn,Grice,3,0,"21-11, 21-16"
DI,987,"Covington, LA",2018-03-02,New Orleans,Jordan,Schumacher,3,0,"21-11, 21-16"
DI,987,"Covington, LA",2018-03-02,ULM,Catherine,Griffith,3,1,"21-11, 21-16"
DI,987,"Covington, LA",2018-03-02,ULM,Rebecca,Brown,3,1,"21-11, 21-16"
DI,987,"Covington, LA",2018-03-02,New Orleans,Brianna,Vega,4,1,"21-18, 23-21"
DI,987,"Covington, LA",2018-03-02,New Orleans,Madison,Miller,4,1,"21-18, 23-21"
DI,987,"Covington, LA",2018-03-02,ULM,Allie,Kemp,4,0,"21-18, 23-21"
DI,987,"Covington, LA",2018-03-02,ULM,Bailey,Smith,4,0,"21-18, 23-21"
DI,987,"Covington, LA",2018-03-02,New Orleans,Rhyan ,Rand,5,0,"19-21, 21-15, 15-9"
DI,987,"Covington, LA",2018-03-02,New Orleans,Blessings,Dunn,5,0,"19-21, 21-15, 15-9"
DI,987,"Covington, LA",2018-03-02,ULM,Holland,Ponthieux,5,1,"19-21, 21-15, 15-9"
DI,987,"Covington, LA",2018-03-02,ULM,Taylor ,Meyer,5,1,"19-21, 21-15, 15-9"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Kelli,Iverson,1,1,"21-9, 21-11"
DI,992,"Phoenix, Az",2018-03-02,Grand Canyon,Molly,Turner,1,1,"21-9, 21-11"
