division,compID,location,date,college,first_name,last_name,position,result,score
DI,1613,"Conway, Ar",2018-04-13,Austin Peay State ,Ashley,Slay,4,0,"21-9, 21-15"
DI,1613,"Conway, Ar",2018-04-13,Central Arkansas,Delaney,Driver,4,1,"21-9, 21-15"
DI,1613,"Conway, Ar",2018-04-13,Central Arkansas,MC,Rogers,4,1,"21-9, 21-15"
DI,1613,"Conway, Ar",2018-04-13,Austin Peay State ,Kaylee,Taff,5,0,"21-13, 21-14"
DI,1613,"Conway, Ar",2018-04-13,Austin Peay State ,Chloe,Stitt,5,0,"21-13, 21-14"
DI,1613,"Conway, Ar",2018-04-13,Central Arkansas,Mackenzie ,Dear,5,1,"21-13, 21-14"
DI,1613,"Conway, Ar",2018-04-13,Central Arkansas,Shelby,Holmes,5,1,"21-13, 21-14"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Krissy,Mummey,1,0,"16-21, 21-19, 15-13"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Katja,Ehlers,1,0,"16-21, 21-19, 15-13"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Veronica,Snelling,1,1,"16-21, 21-19, 15-13"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Taylor,Fricano,1,1,"16-21, 21-19, 15-13"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Devon,Rachel,2,1,"21-10, 21-10"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Mckala,Rhodes,2,1,"21-10, 21-10"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Kelsey,Larsen,2,0,"21-10, 21-10"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Julia,Hanson,2,0,"21-10, 21-10"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Kennedy,Madison,3,1,"21-12, 21-11"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Riana ,Brennan,3,1,"21-12, 21-11"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Sam,Brinkmann,3,0,"21-12, 21-11"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Mikaela,Mosquera,3,0,"21-12, 21-11"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Logan,Manusky,4,1,"16-21, 21-7, 15-11"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Taylor,Foley,4,1,"16-21, 21-7, 15-11"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Caroline,Finnell,4,0,"16-21, 21-7, 15-11"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Sarah,Demmer,4,0,"16-21, 21-7, 15-11"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Lauren,Freed,5,1,"21-13, 21-16"
DI,1614,"Columbia, S.C.",2018-04-13,College of Charleston,Allison,Beckman,5,1,"21-13, 21-16"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Ivy,Reynolds,5,0,"21-13, 21-16"
DI,1614,"Columbia, S.C.",2018-04-13,Missouri State,Lynsey,Wright,5,0,"21-13, 21-16"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Aleksandra,Djuric,1,1,"21-15, 21-17"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Leah,Hardeman,1,1,"21-15, 21-17"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Veronica,Snelling,1,0,"21-15, 21-17"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Taylor,Fricano,1,0,"21-15, 21-17"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Carla,Cahill,2,1,"21-11, 19-21, 15-12"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Dora,Lulic,2,1,"21-11, 19-21, 15-12"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Mikaela,Mosquera,2,0,"21-11, 19-21, 15-12"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Sam,Brinkmann,2,0,"21-11, 19-21, 15-12"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Shelby,Ladewig,3,0,"21-15, 21-18"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Kinga,Windisch,3,0,"21-15, 21-18"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Julia,Hanson,3,1,"21-15, 21-18"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Kelsey,Larsen,3,1,"21-15, 21-18"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Kyla,Manning,4,1,"21-15, 21-19"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Tanner,Gauthier,4,1,"21-15, 21-19"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Caroline,Finnell,4,0,"21-15, 21-19"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Sarah,Demmer,4,0,"21-15, 21-19"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Haylie,Beck,5,0,"21-11, 21-16"
DI,1615,"Columbia, S.C.",2018-04-13,Coastal Carolina,Autumn,Otto,5,0,"21-11, 21-16"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Lynsey,Wright,5,1,"21-11, 21-16"
DI,1615,"Columbia, S.C.",2018-04-13,Missouri State,Ivy,Reynolds,5,1,"21-11, 21-16"
NAIA,1618,Principia College,2018-04-13,Ottawa,Caitlyn,Cox,1,0,"21-14, 21-7"
NAIA,1618,Principia College,2018-04-13,Ottawa,Destiny,Crowder,1,0,"21-14, 21-7"
DIII,1618,Principia College,2018-04-13,Stevenson,Trang,Christensen,1,1,"21-14, 21-7"
DIII,1618,Principia College,2018-04-13,Stevenson,Annika,Schwartz,1,1,"21-14, 21-7"
NAIA,1618,Principia College,2018-04-13,Ottawa,Brooke,Fearka,2,0,"21-8, 21-11"
NAIA,1618,Principia College,2018-04-13,Ottawa,Makayla,Aspegren,2,0,"21-8, 21-11"
DIII,1618,Principia College,2018-04-13,Stevenson,Katie,Leftridge,2,1,"21-8, 21-11"
DIII,1618,Principia College,2018-04-13,Stevenson,Lauren,Weaver,2,1,"21-8, 21-11"
NAIA,1618,Principia College,2018-04-13,Ottawa,Ayona,Tharps,3,0,"21-9, 21-10"
NAIA,1618,Principia College,2018-04-13,Ottawa,Mikayla,Wheeler,3,0,"21-9, 21-10"
DIII,1618,Principia College,2018-04-13,Stevenson,Jessi,Freeman,3,1,"21-9, 21-10"
DIII,1618,Principia College,2018-04-13,Stevenson,Darian,Hileman,3,1,"21-9, 21-10"
NAIA,1618,Principia College,2018-04-13,Ottawa,Jordan,Wood,4,0,"21-13, 21-5"
NAIA,1618,Principia College,2018-04-13,Ottawa,Marissa,Chalmers,4,0,"21-13, 21-5"
DIII,1618,Principia College,2018-04-13,Stevenson,Julie,Nightwine,4,1,"21-13, 21-5"
DIII,1618,Principia College,2018-04-13,Stevenson, Victoria ,Prokic,4,1,"21-13, 21-5"
NAIA,1618,Principia College,2018-04-13,Ottawa,Courtney,Wheeler,5,0,"21-9, 21-16"
NAIA,1618,Principia College,2018-04-13,Ottawa,Paige,Krone,5,0,"21-9, 21-16"
DIII,1618,Principia College,2018-04-13,Stevenson,Emily,Castro,5,1,"21-9, 21-16"
DIII,1618,Principia College,2018-04-13,Stevenson,Lizi,Cudal,5,1,"21-9, 21-16"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Kat,McCullough,1,0,"21-12, 21-13"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Jackie,Woods,1,0,"21-12, 21-13"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Kayla,Tinker,1,1,"21-12, 21-13"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Gabby,Morrison,1,1,"21-12, 21-13"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Kassandra,Renteria,2,0,"21-14, 21-18"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Anokina,Mirzapour,2,0,"21-14, 21-18"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Hannah,Holder,2,1,"21-14, 21-18"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Kelli,Dowell,2,1,"21-14, 21-18"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Dani,Burke,3,0,"21-11, 21-12"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Megan,Block,3,0,"21-11, 21-12"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Charity,Dennis,3,1,"21-11, 21-12"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Dani,Erdelatz,3,1,"21-11, 21-12"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Caitlan,Sammons,4,0,"21-10, 21-19"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Sydney,Nelson,4,0,"21-10, 21-19"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Eliana,Johnson,4,1,"21-10, 21-19"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Karly,Cantu,4,1,"21-10, 21-19"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Pinkie,Ranger,5,0,"18-21, 21-14, 15-10"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Benedictine,Benesia,Rodriguez,5,0,"18-21, 21-14, 15-10"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Bree,Bolton,5,1,"18-21, 21-14, 15-10"
NAIA,1697,"Huntington Beach, Ca",2018-04-13,Vanguard,Karli,Burk,5,1,"18-21, 21-14, 15-10"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Olivia,Macdonald,1,0,"21-16, 21-11"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Natalie,Anselmo,1,0,"21-16, 21-11"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Corinne,Quiggle,1,1,"21-16, 21-11"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Deahna,Kraft,1,1,"21-16, 21-11"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Stephany,Purdue,2,0,"21-9, 21-13"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Hailey,Devlin,2,0,"21-9, 21-13"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Brook,Bauer,2,1,"21-9, 21-13"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Madalyn,Roh,2,1,"21-9, 21-13"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Makenna,Martin,3,0,"21-16, 21-19"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Kacey,Nady,3,0,"21-16, 21-19"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Heidi,Dyer,3,1,"21-16, 21-19"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Gigi,Hernandez,3,1,"21-16, 21-19"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Brooke,Burling,4,1,"21-17, 21-18"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Jonny,Baham,4,1,"21-17, 21-18"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Skylar,Caputo,4,0,"21-17, 21-18"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Alexis,Filippone,4,0,"21-17, 21-18"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Sara,Watanabe,5,0,"21-18, 21-14"
DI,1622,"Zuma Beach, Ca",2018-04-14,Arizona,Caroline,Cordes,5,0,"21-18, 21-14"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Maddie,Dilfer,5,1,"21-18, 21-14"
DI,1622,"Zuma Beach, Ca",2018-04-14,Pepperdine,Nikki,Lyons,5,1,"21-18, 21-14"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Olivia,Macdonald,1,0,"21-13, 21-17"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Natalie,Anselmo,1,0,"21-13, 21-17"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Tia,Miric,1,1,"21-13, 21-17"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Torrey,Van Winden,1,1,"21-13, 21-17"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Stephany,Purdue,2,0,"21-11, 21-15"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Hailey,Devlin,2,0,"21-11, 21-15"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Emily,Sonny,2,1,"21-11, 21-15"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Sam,Manley,2,1,"21-11, 21-15"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Makenna,Martin,3,0,"21-13, 21-17"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Kacey,Nady,3,0,"21-13, 21-17"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Adlee,Van Winden,3,1,"21-13, 21-17"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Taylor,Nelson,3,1,"21-13, 21-17"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Caroline,Cordes,4,0,"21-13, 21-16"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Sara,Watanabe,4,0,"21-13, 21-16"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Raeann,Greisen,4,1,"21-13, 21-16"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Macy,Gordon,4,1,"21-13, 21-16"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Jonny,Baham,5,1,"21-16, 21-18"
DI,1623,"Zuma Beach, Ca",2018-04-14,Arizona,Brooke,Burling,5,1,"21-16, 21-18"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Heather,Pembroke,5,0,"21-16, 21-18"
DI,1623,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Hannah,Hubbard,5,0,"21-16, 21-18"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Mackenzie,Allen,1,0,"21-16, 21-18"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Amanda,Carroll,1,0,"21-16, 21-18"
DI,1624,"Estero, Fl",2018-04-14,UNF,Carina,Hoff,1,1,"21-16, 21-18"
DI,1624,"Estero, Fl",2018-04-14,UNF,Courtney,Miller,1,1,"21-16, 21-18"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Karissa,Rhoades,2,1,"24-22, 21-18"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Katherine,Puisis,2,1,"24-22, 21-18"
DI,1624,"Estero, Fl",2018-04-14,UNF,Taryn,Griffey,2,0,"24-22, 21-18"
DI,1624,"Estero, Fl",2018-04-14,UNF,Chaney,Howard,2,0,"24-22, 21-18"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Ashley,Glickert,3,1,"21-17, 21-19"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Giovanna,Borgiotti,3,1,"21-17, 21-19"
DI,1624,"Estero, Fl",2018-04-14,UNF,Callie,Workman,3,0,"21-17, 21-19"
DI,1624,"Estero, Fl",2018-04-14,UNF,Brittany,Pase,3,0,"21-17, 21-19"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Snowy,Burnam,4,1,"21-19, 21-16"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Kayla,Whetstone,4,1,"21-19, 21-16"
DI,1624,"Estero, Fl",2018-04-14,UNF,Nicole,DeBolt,4,0,"21-19, 21-16"
DI,1624,"Estero, Fl",2018-04-14,UNF,Madilyn,McCarty,4,0,"21-19, 21-16"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Kaitlan,Krivdo,5,0,"21-9, 21-15"
DI,1624,"Estero, Fl",2018-04-14,FGCU,Alanya,Ryan,5,0,"21-9, 21-15"
DI,1624,"Estero, Fl",2018-04-14,UNF,Casey,Justice,5,1,"21-9, 21-15"
DI,1624,"Estero, Fl",2018-04-14,UNF,Mallory,Waggoner,5,1,"21-9, 21-15"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Tia,Miric,1,0,"21-17, 13-21, 15-12"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Torrey,Van Winden,1,0,"21-17, 13-21, 15-12"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Deahna,Kraft,1,1,"21-17, 13-21, 15-12"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Corinne,Quiggle,1,1,"21-17, 13-21, 15-12"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Emily,Sonny,2,0,"22-20, 21-16"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Jessica ,Manley,2,0,"22-20, 21-16"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Madalyn,Roh,2,1,"22-20, 21-16"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Brook,Bauer,2,1,"22-20, 21-16"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Adlee,Van Winden,3,0,"21-16, 21-13"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Taylor,Nelson,3,0,"21-16, 21-13"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Heidi,Dyer,3,1,"21-16, 21-13"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Gigi,Hernandez,3,1,"21-16, 21-13"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Macy,Gordon,4,0,"21-17, 24-22"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Raeann,Greisen,4,0,"21-17, 24-22"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Alexis,Filippone,4,1,"21-17, 24-22"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Skylar,Caputo,4,1,"21-17, 24-22"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Hannah,Hubbard,5,0,"21-19, 21-15"
DI,1625,"Zuma Beach, Ca",2018-04-14,Cal Poly SLO,Heather,Pembroke,5,0,"21-19, 21-15"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Nikki,Lyons,5,1,"21-19, 21-15"
DI,1625,"Zuma Beach, Ca",2018-04-14,Pepperdine,Maddie,Dilfer,5,1,"21-19, 21-15"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Mackenzie,Allen,1,1,"21-15,  17-21, 15-7"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Amanda,Carroll,1,1,"21-15,  17-21, 15-7"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Morgan,Dees,1,0,"21-15,  17-21, 15-7"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Katie,Krawczyk,1,0,"21-15,  17-21, 15-7"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Katherine,Puisis,2,1,"21-13, 21-14"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Karissa,Rhoades,2,1,"21-13, 21-14"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Lauren,Petersen,2,0,"21-13, 21-14"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Mallory,Mattingly,2,0,"21-13, 21-14"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Giovanna,Borgiotti,3,1,"22-20, 20-22, 15-13"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Ashley,Glickert,3,1,"22-20, 20-22, 15-13"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Shaylee,Befus,3,0,"22-20, 20-22, 15-13"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Mackenzie,Swan,3,0,"22-20, 20-22, 15-13"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Snowy,Burnam,4,1,"19-21, 21-10, 15-11"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Kayla,Whetstone,4,1,"19-21, 21-10, 15-11"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Savannah,Siegrist,4,0,"19-21, 21-10, 15-11"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Shelby,Babowicz,4,0,"19-21, 21-10, 15-11"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Kaitlan,Krivdo,5,1,"21-17, 21-16"
DI,1626,"Esetro, Fl",2018-04-14,FGCU,Courtney,VanLiew,5,1,"21-17, 21-16"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Tori,Reiser,5,0,"21-17, 21-16"
DI,1626,"Esetro, Fl",2018-04-14,Jacksonville,Bethany,Salapek,5,0,"21-17, 21-16"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,Megan,Nash,1,1,"21-11, 27-29, 15-11"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,Hayley,Tippett,1,1,"21-11, 27-29, 15-11"
DI,1627,"Conway, Ar",2018-04-14,ULM,Grace,Convey,1,0,"21-11, 27-29, 15-11"
DI,1627,"Conway, Ar",2018-04-14,ULM,Gabby,Love,1,0,"21-11, 27-29, 15-11"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,Jessica,Martinez,2,0,"24-26, 21-19, 15-13"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,Aly,Brinkley,2,0,"24-26, 21-19, 15-13"
DI,1627,"Conway, Ar",2018-04-14,ULM,Maile,Sellers,2,1,"24-26, 21-19, 15-13"
DI,1627,"Conway, Ar",2018-04-14,ULM,Kayla,Gallant,2,1,"24-26, 21-19, 15-13"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,Stephanie,Pollnow,3,0,"22-20, 15-21, 15-11"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,Kimberly,Schnars,3,0,"22-20, 15-21, 15-11"
DI,1627,"Conway, Ar",2018-04-14,ULM,Rebecca,Brown,3,1,"22-20, 15-21, 15-11"
DI,1627,"Conway, Ar",2018-04-14,ULM,Catherine,Griffith,3,1,"22-20, 15-21, 15-11"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,Colene,Hamilton,4,1,"22-20, 21-15"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,Kristine,Hjembo,4,1,"22-20, 21-15"
DI,1627,"Conway, Ar",2018-04-14,ULM,Taylor ,Meyer,4,0,"22-20, 21-15"
DI,1627,"Conway, Ar",2018-04-14,ULM,Bailey,Smith,4,0,"22-20, 21-15"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,Delaney,Driver,5,1,"21-9, 21-13"
DI,1627,"Conway, Ar",2018-04-14,Central Arkansas,MC,Rogers,5,1,"21-9, 21-13"
DI,1627,"Conway, Ar",2018-04-14,ULM,Holland,Ponthieux,5,0,"21-9, 21-13"
DI,1627,"Conway, Ar",2018-04-14,ULM,Allie,Kemp,5,0,"21-9, 21-13"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Ginny,Gerig,1,0,"21-14, 21-15"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Cecily,Gable,1,0,"21-14, 21-15"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,Hayley,Tippett,1,1,"21-14, 21-15"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,Megan,Nash,1,1,"21-14, 21-15"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Haley,Turner,2,0,"21-15, 17-21, 15-10"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Jenna,Panning,2,0,"21-15, 17-21, 15-10"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,Kimberly,Schnars,2,1,"21-15, 17-21, 15-10"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,Stephanie,Pollnow,2,1,"21-15, 17-21, 15-10"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Brooke,Moore,3,0,"22-20, 21-8"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Claire,Darland,3,0,"22-20, 21-8"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,Kristine,Hjembo,3,1,"22-20, 21-8"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,Colene,Hamilton,3,1,"22-20, 21-8"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Chloe,Stitt,4,0,"21-12, 21-7"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Kaylee,Taff,4,0,"21-12, 21-7"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,Delaney,Driver,4,1,"21-12, 21-7"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,MC,Rogers,4,1,"21-12, 21-7"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Katelyn,Theiss,5,0,"18-21, 21-11, 15-7"
DI,1628,"Conway, Ar",2018-04-14,Austin Peay State ,Ashley,Slay,5,0,"18-21, 21-11, 15-7"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,Shelby,Holmes,5,1,"18-21, 21-11, 15-7"
DI,1628,"Conway, Ar",2018-04-14,Central Arkansas,Mackenzie ,Dear,5,1,"18-21, 21-11, 15-7"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Margherita,Bianchin,1,0,"21-16, 11-21, 15-12"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Federica,Frasca,1,0,"21-16, 11-21, 15-12"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Kenley,Adams,1,1,"21-16, 11-21, 15-12"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Devon,May,1,1,"21-16, 11-21, 15-12"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Erika,Zembyla,2,1,"21-17, 21-10"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Lina,Bernier,2,1,"21-17, 21-10"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Erin,Bognar,2,0,"21-17, 21-10"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Avei,Logoleo,2,0,"21-17, 21-10"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Dorina,Klinger,3,1,"21-12, 21-18"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Katie,Friesen,3,1,"21-12, 21-18"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Emily,Martinez,3,0,"21-12, 21-18"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Gabbi,Moreno,3,0,"21-12, 21-18"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Taija,Thomas,4,1,"16-21, 21-15, 15-12"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Mariana,Dal Pozzo,4,1,"16-21, 21-15, 15-12"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Kaylee,McClure,4,0,"16-21, 21-15, 15-12"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Tressa,Buckland,4,0,"16-21, 21-15, 15-12"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Estefanie ,Bethancourt,5,1,"21-19, 21-14"
DI,1629,"Miami, Fl ",2018-04-14,FIU,Natalia,Giron,5,1,"21-19, 21-14"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Annie,Pringle,5,0,"21-19, 21-14"
DI,1629,"Miami, Fl ",2018-04-14,UAB,Sallianne,Napolitano,5,0,"21-19, 21-14"
