,rank,name,college,division,rating,primary position,date
61,62,Haven Hill,TCU,DI,82.07261866580171,1,2018-04-15
62,63,Cassie House,TCU,DI,82.07261866580171,1,2018-04-15
63,64,Devon May,UAB,DI,81.96751679934987,1,2018-04-21
64,65,Kenley Adams,UAB,DI,81.92050351994675,1,2018-04-21
65,66,Sam Manley,Cal Poly SLO,DI,81.91647187853106,2,2018-04-28
66,67,Amelia Smith,Stanford,DI,81.64680632355989,2,2018-04-27
67,68,Morgan Hentz,Stanford,DI,81.64680632355989,2,2018-04-27
68,69,Courtney Schwan,Washington,DI,80.53126022253387,2,2018-04-28
69,70,Destiny Julye,Washington,DI,80.38827289642734,2,2018-04-28
70,71,Laurel Weaver,Hawaii,DI,80.27841467240945,3,2018-05-06
71,72,Hannah Towne,Grand Canyon,DI,79.89534118686187,1,2018-04-19
72,73,Tiffany Creamer,Georgia State,DI,79.83477248031797,2,2018-04-21
73,74,Sara Putt,Florida State,DI,78.99128573894255,3,2018-05-05
74,75,Carly Scarborough,FAU,DI,78.55931676639662,1,2018-04-21
75,76,Megan Kruidhof,Long Beach State,DI,77.06331160563789,2,2018-04-28
76,77,Iya Lindahl,Cal,DI,76.97763653825771,2,2018-04-28
77,78,Courtney Bowen,Stanford,DI,76.54323845100492,3,2018-04-27
78,79,Jessie Prichard,LMU,DI,76.35836552566003,2,2018-04-21
79,80,Macy Jerger,Florida State,DI,75.78015778658278,3,2018-05-05
80,81,Brooke Weiner,Georgia State,DI,75.6627468129005,2,2018-04-21
81,82,Sara Kovac,LMU,DI,75.60380851635968,2,2018-04-21
82,83,Katja Ehlers,College of Charleston,DI,75.57882679327116,1,2018-04-21
83,84,Emily Bible,Saint Mary's,DI,75.5544254334131,2,2018-04-21
84,85,Lindsey Knudsen,Saint Mary's,DI,75.5544254334131,2,2018-04-21
85,86,Amanda Silva,FAU,DI,75.44346456684042,1,2018-04-21
86,87,Sunniva Helland-Hansen,Stetson,DI,74.67170445054462,2,2018-04-21
87,88,Carly Perales,Stetson,DI,74.67170445054462,2,2018-04-21
88,89,Sabryn Roberts,Boise State,DI,74.3754118226024,1,2018-04-21
89,90,Janell Walley,Boise State,DI,74.3754118226024,1,2018-04-21
90,91,Carina Hoff,UNF,DI,74.07564794187171,1,2018-04-21
91,92,Courtney Miller,UNF,DI,74.07564794187171,1,2018-04-21
92,93,Haley Hallgren,USC,DI,73.10099032295943,3,2018-05-05
93,94,Savvy Simo,UCLA,DI,72.91825573011228,3,2018-05-06
94,95,Megan Nash,Central Arkansas,DI,72.66650634125874,1,2018-04-22
95,96,Hayley Tippett,Central Arkansas,DI,72.66650634125874,1,2018-04-22
96,97,Mackenzie Allen,FGCU,DI,72.50698512861308,1,2018-04-21
97,98,Amanda Carroll,FGCU,DI,72.50698512861308,1,2018-04-21
98,99,Krissy Mummey,College of Charleston,DI,72.39832008152479,1,2018-04-21
99,100,Tarin Mergener,Tulane,DI,72.26517177064974,2,2018-04-21
