,date,compID,location,first_name,last_name,name,position,primary position,college,division,result,mu,sigma
2030,2018-03-04,970,"St. Augustine, Fl",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,0,24.884623196927624,5.8473078648000705
2031,2018-03-04,971,"St. Augustine, Fl",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,1,27.570782140257325,5.592303419938776
2032,2018-03-10,1042,"Manhattan Beach, Ca",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,0,28.725069699402606,5.5689475096651675
2033,2018-03-10,1047,"Manhattan Beach, Ca",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,1,35.08411494636057,5.124343398286508
2034,2018-03-11,1074,"Manhattan Beach, Ca",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,0,36.16081604069526,5.075463918106608
2035,2018-03-11,1077,"Manhattan Beach, Ca",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,0,36.06975997660345,4.848237685222681
2036,2018-03-17,1144,"Columbia, SC",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,0,36.839703273129146,4.735792401568911
2037,2018-03-17,1145,"Columbia, SC",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,1,38.071876991061025,4.722802952978011
2038,2018-03-18,1189,"Columbia, S.C.",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,0,39.26856306116913,4.721466451149306
2039,2018-03-18,1192,"Columbia, S.C.",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,0,40.23742084090355,4.651084759927639
2040,2018-03-24,1283,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,42.15435485802703,4.466223055544721
2041,2018-03-24,1293,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,2,3,LSU,DI,1,45.87751545184796,4.212772189201447
2042,2018-03-25,1322,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,46.79962716302034,4.172211720093868
2043,2018-03-25,1323,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,0,44.92072703576639,3.9497251451506648
2044,2018-03-30,1380,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,0,43.726780431256216,3.771932328551085
2045,2018-03-30,1383,"Miami, Fl",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,44.60094696860966,3.7502233172089756
2046,2018-03-31,1426,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,45.418610865447384,3.7440601660636608
2047,2018-04-07,1536,"New Orleans, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,48.74340968709073,3.5492760018599956
2048,2018-04-07,1540,"New Orleans, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,49.7514528069681,3.5025010846187548
2049,2018-04-08,1563,"New Orleans, La",Hunter,Domanski,Hunter Domanski,4,3,LSU,DI,1,50.425137818436596,3.4825911770649687
2050,2018-04-14,1650,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,51.27082750959707,3.4700037279129967
2051,2018-04-14,1651,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,52.112788372520875,3.458287412007902
2052,2018-04-14,1658,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,54.14553245087485,3.32880825568224
2053,2018-04-15,1668,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,0,54.69288243536187,3.276521398858003
2054,2018-04-15,1680,"Baton Rouge, La",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,55.49775350883233,3.2753847072914484
2055,2018-04-20,1717,"Emerson, Ga",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,0,55.49935043636601,3.175315028784988
2056,2018-04-20,1722,"Emerson, Ga",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,0,54.283449994505006,3.0511207986037796
2057,2018-04-21,1766,"Emerson, Ga",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,0,55.00780611353669,3.0319724089193087
2058,2018-04-21,1777,"Emerson, Ga",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,56.49823825473002,2.9551830418824463
2059,2018-04-22,1800,"Emerson, Ga    (Semis)",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,57.93607509325123,2.8794377153291926
2060,2018-05-04,1865,"Gulf Shores, Al",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,59.22293796815428,2.81560528337917
2061,2018-05-04,1874,"Gulf Shores, Al",Hunter,Domanski,Hunter Domanski,3,3,LSU,DI,1,60.40835018848128,2.7610773945204445
2062,2018-02-23,817,"Phoenix, Az",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,1,29.132865485904865,7.777205792798159
2063,2018-02-23,870,"Phoenix, Az",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,28.377414619817788,7.34222550150041
2064,2018-02-24,829,"Phoenix, AZ",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,26.634880204590278,6.852183801338695
2065,2018-02-24,840,"Phoenix, AZ",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,25.23545438553673,6.476550728640382
2066,2018-03-17,1146,"Honolulu, Hi",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,26.177006754973668,6.359112662454863
2067,2018-03-17,1155,"Honolulu, Hi",Jessica,Stansfield,Jessica Stansfield,3,2,Grand Canyon,DI,1,28.148800193516493,6.072487808808788
2068,2018-03-17,1172,"Honolulu, Hi",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,29.222112088705913,6.0106748233881655
2069,2018-03-18,1196,"Honolulu, Hi",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,29.570167841336666,5.7889757821883
2070,2018-03-18,1198,"Honolulu, Hi",Jessica,Stansfield,Jessica Stansfield,3,2,Grand Canyon,DI,0,30.357904005374888,5.781318372767737
2071,2018-03-30,1351,"Miami, Fl",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,1,34.09390028367223,5.454387073665648
2072,2018-03-30,1356,"Miami, Fl",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,35.08954864392345,5.369101607074352
2073,2018-03-30,1362,"Miami, Fl",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,36.287453732185774,5.368208342648673
2074,2018-03-31,1402,"Miami, Fl",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,37.4780105442741,5.362474035995703
2075,2018-03-31,1422,"Miami, Fl",Jessica,Stansfield,Jessica Stansfield,3,2,Grand Canyon,DI,0,36.20479133254817,5.008615161292464
2076,2018-03-31,1441,"Miami, Fl",Jessica,Stansfield,Jessica Stansfield,3,2,Grand Canyon,DI,0,36.87148184290075,4.955757268535866
2077,2018-04-07,1535,"New Orleans, La",Jessica,Stansfield,Jessica Stansfield,3,2,Grand Canyon,DI,1,39.6888237189478,4.699951900602119
2078,2018-04-07,1540,"New Orleans, La",Jessica,Stansfield,Jessica Stansfield,3,2,Grand Canyon,DI,0,40.124105207967766,4.589272704715716
2079,2018-04-08,1564,"New Orleans, La",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,40.89189150671512,4.473142689184818
2080,2018-04-08,1566,"New Orleans, La",Jessica,Stansfield,Jessica Stansfield,3,2,Grand Canyon,DI,1,45.776129281165005,4.147774529381709
2081,2018-04-17,1708,"Los Angeles, Ca",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,0,46.97287308329565,4.146761200271754
2082,2018-04-19,1714,"Phoenix, Az",Jessica,Stansfield,Jessica Stansfield,2,2,Grand Canyon,DI,1,49.834691904869835,3.9915429555461635
2083,2018-02-23,817,"Phoenix, Az",Hannah,Towne,Hannah Towne,2,1,Grand Canyon,DI,1,29.132865485904865,7.777205792798159
2084,2018-02-23,870,"Phoenix, Az",Hannah,Towne,Hannah Towne,2,1,Grand Canyon,DI,0,28.377414619817788,7.34222550150041
2085,2018-02-24,829,"Phoenix, AZ",Hannah,Towne,Hannah Towne,2,1,Grand Canyon,DI,0,26.634880204590278,6.852183801338695
2086,2018-02-24,840,"Phoenix, AZ",Hannah,Towne,Hannah Towne,2,1,Grand Canyon,DI,0,25.23545438553673,6.476550728640382
2087,2018-03-03,989,"Phoenix, AZ",Hannah,Towne,Hannah Towne,2,1,Grand Canyon,DI,1,31.718266514793246,5.970940922899523
2088,2018-03-09,1033,"Phoenix, Az",Hannah,Towne,Hannah Towne,3,1,Grand Canyon,DI,1,33.10661041024294,5.826416213281288
2089,2018-03-10,1055,"Phoenix, Az",Hannah,Towne,Hannah Towne,3,1,Grand Canyon,DI,1,35.14593153479942,5.599739830953489
2090,2018-03-17,1146,"Honolulu, Hi",Hannah,Towne,Hannah Towne,3,1,Grand Canyon,DI,0,34.11544460000639,5.275749728788259
2091,2018-03-17,1155,"Honolulu, Hi",Hannah,Towne,Hannah Towne,3,1,Grand Canyon,DI,1,35.722048210586244,5.113594858765632
2092,2018-03-17,1172,"Honolulu, Hi",Hannah,Towne,Hannah Towne,2,1,Grand Canyon,DI,0,36.83220428670112,5.077072900846497
2093,2018-03-18,1196,"Honolulu, Hi",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,1,40.32342887682508,4.818093970979826
2094,2018-03-18,1198,"Honolulu, Hi",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,0,41.58651055319474,4.767276587731113
2095,2018-03-30,1351,"Miami, Fl",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,0,42.97150555775367,4.7602719354733365
2096,2018-03-30,1356,"Miami, Fl",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,1,46.529238592463436,4.48819195661539
2097,2018-03-30,1362,"Miami, Fl",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,1,50.31849487064735,4.227371345453544
2098,2018-03-31,1402,"Miami, Fl",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,0,51.691925478592694,4.215798668344947
2099,2018-03-31,1422,"Miami, Fl",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,1,55.62895058083139,3.9867371171758728
2100,2018-03-31,1441,"Miami, Fl",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,1,58.31125658033519,3.8185628542200103
2101,2018-04-07,1535,"New Orleans, La",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,1,59.711341500957424,3.8194263090804768
2102,2018-04-07,1540,"New Orleans, La",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,0,60.667934136115754,3.729367158313038
2103,2018-04-08,1564,"New Orleans, La",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,0,59.70258211583463,3.5596690669385285
2104,2018-04-08,1566,"New Orleans, La",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,0,60.70409041794795,3.481957480532992
2105,2018-04-17,1708,"Los Angeles, Ca",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,0,61.67213430082792,3.405327452817919
2106,2018-04-17,1710,"Los Angeles, Ca",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,0,63.06875570110217,3.4047235440654915
2107,2018-04-19,1714,"Phoenix, Az",Hannah,Towne,Hannah Towne,1,1,Grand Canyon,DI,0,63.654175532655216,3.315643707620873
2108,2018-02-23,817,"Phoenix, Az",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,0,22.026364822708377,7.7010247857421295
2109,2018-02-23,870,"Phoenix, Az",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,1,26.9836181536491,7.097753087171523
2110,2018-02-24,829,"Phoenix, AZ",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,0,26.517109715688875,6.791220579377392
2111,2018-02-24,840,"Phoenix, AZ",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,1,29.24966123471828,6.465570856312105
2112,2018-03-03,989,"Phoenix, AZ",Bella,Baumann,Bella Baumann,4,3,Grand Canyon,DI,0,28.89852431369203,6.227852098779991
2113,2018-03-09,1033,"Phoenix, Az",Bella,Baumann,Bella Baumann,4,3,Grand Canyon,DI,1,30.58088763331032,5.997259026768679
2114,2018-03-10,1055,"Phoenix, Az",Bella,Baumann,Bella Baumann,4,3,Grand Canyon,DI,1,31.303190476664774,5.9466541907798325
2115,2018-03-17,1146,"Honolulu, Hi",Bella,Baumann,Bella Baumann,4,3,Grand Canyon,DI,0,27.656326921177065,5.519479698772128
2116,2018-03-17,1155,"Honolulu, Hi",Bella,Baumann,Bella Baumann,4,3,Grand Canyon,DI,1,28.529103583899968,5.432934562429411
2117,2018-03-17,1172,"Honolulu, Hi",Bella,Baumann,Bella Baumann,4,3,Grand Canyon,DI,0,28.204745598541823,5.21131615738647
2118,2018-03-18,1196,"Honolulu, Hi",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,0,26.131854395440662,4.9080843528422315
2119,2018-03-18,1198,"Honolulu, Hi",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,0,26.923038181956404,4.903759896621408
2120,2018-03-30,1351,"Miami, Fl",Bella,Baumann,Bella Baumann,2,3,Grand Canyon,DI,1,29.947725321944787,4.706222983811573
2121,2018-03-30,1356,"Miami, Fl",Bella,Baumann,Bella Baumann,2,3,Grand Canyon,DI,0,30.995577407803978,4.651873443846412
2122,2018-03-30,1362,"Miami, Fl",Bella,Baumann,Bella Baumann,2,3,Grand Canyon,DI,0,32.194004682027284,4.6516181468567765
2123,2018-03-31,1402,"Miami, Fl",Bella,Baumann,Bella Baumann,2,3,Grand Canyon,DI,0,33.38691375954774,4.6482130326681315
2124,2018-03-31,1422,"Miami, Fl",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,0,32.629078365128294,4.420048066370043
2125,2018-04-07,1535,"New Orleans, La",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,1,35.033967347215125,4.239827508270002
2126,2018-04-07,1540,"New Orleans, La",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,0,35.537143638551754,4.159027970323567
2127,2018-04-08,1564,"New Orleans, La",Bella,Baumann,Bella Baumann,2,3,Grand Canyon,DI,0,36.38214586455971,4.073057691899969
2128,2018-04-08,1566,"New Orleans, La",Bella,Baumann,Bella Baumann,3,3,Grand Canyon,DI,1,40.56869741367088,3.8292896178076554
2129,2018-04-17,1708,"Los Angeles, Ca",Bella,Baumann,Bella Baumann,2,3,Grand Canyon,DI,0,41.765921874919485,3.8287401349758543
2130,2018-04-17,1710,"Los Angeles, Ca",Bella,Baumann,Bella Baumann,2,3,Grand Canyon,DI,0,42.96531444452901,3.8292537341047304
2131,2018-04-19,1714,"Phoenix, Az",Bella,Baumann,Bella Baumann,2,3,Grand Canyon,DI,1,45.582491745661905,3.7076154251741107
2132,2018-02-23,817,"Phoenix, Az",Taylor,Jarzombek,Taylor Jarzombek,3,3,Grand Canyon,DI,0,22.026364822708377,7.7010247857421295
2133,2018-02-23,870,"Phoenix, Az",Taylor,Jarzombek,Taylor Jarzombek,3,3,Grand Canyon,DI,1,26.9836181536491,7.097753087171523
2134,2018-02-24,829,"Phoenix, AZ",Taylor,Jarzombek,Taylor Jarzombek,3,3,Grand Canyon,DI,0,26.517109715688875,6.791220579377392
2135,2018-02-24,840,"Phoenix, AZ",Taylor,Jarzombek,Taylor Jarzombek,3,3,Grand Canyon,DI,1,29.24966123471828,6.465570856312105
2136,2018-03-03,989,"Phoenix, AZ",Taylor,Jarzombek,Taylor Jarzombek,2,3,Grand Canyon,DI,1,35.71457932025945,5.962603697220168
2137,2018-03-09,1033,"Phoenix, Az",Taylor,Jarzombek,Taylor Jarzombek,3,3,Grand Canyon,DI,1,37.10128167318786,5.81869168965658
2138,2018-03-10,1055,"Phoenix, Az",Taylor,Jarzombek,Taylor Jarzombek,4,3,Grand Canyon,DI,1,37.81641123644914,5.772552754414366
2139,2018-03-17,1146,"Honolulu, Hi",Taylor,Jarzombek,Taylor Jarzombek,4,3,Grand Canyon,DI,0,34.41453197343614,5.38274097841628
2140,2018-03-17,1155,"Honolulu, Hi",Taylor,Jarzombek,Taylor Jarzombek,4,3,Grand Canyon,DI,1,35.273963640880716,5.302561844846286
2141,2018-03-17,1172,"Honolulu, Hi",Taylor,Jarzombek,Taylor Jarzombek,4,3,Grand Canyon,DI,0,34.99342621654664,5.096783472685111
2142,2018-03-18,1196,"Honolulu, Hi",Taylor,Jarzombek,Taylor Jarzombek,3,3,Grand Canyon,DI,0,33.045394443124465,4.813542965819897
2143,2018-03-18,1198,"Honolulu, Hi",Taylor,Jarzombek,Taylor Jarzombek,2,3,Grand Canyon,DI,0,34.064991006679,4.7529640247675635
2144,2018-03-30,1351,"Miami, Fl",Taylor,Jarzombek,Taylor Jarzombek,3,3,Grand Canyon,DI,0,33.9903552240098,4.596661746594828
2145,2018-03-30,1356,"Miami, Fl",Taylor,Jarzombek,Taylor Jarzombek,3,3,Grand Canyon,DI,0,34.46113100226118,4.509943917721146
2146,2018-03-31,1402,"Miami, Fl",Taylor,Jarzombek,Taylor Jarzombek,3,3,Grand Canyon,DI,0,35.250331236552626,4.504716905229319
2147,2018-03-31,1422,"Miami, Fl",Taylor,Jarzombek,Taylor Jarzombek,2,3,Grand Canyon,DI,1,42.19206314358171,4.196418008973224
2148,2018-03-31,1441,"Miami, Fl",Taylor,Jarzombek,Taylor Jarzombek,2,3,Grand Canyon,DI,0,43.28370695965342,4.159300513152633
2149,2018-04-07,1535,"New Orleans, La",Taylor,Jarzombek,Taylor Jarzombek,2,3,Grand Canyon,DI,0,43.566297012052615,4.032013988547355
2150,2018-04-07,1540,"New Orleans, La",Taylor,Jarzombek,Taylor Jarzombek,2,3,Grand Canyon,DI,1,46.18606052656664,3.870756206322987
2151,2018-04-08,1566,"New Orleans, La",Taylor,Jarzombek,Taylor Jarzombek,2,3,Grand Canyon,DI,0,45.407218198405964,3.67824594268708
2152,2018-04-17,1710,"Los Angeles, Ca",Taylor,Jarzombek,Taylor Jarzombek,2,3,Grand Canyon,DI,0,46.606657559238684,3.678841178349618
2153,2018-02-23,817,"Phoenix, Az",Madi,Relaz,Madi Relaz,4,4,Grand Canyon,DI,0,23.406736365239027,7.838619775513517
2154,2018-02-23,870,"Phoenix, Az",Madi,Relaz,Madi Relaz,4,4,Grand Canyon,DI,0,20.500117049453728,7.2595667759549505
2155,2018-02-24,840,"Phoenix, AZ",Madi,Relaz,Madi Relaz,5,4,Grand Canyon,DI,1,23.689987934379058,6.82736369505524
2156,2018-03-09,1033,"Phoenix, Az",Madi,Relaz,Madi Relaz,4,4,Grand Canyon,DI,1,25.590724976444957,6.522156158578128
2157,2018-03-10,1055,"Phoenix, Az",Madi,Relaz,Madi Relaz,3,4,Grand Canyon,DI,1,27.94363140286113,6.202256226173635
2158,2018-03-30,1362,"Miami, Fl",Madi,Relaz,Madi Relaz,4,4,Grand Canyon,DI,0,27.75363369340042,5.9359766327300365
2159,2018-03-31,1402,"Miami, Fl",Madi,Relaz,Madi Relaz,5,4,Grand Canyon,DI,0,27.84286118047645,5.817802553321017
2160,2018-03-31,1422,"Miami, Fl",Madi,Relaz,Madi Relaz,5,4,Grand Canyon,DI,1,30.706754160706083,5.352320774418014
2161,2018-03-31,1441,"Miami, Fl",Madi,Relaz,Madi Relaz,5,4,Grand Canyon,DI,0,30.46616504821124,5.185326634378641
2162,2018-04-07,1535,"New Orleans, La",Madi,Relaz,Madi Relaz,5,4,Grand Canyon,DI,0,29.013952622072583,4.924722981031033
2163,2018-04-07,1540,"New Orleans, La",Madi,Relaz,Madi Relaz,4,4,Grand Canyon,DI,0,29.364834941740895,4.831965477770608
2164,2018-04-08,1564,"New Orleans, La",Madi,Relaz,Madi Relaz,3,4,Grand Canyon,DI,1,30.569991513037053,4.710022613326598
2165,2018-04-08,1566,"New Orleans, La",Madi,Relaz,Madi Relaz,4,4,Grand Canyon,DI,0,30.547312262300704,4.567711720871981
2166,2018-04-17,1708,"Los Angeles, Ca",Madi,Relaz,Madi Relaz,3,4,Grand Canyon,DI,0,31.008217080598026,4.470316783012435
2167,2018-04-17,1710,"Los Angeles, Ca",Madi,Relaz,Madi Relaz,4,4,Grand Canyon,DI,0,29.38714133319224,4.210889697444786
2168,2018-04-19,1714,"Phoenix, Az",Madi,Relaz,Madi Relaz,3,4,Grand Canyon,DI,1,30.880906377641818,4.082204637661996
2169,2018-02-23,817,"Phoenix, Az",Natalie,Honzovicova,Natalie Honzovicova,4,4,Grand Canyon,DI,0,23.406736365239027,7.838619775513517
2170,2018-02-23,870,"Phoenix, Az",Natalie,Honzovicova,Natalie Honzovicova,4,4,Grand Canyon,DI,0,20.500117049453728,7.2595667759549505
2171,2018-02-24,829,"Phoenix, AZ",Natalie,Honzovicova,Natalie Honzovicova,4,4,Grand Canyon,DI,0,20.247294374403637,7.009921044552628
2172,2018-03-03,989,"Phoenix, AZ",Natalie,Honzovicova,Natalie Honzovicova,4,4,Grand Canyon,DI,0,19.729286727611555,6.705759490704128
2173,2018-04-08,1564,"New Orleans, La",Natalie,Honzovicova,Natalie Honzovicova,4,4,Grand Canyon,DI,1,26.893493161311483,5.992100068269744
2174,2018-04-17,1708,"Los Angeles, Ca",Natalie,Honzovicova,Natalie Honzovicova,4,4,Grand Canyon,DI,0,27.484641638222406,5.9865627957826675
2175,2018-04-17,1710,"Los Angeles, Ca",Natalie,Honzovicova,Natalie Honzovicova,3,4,Grand Canyon,DI,1,35.41527100330031,5.353220579347079
2176,2018-04-19,1714,"Phoenix, Az",Natalie,Honzovicova,Natalie Honzovicova,4,4,Grand Canyon,DI,1,36.22239296382175,5.284804476086682
2177,2018-02-23,817,"Phoenix, Az",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,1,29.547648179887293,7.673514093223579
2178,2018-02-23,870,"Phoenix, Az",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,0,26.44396057525811,7.125832578205792
2179,2018-02-24,840,"Phoenix, AZ",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,1,29.530177866682894,6.717582069163652
2180,2018-03-03,989,"Phoenix, AZ",Jessica,Clark,Jessica Clark,3,5,Grand Canyon,DI,1,34.45201042300246,6.195666699664724
2181,2018-03-09,1033,"Phoenix, Az",Jessica,Clark,Jessica Clark,2,5,Grand Canyon,DI,1,36.53925367995198,5.982706868202713
2182,2018-03-10,1055,"Phoenix, Az",Jessica,Clark,Jessica Clark,2,5,Grand Canyon,DI,1,38.303865091914446,5.84159234458911
2183,2018-03-17,1146,"Honolulu, Hi",Jessica,Clark,Jessica Clark,3,5,Grand Canyon,DI,0,37.111882084844375,5.47267835416709
2184,2018-03-17,1155,"Honolulu, Hi",Jessica,Clark,Jessica Clark,2,5,Grand Canyon,DI,0,36.00286621179453,5.183180724630227
2185,2018-03-17,1172,"Honolulu, Hi",Jessica,Clark,Jessica Clark,3,5,Grand Canyon,DI,0,36.560809851931936,5.099305461051214
2186,2018-03-18,1196,"Honolulu, Hi",Jessica,Clark,Jessica Clark,4,5,Grand Canyon,DI,1,37.2755384149941,5.058383193266329
2187,2018-03-18,1198,"Honolulu, Hi",Jessica,Clark,Jessica Clark,4,5,Grand Canyon,DI,0,36.44559688506338,4.80425109395212
2188,2018-03-30,1351,"Miami, Fl",Jessica,Clark,Jessica Clark,4,5,Grand Canyon,DI,1,38.95226195873735,4.548597470831833
2189,2018-03-30,1356,"Miami, Fl",Jessica,Clark,Jessica Clark,4,5,Grand Canyon,DI,0,36.73233075182187,4.279878344700138
2190,2018-03-30,1362,"Miami, Fl",Jessica,Clark,Jessica Clark,4,5,Grand Canyon,DI,0,36.956081628166345,4.193993103746391
2191,2018-03-31,1402,"Miami, Fl",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,0,37.175879310798486,4.153134048558023
2192,2018-03-31,1422,"Miami, Fl",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,1,38.80722539901614,3.9878358717248568
2193,2018-03-31,1441,"Miami, Fl",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,0,38.82931132152267,3.9198399870715277
2194,2018-04-07,1535,"New Orleans, La",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,0,38.149222898233695,3.8090790951689684
2195,2018-04-07,1540,"New Orleans, La",Jessica,Clark,Jessica Clark,4,5,Grand Canyon,DI,0,38.60016177126024,3.7668982130915616
2196,2018-04-08,1564,"New Orleans, La",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,1,38.982647095296635,3.756229798909668
2197,2018-04-08,1566,"New Orleans, La",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,1,40.38575218520384,3.6139003798497815
2198,2018-04-17,1708,"Los Angeles, Ca",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,0,40.16226345995763,3.5214216137886405
2199,2018-04-17,1710,"Los Angeles, Ca",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,1,42.819147027376744,3.356799310533423
2200,2018-04-19,1714,"Phoenix, Az",Jessica,Clark,Jessica Clark,5,5,Grand Canyon,DI,1,43.227709288360806,3.3427943005289205
2201,2018-02-23,817,"Phoenix, Az",Katie,Sarber,Katie Sarber,5,4,Grand Canyon,DI,1,29.547648179887293,7.673514093223579
2202,2018-02-23,870,"Phoenix, Az",Katie,Sarber,Katie Sarber,5,4,Grand Canyon,DI,0,26.44396057525811,7.125832578205792
2203,2018-02-24,829,"Phoenix, AZ",Katie,Sarber,Katie Sarber,4,4,Grand Canyon,DI,0,26.2222654191938,6.889917998332859
2204,2018-04-08,1564,"New Orleans, La",Katie,Sarber,Katie Sarber,4,4,Grand Canyon,DI,1,33.751908300862866,6.1131960571305894
2205,2018-04-08,1566,"New Orleans, La",Katie,Sarber,Katie Sarber,4,4,Grand Canyon,DI,0,33.30309104184441,5.797633463881266
2206,2018-04-17,1708,"Los Angeles, Ca",Katie,Sarber,Katie Sarber,4,4,Grand Canyon,DI,0,33.89480461825543,5.792692110177252
2207,2018-04-17,1710,"Los Angeles, Ca",Katie,Sarber,Katie Sarber,3,4,Grand Canyon,DI,1,41.371159230709516,5.221122118074315
2208,2018-04-19,1714,"Phoenix, Az",Katie,Sarber,Katie Sarber,4,4,Grand Canyon,DI,1,42.168187691386684,5.15772930542153
2209,2018-02-23,818,"Phoenix, Az",Madalyn,Roh,Madalyn Roh,1,1,Pepperdine,DI,0,24.585840751766522,7.699461381250603
2210,2018-02-24,825,"Phoenix, AZ",Madalyn,Roh,Madalyn Roh,2,1,Pepperdine,DI,1,28.39751816096265,7.212396806831142
2211,2018-02-24,829,"Phoenix, AZ",Madalyn,Roh,Madalyn Roh,2,1,Pepperdine,DI,1,32.43692333985805,6.748505268951725
2212,2018-02-28,876,"Los Angeles, Ca",Madalyn,Roh,Madalyn Roh,2,1,Pepperdine,DI,0,30.84225917168187,6.306489716679732
2213,2018-02-28,877,"Los Angeles, Ca",Madalyn,Roh,Madalyn Roh,2,1,Pepperdine,DI,0,30.6414752765687,6.008005811966499
2214,2018-02-28,879,"Los Angeles, CA",Madalyn,Roh,Madalyn Roh,1,1,Pepperdine,DI,1,35.899542561743395,5.594734256666445
2215,2018-03-03,924,"Malibu, CA",Madalyn,Roh,Madalyn Roh,1,1,Pepperdine,DI,0,34.58005716682026,5.300670548274662
2216,2018-03-03,929,"Malibu, CA",Madalyn,Roh,Madalyn Roh,1,1,Pepperdine,DI,1,39.10412259322374,4.956096159809617
