,date,compID,location,first_name,last_name,name,position,primary position,college,division,result,mu,sigma
0,2018-02-23,800,"Deland, FL",Brooke,Weiner,Brooke Weiner,1,2,Georgia State,DI,0,23.291677369701627,7.7743633497703355
1,2018-02-23,802,"Deland, FL",Brooke,Weiner,Brooke Weiner,1,2,Georgia State,DI,0,22.30424828035012,7.328660215234071
2,2018-02-24,824,"Deland, FL",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,0,21.9540015216823,6.985884001363649
3,2018-03-02,945,"St. Augustine, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,25.835855431110577,6.605349306898068
4,2018-03-03,935,"St. Augustine, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,28.326253563152825,6.342876923390359
5,2018-03-03,936,"St. Augustine, FL",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,30.87976444363695,6.06019425938921
6,2018-03-04,968,"St. Augustine, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,32.51118513016939,5.936848458727966
7,2018-03-04,969,"St. Augustine, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,35.799000232787044,5.63077623536849
8,2018-03-06,994,"Atlanta, Ga",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,37.32274684916424,5.532847527544201
9,2018-03-06,995,"Atlanta, Ga",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,38.582561400523794,5.507840853158007
10,2018-03-10,1044,"Boca Raton, FL",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,39.944820137982056,5.457368764786169
11,2018-03-10,1051,"Boca Raton, FL",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,0,38.87809745321618,5.15658777896186
12,2018-03-10,1052,"Boca Raton, FL",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,41.467674659892396,4.924052552912793
13,2018-03-17,1144,"Columbia, SC",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,43.11128264480379,4.806161012677018
14,2018-03-17,1149,"Columbia, SC",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,0,41.98272837914644,4.563958264395892
15,2018-03-18,1191,"Columbia, S.C.",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,0,43.11097435372438,4.535668499145488
16,2018-03-18,1202,"Columbia, S.C.",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,44.33858831458157,4.524989338817981
17,2018-03-23,1228,"Atlanta, GA",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,45.59956211939299,4.505476833508232
18,2018-03-23,1233,"Atlanta, Ga",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,46.83241771108868,4.492721950921045
19,2018-03-24,1268,"Atlanta, Ga",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,48.620118596039426,4.3651400349927085
20,2018-03-24,1270,"Atlanta, Ga",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,49.835646416696214,4.358763507220483
21,2018-03-30,1359,"Miami, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,51.339657864741575,4.274215647244543
22,2018-03-30,1382,"Miami, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,52.82153372966221,4.195580081099603
23,2018-03-31,1422,"Miami, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,0,49.04055561252599,3.9478880066526325
24,2018-03-31,1442,"Miami, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,0,46.3517740042245,3.7824202916988123
25,2018-04-06,1472,"Tallahassee, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,48.5860005775763,3.6408495355677752
26,2018-04-06,1480,"Tallahassee, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,49.98436448453679,3.5938509575587716
27,2018-04-07,1501,"Tallahassee, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,51.24004106325185,3.5754343732087945
28,2018-04-07,1502,"Tallahassee, Fl",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,52.49244658575725,3.558028173985323
29,2018-04-14,1654,"Baton Rouge, La",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,0,53.353273558302,3.489380352465864
30,2018-04-14,1658,"Baton Rouge, La",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,55.33993780443246,3.3830592242027575
31,2018-04-15,1675,"Baton Rouge, La",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,56.97006726144076,3.3051690516824888
32,2018-04-15,1683,"Baton Rouge, La",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,58.20660189839682,3.294691433834686
33,2018-04-20,1717,"Emerson, Ga",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,59.935313294716074,3.213869604794113
34,2018-04-20,1727,"Emerson, Ga",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,61.41213865137143,3.1596830929127515
35,2018-04-21,1773,"Emerson, Ga",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,0,62.39811700374218,3.116577915561543
36,2018-04-21,1794,"Emerson, Ga",Brooke,Weiner,Brooke Weiner,2,2,Georgia State,DI,1,63.6017105304803,3.1160802230625144
37,2018-02-23,800,"Deland, FL",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,0,23.291677369701627,7.7743633497703355
38,2018-02-23,802,"Deland, FL",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,0,22.30424828035012,7.328660215234071
39,2018-02-24,824,"Deland, FL",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,1,29.097158119900495,6.759774435013274
40,2018-03-02,945,"St. Augustine, Fl",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,1,31.628212987996566,6.52059363649291
41,2018-03-03,935,"St. Augustine, Fl",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,1,33.72656977480566,6.343653483751647
42,2018-03-03,936,"St. Augustine, FL",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,0,33.84138371492635,6.076948106497829
43,2018-03-04,968,"St. Augustine, Fl",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,1,37.11296989324601,5.787057473010338
44,2018-03-04,969,"St. Augustine, Fl",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,0,35.318944086067155,5.421538296854986
45,2018-03-06,994,"Atlanta, Ga",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,1,37.23858318892465,5.291526016816313
46,2018-03-06,995,"Atlanta, Ga",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,1,38.69530544219477,5.268463060563272
47,2018-03-10,1044,"Boca Raton, FL",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,1,40.24950988956218,5.222861855262092
48,2018-03-10,1051,"Boca Raton, FL",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,1,43.50886460545619,4.967412852166553
49,2018-03-10,1052,"Boca Raton, FL",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,1,44.95087683169678,4.949277032135111
50,2018-03-17,1144,"Columbia, SC",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,0,43.78899413612436,4.661339092906064
51,2018-03-17,1149,"Columbia, SC",Tiffany,Creamer,Tiffany Creamer,1,2,Georgia State,DI,0,42.52524033120824,4.409153356262532
52,2018-03-18,1191,"Columbia, S.C.",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,0,43.6582698079179,4.38375190692117
53,2018-03-18,1202,"Columbia, S.C.",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,44.88406556999953,4.37421164490584
54,2018-03-23,1228,"Atlanta, GA",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,46.14104499812863,4.356688065214135
55,2018-03-23,1233,"Atlanta, Ga",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,47.371767106766335,4.345256485616613
56,2018-03-24,1268,"Atlanta, Ga",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,49.121533773984645,4.230035369225637
57,2018-03-24,1270,"Atlanta, Ga",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,50.33611561675208,4.224329865934937
58,2018-03-30,1359,"Miami, Fl",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,51.821670264609054,4.147507198605563
59,2018-03-30,1382,"Miami, Fl",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,53.28708777184307,4.0757922298388936
60,2018-03-31,1422,"Miami, Fl",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,0,49.78636225473162,3.8492029376914716
61,2018-03-31,1442,"Miami, Fl",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,0,47.28948043342359,3.6960846350560956
62,2018-04-06,1472,"Tallahassee, Fl",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,49.47705499797482,3.5641839991720263
63,2018-04-06,1480,"Tallahassee, Fl",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,50.86715727158349,3.520182736536684
64,2018-04-07,1501,"Tallahassee, Fl",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,52.12057589639886,3.5029554160064094
65,2018-04-07,1502,"Tallahassee, Fl",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,53.37087943208451,3.486665594422789
66,2018-04-14,1654,"Baton Rouge, La",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,0,54.24516801553662,3.4221672447485614
67,2018-04-14,1658,"Baton Rouge, La",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,56.20183549535963,3.322006113106581
68,2018-04-15,1675,"Baton Rouge, La",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,57.81658951903579,3.248360036685649
69,2018-04-15,1683,"Baton Rouge, La",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,59.051879830668206,3.238485335075505
70,2018-04-20,1717,"Emerson, Ga",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,60.76271732879798,3.1618318453846816
71,2018-04-20,1727,"Emerson, Ga",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,62.2306567319834,3.110317451312369
72,2018-04-21,1773,"Emerson, Ga",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,0,63.22326580957486,3.0692772312603553
73,2018-04-21,1794,"Emerson, Ga",Tiffany,Creamer,Tiffany Creamer,2,2,Georgia State,DI,1,64.42675116261402,3.0688689304221097
74,2018-02-23,800,"Deland, FL",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,29.508322630298366,7.7743633497703355
75,2018-02-23,803,"Deland, FL",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,28.107115756580527,7.272138307428403
76,2018-02-24,823,"Deland, FL",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,32.323558738209336,6.8210259341819635
77,2018-02-24,828,"Deland, FL",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,34.599234864757776,6.597477631309496
78,2018-03-03,937,"St Augustine, Fl",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,31.77087221002735,6.186266479473365
79,2018-03-03,938,"St Augustine, Fl",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,33.9324935899204,5.992265861333681
80,2018-03-04,969,"St. Augustine, Fl",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,38.75700735337167,5.585394321961925
81,2018-03-04,972,"St Augustine, Fl",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,40.69275747563432,5.456943718955478
82,2018-03-10,1049,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,37.80410312278754,5.182273066335942
83,2018-03-10,1050,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,39.56651552364106,5.086405505954182
84,2018-03-17,1149,"Columbia, SC",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,44.13807183395713,4.756670178474015
85,2018-03-17,1157,"Columbia, SC",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,44.76708783764801,4.5865255545683405
86,2018-03-18,1192,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,45.707138115775834,4.470956385707268
87,2018-03-18,1201,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,47.119167476092976,4.466285411192137
88,2018-03-24,1274,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,48.656988038763416,4.429489515578324
89,2018-03-24,1289,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,49.83423191676974,4.361956106415726
90,2018-03-25,1324,"Columbia, SC",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,48.696196914107354,4.1202256258503365
91,2018-03-25,1325,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,48.28447100236537,3.941397562600552
92,2018-03-30,1350,"Miami, Fl",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,50.743164221378315,3.7931316441550784
93,2018-03-30,1362,"Miami, Fl",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,50.43639189313461,3.6374764266498683
94,2018-03-30,1372,"Miami, Fl",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,51.719355542760994,3.6065232769527706
95,2018-03-31,1410,"Miami, Fl",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,53.10271408738597,3.600397524945746
96,2018-04-13,1602,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,54.76944036051328,3.5438505231839135
97,2018-04-13,1603,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,0,56.16125110594481,3.5410283028858323
98,2018-04-14,1648,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,57.607512795877334,3.5279468240878913
99,2018-04-14,1649,"Columbia, S.C.",Ali,Denney,Ali Denney,1,1,South Carolina,DI,1,59.26895965386318,3.4700082250430655
100,2018-04-20,1716,"Emerson, Ga",Ali,Denney,Ali Denney,2,1,South Carolina,DI,1,60.472198473387905,3.469438526646876
101,2018-04-20,1720,"Emerson, Ga",Ali,Denney,Ali Denney,2,1,South Carolina,DI,1,62.1176747867315,3.384835222449291
102,2018-04-21,1765,"Emerson, Ga",Ali,Denney,Ali Denney,2,1,South Carolina,DI,1,63.41446598361073,3.3574300996386053
103,2018-04-21,1767,"Emerson, Ga",Ali,Denney,Ali Denney,2,1,South Carolina,DI,1,64.70311424295468,3.332090588923384
104,2018-04-21,1774,"Emerson, Ga",Ali,Denney,Ali Denney,2,1,South Carolina,DI,1,65.92417339408713,3.324989173267899
105,2018-04-22,1800,"Emerson, Ga    (Semis)",Ali,Denney,Ali Denney,2,1,South Carolina,DI,1,67.32359765915447,3.2791927441263278
106,2018-05-04,1865,"Gulf Shores, Al",Ali,Denney,Ali Denney,2,1,South Carolina,DI,1,68.69629706053976,3.2384895401621083
107,2018-05-04,1874,"Gulf Shores, Al",Ali,Denney,Ali Denney,2,1,South Carolina,DI,1,70.04785820018127,3.2019839403894785
108,2018-02-23,800,"Deland, FL",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,29.508322630298366,7.7743633497703355
109,2018-02-23,803,"Deland, FL",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,28.107115756580527,7.272138307428403
110,2018-02-24,823,"Deland, FL",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,32.323558738209336,6.8210259341819635
111,2018-02-24,828,"Deland, FL",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,34.599234864757776,6.597477631309496
112,2018-03-03,937,"St Augustine, Fl",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,31.77087221002735,6.186266479473365
113,2018-03-03,938,"St Augustine, Fl",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,33.9324935899204,5.992265861333681
114,2018-03-04,969,"St. Augustine, Fl",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,38.75700735337168,5.585394321961925
115,2018-03-04,972,"St Augustine, Fl",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,40.69275747563433,5.456943718955478
116,2018-03-10,1049,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,37.80410312278754,5.182273066335942
117,2018-03-10,1050,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,39.56651552364106,5.086405505954182
118,2018-03-17,1149,"Columbia, SC",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,44.138071833957135,4.756670178474015
119,2018-03-17,1157,"Columbia, SC",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,44.76708783764801,4.5865255545683405
120,2018-03-18,1192,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,45.707138115775834,4.470956385707268
121,2018-03-18,1201,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,47.119167476092976,4.466285411192137
122,2018-03-24,1274,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,48.656988038763416,4.429489515578324
123,2018-03-24,1289,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,49.83423191676974,4.361956106415726
124,2018-03-25,1324,"Columbia, SC",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,48.696196914107354,4.1202256258503365
125,2018-03-25,1325,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,48.28447100236537,3.941397562600552
126,2018-03-30,1350,"Miami, Fl",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,50.743164221378315,3.7931316441550784
127,2018-03-30,1362,"Miami, Fl",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,50.43639189313461,3.6374764266498683
128,2018-03-30,1372,"Miami, Fl",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,51.719355542760994,3.6065232769527706
129,2018-03-31,1410,"Miami, Fl",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,53.10271408738597,3.600397524945746
130,2018-04-13,1602,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,54.76944036051328,3.5438505231839135
131,2018-04-13,1603,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,0,56.16125110594481,3.5410283028858323
132,2018-04-14,1648,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,57.607512795877334,3.5279468240878913
133,2018-04-14,1649,"Columbia, S.C.",Shannon,Williams,Shannon Williams,1,1,South Carolina,DI,1,59.26895965386318,3.4700082250430655
134,2018-04-20,1716,"Emerson, Ga",Shannon,Williams,Shannon Williams,2,1,South Carolina,DI,1,60.472198473387905,3.469438526646876
135,2018-04-20,1720,"Emerson, Ga",Shannon,Williams,Shannon Williams,2,1,South Carolina,DI,1,62.1176747867315,3.384835222449291
136,2018-04-21,1765,"Emerson, Ga",Shannon,Williams,Shannon Williams,2,1,South Carolina,DI,1,63.41446598361073,3.3574300996386053
137,2018-04-21,1767,"Emerson, Ga",Shannon,Williams,Shannon Williams,2,1,South Carolina,DI,1,64.70311424295468,3.332090588923384
138,2018-04-21,1774,"Emerson, Ga",Shannon,Williams,Shannon Williams,2,1,South Carolina,DI,1,65.92417339408713,3.324989173267899
139,2018-04-22,1800,"Emerson, Ga    (Semis)",Shannon,Williams,Shannon Williams,2,1,South Carolina,DI,1,67.32359765915447,3.2791927441263278
140,2018-05-04,1865,"Gulf Shores, Al",Shannon,Williams,Shannon Williams,2,1,South Carolina,DI,1,68.69629706053976,3.2384895401621083
141,2018-05-04,1874,"Gulf Shores, Al",Shannon,Williams,Shannon Williams,2,1,South Carolina,DI,1,70.04785820018127,3.2019839403894785
142,2018-02-23,800,"Deland, FL",Allie,Elson,Allie Elson,2,5,Georgia State,DI,0,23.091677369701625,7.7743633497703355
143,2018-02-23,802,"Deland, FL",Allie,Elson,Allie Elson,2,5,Georgia State,DI,0,21.948649076411943,7.332567332728619
144,2018-02-24,824,"Deland, FL",Allie,Elson,Allie Elson,4,5,Georgia State,DI,0,21.740967295902948,7.091898416864971
145,2018-03-10,1051,"Boca Raton, FL",Allie,Elson,Allie Elson,4,5,Georgia State,DI,1,25.20840047921897,6.613910338182968
146,2018-03-18,1202,"Columbia, S.C.",Allie,Elson,Allie Elson,4,5,Georgia State,DI,1,26.981415393936114,6.328488220781229
147,2018-03-23,1228,"Atlanta, GA",Allie,Elson,Allie Elson,4,5,Georgia State,DI,1,28.332574854522605,6.1188490057072205
148,2018-03-24,1270,"Atlanta, Ga",Allie,Elson,Allie Elson,4,5,Georgia State,DI,1,29.304276510420316,5.989989453397824
149,2018-03-31,1422,"Miami, Fl",Allie,Elson,Allie Elson,4,5,Georgia State,DI,1,31.893872461499097,5.573629992602801
150,2018-04-06,1480,"Tallahassee, Fl",Allie,Elson,Allie Elson,4,5,Georgia State,DI,0,31.880569090931637,5.388075775312657
151,2018-04-07,1501,"Tallahassee, Fl",Allie,Elson,Allie Elson,5,5,Georgia State,DI,1,33.99405719224785,5.028769075411419
152,2018-04-07,1502,"Tallahassee, Fl",Allie,Elson,Allie Elson,5,5,Georgia State,DI,1,35.471535144754064,4.771623722218277
153,2018-04-14,1654,"Baton Rouge, La",Allie,Elson,Allie Elson,5,5,Georgia State,DI,0,35.67279076692626,4.715430838009883
154,2018-04-14,1658,"Baton Rouge, La",Allie,Elson,Allie Elson,5,5,Georgia State,DI,0,35.68543799529639,4.615960326211515
155,2018-04-15,1675,"Baton Rouge, La",Allie,Elson,Allie Elson,5,5,Georgia State,DI,0,35.106938780553016,4.452163368821252
156,2018-04-15,1683,"Baton Rouge, La",Allie,Elson,Allie Elson,5,5,Georgia State,DI,1,35.67712699611607,4.393816844810385
157,2018-04-20,1717,"Emerson, Ga",Allie,Elson,Allie Elson,5,5,Georgia State,DI,0,35.73753366485116,4.301189190794558
158,2018-04-20,1727,"Emerson, Ga",Allie,Elson,Allie Elson,5,5,Georgia State,DI,0,35.310871818283225,4.145297648588813
159,2018-04-21,1773,"Emerson, Ga",Allie,Elson,Allie Elson,5,5,Georgia State,DI,0,35.606796779881506,4.123637300459121
160,2018-04-21,1794,"Emerson, Ga",Allie,Elson,Allie Elson,5,5,Georgia State,DI,1,37.20475041437777,3.931322890783826
161,2018-02-23,800,"Deland, FL",Ashley,McGinn,Ashley McGinn,2,5,Georgia State,DI,0,23.091677369701625,7.7743633497703355
162,2018-02-23,802,"Deland, FL",Ashley,McGinn,Ashley McGinn,2,5,Georgia State,DI,0,21.948649076411943,7.332567332728619
163,2018-02-24,824,"Deland, FL",Ashley,McGinn,Ashley McGinn,4,5,Georgia State,DI,0,21.740967295902948,7.091898416864971
164,2018-03-02,945,"St. Augustine, Fl",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,24.68049987818726,6.69694035226474
165,2018-03-03,935,"St. Augustine, Fl",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,26.305930129469242,6.425663918362964
166,2018-03-03,936,"St. Augustine, FL",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,28.634297026512648,6.09016422915692
167,2018-03-04,968,"St. Augustine, Fl",Ashley,McGinn,Ashley McGinn,4,5,Georgia State,DI,1,30.143168045951683,5.8847037091652
168,2018-03-04,969,"St. Augustine, Fl",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,27.881687804350328,5.532840062323533
169,2018-03-06,994,"Atlanta, Ga",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,28.702672329631174,5.40648874424939
170,2018-03-10,1044,"Boca Raton, FL",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,30.217093962655248,5.2220369333063035
171,2018-03-10,1051,"Boca Raton, FL",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,26.99829556452809,4.890948464828413
172,2018-03-10,1052,"Boca Raton, FL",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,26.761531942060646,4.758442458473611
173,2018-03-17,1144,"Columbia, SC",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,26.11194975714752,4.581895774978101
174,2018-03-17,1149,"Columbia, SC",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,29.04142664102507,4.348554912931906
175,2018-03-18,1191,"Columbia, S.C.",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,27.514818351438496,4.149407474209297
176,2018-03-23,1233,"Atlanta, Ga",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,28.745512765093046,4.03154883553617
177,2018-03-24,1270,"Atlanta, Ga",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,30.781613652541623,3.8830742614829608
178,2018-03-30,1359,"Miami, Fl",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,31.922833696619065,3.784522169673444
179,2018-03-30,1382,"Miami, Fl",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,30.56595402010305,3.654241790808715
180,2018-03-31,1422,"Miami, Fl",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,29.923843423718388,3.542531330363556
181,2018-04-06,1472,"Tallahassee, Fl",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,29.954888104014838,3.476456423976187
182,2018-04-06,1480,"Tallahassee, Fl",Ashley,McGinn,Ashley McGinn,4,5,Georgia State,DI,0,30.31620313927046,3.432720877634536
183,2018-04-07,1501,"Tallahassee, Fl",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,31.38223792692679,3.342501463150858
184,2018-04-07,1502,"Tallahassee, Fl",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,32.23052371763171,3.268895807760723
185,2018-04-14,1654,"Baton Rouge, La",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,32.510690822795205,3.251705683673934
186,2018-04-20,1717,"Emerson, Ga",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,32.702034982095476,3.215075672562619
187,2018-04-20,1727,"Emerson, Ga",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,32.617958798115886,3.1512186986032322
188,2018-04-21,1773,"Emerson, Ga",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,0,32.93670011946192,3.142443862836825
189,2018-04-21,1794,"Emerson, Ga",Ashley,McGinn,Ashley McGinn,5,5,Georgia State,DI,1,34.011637621264526,3.058892292068156
190,2018-02-23,800,"Deland, FL",Lydia,Dimke,Lydia Dimke,2,5,South Carolina,DI,1,29.308322630298363,7.7743633497703355
191,2018-04-13,1602,"Columbia, S.C.",Lydia,Dimke,Lydia Dimke,2,5,South Carolina,DI,0,29.938963078591513,7.54846496138128
192,2018-04-13,1603,"Columbia, S.C.",Lydia,Dimke,Lydia Dimke,3,5,South Carolina,DI,1,42.52111290752898,6.541959318458966
193,2018-04-14,1648,"Columbia, S.C.",Lydia,Dimke,Lydia Dimke,4,5,South Carolina,DI,1,43.237149432169964,6.48702619635402
194,2018-04-14,1649,"Columbia, S.C.",Lydia,Dimke,Lydia Dimke,5,5,South Carolina,DI,0,39.19678640780284,5.87771884508765
