,name,last_season_end_rating,new_season_start_rating
154,Lise Rugland,61.54346063706497,25.0
155,Devanne Sours,61.54346063706494,25.0
156,Joy Dennis,61.52422801601907,25.0
157,Allison Meehan,61.44924849019795,25.0
158,Lyndi Scholl,61.44924849019792,25.0
159,Jazmine Barker,61.42108689163192,25.0
160,Deahna Kraft,61.39950690121126,25.0
161,Anika Wilson,61.39950690121126,25.0
162,Gabrielle Dischler,61.1559466542604,25.0
163,Emma Peel,61.10969832216498,25.0
164,Emily Carroll,60.98033940859039,25.0
165,Jessica Stansfield,60.79746076848776,25.0
166,Shayne Mcpherson,60.502757317406775,25.0
167,Morgan Dees,60.47973724602413,25.0
168,Tarin Mergener,60.282022508342166,25.0
169,Julie Haake,59.96481535364885,25.0
170,Katie Sato,59.96481535364885,25.0
171,Brittany Pellitteri,59.801053811549124,25.0
172,Maddy O'Donnell,59.641355492945756,25.0
173,Maddi Osburn,59.64135549294574,25.0
174,Annie Shurtz,59.572181520209774,25.0
175,Kate Elman,59.53833342719516,25.0
176,Bryce Bark,59.462462390066804,25.0
177,Tara Jenkins,59.38824897337583,25.0
178,Morgan Hentz,59.17620911993986,25.0
179,Abril Bustamante,59.05951896527991,25.0
180,Morgan Stanley,58.90403563735271,25.0
181,Mackenzie Swan,58.74100347059124,25.0
182,Grace Campbell,58.60496825813841,25.0
183,Mia Merino,58.59715852936743,25.0
184,Charis Ludtke,58.592128834338226,25.0
185,Brie Gathright,58.39680924903946,25.0
186,Kristine Hjembo,58.33775278549725,25.0
187,Sarah Kelly,58.279792300611696,25.0
188,Victoria Corcoran,58.142566524927496,25.0
189,Ellyson Lundberg,58.1080502671033,25.0
190,Kari Peterson,58.10259588873361,25.0
191,Madeline Cannon,58.09689305794704,25.0
192,Nora Buvarp Lavik,58.069927622924546,25.0
193,Cara Sander,57.90271373779298,25.0
194,Brooke Weiner,57.589083439417784,25.0
195,Hailey Devlin,57.37999206541785,25.0
196,Emily Martinez,57.36241930097326,25.0
197,Camille Stepanof,57.350811001995645,25.0
198,Lina Bernier,57.22894511625223,25.0
199,Sunniva Helland-Hansen,57.142620642308685,25.0
200,Katelyn Carballo,57.02573554847044,25.0
201,Alexis Salmons,56.95466512356245,25.0
202,Katie McCullough,56.72015392346782,25.0
203,Chaney Howard,56.43158365891583,25.0
204,Kekai Whitford,56.26160846981253,25.0
205,Brittnay Estes,56.26160846981253,25.0
206,Emily Reed,56.155009981895525,25.0
207,Alexsa Parker,56.0619743172569,25.0
208,Maddy Kline,55.77428180390798,25.0
209,Karissa Rhoades,55.518419260959845,25.0
210,Katherine Puisis,55.518419260959845,25.0
211,Sam Manley,55.46171525587569,25.0
212,Jensen Cunningham,55.45841025616562,25.0
213,Brooke Van Sickle,55.152980315394274,25.0
214,Hailey Luke,54.97859561111423,25.0
215,Ginny Gerig,54.69068604806508,25.0
216,Carly Dehoog,54.649405558337875,25.0
217,Tiffany Creamer,54.57110943800677,25.0
218,Katarina Jovicic,54.37277365410549,25.0
219,LeeAnn Starr,54.27465574633496,25.0
220,Hannah Towne,54.26198854912122,25.0
221,Jae-Lyn Visscher,54.25776399080088,25.0
222,Jenna Belton,54.23830332132882,25.0
223,Rebecca Conrad,54.17608915465322,25.0
224,Lindsey Vander Weide,54.15298031539428,25.0
225,Nicole Grant,54.08460954820835,25.0
226,Nicole Navarro,54.08460954820835,25.0
227,Madi Wilcox,54.07008173558846,25.0
228,Carly Schneider,54.066894459776336,25.0
229,Julia Mannisto,54.066894459776336,25.0
230,Kristen Mead,54.02157935991364,25.0
231,Megan Widener,53.970196358056576,25.0
232,Lauren Gainer,53.908863957199394,25.0
233,Briana Correa,53.79407553966223,25.0
234,Allison Kantor,53.74133324497761,25.0
235,Jillian Bergeson,53.73872633863006,25.0
236,Savannah Niemen,53.689466002192816,25.0
237,Nickeisha Williams,53.624614800311676,25.0
238,Maddie Leiphardt,53.624614800311676,25.0
239,Claire Crossfield,53.45572032490468,25.0
240,Megan Davenport,53.446434211262186,25.0
241,Molly Scheel,53.41047765384088,25.0
242,Veronica Nederend,53.379658311823256,25.0
243,Emma Doud,53.379658311823256,25.0
244,Delaney Driver,53.343469363507154,25.0
245,Macy Catlett,53.12379012127015,25.0
246,Hannah Phillips,53.12379012127015,25.0
247,Gabby Love,53.10611426959372,25.0
248,Heather Schnars,52.86884035363155,25.0
249,Tressa Buckland,52.86591984774495,25.0
250,Hannah Holmes,52.600047951315176,25.0
251,Megan Kruidhof,52.58268079873691,25.0
252,Jenelle Hudson,52.58268079873691,25.0
253,Haven Hill,52.57642543233503,25.0
254,Catherine Griffith,52.399411118693,25.0
255,Rachel Noble,52.2726033950239,25.0
256,Kenley Adams,52.24250457002463,25.0
257,Shelby Babowicz,52.20170928333887,25.0
258,Katrina Kernochan,52.138050380775994,25.0
259,Bailey Choy,52.06343755113016,25.0
260,Anabela Sataric,51.95409593540036,25.0
261,Michaela Keefe,51.53425677593547,25.0
262,Mia Mason,51.36676941000614,25.0
263,Hannah Zalopany,51.29309852135466,25.0
264,Amie Held,51.15876710623547,25.0
265,Julie Sam,51.09650125690136,25.0
266,Eastyn Baleto,50.980167478966514,25.0
267,Andie Malloy,50.95893098838119,25.0
268,Justine Wong-Orantes,50.95893098838118,25.0
269,Katie Davis,50.765013507151934,25.0
270,Sarah Strasner,50.7274678786813,25.0
271,Lilly Kessler,50.70141975364968,25.0
272,Danielle Faust,50.61520593342903,25.0
273,Claire Waliczek,50.61520593342899,25.0
274,Jordyn Sanchez,50.59312540741097,25.0
275,Sara Boothe,50.53086874643354,25.0
276,Madi Fitzsimmons,50.434561837903985,25.0
277,Lexi Elman,50.29133091720858,25.0
278,Andie Shelton,50.29133091720858,25.0
279,Mary Hernandez,50.10284338308272,25.0
280,Anna Gorman,49.996760471274705,25.0
281,Jo Kremer,49.989276909365884,25.0
282,Marisa Doran,49.96536253590875,25.0
283,Olivia Boender,49.92248600583909,25.0
284,Annika Albrecht,49.92248600583909,25.0
285,Nandyala Gama,49.91367066484319,25.0
286,Veronica Corcoran,49.8951786280747,25.0
287,Estefanie Bethancourt,49.87884668102057,25.0
288,Emily Sullivan,49.80002923654382,25.0
289,Janell Walley,49.80002923654382,25.0
290,Hannah Kirk,49.7010124113692,25.0
291,Savvy Simo,49.6858038481332,25.0
292,Katja Ehlers,49.67266919276488,25.0
293,Melanie Wade,49.65363022933584,25.0
294,Sydney Alvis,49.584017988061234,25.0
295,Leigh Pudwill,49.52005980194013,25.0
296,Natalia Giron,49.51303507674942,25.0
297,Sabryn Roberts,49.35929804706391,25.0
298,Sierra Nobley,49.3592980470639,25.0
299,Georgia Johnson,49.238150247848964,25.0
300,Franky Harrison,49.19181106192637,25.0
301,Nikki Hess,49.05316296588612,25.0
302,Kate Novack,49.044888807071416,25.0
303,Halli Amaro,49.02708791057786,25.0
304,Morea Wagner,49.00686543869376,25.0
305,Kristen Stucker,48.99416379491271,25.0
306,Shane Peters,48.668534274205896,25.0
307,Madison Green,48.650856842521414,25.0
308,Iya Lindahl,48.599535206181244,25.0
309,Nicole Anderson,48.40832655288913,25.0
310,Callan Molle,48.398799025093645,25.0
311,Madison Woods,48.33839039962845,25.0
312,Caitlin Keefe,47.908161118636166,25.0
313,Anna Crabtree,47.8936952033574,25.0
314,MC Rogers,47.83852577616574,25.0
315,Brayden Gruenewald,47.70880087960033,25.0
316,Kellen Dunn,47.65758254281747,25.0
317,Allison Beckman,47.51909640091953,25.0
318,Jocelyn Rodriguez,47.431404908624714,25.0
319,Christina White,47.274574814226504,25.0
320,Olivia Stasevich,47.26649437673935,25.0
321,Nikki Lyons,47.200303201951535,25.0
322,Maycie LaBass,47.15864008448065,25.0
323,Katrin Gotterba,47.15864008448062,25.0
324,Rebecca Brown,47.043502484106725,25.0
325,Jade Vitt,46.99266637217045,25.0
326,Ashley Prater,46.91839514676938,25.0
327,Rachel Kuhn,46.86969513138888,25.0
328,Ariah Palter,46.80244544203113,25.0
329,Camille Araujo,46.7100394280112,25.0
330,Sarah Garrow,46.69967161187452,25.0
331,Adore Anae,46.57483619691685,25.0
332,Natalie Wilson,46.53799355375675,25.0
333,Lily Justine,46.39011591078049,25.0
334,Melissa Fuchs,46.386639887640044,25.0
335,Ashley McGinn,46.336379055496955,25.0
336,Riley Young,46.08838883042334,25.0
337,Natalie Anselmo,45.9855265258628,25.0
338,Devon Rachel,45.93493831221139,25.0
339,Blessing Dunn,45.934642526939115,25.0
340,Amy Ozee,45.92862607374557,25.0
341,Gabby O'Connell,45.769620300390336,25.0
342,Eva Torruella,45.73910176455269,25.0
343,Aeryn Owens,45.71596617729334,25.0
344,Bailey Banks,45.66251190117442,25.0
345,Giulia Gavio,45.47652162712885,25.0
346,Sarah Seiber,45.39988809012509,25.0
347,Jessica Clark,45.38182589202023,25.0
348,Cassidy Pickrell,44.943045544911975,25.0
349,Brittany Pase,44.86863355497273,25.0
350,Hannah Meadows,44.856885284408776,25.0
351,Heather Pembroke,44.75279687275121,25.0
352,Jenna Panning,44.67412667357653,25.0
353,Nicole DeBolt,44.662937899383145,25.0
354,Luiza Andrade,44.381997350881896,25.0
355,Ciana Wagner,44.33060194582322,25.0
356,Avery Arellano,44.286671090164546,25.0
357,Haley Jared,44.27161731748063,25.0
358,Claire Doyle,44.160866999058605,25.0
359,Carly Perales,44.07396902313944,25.0
360,Kaity Bailey,43.82135331392294,25.0
361,Lauren Hollman,43.79696696663392,25.0
362,Brooke Burling,43.765017434848495,25.0
363,Kendra Dahlke,43.74566364664962,25.0
364,Aleksandra Djuric,43.60926111696578,25.0
365,Sydney Schuler,43.44215992869858,25.0
366,Mia Rivera,43.39488143418077,25.0
367,Lindsey Calvin,43.305586951002105,25.0
368,Erin Indermill,43.292262947283014,25.0
369,Lana Brown,43.16254336795625,25.0
370,Catherine Raquel,43.10982339472242,25.0
371,Shannon Richardson,43.10982339472241,25.0
372,Holland Boege,42.93364537443564,25.0
373,Kennedy Madison,42.817090766754006,25.0
374,Jessica Johnson,42.76655914276362,25.0
375,Sarita Mikals,42.73231561292897,25.0
376,Kelli Iverson,42.70698829762771,25.0
377,Cali Thompson,42.70330973105638,25.0
378,Tani Stephens,42.70330973105638,25.0
379,Erin Williams,42.63449214342166,25.0
380,Taylor Foley,42.62857907099334,25.0
381,Lauren Freed,42.62857907099334,25.0
382,Shannon McPherson,42.604407568139756,25.0
383,Rachel Evans,42.54513592007932,25.0
384,Hope Rillema,42.36604661661739,25.0
385,Brook Frank,42.33750230768063,25.0
386,Lauren Stivrins,42.27899271597778,25.0
387,Kelly Hunter,42.27899271597778,25.0
388,Natalie Braun,42.20291316214839,25.0
389,Caroline Jordan,42.095235320345054,25.0
390,Ashley Allmer,41.943161655354814,25.0
391,Kat Anderson,41.80146531886398,25.0
392,Raquel Rooney,41.75673190154677,25.0
393,Chanti Holroyd,41.73362654337099,25.0
394,Sadie Anderson,41.56538626780815,25.0
395,Lauren Durham,41.502248664160696,25.0
396,Jizzyan Gesualdo,41.429332344388634,25.0
397,Taylor Livoti,41.30768556890967,25.0
398,Kalah Jones,41.28415260639928,25.0
399,Demi-Shay Watchorn,41.08450978893115,25.0
400,Madi Busler,41.063171054085196,25.0
401,Bailey Nichol,40.8772215668906,25.0
402,Jamie Hirai,40.75536390408784,25.0
403,Lauren Twitty,40.54556964843135,25.0
404,Anna Chin,40.52055679909484,25.0
405,Maddy Silberger-Franek,40.464804461237975,25.0
406,Willow Johnson,40.46480446123795,25.0
407,Tyanna Roy,40.46289193895313,25.0
408,Norene Iosia,40.43542211403943,25.0
409,Katie Krawczyk,40.39857551035841,25.0
410,Brigitte Murdock,40.36906588078341,25.0
411,Molly McBain,39.889327225170355,25.0
412,Courtney Bowen,39.76445387499091,25.0
413,Julia Warren,39.70732889745508,25.0
414,Taylor Agost,39.65064741461988,25.0
415,Teya Neff,39.61231206456485,25.0
416,Bridget Gustafson,39.61231206456485,25.0
417,Tyler Lucas,39.5742650963775,25.0
418,Carly Lowry,39.51274955041421,25.0
419,Brittany Gilpin,39.46010893850623,25.0
420,Kristen Castellanos,39.44239349567637,25.0
421,Kennedy Kurtz,39.43437090116197,25.0
422,Julie Varga,39.366571733030554,25.0
423,Carly Trueman,39.2777014551349,25.0
424,Emily Baptista,39.230370908475514,25.0
425,Lindsay Chalmers,39.20618044694172,25.0
426,Torre Glasker,39.170629652952854,25.0
427,Carly Scarborough,39.162802192286954,25.0
428,Autumn Russell,39.12717749349519,25.0
429,Vanessa Richards,38.774245353572475,25.0
430,Gretja Otten,38.71756698279499,25.0
431,Katie Barker,38.67858572053958,25.0
432,Nikki Esposito,38.54841242522963,25.0
433,Hannah Troutman,38.420917196520264,25.0
434,Sarah Davis,38.325681092431054,25.0
435,Ashlan Cunningham,38.26774871796416,25.0
436,Grace Convey,38.257167915760185,25.0
437,Summer Avery,38.1881942693751,25.0
438,Halie Werkmeister,37.765363048375235,25.0
439,Victoria Spragg,37.730691362841505,25.0
440,Bailey Smith,37.65345463570179,25.0
441,Madison Kerr,37.579356453401346,25.0
442,Bridget Odmark,37.5786330181621,25.0
443,Marjolijn Oskam,37.29687986637918,25.0
444,Madi Wilkerson,37.086645191735315,25.0
445,Jaymee-Lee Bulda,36.9706941768085,25.0
446,Laney Hayes,36.9706941768085,25.0
447,Emily Reinking,36.87744200627879,25.0
448,Courtney Dietrich,36.87695033977184,25.0
449,Katie Cross,36.87266763803374,25.0
450,Shannon Boyle,36.81931416203341,25.0
451,Katey Merksamer,36.6954150391846,25.0
452,Tiffany Thomas,36.65038368392879,25.0
453,Mackenzie Dear,36.618433664280396,25.0
454,Gabbi Moreno,36.46682266581456,25.0
455,Maja Ristic,36.40639057519755,25.0
456,Hannah McMahon,36.3619409841762,25.0
457,Maddie Cloutier,36.2704432891934,25.0
458,Mackenzie Coates,36.22895504368923,25.0
459,Carla Cahill,36.21249056728195,25.0
460,Taylor Poncetta,36.12171085658489,25.0
461,Gigi Hernandez,36.07535508577223,25.0
462,August Raskie,35.91955096188053,25.0
463,Kate Federico,35.836122113104324,25.0
464,Kimberly Schnars,35.74116542301375,25.0
465,Frances Giedraitis,35.531094249716105,25.0
466,Christina Mcafee,35.50026310379092,25.0
467,Sage Patchell,35.319333120797545,25.0
468,Amy South,35.2344842076587,25.0
469,Jasmine Hogan,35.079334308214925,25.0
470,Remy Wilson,35.079334308214925,25.0
471,Michelle Gajdka,35.004861719369906,25.0
472,Tatiana San Juan,35.004861719369906,25.0
473,Morgan Smith,34.88963378315752,25.0
474,Sienna Young,34.873213774471644,25.0
475,Kristey Markle,34.85803879489203,25.0
476,Kaylee Taff,34.813211626019154,25.0
477,Holland Ponthieux,34.77442821743619,25.0
478,Kenzie Maloney,34.7533134285351,25.0
479,Mikaela Foecke,34.7533134285351,25.0
480,Hi'ilawe Huddleston,34.71542303571385,25.0
481,Taylor Gruenewald,34.714424025558266,25.0
482,Taylor Laugero,34.65188676156394,25.0
483,Hailey Lindberg,34.65188676156392,25.0
484,Madison O'Brien,34.63075170563808,25.0
485,Morgan Carlson,34.4488935087874,25.0
486,Dora Beilin,34.33417286259818,25.0
487,Ali Eager,34.239334565016414,25.0
488,Skyler Takeda,34.098461135911116,25.0
489,Lauren Levy,34.025366809911134,25.0
490,Danielle Wheeler,34.017092168572816,25.0
491,Caroline Pomet,34.00073876660689,25.0
492,Sam D'Adamo,34.00073876660689,25.0
493,Hayley Gray,33.97792359254509,25.0
494,Julia Golbeck,33.96806673471983,25.0
495,Julia Lewkowicz,33.946656556327014,25.0
496,Sarah Agnew,33.904213388090255,25.0
497,Bella Borgiotti,33.678079744182554,25.0
498,Hailey Hughes,33.613556210041715,25.0
499,Rachel Noffsinger,33.557515738168576,25.0
500,MiMi Arrington,33.398688019954385,25.0
501,Mallory Moran,33.3969798718565,25.0
502,Autumn Otto,33.3734781189846,25.0
503,Maggie Scott,33.092836270860765,25.0
504,Ronika Stone,33.092836270860765,25.0
505,Shayla Schmidt,33.08700779544295,25.0
506,Dorina Klinger,33.04024833350635,25.0
507,Brittney Munro,32.902982690452646,25.0
508,Jordan Terral,32.79127884631723,25.0
509,Cecily Gable,32.789049770225894,25.0
510,Kaitlan Krivdo,32.626928212694864,25.0
511,Maddie Gordon,32.51392188996869,25.0
512,Natalie Wehner,32.436713424257874,25.0
513,Alli Evans,32.27701193494894,25.0
514,Brianna Doehrmann,32.19901569039788,25.0
515,Halle Hunt,32.16726425899424,25.0
516,Hannah Edelman,32.02242582448418,25.0
517,Monica Gajda,31.9238105177544,25.0
518,Dane Miller,31.903965693570548,25.0
519,Kwyn Johnson,31.888618800959687,25.0
520,Tiffany Morales,31.499056137732588,25.0
521,Leigh Stonerook,31.46510026066307,25.0
522,Mackenzie Walker,31.402545683802128,25.0
523,Macy Reigelsperger,31.391900658932514,25.0
524,Jemima Idemudia,31.391900658932514,25.0
525,Djurdjina Milovic,31.24579757528812,25.0
526,Danielle Pennington,31.16313956703365,25.0
527,Julia Thompson,31.16313956703365,25.0
528,Eliza Katoa,31.157600621894527,25.0
529,Chloe Crappell,30.920941011293767,25.0
530,Ariana Garner,30.861613242381903,25.0
531,Alex O'Sullivan,30.839975962062578,25.0
532,Tawnee Luafalemana,30.770679072706887,25.0
533,Amber Gibson,30.611199403367344,25.0
534,Ana Ribeiro,30.487551830511418,25.0
535,Allie Elson,30.47921990922868,25.0
536,Alex Holt,30.44418905991639,25.0
537,Erin Reineking,30.383191950410716,25.0
538,Brooke Smith,30.346157145558664,25.0
539,Mika Mierzwa,30.339817254700403,25.0
540,Chandler Clark,30.33396306939479,25.0
541,Kaitlynn Zdroik,30.258392876209083,25.0
542,Samantha Uline,30.15764815625699,25.0
543,Jordan Jones,30.03753687630158,25.0
544,Abbie Harry,29.819263679575325,25.0
545,Allie O'Reilly,29.779916113636546,25.0
546,Liz Allen,29.622615208099646,25.0
547,Kaitlyn Teeter,29.49634544590088,25.0
548,Breana Edwards,29.336588943006298,25.0
549,Fabina Andrade,29.309612112791715,25.0
550,Marine Hall-Poirier,29.308381486236506,25.0
551,Kelsee Felux,29.30143005884624,25.0
552,Bethany Wedepohl,29.29638341626125,25.0
553,Alyssa Kirkman,29.278163339991497,25.0
554,Leah Hardeman,29.19858206801409,25.0
555,Iva Mandic,29.050270284406178,25.0
556,Tatiana Schlange,29.01257739338338,25.0
557,Lauren Page,28.938797758493344,25.0
558,Nicoletta Stork,28.87071263359735,25.0
559,Nicolette Pinkney,28.87071263359735,25.0
560,Sarah Savoca,28.75031577254801,25.0
561,Callie Jones,28.7497704937757,25.0
562,Lainy Thomas,28.466488131783287,25.0
563,Rhyan Rand,28.42329731000174,25.0
564,Morgan Robinson,28.332852458691196,25.0
565,Becca Dunn,28.331646153179694,25.0
566,Morgan McDaniel,28.326810706271935,25.0
567,Ashley Clingan,28.258562972115254,25.0
568,Zoi Konstantopoulou,28.132506649449294,25.0
569,Anna Unnasch,28.017922050777486,25.0
570,Lauren Naatz,27.820178587381182,25.0
571,Madison Borowski,27.79721619898884,25.0
572,Jamie Walsh,27.63242051128331,25.0
573,Sam Gott,27.616820239128952,25.0
574,Morgan Crawley,27.518929293626325,25.0
575,Caroline Skaff,27.510157016644957,25.0
576,Ashley Slay,27.299438238079055,25.0
577,Shannon Levinson,27.247774379597686,25.0
578,Kate Ashman,27.247774379597686,25.0
579,Sumeet Gill,27.220212812378243,25.0
580,Jackie Baro,27.13674272204234,25.0
581,Beth Shoaff,27.127394404137167,25.0
582,Hannah Matt,27.07749193361049,25.0
583,Ally Barber,27.04072962461207,25.0
584,Tiani Reeves,27.034376865689385,25.0
585,Courtney Mullinax,27.030918292199267,25.0
586,Sydney Townsend,26.992985240321925,25.0
587,Jessica Manley,26.986633539040728,25.0
588,Karli Baker,26.974969346534373,25.0
589,Madison Miller,26.904758962382484,25.0
590,Emma Hiller,26.833027608430022,25.0
591,April Adams,26.79872716090895,25.0
592,Janie Feldsher,26.79113794788728,25.0
593,Lauren Sproule,26.68714209990234,25.0
594,Mattison Degarmo,26.590586690566873,25.0
595,Claire Karsten,26.46607687185832,25.0
596,Jeni Clark,26.388667172299176,25.0
597,Brianna Vega,26.387172741021626,25.0
598,Jennifer Hart,26.38007560375789,25.0
599,Karlee Reynolds,26.175465246631727,25.0
600,Emma Scanlan,26.16638103413859,25.0
601,Taryn Griffey,26.03873722952118,25.0
602,Mariana De Paula Silva,25.89996756713468,25.0
603,Hannah Manzanares,25.840973763725007,25.0
604,Avie Niece,25.779792274775488,25.0
605,Alyssa Cecil,25.772568350269935,25.0
606,Kati Smith,25.710819153961413,25.0
607,Cassedi Simon,25.66867621613388,25.0
608,Jensen Allen,25.66867621613387,25.0
609,Daniella Molinari,25.536978841407,25.0
