,date,compID,Name(Rating),position,result,Partner,Opponent 1,Opponent 2,primary position,location,college,division,playerid,name,mu
10,2018-03-17,1185,McKayla Ferris - LMU (30.1),1,1,Savannah Slattery - LMU (30.1),Veronica Snelling - Missouri State (26.21),Taylor Fricano - Missouri State (26.21),1,"Santa Monica, Ca",LMU,DI,1167,McKayla Ferris,30.10289160873307
11,2018-03-24,1275,McKayla Ferris - LMU (30.93),2,0,Sara Kovac - LMU (30.93),Sam Manley - Cal Poly SLO (50.31),Emily Sonny - Cal Poly SLO (50.31),1,"Bakersfield, Ca",LMU,DI,1167,McKayla Ferris,30.933359774622357
12,2018-03-24,1295,McKayla Ferris - LMU (32.3),2,1,Sara Kovac - LMU (32.3),Sarah Garrow - Cal State Bakersfield (24.71),Desiree Sukhov - Cal State Bakersfield (26.96),1,"Bakersfield, Ca",LMU,DI,1167,McKayla Ferris,32.30499318908087
13,2018-03-28,1342,McKayla Ferris - LMU (36.2),1,1,Savannah Slattery - LMU (36.2),Aeryn Owens - Cal State Northridge (35.18),Katie Sato - Cal State Northridge (35.18),1,"Northridge, Ca",LMU,DI,1167,McKayla Ferris,36.19709958754804
14,2018-03-29,1353,McKayla Ferris - LMU (40.72),1,1,Savannah Slattery - LMU (40.72),Morgan Hughes - Saint Mary's (41.85),Payton Rund - Saint Mary's (41.85),1,"Santa Monica, Ca",LMU,DI,1167,McKayla Ferris,40.71640615132114
15,2018-03-31,1416,McKayla Ferris - LMU (41.67),1,0,Savannah Slattery - LMU (41.67),Corinne Quiggle - Pepperdine (53.07),Deahna Kraft - Pepperdine (53.07),1,"Zuma Beach, Ca",LMU,DI,1167,McKayla Ferris,41.671232097235944
16,2018-03-31,1427,McKayla Ferris - LMU (41.75),1,0,Savannah Slattery - LMU (41.75),Morgan Hughes - Saint Mary's (45.94),Payton Rund - Saint Mary's (45.94),1,"Zuma Beach, Ca",LMU,DI,1167,McKayla Ferris,41.74817708701931
17,2018-03-31,1431,McKayla Ferris - LMU (42.84),1,0,Savannah Slattery - LMU (42.84),Abril Bustamante - USC (61.62),Tina Graudina - USC (57.6),1,"Zuma Beach, Ca",LMU,DI,1167,McKayla Ferris,42.83529454968863
18,2018-04-07,1504,McKayla Ferris - LMU (43.93),1,0,Savannah Slattery - LMU (43.93),Emily Maglio - Hawaii (61.9),Ka'iwi Schucht - Hawaii (61.9),1,"Honolulu, Hi",LMU,DI,1167,McKayla Ferris,43.92863366312929
19,2018-04-07,1506,McKayla Ferris - LMU (46.69),1,1,Savannah Slattery - LMU (46.69),Kimmy Gardiner - Washington (44.7),Jordan Anderson - Washington (44.7),1,"Honolulu, Hi",LMU,DI,1167,McKayla Ferris,46.69259601908846
20,2018-04-07,1515,McKayla Ferris - LMU (44.56),1,0,Savannah Slattery - LMU (44.56),Adore Anae - Utah (40.79),Dani Barton - Utah (40.79),1,"Honolulu, Hi",LMU,DI,1167,McKayla Ferris,44.55992622909989
21,2018-04-08,1574,McKayla Ferris - LMU (44.88),1,0,Savannah Slattery - LMU (44.88),Kimmy Gardiner - Washington (49.17),Jordan Anderson - Washington (49.17),1,"Honolulu, Hi",LMU,DI,1167,McKayla Ferris,44.8775598798668
22,2018-04-08,1586,McKayla Ferris - LMU (46.64),1,1,Savannah Slattery - LMU (46.64),Adore Anae - Utah (40.8),Dani Barton - Utah (40.8),1,"Honolulu, Hi",LMU,DI,1167,McKayla Ferris,46.64169229935043
23,2018-04-12,1597,McKayla Ferris - LMU (47.94),1,1,Savannah Slattery - LMU (47.94),Sydney Haynes - Cal State Bakersfield (38.02),Emily Hansen - Cal State Bakersfield (38.02),1,"Northridge, Ca",LMU,DI,1167,McKayla Ferris,47.93742674815039
24,2018-04-12,1598,McKayla Ferris - LMU (49.49),1,1,Savannah Slattery - LMU (49.49),Aeryn Owens - Cal State Northridge (42.79),Katie Sato - Cal State Northridge (42.79),1,"Northridge, Ca",LMU,DI,1167,McKayla Ferris,49.49038255056782
25,2018-04-15,1678,McKayla Ferris - LMU (50.26),1,0,Savannah Slattery - LMU (50.26),Nele Barber - Long Beach State (56.14),Sasha Karelov - Long Beach State (57.96),1,"Long Beach, Ca",LMU,DI,1167,McKayla Ferris,50.25849971862619
26,2018-04-15,1682,McKayla Ferris - LMU (50.68),1,0,Savannah Slattery - LMU (50.68),Adore Anae - Utah (54.73),Dani Barton - Utah (54.73),1,"Long Beach, Ca",LMU,DI,1167,McKayla Ferris,50.68291888417714
27,2018-04-20,1724,McKayla Ferris - LMU (51.78),1,1,Savannah Slattery - LMU (51.78),Kristen Mead - Santa Clara (27.86),Hailey Lindberg - Santa Clara (27.56),1,"Santa Monica, Ca",LMU,DI,1167,McKayla Ferris,51.78344497975482
28,2018-04-20,1732,McKayla Ferris - LMU (52.43),1,0,Savannah Slattery - LMU (52.43),Morgan Hughes - Saint Mary's (57.68),Payton Rund - Saint Mary's (57.68),1,"Santa Monica, Ca",LMU,DI,1167,McKayla Ferris,52.434340418616834
29,2018-04-20,1735,McKayla Ferris - LMU (53.54),1,1,Savannah Slattery - LMU (53.54),Anna Dalla Vecchia - USF (34.52),Julia Topor - USF (34.52),1,"Santa Monica, Ca",LMU,DI,1167,McKayla Ferris,53.538337236127674
30,2018-04-21,1775,McKayla Ferris - LMU (54.67),1,1,Savannah Slattery - LMU (54.67),Andie Shelton - Pacific (37.8),Skylar Wine - Pacific (44.28),1,"Santa Monica, Ca",LMU,DI,1167,McKayla Ferris,54.67176362417326
31,2018-04-21,1783,McKayla Ferris - LMU (57.24),1,1,Savannah Slattery - LMU (57.24),Morgan Hughes - Saint Mary's (57.54),Payton Rund - Saint Mary's (57.54),1,"Santa Monica, Ca",LMU,DI,1167,McKayla Ferris,57.237987933194304
0,2018-02-24,837,Carly Kan - Hawaii (28.83),1,1,Laurel Weaver - Hawaii (28.83),Kathryn Plummer - Stanford (21.96),Sunny Villapando - Stanford (21.96),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,28.82910455058008
1,2018-02-24,844,Carly Kan - Hawaii (33.09),1,1,Laurel Weaver - Hawaii (33.09),Megan McNamara - UCLA (27.89),Nicole McNamara - UCLA (27.89),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,33.08541824211954
2,2018-02-25,868,Carly Kan - Hawaii (29.03),1,0,Laurel Weaver - Hawaii (29.03),Megan McNamara - UCLA (30.3),Nicole McNamara - UCLA (30.3),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,29.032379244768144
3,2018-02-25,869,Carly Kan - Hawaii (27.39),1,0,Laurel Weaver - Hawaii (27.39),Kathryn Plummer - Stanford (31.33),Sunny Villapando - Stanford (31.33),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,27.386760545516335
4,2018-03-08,1003,Carly Kan - Hawaii (27.52),1,0,Laurel Weaver - Hawaii (27.52),Megan McNamara - UCLA (35.52),Nicole McNamara - UCLA (35.52),3,"Los Angeles, Ca",Hawaii,DI,757,Carly Kan,27.518854843083314
5,2018-03-08,1004,Carly Kan - Hawaii (29.98),1,1,Laurel Weaver - Hawaii (29.98),Savannah Slattery - LMU (23.69),McKayla Ferris - LMU (23.69),3,"Los Angeles, Ca",Hawaii,DI,757,Carly Kan,29.980419763802736
6,2018-03-10,1040,Carly Kan - Hawaii (33.89),1,1,Laurel Weaver - Hawaii (33.89),Jillian Bergeson - TCU (32.02),Jaelyn Greene - TCU (32.02),3,"Manhattan Beach, Ca",Hawaii,DI,757,Carly Kan,33.89209978536758
7,2018-03-10,1048,Carly Kan - Hawaii (33.69),1,0,Laurel Weaver - Hawaii (33.69),Victoria Paranagua - Florida State (38.9),Macy Jerger - Florida State (38.9),3,"Manhattan Beach, Ca",Hawaii,DI,757,Carly Kan,33.691177604326306
8,2018-03-11,1073,Carly Kan - Hawaii (34.3),1,0,Laurel Weaver - Hawaii (34.3),Margherita Bianchin - FIU (43.33),Federica Frasca - FIU (43.33),3,"Manhattan Beach, Ca",Hawaii,DI,757,Carly Kan,34.30192841006842
9,2018-03-11,1077,Carly Kan - Hawaii (36.37),2,1,Laurel Weaver - Hawaii (36.37),Haleigh Nelson - LSU (30.59),Hunter Domanski - LSU (32.34),3,"Manhattan Beach, Ca",Hawaii,DI,757,Carly Kan,36.36721559905149
10,2018-03-17,1150,Carly Kan - Hawaii (37.29),1,0,Laurel Weaver - Hawaii (37.29),Abril Bustamante - USC (50.8),Tina Graudina - USC (47.31),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,37.28609582036859
11,2018-03-17,1153,Carly Kan - Hawaii (38.86),1,1,Laurel Weaver - Hawaii (38.86),Lauren Stivrins - Nebraska (30.69),Kelly Hunter - Nebraska (29.59),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,38.85725878180477
12,2018-03-17,1172,Carly Kan - Hawaii (40.52),1,1,Laurel Weaver - Hawaii (40.52),Molly Turner - Grand Canyon (32.24),Kelli Iverson - Grand Canyon (33.69),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,40.516376299447685
13,2018-03-18,1194,Carly Kan - Hawaii (40.31),2,0,Laurel Weaver - Hawaii (40.31),Terese Cannon - USC (43.21),Sammy Slater - USC (45.33),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,40.31068047974009
14,2018-03-18,1198,Carly Kan - Hawaii (41.49),2,1,Laurel Weaver - Hawaii (41.49),Taylor Jarzombek - Grand Canyon (30.03),Kelli Iverson - Grand Canyon (34.03),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,41.48862226932198
15,2018-03-18,1200,Carly Kan - Hawaii (42.41),3,1,Chloe Luyties - Hawaii (42.41),Jazz Sweat - Nebraska (25.74),Sami Slaughter - Nebraska (26.74),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,42.40801394486609
16,2018-03-20,1216,Carly Kan - Hawaii (40.84),2,0,Laurel Weaver - Hawaii (40.84),Annika Albrecht - Nebraska (41.87),Kenzie Maloney - Nebraska (35.85),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,40.83720390532949
17,2018-03-24,1262,Carly Kan - Hawaii (41.48),3,1,Laurel Weaver - Hawaii (41.48),Brynn Montgomery - UNC Wilmington (30.31),Katie McCullough - UNC Wilmington (30.31),3,"Columbia, SC",Hawaii,DI,757,Carly Kan,41.47623146304134
18,2018-03-24,1289,Carly Kan - Hawaii (41.75),2,0,Laurel Weaver - Hawaii (41.75),Katie Smith - South Carolina (48.99),Cadie Bates - South Carolina (44.19),3,"Columbia, S.C.",Hawaii,DI,757,Carly Kan,41.75131178484821
19,2018-03-25,1314,Carly Kan - Hawaii (43.72),2,1,Laurel Weaver - Hawaii (43.72),Karissa Rhoades - FGCU (40.67),Katherine Puisis - FGCU (40.67),3,"Columbia, S.C.",Hawaii,DI,757,Carly Kan,43.72425969666253
20,2018-03-25,1318,Carly Kan - Hawaii (44.65),2,1,Laurel Weaver - Hawaii (44.65),Avei Logoleo - UAB (32.69),Haley Jared - UAB (25.46),3,"Columbia, S.C.",Hawaii,DI,757,Carly Kan,44.65218141023018
21,2018-03-30,1360,Carly Kan - Hawaii (45.17),3,1,Laurel Weaver - Hawaii (45.17),Mattison Degarmo - Cal State Bakersfield (27.84),Emily Lopes - Cal State Bakersfield (27.84),3,"Folsom, Ca",Hawaii,DI,757,Carly Kan,45.169888360140334
22,2018-03-30,1374,Carly Kan - Hawaii (45.68),3,1,Laurel Weaver - Hawaii (45.68),Lauren McMurray - Cal State Northridge (27.75),Autumn Russell - Cal State Northridge (27.75),3,"Folsom, Ca",Hawaii,DI,757,Carly Kan,45.68011684255911
23,2018-03-31,1432,Carly Kan - Hawaii (46.91),3,1,Laurel Weaver - Hawaii (46.91),Adlee Van Winden - Cal Poly SLO (38.9),Taylor Nelson - Cal Poly SLO (45.83),3,"Folsom, Ca",Hawaii,DI,757,Carly Kan,46.91159319144344
24,2018-03-31,1434,Carly Kan - Hawaii (47.41),3,1,Laurel Weaver - Hawaii (47.41),"Hannah Meadows - Cal State University, Sacramento (22.57)","Ashtin Olin - Cal State University, Sacramento (27.0)",3,"Folsom, Ca",Hawaii,DI,757,Carly Kan,47.41308433900248
25,2018-03-31,1438,Carly Kan - Hawaii (48.55),3,1,Laurel Weaver - Hawaii (48.55),Kristyna Adamcikova - Long Beach State (42.86),Megan Kruidhof - Long Beach State (44.34),3,"Folsom, Ca",Hawaii,DI,757,Carly Kan,48.552093554622395
26,2018-04-07,1504,Carly Kan - Hawaii (49.14),3,1,Laurel Weaver - Hawaii (49.14),Veronica Nederend - LMU (38.75),Emma Doud - LMU (37.19),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,49.13970594576759
27,2018-04-07,1505,Carly Kan - Hawaii (49.64),3,1,Laurel Weaver - Hawaii (49.64),Bailey Choy - Utah (25.48),Laura Gauta - Utah (25.48),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,49.64288455750464
28,2018-04-07,1517,Carly Kan - Hawaii (47.71),3,0,Laurel Weaver - Hawaii (47.71),Shayne Mcpherson - Washington (42.92),Carly Dehoog - Washington (42.92),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,47.70896534316123
29,2018-04-08,1575,Carly Kan - Hawaii (48.21),3,1,Laurel Weaver - Hawaii (48.21),Kenzie Koerber - Utah (24.55),Brianna Doehrmann - Utah (24.55),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,48.21099891724992
30,2018-04-08,1585,Carly Kan - Hawaii (49.18),3,1,Laurel Weaver - Hawaii (49.18),Shayne Mcpherson - Washington (43.77),Carly Dehoog - Washington (43.77),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,49.17759861470002
31,2018-04-14,1653,Carly Kan - Hawaii (49.68),3,1,Laurel Weaver - Hawaii (49.68),Kylee Johnson - Boise State (22.07),Maya Watkins - Boise State (22.39),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,49.677647799200194
32,2018-04-14,1663,Carly Kan - Hawaii (50.28),3,1,Laurel Weaver - Hawaii (50.28),Katelyn Carballo - ASU (39.13),Ellyson Lundberg - ASU (40.75),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,50.28201615933267
33,2018-04-15,1679,Carly Kan - Hawaii (50.89),3,1,Laurel Weaver - Hawaii (50.89),Katelyn Carballo - ASU (40.0),Ellyson Lundberg - ASU (41.61),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,50.89262079720262
34,2018-04-15,1687,Carly Kan - Hawaii (51.4),3,1,Laurel Weaver - Hawaii (51.4),Jaymee-Lee Bulda - Boise State (29.5),Jensen Allen - Boise State (33.91),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,51.395223340191734
35,2018-04-27,1832,Carly Kan - Hawaii (51.9),3,1,Laurel Weaver - Hawaii (51.9),Briannah Mariner - Cal State Bakersfield (32.78),Aleksandra Djordjevic - Cal State Bakersfield (32.11),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,51.89659246489969
36,2018-04-28,1841,Carly Kan - Hawaii (52.58),3,1,Laurel Weaver - Hawaii (52.58),Hailey Harward - Long Beach State (46.97),Anete Brinke - Long Beach State (40.67),3,"Honolulu, Hi",Hawaii,DI,757,Carly Kan,52.5759463030005
37,2018-04-28,1844,Carly Kan - Hawaii (53.14),3,1,Laurel Weaver - Hawaii (53.14),Zoi Konstantopoulou - Long Beach State (41.47),Nicci Reinking - Long Beach State (41.9),3,"Honolulu, Hi  Big West Championship",Hawaii,DI,757,Carly Kan,53.13605765206221
38,2018-05-04,1862,Carly Kan - Hawaii (53.74),3,1,Laurel Weaver - Hawaii (53.74),Carly Schneider - South Carolina (45.26),Julia Mannisto - South Carolina (42.87),3,"Gulf Shores, Al",Hawaii,DI,757,Carly Kan,53.743790041298816
39,2018-05-04,1866,Carly Kan - Hawaii (54.6),3,1,Laurel Weaver - Hawaii (54.6),Heidi Dyer - Pepperdine (48.82),Gigi Hernandez - Pepperdine (48.82),3,"Gulf Shores, Al",Hawaii,DI,757,Carly Kan,54.59682112622812
40,2018-05-05,1869,Carly Kan - Hawaii (56.06),3,1,Laurel Weaver - Hawaii (56.06),Macy Jerger - Florida State (54.81),Sara Putt - Florida State (55.39),3,"Gulf Shores, Al",Hawaii,DI,757,Carly Kan,56.05836031133225
41,2018-05-06,1871,Carly Kan - Hawaii (56.94),3,1,Laurel Weaver - Hawaii (56.94),Savvy Simo - UCLA (52.28),Zana Muno - UCLA (51.67),3,"Gulf Shores, Al (NCAA Semis)",Hawaii,DI,757,Carly Kan,56.94457653861092
0,2018-02-24,835,Jessica Gaffney - Cal (22.99),1,0,Iya Lindahl - Cal (22.99),Morgan Hughes - Saint Mary's (29.21),Payton Rund - Saint Mary's (29.21),2,"Stockton, Ca",Cal,DI,86,Jessica Gaffney,22.991677369701627
1,2018-02-24,836,Jessica Gaffney - Cal (27.37),1,1,Iya Lindahl - Cal (27.37),Maycie LaBass - Pacific (22.34),Andie Shelton - Pacific (22.34),2,"Stockton, Ca",Cal,DI,86,Jessica Gaffney,27.368482652244197
2,2018-03-01,882,Jessica Gaffney - Cal (30.46),1,1,Iya Lindahl - Cal (30.46),Taylor Odom - Santa Clara (23.47),Kristen Mead - Santa Clara (23.47),2,"Berkeley, Ca",Cal,DI,86,Jessica Gaffney,30.464475253142353
3,2018-03-02,902,Jessica Gaffney - Cal (28.57),1,0,Iya Lindahl - Cal (28.57),Nandyala Gama - San Jose State University (33.02),Lyndi Scholl - San Jose State University (31.93),2,"Saratoga, Ca",Cal,DI,86,Jessica Gaffney,28.566812217920653
4,2018-03-09,1019,Jessica Gaffney - Cal (30.61),2,1,Iya Lindahl - Cal (30.61),Natalie Braun - ASU (22.38),Frances Giedraitis - ASU (22.38),2,"Stanford, Ca",Cal,DI,86,Jessica Gaffney,30.60705252141876
5,2018-03-09,1020,Jessica Gaffney - Cal (32.55),2,1,Iya Lindahl - Cal (32.55),Brindl Langley - Boise State (24.02),Jaymee-Lee Bulda - Boise State (24.02),2,"Stanford, Ca",Cal,DI,86,Jessica Gaffney,32.54708424523122
6,2018-03-10,1043,Jessica Gaffney - Cal (35.52),2,1,Iya Lindahl - Cal (35.52),Ashley Delgado - Tulane (31.88),Rio Frohoff - Tulane (30.91),2,"Stanford, Ca",Cal,DI,86,Jessica Gaffney,35.523783600360076
7,2018-03-10,1070,Jessica Gaffney - Cal (36.87),2,1,Iya Lindahl - Cal (36.87),Hayley Sturgeon - San Jose State University (25.4),Luiza Andrade - San Jose State University (27.68),2,"Stanford, Ca",Cal,DI,86,Jessica Gaffney,36.87278151117964
8,2018-03-16,1113,Jessica Gaffney - Cal (39.13),2,1,Iya Lindahl - Cal (39.13),Emily Bible - Saint Mary's (33.75),Lindsey Knudsen - Saint Mary's (33.75),2,"Berkeley, Ca`",Cal,DI,86,Jessica Gaffney,39.13229217490497
9,2018-03-16,1114,Jessica Gaffney - Cal (40.1),2,1,Iya Lindahl - Cal (40.1),"Kennedy Kurtz - Cal State University, Sacramento (24.25)","Lana Brown - Cal State University, Sacramento (23.54)",2,"Berkeley, Ca`",Cal,DI,86,Jessica Gaffney,40.09718784789723
10,2018-03-17,1173,Jessica Gaffney - Cal (41.12),2,1,Iya Lindahl - Cal (41.12),Ciara Reistad - San Jose State University (27.06),Julia Golbeck - San Jose State University (27.06),2,"Berkeley, Ca`",Cal,DI,86,Jessica Gaffney,41.11585578902621
11,2018-03-17,1174,Jessica Gaffney - Cal (42.29),2,1,Iya Lindahl - Cal (42.29),Skylar Wine - Pacific (31.84),Roni Long - Pacific (30.35),2,"Berkeley, Ca`",Cal,DI,86,Jessica Gaffney,42.2889267521021
12,2018-03-24,1264,Jessica Gaffney - Cal (42.01),2,0,Iya Lindahl - Cal (42.01),Terese Cannon - USC (45.86),Sammy Slater - USC (48.01),2,"Ocean Park, Ca",Cal,DI,86,Jessica Gaffney,42.01469415281167
13,2018-03-24,1273,Jessica Gaffney - Cal (43.37),2,1,Iya Lindahl - Cal (43.37),Destiny Julye - Washington (34.34),Courtney Schwan - Washington (34.34),2,"Ocean Park, Ca",Cal,DI,86,Jessica Gaffney,43.36824242734731
14,2018-03-25,1310,Jessica Gaffney - Cal (42.97),2,0,Iya Lindahl - Cal (42.97),Sarah Sponcil - UCLA (46.77),Lily Justine - UCLA (46.77),2,"Ocean Park, Ca",Cal,DI,86,Jessica Gaffney,42.973190417009725
15,2018-03-25,1319,Jessica Gaffney - Cal (40.79),2,0,Iya Lindahl - Cal (40.79),Kacey Nady - Arizona (38.95),Olivia Hallaran - Arizona (38.95),2,"Ocean Park, Ca",Cal,DI,86,Jessica Gaffney,40.79325021902475
16,2018-03-30,1379,Jessica Gaffney - Cal (41.82),2,1,Iya Lindahl - Cal (41.82),Carly Lowry - USF (30.02),Haley Howell - USF (30.02),2,"Berkeley, Ca",Cal,DI,86,Jessica Gaffney,41.818125211278485
17,2018-04-06,1478,Jessica Gaffney - Cal (43.0),2,1,Iya Lindahl - Cal (43.0),Kara Woodard - ASU (33.3),Sydney Palmer - ASU (33.67),2,"Tucson, Az",Cal,DI,86,Jessica Gaffney,42.99941706307912
18,2018-04-06,1484,Jessica Gaffney - Cal (43.52),2,0,Iya Lindahl - Cal (43.52),Sunniva Helland-Hansen - Stetson (51.17),Carly Perales - Stetson (51.17),2,"Tucson, Az",Cal,DI,86,Jessica Gaffney,43.521584826074225
19,2018-04-07,1530,Jessica Gaffney - Cal (45.18),2,1,Iya Lindahl - Cal (45.18),Hailey Devlin - Arizona (40.74),Stephany Purdue - Arizona (40.34),2,"Tucson, Az",Cal,DI,86,Jessica Gaffney,45.183543398720076
20,2018-04-14,1633,Jessica Gaffney - Cal (46.19),2,1,Iya Lindahl - Cal (46.19),Taylor Agost - Oregon (35.15),Josie Cole - Oregon (31.52),2,"Seattle, Wa",Cal,DI,86,Jessica Gaffney,46.190814123892395
21,2018-04-14,1664,Jessica Gaffney - Cal (46.8),1,0,Iya Lindahl - Cal (46.8),Kimmy Gardiner - Washington (53.06),Jordan Anderson - Washington (53.06),2,"Seattle, Wa",Cal,DI,86,Jessica Gaffney,46.79811789897853
22,2018-04-15,1667,Jessica Gaffney - Cal (47.77),2,1,Iya Lindahl - Cal (47.77),Joy Dennis - USC (38.63),Cammie Dorn - USC (31.62),2,"Seattle, Wa",Cal,DI,86,Jessica Gaffney,47.76833415293248
23,2018-04-15,1670,Jessica Gaffney - Cal (48.09),2,0,Iya Lindahl - Cal (48.09),Sunny Villapando - Stanford (59.2),Courtney Bowen - Stanford (47.27),2,"Seattle, Wa",Cal,DI,86,Jessica Gaffney,48.090980960890654
24,2018-04-17,1709,Jessica Gaffney - Cal (47.5),2,0,Iya Lindahl - Cal (47.5),Emily Bible - Saint Mary's (47.7),Lindsey Knudsen - Saint Mary's (47.7),2,"Moraga, Ca",Cal,DI,86,Jessica Gaffney,47.50401031404349
25,2018-04-21,1785,Jessica Gaffney - Cal (50.46),1,1,Mima Mirkovic - Cal (50.46),Amelia Smith - Stanford (55.26),Morgan Hentz - Stanford (55.26),2,"Berkeley, Ca",Cal,DI,86,Jessica Gaffney,50.456417785801605
26,2018-04-26,1821,Jessica Gaffney - Cal (52.47),1,1,Mima Mirkovic - Cal (52.47),Kimmy Gardiner - Washington (53.45),Jordan Anderson - Washington (53.45),2,"Stanford, Ca",Cal,DI,86,Jessica Gaffney,52.466578682359305
27,2018-04-27,1828,Jessica Gaffney - Cal (53.56),1,0,Mima Mirkovic - Cal (53.56),Abril Bustamante - USC (74.33),Tina Graudina - USC (70.87),2,"Stanford, Ca",Cal,DI,86,Jessica Gaffney,53.55984237711399
28,2018-04-27,1834,Jessica Gaffney - Cal (55.85),1,1,Mima Mirkovic - Cal (55.85),Olivia Macdonald - Arizona (58.74),Natalie Anselmo - Arizona (58.74),2,"Stanford, Ca",Cal,DI,86,Jessica Gaffney,55.8496035261049
29,2018-04-28,1839,Jessica Gaffney - Cal (55.72),1,0,Mima Mirkovic - Cal (55.72),Kimmy Gardiner - Washington (58.08),Jordan Anderson - Washington (58.08),2,"Stanford, Ca",Cal,DI,86,Jessica Gaffney,55.71926853471207
30,2018-04-28,1840,Jessica Gaffney - Cal (56.81),1,0,Mima Mirkovic - Cal (56.81),Abril Bustamante - USC (77.15),Tina Graudina - USC (73.85),2,"Stanford, Ca",Cal,DI,86,Jessica Gaffney,56.81316512823447
0,2018-02-24,871,Savannah Slattery - LMU (29.21),1,1,McKayla Ferris - LMU (29.21),Sydney Haynes - Cal State Bakersfield (22.99),Emily Hansen - Cal State Bakersfield (22.99),1,"Huntington Beach, Ca",LMU,DI,244,Savannah Slattery,29.208322630298365
1,2018-03-02,888,Savannah Slattery - LMU (26.45),1,0,McKayla Ferris - LMU (26.45),Kimmy Gardiner - Washington (30.53),Jordan Anderson - Washington (30.53),1,"Tucson, Az",LMU,DI,244,Savannah Slattery,26.454302550143197
2,2018-03-02,890,Savannah Slattery - LMU (24.62),1,0,McKayla Ferris - LMU (24.62),Erin Martin - New Mexico (29.34),Maddie Irwin - New Mexico (29.34),1,"Tucson, AZ",LMU,DI,244,Savannah Slattery,24.61973849215474
3,2018-03-03,928,Savannah Slattery - LMU (25.37),1,0,McKayla Ferris - LMU (25.37),Olivia Macdonald - Arizona (39.08),Natalie Anselmo - Arizona (39.08),1,"Tucson, AZ",LMU,DI,244,Savannah Slattery,25.36627285992459
4,2018-03-03,989,Savannah Slattery - LMU (24.1),1,0,McKayla Ferris - LMU (24.1),Molly Turner - Grand Canyon (28.1),Kelli Iverson - Grand Canyon (29.81),1,"Phoenix, AZ",LMU,DI,244,Savannah Slattery,24.099318897049468
5,2018-03-08,1004,Savannah Slattery - LMU (23.69),1,0,McKayla Ferris - LMU (23.69),Laurel Weaver - Hawaii (29.98),Carly Kan - Hawaii (29.98),1,"Los Angeles, Ca",LMU,DI,244,Savannah Slattery,23.690466429721187
6,2018-03-08,1005,Savannah Slattery - LMU (24.51),1,0,McKayla Ferris - LMU (24.51),Megan McNamara - UCLA (36.8),Nicole McNamara - UCLA (36.8),1,"Los Angeles, Ca",LMU,DI,244,Savannah Slattery,24.512351366792643
7,2018-03-15,1103,Savannah Slattery - LMU (25.13),1,0,McKayla Ferris - LMU (25.13),Jillian Bergeson - TCU (35.4),Jaelyn Greene - TCU (35.4),1,"Long Beach, Ca",LMU,DI,244,Savannah Slattery,25.132713386835682
8,2018-03-15,1106,Savannah Slattery - LMU (26.0),1,0,McKayla Ferris - LMU (26.0),Vanessa Freire - Florida State (35.74),Sara Putt - Florida State (40.73),1,"Long Beach, Ca",LMU,DI,244,Savannah Slattery,25.99828936074532
9,2018-03-17,1183,Savannah Slattery - LMU (27.08),1,0,McKayla Ferris - LMU (27.08),Megan McNamara - UCLA (45.65),Nicole McNamara - UCLA (45.65),1,"Santa Monica, Ca",LMU,DI,244,Savannah Slattery,27.078755991134155
10,2018-03-17,1185,Savannah Slattery - LMU (30.1),1,1,McKayla Ferris - LMU (30.1),Veronica Snelling - Missouri State (26.21),Taylor Fricano - Missouri State (26.21),1,"Santa Monica, Ca",LMU,DI,244,Savannah Slattery,30.10289160873307
11,2018-03-24,1275,Savannah Slattery - LMU (30.53),1,0,Jessie Prichard - LMU (30.53),Torrey Van Winden - Cal Poly SLO (41.79),Tia Miric - Cal Poly SLO (41.79),1,"Bakersfield, Ca",LMU,DI,244,Savannah Slattery,30.528449503530084
12,2018-03-24,1295,Savannah Slattery - LMU (31.8),1,1,Jessie Prichard - LMU (31.8),Sydney Haynes - Cal State Bakersfield (21.97),Emily Hansen - Cal State Bakersfield (21.97),1,"Bakersfield, Ca",LMU,DI,244,Savannah Slattery,31.801682181309943
