,date,compID,Name(Rating),position,result,Partner,Opponent 1,Opponent 2,primary position,location,college,division,playerid,name,mu
0,2018-02-24,840,Abril Bustamante - USC (29.82),1,1,Terese Cannon - USC (29.82),Molly Turner - Grand Canyon (24.83),Katie Pyles - Grand Canyon (24.83),1,"Phoenix, AZ",USC,DI,28,Abril Bustamante,29.81789332226257
1,2018-02-24,843,Abril Bustamante - USC (32.61),1,1,Terese Cannon - USC (32.61),Mia Rivera - ASU (24.09),Kwyn Johnson - ASU (24.09),1,"Tempe, Az",USC,DI,28,Abril Bustamante,32.60991471619737
2,2018-02-25,857,Abril Bustamante - USC (34.52),1,1,Terese Cannon - USC (34.52),Lauren Stivrins - Nebraska (23.72),Kelly Hunter - Nebraska (22.6),1,"Tempe, Az",USC,DI,28,Abril Bustamante,34.51555969269016
3,2018-02-25,861,Abril Bustamante - USC (36.84),1,1,Terese Cannon - USC (36.84),Torrey Van Winden - Cal Poly SLO (28.14),Tia Miric - Cal Poly SLO (28.14),1,"Tempe, Az",USC,DI,28,Abril Bustamante,36.83744670763618
4,2018-02-28,878,Abril Bustamante - USC (34.44),1,0,Terese Cannon - USC (34.44),Megan McNamara - UCLA (37.06),Nicole McNamara - UCLA (37.06),1,"Los Angeles, CA",USC,DI,28,Abril Bustamante,34.4378072462826
5,2018-02-28,879,Abril Bustamante - USC (31.76),1,0,Terese Cannon - USC (31.76),Brook Bauer - Pepperdine (32.95),Madalyn Roh - Pepperdine (32.95),1,"Los Angeles, CA",USC,DI,28,Abril Bustamante,31.7577795103761
6,2018-03-03,924,Abril Bustamante - USC (35.58),1,1,Tina Graudina - USC (35.58),Brook Bauer - Pepperdine (31.29),Madalyn Roh - Pepperdine (31.29),1,"Malibu, CA",USC,DI,28,Abril Bustamante,35.57515612160845
7,2018-03-03,925,Abril Bustamante - USC (39.48),1,1,Terese Cannon - USC (39.48),Megan McNamara - UCLA (35.24),Nicole McNamara - UCLA (35.24),1,"Malibu, CA",USC,DI,28,Abril Bustamante,39.4847058902608
8,2018-03-10,1041,Abril Bustamante - USC (42.67),1,1,Tina Graudina - USC (42.67),Margherita Bianchin - FIU (37.41),Federica Frasca - FIU (37.41),1,"Manhattan Beach, Ca",USC,DI,28,Abril Bustamante,42.67319795720202
9,2018-03-10,1047,Abril Bustamante - USC (45.31),1,1,Tina Graudina - USC (45.31),Claire Coppola - LSU (39.6),Kristen Nuss - LSU (39.6),1,"Manhattan Beach, Ca",USC,DI,28,Abril Bustamante,45.30701522759093
10,2018-03-11,1076,Abril Bustamante - USC (46.64),1,1,Tina Graudina - USC (46.64),Jillian Bergeson - TCU (33.18),Jaelyn Greene - TCU (33.18),1,"Manhattan Beach, Ca",USC,DI,28,Abril Bustamante,46.63556754102347
11,2018-03-11,1080,Abril Bustamante - USC (48.29),1,1,Tina Graudina - USC (48.29),Victoria Paranagua - Florida State (38.83),Macy Jerger - Florida State (38.83),1,"Manhattan Beach, Ca",USC,DI,28,Abril Bustamante,48.293223494834514
12,2018-03-17,1146,Abril Bustamante - USC (49.54),1,1,Tina Graudina - USC (49.54),Molly Turner - Grand Canyon (33.44),Kelli Iverson - Grand Canyon (36.31),1,"Honolulu, Hi",USC,DI,28,Abril Bustamante,49.54268839985318
13,2018-03-17,1150,Abril Bustamante - USC (50.8),1,1,Tina Graudina - USC (50.8),Laurel Weaver - Hawaii (37.29),Carly Kan - Hawaii (37.29),1,"Honolulu, Hi",USC,DI,28,Abril Bustamante,50.802687386590094
14,2018-03-17,1166,Abril Bustamante - USC (51.96),1,1,Tina Graudina - USC (51.96),Annika Albrecht - Nebraska (37.68),Kenzie Maloney - Nebraska (31.64),1,"Honolulu, Hi",USC,DI,28,Abril Bustamante,51.9578798602857
15,2018-03-18,1194,Abril Bustamante - USC (50.22),1,0,Tina Graudina - USC (50.22),Emily Maglio - Hawaii (46.07),Ka'iwi Schucht - Hawaii (46.07),1,"Honolulu, Hi",USC,DI,28,Abril Bustamante,50.219867234441026
16,2018-03-18,1195,Abril Bustamante - USC (51.41),1,1,Tina Graudina - USC (51.41),Lauren Stivrins - Nebraska (36.16),Kelly Hunter - Nebraska (35.07),1,"Honolulu, Hi",USC,DI,28,Abril Bustamante,51.41153298837276
17,2018-03-24,1264,Abril Bustamante - USC (53.38),1,1,Tina Graudina - USC (53.38),Alexia Inman - Cal (46.5),Mima Mirkovic - Cal (46.5),1,"Ocean Park, Ca",USC,DI,28,Abril Bustamante,53.380523004921315
18,2018-03-24,1272,Abril Bustamante - USC (54.48),1,1,Tina Graudina - USC (54.48),Mia Rivera - ASU (31.55),Kwyn Johnson - ASU (29.73),1,"Ocean Park, Ca",USC,DI,28,Abril Bustamante,54.48332443733692
19,2018-03-25,1311,Abril Bustamante - USC (55.85),1,1,Tina Graudina - USC (55.85),Olivia Macdonald - Arizona (44.53),Natalie Anselmo - Arizona (44.53),1,"Ocean Park, Ca",USC,DI,28,Abril Bustamante,55.846623195486565
20,2018-03-25,1317,Abril Bustamante - USC (57.45),1,1,Tina Graudina - USC (57.45),Kathryn Plummer - Stanford (47.08),Sunny Villapando - Stanford (50.7),1,"Ocean Park, Ca",USC,DI,28,Abril Bustamante,57.451178815156425
21,2018-03-31,1419,Abril Bustamante - USC (58.61),1,1,Tina Graudina - USC (58.61),Morgan Hughes - Saint Mary's (42.86),Payton Rund - Saint Mary's (42.86),1,"Zuma Beach, Ca",USC,DI,28,Abril Bustamante,58.60700539465787
22,2018-03-31,1428,Abril Bustamante - USC (60.51),1,1,Tina Graudina - USC (60.51),Corinne Quiggle - Pepperdine (54.46),Deahna Kraft - Pepperdine (54.46),1,"Zuma Beach, Ca",USC,DI,28,Abril Bustamante,60.50753956697653
23,2018-03-31,1431,Abril Bustamante - USC (61.62),1,1,Tina Graudina - USC (61.62),Savannah Slattery - LMU (42.17),McKayla Ferris - LMU (42.84),1,"Zuma Beach, Ca",USC,DI,28,Abril Bustamante,61.61699905244026
24,2018-04-04,1466,Abril Bustamante - USC (64.06),1,1,Tina Graudina - USC (64.06),Megan McNamara - UCLA (61.31),Nicole McNamara - UCLA (61.31),1,"Los Angeles, Ca",USC,DI,28,Abril Bustamante,64.05652271502834
25,2018-04-10,1589,Abril Bustamante - USC (65.38),1,1,Tina Graudina - USC (65.38),Corinne Quiggle - Pepperdine (55.27),Deahna Kraft - Pepperdine (55.27),1,"Los Angeles, Ca",USC,DI,28,Abril Bustamante,65.3813278760369
26,2018-04-14,1630,Abril Bustamante - USC (66.52),1,1,Tina Graudina - USC (66.52),Kimmy Gardiner - Washington (51.28),Jordan Anderson - Washington (51.28),1,"Seattle, Wa",USC,DI,28,Abril Bustamante,66.52249962598732
27,2018-04-14,1631,Abril Bustamante - USC (67.63),1,1,Tina Graudina - USC (67.63),Amelia Smith - Stanford (50.06),Morgan Hentz - Stanford (50.06),1,"Seattle, Wa",USC,DI,28,Abril Bustamante,67.63474615442912
28,2018-04-15,1667,Abril Bustamante - USC (68.77),1,1,Tina Graudina - USC (68.77),Alexia Inman - Cal (53.97),Mima Mirkovic - Cal (53.97),1,"Seattle, Wa",USC,DI,28,Abril Bustamante,68.77284679289642
29,2018-04-15,1674,Abril Bustamante - USC (69.87),1,1,Tina Graudina - USC (69.87),Lindsey Vander Weide - Oregon (30.34),August Raskie - Oregon (27.16),1,"Seattle, Wa",USC,DI,28,Abril Bustamante,69.87284687051478
30,2018-04-17,1707,Abril Bustamante - USC (71.01),1,1,Tina Graudina - USC (71.01),Nele Barber - Long Beach State (55.54),Sasha Karelov - Long Beach State (57.33),1,"Los Angeles, Ca",USC,DI,28,Abril Bustamante,71.01429548826133
31,2018-04-17,1710,Abril Bustamante - USC (72.12),1,1,Tina Graudina - USC (72.12),Molly Turner - Grand Canyon (53.93),Hannah Towne - Grand Canyon (54.86),1,"Los Angeles, Ca",USC,DI,28,Abril Bustamante,72.12264356770086
32,2018-04-26,1820,Abril Bustamante - USC (73.22),1,1,Tina Graudina - USC (73.22),Mia Rivera - ASU (44.67),Kwyn Johnson - ASU (42.85),1,"Stanford, Ca",USC,DI,28,Abril Bustamante,73.22265007698215
33,2018-04-27,1828,Abril Bustamante - USC (74.33),1,1,Tina Graudina - USC (74.33),Jessica Gaffney - Cal (53.56),Mima Mirkovic - Cal (59.48),1,"Stanford, Ca",USC,DI,28,Abril Bustamante,74.3302745786504
34,2018-04-28,1838,Abril Bustamante - USC (76.04),1,1,Tina Graudina - USC (76.04),Megan McNamara - UCLA (70.3),Nicole McNamara - UCLA (70.3),1,"Stanford, Ca",USC,DI,28,Abril Bustamante,76.04346370363884
35,2018-04-28,1840,Abril Bustamante - USC (77.15),1,1,Tina Graudina - USC (77.15),Jessica Gaffney - Cal (56.81),Mima Mirkovic - Cal (62.73),1,"Stanford, Ca",USC,DI,28,Abril Bustamante,77.15098632040505
36,2018-04-28,1846,Abril Bustamante - USC (76.56),1,0,Tina Graudina - USC (76.56),Megan McNamara - UCLA (72.87),Nicole McNamara - UCLA (72.87),1,"Stanford, Ca  PAC-12 Championship",USC,DI,28,Abril Bustamante,76.55502756327924
37,2018-05-04,1860,Abril Bustamante - USC (77.84),1,1,Tina Graudina - USC (77.84),Victoria Paranagua - Florida State (71.43),Vanessa Freire - Florida State (65.06),1,"Gulf Shores, Al",USC,DI,28,Abril Bustamante,77.84279056506426
38,2018-05-04,1863,Abril Bustamante - USC (78.97),1,1,Tina Graudina - USC (78.97),Margherita Bianchin - FIU (63.94),Federica Frasca - FIU (63.94),1,"Gulf Shores, Al",USC,DI,28,Abril Bustamante,78.96694420640617
39,2018-05-05,1867,Abril Bustamante - USC (80.1),1,1,Tina Graudina - USC (80.1),Corinne Quiggle - Pepperdine (65.63),Deahna Kraft - Pepperdine (65.63),1,"Gulf Shores, Al",USC,DI,28,Abril Bustamante,80.09920246440579
0,2018-02-24,832,Megan McNamara - UCLA (29.95),1,1,Nicole McNamara - UCLA (29.95),Kathryn Plummer - Stanford (23.25),Sunny Villapando - Stanford (23.25),1,"Honolulu, HI",UCLA,DI,1,Megan McNamara,29.953470528503882
1,2018-02-24,844,Megan McNamara - UCLA (27.89),1,0,Nicole McNamara - UCLA (27.89),Laurel Weaver - Hawaii (33.09),Carly Kan - Hawaii (33.09),1,"Honolulu, Hi",UCLA,DI,1,Megan McNamara,27.888031227060814
2,2018-02-25,860,Megan McNamara - UCLA (24.78),1,0,Nicole McNamara - UCLA (24.78),Kathryn Plummer - Stanford (27.37),Sunny Villapando - Stanford (27.37),1,"Honolulu, Hi",UCLA,DI,1,Megan McNamara,24.776829369481007
3,2018-02-25,868,Megan McNamara - UCLA (30.3),1,1,Nicole McNamara - UCLA (30.3),Laurel Weaver - Hawaii (29.03),Carly Kan - Hawaii (29.03),1,"Honolulu, Hi",UCLA,DI,1,Megan McNamara,30.29988056154902
4,2018-02-28,877,Megan McNamara - UCLA (33.25),1,1,Nicole McNamara - UCLA (33.25),Corinne Quiggle - Pepperdine (27.88),Deahna Kraft - Pepperdine (27.88),1,"Los Angeles, Ca",UCLA,DI,1,Megan McNamara,33.24895319401708
5,2018-02-28,878,Megan McNamara - UCLA (37.06),1,1,Nicole McNamara - UCLA (37.06),Abril Bustamante - USC (34.44),Terese Cannon - USC (34.44),1,"Los Angeles, CA",UCLA,DI,1,Megan McNamara,37.06119621232008
6,2018-03-03,925,Megan McNamara - UCLA (35.24),1,0,Nicole McNamara - UCLA (35.24),Abril Bustamante - USC (39.48),Terese Cannon - USC (33.67),1,"Malibu, CA",UCLA,DI,1,Megan McNamara,35.23873151544382
7,2018-03-03,929,Megan McNamara - UCLA (33.81),1,0,Nicole McNamara - UCLA (33.81),Brook Bauer - Pepperdine (35.21),Madalyn Roh - Pepperdine (35.21),1,"Malibu, CA",UCLA,DI,1,Megan McNamara,33.81146822124512
8,2018-03-08,1003,Megan McNamara - UCLA (35.52),1,1,Nicole McNamara - UCLA (35.52),Laurel Weaver - Hawaii (27.52),Carly Kan - Hawaii (27.52),1,"Los Angeles, Ca",UCLA,DI,1,Megan McNamara,35.51705898060729
9,2018-03-08,1005,Megan McNamara - UCLA (36.8),1,1,Nicole McNamara - UCLA (36.8),Savannah Slattery - LMU (24.51),McKayla Ferris - LMU (24.51),1,"Los Angeles, Ca",UCLA,DI,1,Megan McNamara,36.79689812797963
10,2018-03-10,1042,Megan McNamara - UCLA (40.5),1,1,Nicole McNamara - UCLA (40.5),Claire Coppola - LSU (40.48),Kristen Nuss - LSU (40.48),1,"Manhattan Beach, Ca",UCLA,DI,1,Megan McNamara,40.496652309811104
11,2018-03-10,1054,Megan McNamara - UCLA (39.84),1,0,Nicole McNamara - UCLA (39.84),Margherita Bianchin - FIU (41.65),Federica Frasca - FIU (41.65),1,"Manhattan Beach, Ca",UCLA,DI,1,Megan McNamara,39.84368057715308
12,2018-03-11,1075,Megan McNamara - UCLA (42.05),1,1,Nicole McNamara - UCLA (42.05),Victoria Paranagua - Florida State (38.36),Macy Jerger - Florida State (38.36),1,"Manhattan Beach, Ca",UCLA,DI,1,Megan McNamara,42.053706197519084
13,2018-03-11,1079,Megan McNamara - UCLA (43.41),1,1,Nicole McNamara - UCLA (43.41),Jillian Bergeson - TCU (33.84),Jaelyn Greene - TCU (33.84),1,"Manhattan Beach, Ca",UCLA,DI,1,Megan McNamara,43.40850478519269
14,2018-03-17,1180,Megan McNamara - UCLA (44.54),1,1,Nicole McNamara - UCLA (44.54),Veronica Snelling - Missouri State (27.91),Taylor Fricano - Missouri State (27.91),1,"Santa Monica, Ca",UCLA,DI,1,Megan McNamara,44.5444426203829
15,2018-03-17,1183,Megan McNamara - UCLA (45.65),1,1,Nicole McNamara - UCLA (45.65),Savannah Slattery - LMU (27.08),McKayla Ferris - LMU (27.08),1,"Santa Monica, Ca",UCLA,DI,1,Megan McNamara,45.65481325088104
16,2018-03-24,1261,Megan McNamara - UCLA (46.77),1,1,Nicole McNamara - UCLA (46.77),Mia Rivera - ASU (30.45),Kwyn Johnson - ASU (28.64),1,"Ocean Park, Ca",UCLA,DI,1,Megan McNamara,46.772693745586714
17,2018-03-24,1267,Megan McNamara - UCLA (48.71),1,1,Nicole McNamara - UCLA (48.71),Olivia Macdonald - Arizona (44.23),Natalie Anselmo - Arizona (44.23),1,"Ocean Park, Ca",UCLA,DI,1,Megan McNamara,48.709766726675376
18,2018-03-25,1310,Megan McNamara - UCLA (50.83),1,1,Nicole McNamara - UCLA (50.83),Alexia Inman - Cal (47.74),Mima Mirkovic - Cal (47.74),1,"Ocean Park, Ca",UCLA,DI,1,Megan McNamara,50.834822992537596
19,2018-03-25,1312,Megan McNamara - UCLA (52.06),1,1,Nicole McNamara - UCLA (52.06),Kimmy Gardiner - Washington (40.59),Jordan Anderson - Washington (40.59),1,"Ocean Park, Ca",UCLA,DI,1,Megan McNamara,52.056229305173424
20,2018-03-27,1329,Megan McNamara - UCLA (53.53),1,1,Nicole McNamara - UCLA (53.53),Brook Bauer - Pepperdine (46.72),Madalyn Roh - Pepperdine (46.72),1,"Los Angeles, Ca",UCLA,DI,1,Megan McNamara,53.52998726150711
21,2018-03-30,1352,Megan McNamara - UCLA (54.66),1,1,Nicole McNamara - UCLA (54.66),Vanessa Freire - Florida State (38.2),Sara Putt - Florida State (41.99),1,"Miami, Fl",UCLA,DI,1,Megan McNamara,54.65504171224112
22,2018-03-30,1357,Megan McNamara - UCLA (56.76),1,1,Nicole McNamara - UCLA (56.76),Margherita Bianchin - FIU (54.24),Federica Frasca - FIU (54.24),1,"Miami, Fl",UCLA,DI,1,Megan McNamara,56.75630956468019
23,2018-03-30,1370,Megan McNamara - UCLA (57.86),1,1,Nicole McNamara - UCLA (57.86),Carly Scarborough - FAU (40.64),Amanda Silva - FAU (42.15),1,"Miami, Fl",UCLA,DI,1,Megan McNamara,57.86452766858703
24,2018-03-31,1402,Megan McNamara - UCLA (59.0),1,1,Nicole McNamara - UCLA (59.0),Molly Turner - Grand Canyon (44.98),Hannah Towne - Grand Canyon (45.92),1,"Miami, Fl",UCLA,DI,1,Megan McNamara,58.99896353287618
25,2018-03-31,1410,Megan McNamara - UCLA (60.12),1,1,Nicole McNamara - UCLA (60.12),Shannon Williams - South Carolina (46.28),Ali Denney - South Carolina (46.28),1,"Miami, Fl",UCLA,DI,1,Megan McNamara,60.12398280099765
26,2018-04-04,1463,Megan McNamara - UCLA (61.4),1,1,Nicole McNamara - UCLA (61.4),Rachel Nieto - Long Beach State (52.32),Nele Barber - Long Beach State (52.32),1,"Los Angeles, Ca",UCLA,DI,1,Megan McNamara,61.395307873161734
27,2018-04-04,1466,Megan McNamara - UCLA (61.31),1,0,Nicole McNamara - UCLA (61.31),Abril Bustamante - USC (64.06),Tina Graudina - USC (60.48),1,"Los Angeles, Ca",UCLA,DI,1,Megan McNamara,61.31351746403612
28,2018-04-07,1522,Megan McNamara - UCLA (62.44),1,1,Nicole McNamara - UCLA (62.44),Morgan Hughes - Saint Mary's (48.86),Payton Rund - Saint Mary's (48.86),1,"Stanford, Ca",UCLA,DI,1,Megan McNamara,62.44474672596843
29,2018-04-07,1523,Megan McNamara - UCLA (63.58),1,1,Nicole McNamara - UCLA (63.58),Torrey Van Winden - Cal Poly SLO (50.69),Tia Miric - Cal Poly SLO (50.69),1,"Stanford, Ca",UCLA,DI,1,Megan McNamara,63.58179042131208
30,2018-04-08,1579,Megan McNamara - UCLA (64.68),1,1,Nicole McNamara - UCLA (64.68),Andie Shelton - Pacific (32.13),Skylar Wine - Pacific (38.0),1,"Stanford, Ca",UCLA,DI,1,Megan McNamara,64.68179347082052
31,2018-04-08,1580,Megan McNamara - UCLA (65.79),1,1,Nicole McNamara - UCLA (65.79),Amelia Smith - Stanford (49.22),Morgan Hentz - Stanford (49.22),1,"Stanford, Ca",UCLA,DI,1,Megan McNamara,65.78905200287352
32,2018-04-19,1712,Megan McNamara - UCLA (67.08),1,1,Nicole McNamara - UCLA (67.08),Nele Barber - Long Beach State (58.11),Sasha Karelov - Long Beach State (59.9),1,"Long Beach, Ca",UCLA,DI,1,Megan McNamara,67.08405472985655
33,2018-04-26,1823,Megan McNamara - UCLA (68.55),1,1,Nicole McNamara - UCLA (68.55),Adore Anae - Utah (62.57),Dani Barton - Utah (62.57),1,"Stanford, Ca",UCLA,DI,1,Megan McNamara,68.55317433811977
34,2018-04-27,1829,Megan McNamara - UCLA (69.73),1,1,Nicole McNamara - UCLA (69.73),Sunny Villapando - Stanford (65.34),Courtney Bowen - Stanford (53.19),1,"Stanford, Ca",UCLA,DI,1,Megan McNamara,69.72870101576353
35,2018-04-28,1838,Megan McNamara - UCLA (70.3),1,0,Nicole McNamara - UCLA (70.3),Abril Bustamante - USC (76.04),Tina Graudina - USC (72.74),1,"Stanford, Ca",UCLA,DI,1,Megan McNamara,70.30088466986177
36,2018-04-28,1846,Megan McNamara - UCLA (72.87),1,1,Nicole McNamara - UCLA (72.87),Abril Bustamante - USC (76.56),Tina Graudina - USC (72.84),1,"Stanford, Ca  PAC-12 Championship",UCLA,DI,1,Megan McNamara,72.8747762475892
37,2018-05-04,1859,Megan McNamara - UCLA (74.02),1,1,Nicole McNamara - UCLA (74.02),Margherita Bianchin - FIU (62.86),Federica Frasca - FIU (62.86),1,"Gulf Shores, Al",UCLA,DI,1,Megan McNamara,74.02358078786244
38,2018-05-04,1864,Megan McNamara - UCLA (75.37),1,1,Nicole McNamara - UCLA (75.37),Victoria Paranagua - Florida State (72.31),Vanessa Freire - Florida State (65.95),1,"Gulf Shores, Al",UCLA,DI,1,Megan McNamara,75.37432834968776
39,2018-05-05,1868,Megan McNamara - UCLA (76.7),1,1,Nicole McNamara - UCLA (76.7),Claire Coppola - LSU (70.1),Kristen Nuss - LSU (70.1),1,"Gulf Shores, Al",UCLA,DI,1,Megan McNamara,76.6954372875156
40,2018-05-06,1871,Megan McNamara - UCLA (78.11),1,1,Nicole McNamara - UCLA (78.11),Emily Maglio - Hawaii (72.79),Ka'iwi Schucht - Hawaii (72.79),1,"Gulf Shores, Al (NCAA Semis)",UCLA,DI,1,Megan McNamara,78.1101940789663
0,2018-02-24,832,Nicole McNamara - UCLA (29.95),1,1,Megan McNamara - UCLA (29.95),Kathryn Plummer - Stanford (23.25),Sunny Villapando - Stanford (23.25),1,"Honolulu, HI",UCLA,DI,2,Nicole McNamara,29.953470528503882
1,2018-02-24,844,Nicole McNamara - UCLA (27.89),1,0,Megan McNamara - UCLA (27.89),Laurel Weaver - Hawaii (33.09),Carly Kan - Hawaii (33.09),1,"Honolulu, Hi",UCLA,DI,2,Nicole McNamara,27.888031227060814
2,2018-02-25,860,Nicole McNamara - UCLA (24.78),1,0,Megan McNamara - UCLA (24.78),Kathryn Plummer - Stanford (27.37),Sunny Villapando - Stanford (27.37),1,"Honolulu, Hi",UCLA,DI,2,Nicole McNamara,24.776829369481007
3,2018-02-25,868,Nicole McNamara - UCLA (30.3),1,1,Megan McNamara - UCLA (30.3),Laurel Weaver - Hawaii (29.03),Carly Kan - Hawaii (29.03),1,"Honolulu, Hi",UCLA,DI,2,Nicole McNamara,30.29988056154902
4,2018-02-28,877,Nicole McNamara - UCLA (33.25),1,1,Megan McNamara - UCLA (33.25),Corinne Quiggle - Pepperdine (27.88),Deahna Kraft - Pepperdine (27.88),1,"Los Angeles, Ca",UCLA,DI,2,Nicole McNamara,33.24895319401708
5,2018-02-28,878,Nicole McNamara - UCLA (37.06),1,1,Megan McNamara - UCLA (37.06),Abril Bustamante - USC (34.44),Terese Cannon - USC (34.44),1,"Los Angeles, CA",UCLA,DI,2,Nicole McNamara,37.06119621232008
6,2018-03-03,925,Nicole McNamara - UCLA (35.24),1,0,Megan McNamara - UCLA (35.24),Abril Bustamante - USC (39.48),Terese Cannon - USC (33.67),1,"Malibu, CA",UCLA,DI,2,Nicole McNamara,35.23873151544382
7,2018-03-03,929,Nicole McNamara - UCLA (33.81),1,0,Megan McNamara - UCLA (33.81),Brook Bauer - Pepperdine (35.21),Madalyn Roh - Pepperdine (35.21),1,"Malibu, CA",UCLA,DI,2,Nicole McNamara,33.81146822124512
8,2018-03-08,1003,Nicole McNamara - UCLA (35.52),1,1,Megan McNamara - UCLA (35.52),Laurel Weaver - Hawaii (27.52),Carly Kan - Hawaii (27.52),1,"Los Angeles, Ca",UCLA,DI,2,Nicole McNamara,35.51705898060729
9,2018-03-08,1005,Nicole McNamara - UCLA (36.8),1,1,Megan McNamara - UCLA (36.8),Savannah Slattery - LMU (24.51),McKayla Ferris - LMU (24.51),1,"Los Angeles, Ca",UCLA,DI,2,Nicole McNamara,36.79689812797963
10,2018-03-10,1042,Nicole McNamara - UCLA (40.5),1,1,Megan McNamara - UCLA (40.5),Claire Coppola - LSU (40.48),Kristen Nuss - LSU (40.48),1,"Manhattan Beach, Ca",UCLA,DI,2,Nicole McNamara,40.49665230981111
11,2018-03-10,1054,Nicole McNamara - UCLA (39.84),1,0,Megan McNamara - UCLA (39.84),Margherita Bianchin - FIU (41.65),Federica Frasca - FIU (41.65),1,"Manhattan Beach, Ca",UCLA,DI,2,Nicole McNamara,39.843680577153094
12,2018-03-11,1075,Nicole McNamara - UCLA (42.05),1,1,Megan McNamara - UCLA (42.05),Victoria Paranagua - Florida State (38.36),Macy Jerger - Florida State (38.36),1,"Manhattan Beach, Ca",UCLA,DI,2,Nicole McNamara,42.0537061975191
13,2018-03-11,1079,Nicole McNamara - UCLA (43.41),1,1,Megan McNamara - UCLA (43.41),Jillian Bergeson - TCU (33.84),Jaelyn Greene - TCU (33.84),1,"Manhattan Beach, Ca",UCLA,DI,2,Nicole McNamara,43.408504785192704
14,2018-03-17,1180,Nicole McNamara - UCLA (44.54),1,1,Megan McNamara - UCLA (44.54),Veronica Snelling - Missouri State (27.91),Taylor Fricano - Missouri State (27.91),1,"Santa Monica, Ca",UCLA,DI,2,Nicole McNamara,44.54444262038292
15,2018-03-17,1183,Nicole McNamara - UCLA (45.65),1,1,Megan McNamara - UCLA (45.65),Savannah Slattery - LMU (27.08),McKayla Ferris - LMU (27.08),1,"Santa Monica, Ca",UCLA,DI,2,Nicole McNamara,45.65481325088107
16,2018-03-24,1261,Nicole McNamara - UCLA (46.77),1,1,Megan McNamara - UCLA (46.77),Mia Rivera - ASU (30.45),Kwyn Johnson - ASU (28.64),1,"Ocean Park, Ca",UCLA,DI,2,Nicole McNamara,46.77269374558675
17,2018-03-24,1267,Nicole McNamara - UCLA (48.71),1,1,Megan McNamara - UCLA (48.71),Olivia Macdonald - Arizona (44.23),Natalie Anselmo - Arizona (44.23),1,"Ocean Park, Ca",UCLA,DI,2,Nicole McNamara,48.709766726675404
18,2018-03-25,1310,Nicole McNamara - UCLA (50.83),1,1,Megan McNamara - UCLA (50.83),Alexia Inman - Cal (47.74),Mima Mirkovic - Cal (47.74),1,"Ocean Park, Ca",UCLA,DI,2,Nicole McNamara,50.834822992537624
19,2018-03-25,1312,Nicole McNamara - UCLA (52.06),1,1,Megan McNamara - UCLA (52.06),Kimmy Gardiner - Washington (40.59),Jordan Anderson - Washington (40.59),1,"Ocean Park, Ca",UCLA,DI,2,Nicole McNamara,52.05622930517346
20,2018-03-27,1329,Nicole McNamara - UCLA (53.53),1,1,Megan McNamara - UCLA (53.53),Brook Bauer - Pepperdine (46.72),Madalyn Roh - Pepperdine (46.72),1,"Los Angeles, Ca",UCLA,DI,2,Nicole McNamara,53.529987261507145
21,2018-03-30,1352,Nicole McNamara - UCLA (54.66),1,1,Megan McNamara - UCLA (54.66),Vanessa Freire - Florida State (38.2),Sara Putt - Florida State (41.99),1,"Miami, Fl",UCLA,DI,2,Nicole McNamara,54.65504171224116
22,2018-03-30,1357,Nicole McNamara - UCLA (56.76),1,1,Megan McNamara - UCLA (56.76),Margherita Bianchin - FIU (54.24),Federica Frasca - FIU (54.24),1,"Miami, Fl",UCLA,DI,2,Nicole McNamara,56.75630956468022
23,2018-03-30,1370,Nicole McNamara - UCLA (57.86),1,1,Megan McNamara - UCLA (57.86),Carly Scarborough - FAU (40.64),Amanda Silva - FAU (42.15),1,"Miami, Fl",UCLA,DI,2,Nicole McNamara,57.864527668587066
24,2018-03-31,1402,Nicole McNamara - UCLA (59.0),1,1,Megan McNamara - UCLA (59.0),Molly Turner - Grand Canyon (44.98),Hannah Towne - Grand Canyon (45.92),1,"Miami, Fl",UCLA,DI,2,Nicole McNamara,58.9989635328762
25,2018-03-31,1410,Nicole McNamara - UCLA (60.12),1,1,Megan McNamara - UCLA (60.12),Shannon Williams - South Carolina (46.28),Ali Denney - South Carolina (46.28),1,"Miami, Fl",UCLA,DI,2,Nicole McNamara,60.12398280099767
26,2018-04-04,1463,Nicole McNamara - UCLA (61.4),1,1,Megan McNamara - UCLA (61.4),Rachel Nieto - Long Beach State (52.32),Nele Barber - Long Beach State (52.32),1,"Los Angeles, Ca",UCLA,DI,2,Nicole McNamara,61.39530787316176
27,2018-04-04,1466,Nicole McNamara - UCLA (61.31),1,0,Megan McNamara - UCLA (61.31),Abril Bustamante - USC (64.06),Tina Graudina - USC (60.48),1,"Los Angeles, Ca",UCLA,DI,2,Nicole McNamara,61.31351746403614
28,2018-04-07,1522,Nicole McNamara - UCLA (62.44),1,1,Megan McNamara - UCLA (62.44),Morgan Hughes - Saint Mary's (48.86),Payton Rund - Saint Mary's (48.86),1,"Stanford, Ca",UCLA,DI,2,Nicole McNamara,62.44474672596845
29,2018-04-07,1523,Nicole McNamara - UCLA (63.58),1,1,Megan McNamara - UCLA (63.58),Torrey Van Winden - Cal Poly SLO (50.69),Tia Miric - Cal Poly SLO (50.69),1,"Stanford, Ca",UCLA,DI,2,Nicole McNamara,63.5817904213121
