,division,rank,name,rating,playerid,college,primary position,date
677,DI,678,Lexie Rawls,17.16666245613396,1400,Abilene Christian,3,2018-03-10
678,DI,679,Brigitte Murdock,17.09243844491329,620,"Cal State University, Sacramento",5,2018-04-27
679,DI,680,Makenzie Kesler,16.89990404707315,1399,Abilene Christian,4,2018-03-10
680,DI,681,Pi'ikea Clemens,16.82991898083091,1501,USF,5,2018-04-20
681,DI,682,Lauren Rokey,16.694945096038765,1421,Morehead State,4,2018-04-02
682,DI,683,Krista Hernandez,16.479352937779314,1450,Cal State Bakersfield,5,2018-04-14
683,DI,684,Brooke Boiseau,16.466903114369728,1448,Cal State Bakersfield,4,2018-04-21
684,DI,685,Danielle McCarson,16.292126294415695,675,Morehead State,5,2018-04-20
685,DI,686,Maddie Fella,16.292126294415695,684,Morehead State,5,2018-04-20
686,DI,687,Hannah Marchand,15.528779309641493,1264,Jacksonville,5,2018-03-28
687,DI,688,Sydney Wicks,15.327240892481502,893,Cal State Bakersfield,5,2018-04-28
688,DI,689,Ally Barber,15.293945153780935,774,Cal State Bakersfield,5,2018-04-28
689,DI,690,Lauren Naatz,15.205873957351232,274,Portland,4,2018-04-20
690,DI,691,McKenzie Schwan,15.07918723991583,1315,Portland,5,2018-04-20
691,DI,692,Kalin Eske,14.900537185182067,2078,Coastal Carolina,4,2018-04-13
692,DI,693,Aristea Tontai,14.900537185182067,2079,Coastal Carolina,4,2018-04-13
693,DI,694,Sarah Falk,14.714612476486675,1236,"Cal State University, Sacramento",4,2018-03-16
694,DI,695,Jordan Jones,14.060757550222721,674,Morehead State,4,2018-04-20
695,DI,696,Shannon Levinson,13.740326398215862,407,USF,5,2018-04-20
696,DI,697,Tori Reiser,13.210421495700736,471,Jacksonville,5,2018-04-14
697,DI,698,Paris Cosley,13.202385912902319,1398,Abilene Christian,5,2018-04-22
698,DI,699,Sofia Resendiz,11.99530252170313,1405,Abilene Christian,5,2018-04-22
699,DI,700,Maddie Cloutier,7.766238108747856,511,Jacksonville State,5,2018-04-20
