,Position,Name,Winning Team,Losing Team,Compid,Event Date,Rating Before Match,Rating After Match
1,1,Carly Perales,Stetson,Eckerd,799,2018-02-23,25.0,28.10832239906904
2,1,Sunniva Helland-Hansen,Stetson,Eckerd,799,2018-02-23,25.0,28.108322399069042
3,1,Mackenzie Redner,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
4,1,Savanna Cary,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
5,1,Lauren Stivrins,Nebraska,Benedictine,805,2018-02-23,25.0,28.10832239906904
6,1,Jazz Sweat,Nebraska,Benedictine,805,2018-02-23,25.0,28.108322399069042
7,1,Jackie Woods,Nebraska,Benedictine,805,2018-02-23,25.0,21.891677600930958
8,1,Kat McCullough,Nebraska,Benedictine,805,2018-02-23,25.0,21.891677600930958
9,2,Kelly Hunter,Nebraska,Benedictine,805,2018-02-23,25.0,28.10832239906904
10,2,Annika Albrecht,Nebraska,Benedictine,805,2018-02-23,25.0,28.108322399069042
11,2,Caitlan Sammons,Nebraska,Benedictine,805,2018-02-23,25.0,21.891677600930958
12,2,Sydney Nelson,Nebraska,Benedictine,805,2018-02-23,25.0,21.891677600930958
13,3,Kenzie Maloney,Nebraska,Benedictine,805,2018-02-23,25.0,28.10832239906904
14,3,Sami Slaughter,Nebraska,Benedictine,805,2018-02-23,25.0,28.108322399069042
15,3,Megan Block,Nebraska,Benedictine,805,2018-02-23,25.0,21.891677600930958
16,3,Dani Burke,Nebraska,Benedictine,805,2018-02-23,25.0,21.891677600930958
17,4,Allie Havers,Nebraska,Benedictine,805,2018-02-23,25.0,28.10832239906904
18,4,Jasmine Schmidt,Nebraska,Benedictine,805,2018-02-23,25.0,28.108322399069042
19,4,Anokina Mirzapour,Nebraska,Benedictine,805,2018-02-23,25.0,21.891677600930958
20,4,Kassandra Renteria,Nebraska,Benedictine,805,2018-02-23,25.0,21.891677600930958
21,5,Hayley Densberger,Benedictine,Nebraska,805,2018-02-23,25.0,21.891677600930958
22,5,Anezka Szabo,Benedictine,Nebraska,805,2018-02-23,25.0,21.891677600930958
23,5,Hayden Boucher,Benedictine,Nebraska,805,2018-02-23,25.0,28.10832239906904
24,5,Madison Peters,Benedictine,Nebraska,805,2018-02-23,25.0,28.108322399069042
25,1,Kristen Nuss,LSU,Cal Poly SLO,816,2018-02-23,25.0,28.10832239906904
26,1,Claire Coppola,LSU,Cal Poly SLO,816,2018-02-23,25.0,28.108322399069042
27,1,Torrey Van Winden,LSU,Cal Poly SLO,816,2018-02-23,25.0,21.891677600930958
28,1,Tia Miric,LSU,Cal Poly SLO,816,2018-02-23,25.0,21.891677600930958
29,2,Mandi Orellana,Cal Poly SLO,LSU,816,2018-02-23,25.0,21.891677600930958
30,2,Haleigh Nelson,Cal Poly SLO,LSU,816,2018-02-23,25.0,21.891677600930958
31,2,Sam Manley,Cal Poly SLO,LSU,816,2018-02-23,25.0,28.10832239906904
32,2,Emily Sonny,Cal Poly SLO,LSU,816,2018-02-23,25.0,28.108322399069042
33,3,Olivia Powers,Cal Poly SLO,LSU,816,2018-02-23,25.0,21.891677600930958
34,3,Maddie Ligon,Cal Poly SLO,LSU,816,2018-02-23,25.0,21.891677600930958
35,3,Hannah Hubbard,Cal Poly SLO,LSU,816,2018-02-23,25.0,28.10832239906904
36,3,Raeann Greisen,Cal Poly SLO,LSU,816,2018-02-23,25.0,28.108322399069042
37,4,Emmy Allen,LSU,Cal Poly SLO,816,2018-02-23,25.0,28.10832239906904
38,4,Megan Davenport,LSU,Cal Poly SLO,816,2018-02-23,25.0,28.108322399069042
39,4,Adlee Van Winden,LSU,Cal Poly SLO,816,2018-02-23,25.0,21.891677600930958
40,4,Macy Gordon,LSU,Cal Poly SLO,816,2018-02-23,25.0,21.891677600930958
41,5,Gina Tillis,LSU,Cal Poly SLO,816,2018-02-23,25.0,28.10832239906904
42,5,Emily Hardesty,LSU,Cal Poly SLO,816,2018-02-23,25.0,28.108322399069042
43,5,Brayden Gruenewald,LSU,Cal Poly SLO,816,2018-02-23,25.0,21.891677600930958
44,5,Dora Beilin,LSU,Cal Poly SLO,816,2018-02-23,25.0,21.891677600930958
45,1,Claire Coppola,LSU,Grand Canyon,817,2018-02-23,28.108322399069042,30.972955411050844
46,1,Kristen Nuss,LSU,Grand Canyon,817,2018-02-23,28.108322399069042,30.97295541105085
47,1,Molly Turner,LSU,Grand Canyon,817,2018-02-23,28.108322399069042,25.24368938708724
48,1,Katie Pyles,LSU,Grand Canyon,817,2018-02-23,28.108322399069042,25.24368938708724
49,1,Gabrielle Dischler,FAU,Eckerd,804,2018-02-23,25.0,28.10832239906904
50,1,Jessalyn Kinlaw,FAU,Eckerd,804,2018-02-23,25.0,28.108322399069042
51,1,Savanna Cary,FAU,Eckerd,804,2018-02-23,25.0,21.891677600930958
52,1,Mackenzie Redner,FAU,Eckerd,804,2018-02-23,25.0,21.891677600930958
53,2,Haleigh Nelson,Grand Canyon,LSU,817,2018-02-23,21.891677600930958,19.027044588949153
54,2,Hunter Domanski,Grand Canyon,LSU,817,2018-02-23,21.891677600930958,19.027044588949156
55,2,Hannah Towne,Grand Canyon,LSU,817,2018-02-23,21.891677600930958,24.75631061291276
56,2,Jessica Stansfield,Grand Canyon,LSU,817,2018-02-23,21.891677600930958,24.75631061291276
57,3,Maddie Ligon,LSU,Grand Canyon,817,2018-02-23,21.891677600930958,24.75631061291276
58,3,Olivia Powers,LSU,Grand Canyon,817,2018-02-23,21.891677600930958,24.75631061291276
59,3,Bella Baumann,LSU,Grand Canyon,817,2018-02-23,21.891677600930958,19.027044588949153
60,3,Taylor Jarzombek,LSU,Grand Canyon,817,2018-02-23,21.891677600930958,19.027044588949156
61,5,Gina Tillis,Grand Canyon,LSU,817,2018-02-23,28.10832239906904,25.24368938708723
62,5,Emily Hardesty,Grand Canyon,LSU,817,2018-02-23,28.10832239906904,25.24368938708723
63,5,Jessica Clark,Grand Canyon,LSU,817,2018-02-23,28.10832239906904,30.972955411050837
64,5,Katie Sarber,Grand Canyon,LSU,817,2018-02-23,28.10832239906904,30.972955411050837
65,2,Sam Manley,Cal Poly SLO,Pepperdine,818,2018-02-23,28.10832239906904,30.972955411050837
66,2,Emily Sonny,Cal Poly SLO,Pepperdine,818,2018-02-23,28.10832239906904,30.972955411050837
67,2,Corinne Quiggle,Cal Poly SLO,Pepperdine,818,2018-02-23,28.10832239906904,25.24368938708723
68,2,Deahna Kraft,Cal Poly SLO,Pepperdine,818,2018-02-23,28.10832239906904,25.24368938708723
69,3,Hannah Hubbard,Pepperdine,Cal Poly SLO,818,2018-02-23,28.10832239906904,25.24368938708723
70,3,Raeann Greisen,Pepperdine,Cal Poly SLO,818,2018-02-23,28.10832239906904,25.24368938708723
71,3,Gigi Hernandez,Pepperdine,Cal Poly SLO,818,2018-02-23,28.10832239906904,30.972955411050837
72,3,Heidi Dyer,Pepperdine,Cal Poly SLO,818,2018-02-23,28.10832239906904,30.972955411050837
73,4,Adlee Van Winden,Pepperdine,Cal Poly SLO,818,2018-02-23,21.891677600930958,19.027044588949153
74,4,Brayden Gruenewald,Pepperdine,Cal Poly SLO,818,2018-02-23,21.891677600930958,19.027044588949156
75,4,Alexis Filippone,Pepperdine,Cal Poly SLO,818,2018-02-23,21.891677600930958,24.75631061291276
76,4,Skylar Caputo,Pepperdine,Cal Poly SLO,818,2018-02-23,21.891677600930958,24.75631061291276
77,5,Macy Gordon,Cal Poly SLO,Pepperdine,818,2018-02-23,21.891677600930958,24.75631061291276
78,5,Heather Pembroke,Cal Poly SLO,Pepperdine,818,2018-02-23,21.891677600930958,24.75631061291276
79,5,Jordan Ferrari,Cal Poly SLO,Pepperdine,818,2018-02-23,21.891677600930958,19.027044588949153
80,5,Maddie Dilfer,Cal Poly SLO,Pepperdine,818,2018-02-23,21.891677600930958,19.027044588949156
81,1,Torrey Van Winden,Grand Canyon,Cal Poly SLO,870,2018-02-23,21.891677600930958,19.027044588949153
82,1,Tia Miric,Grand Canyon,Cal Poly SLO,870,2018-02-23,21.891677600930958,19.027044588949156
83,1,Molly Turner,Grand Canyon,Cal Poly SLO,870,2018-02-23,21.891677600930958,24.75631061291276
84,1,Katie Pyles,Grand Canyon,Cal Poly SLO,870,2018-02-23,21.891677600930958,24.75631061291276
85,2,Emily Sonny,Cal Poly SLO,Grand Canyon,870,2018-02-23,30.972955411050837,33.61540394819497
86,2,Sam Manley,Cal Poly SLO,Grand Canyon,870,2018-02-23,30.972955411050837,33.61540394819497
87,2,Hannah Towne,Cal Poly SLO,Grand Canyon,870,2018-02-23,30.972955411050837,28.330506873906693
88,2,Jessica Stansfield,Cal Poly SLO,Grand Canyon,870,2018-02-23,30.972955411050837,28.330506873906693
89,3,Hannah Hubbard,Grand Canyon,Cal Poly SLO,870,2018-02-23,25.24368938708723,22.60124084994309
90,3,Raeann Greisen,Grand Canyon,Cal Poly SLO,870,2018-02-23,25.24368938708723,22.60124084994309
91,3,Bella Baumann,Grand Canyon,Cal Poly SLO,870,2018-02-23,25.24368938708723,27.886137924231367
92,3,Taylor Jarzombek,Grand Canyon,Cal Poly SLO,870,2018-02-23,25.24368938708723,27.886137924231367
93,4,Adlee Van Winden,Cal Poly SLO,Grand Canyon,870,2018-02-23,19.027044588949153,21.66949312609329
94,4,Brayden Gruenewald,Cal Poly SLO,Grand Canyon,870,2018-02-23,19.027044588949153,21.66949312609329
95,4,Natalie Honzovicova,Cal Poly SLO,Grand Canyon,870,2018-02-23,19.027044588949153,16.384596051805016
96,4,Madi Relaz,Cal Poly SLO,Grand Canyon,870,2018-02-23,19.027044588949153,16.384596051805016
97,5,Macy Gordon,Cal Poly SLO,Grand Canyon,870,2018-02-23,24.75631061291276,27.398759150056897
98,5,Heather Pembroke,Cal Poly SLO,Grand Canyon,870,2018-02-23,24.75631061291276,27.398759150056897
99,5,Jessica Clark,Cal Poly SLO,Grand Canyon,870,2018-02-23,24.75631061291276,22.11386207576862
100,5,Katie Sarber,Cal Poly SLO,Grand Canyon,870,2018-02-23,24.75631061291276,22.11386207576862
101,4,Emmy Allen,LSU,Grand Canyon,817,2018-02-23,28.10832239906904,30.972955411050837
102,4,Megan Davenport,LSU,Grand Canyon,817,2018-02-23,28.10832239906904,30.972955411050837
103,4,Natalie Honzovicova,LSU,Grand Canyon,817,2018-02-23,28.10832239906904,25.24368938708723
104,4,Madi Relaz,LSU,Grand Canyon,817,2018-02-23,28.10832239906904,25.24368938708723
105,3,Nicole Navarro,Eckerd,FAU,804,2018-02-23,25.0,21.891677600930958
106,3,Nicole Grant,Eckerd,FAU,804,2018-02-23,25.0,21.891677600930958
107,3,Kaitlyn Sibson,Eckerd,FAU,804,2018-02-23,25.0,28.10832239906904
108,3,Paula Hoffman,Eckerd,FAU,804,2018-02-23,25.0,28.108322399069042
109,1,Torrey Van Winden,Cal Poly SLO,Pepperdine,818,2018-02-23,19.027044588949153,21.66949312609329
110,1,Tia Miric,Cal Poly SLO,Pepperdine,818,2018-02-23,19.027044588949153,21.66949312609329
111,1,Madalyn Roh,Cal Poly SLO,Pepperdine,818,2018-02-23,19.027044588949153,16.384596051805016
112,1,Brook Bauer,Cal Poly SLO,Pepperdine,818,2018-02-23,19.027044588949153,16.384596051805016
113,4,Erica Brok,FAU,Eckerd,804,2018-02-23,25.0,28.10832239906904
114,4,Mackenzie Morris,FAU,Eckerd,804,2018-02-23,25.0,28.108322399069042
115,4,Stephanie Bogda,FAU,Eckerd,804,2018-02-23,25.0,21.891677600930958
116,4,Rachel Cornatzer,FAU,Eckerd,804,2018-02-23,25.0,21.891677600930958
117,2,Carly Scarborough,Eckerd,FAU,804,2018-02-23,25.0,21.891677600930958
118,2,Brittany Pellitteri,Eckerd,FAU,804,2018-02-23,25.0,21.891677600930958
119,2,Arielle Erillo,Eckerd,FAU,804,2018-02-23,25.0,28.10832239906904
120,2,Madison  Whiting,Eckerd,FAU,804,2018-02-23,25.0,28.108322399069042
121,2,Darby Dunn,Stetson,Eckerd,799,2018-02-23,25.0,28.10832239906904
122,2,Sammee Thomas,Stetson,Eckerd,799,2018-02-23,25.0,28.108322399069042
123,2,Paula Hoffman,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
124,2,Kaitlyn Sibson,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
125,3,Rebecca Ingram,Stetson,Eckerd,799,2018-02-23,25.0,28.10832239906904
126,3,Quinci Birker,Stetson,Eckerd,799,2018-02-23,25.0,28.108322399069042
127,3,Madison  Whiting,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
128,3,Arielle Erillo,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
129,4,Rachel Noble,Stetson,Eckerd,799,2018-02-23,25.0,28.10832239906904
130,4,Samantha Harris,Stetson,Eckerd,799,2018-02-23,25.0,28.108322399069042
131,4,Rachel Cornatzer,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
132,4,Stephanie Bogda,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
133,5,Alexa Richardson,Stetson,Eckerd,799,2018-02-23,25.0,28.10832239906904
134,5,Katinka Krahn,Stetson,Eckerd,799,2018-02-23,25.0,28.108322399069042
135,5,Kali Boatwright,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
136,5,Jordan Duffy,Stetson,Eckerd,799,2018-02-23,25.0,21.891677600930958
137,1,Shannon Williams,South Carolina,Georgia State,800,2018-02-23,25.0,28.10832239906904
138,1,Ali Denney,South Carolina,Georgia State,800,2018-02-23,25.0,28.108322399069042
139,1,Tiffany Creamer,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
140,1,Brooke Weiner,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
141,4,Leah Perri,South Carolina,Georgia State,800,2018-02-23,25.0,28.10832239906904
142,4,Macie Tendrich,South Carolina,Georgia State,800,2018-02-23,25.0,28.108322399069042
143,4,Kate Novack,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
144,4,Rebekah Brodbeck,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
145,5,Franky Harrison,South Carolina,Georgia State,800,2018-02-23,25.0,28.10832239906904
146,5,Hannah Edelman,South Carolina,Georgia State,800,2018-02-23,25.0,28.108322399069042
147,5,Amie  Held,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
148,5,Maddie Gordon,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
149,2,Lydia Dimke,South Carolina,Georgia State,800,2018-02-23,25.0,28.10832239906904
150,2,Katie Smith,South Carolina,Georgia State,800,2018-02-23,25.0,28.108322399069042
151,2,Ashley McGinn,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
152,2,Allie Elson,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
153,1,Macy Jerger,Florida State,FAU,801,2018-02-23,25.0,28.10832239906904
154,1,Victoria Paranagua,Florida State,FAU,801,2018-02-23,25.0,28.108322399069042
155,1,Jessalyn Kinlaw,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
156,1,Gabrielle Dischler,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
157,2,Brooke Kuhlman,Florida State,FAU,801,2018-02-23,25.0,28.10832239906904
158,2,Vanessa Freire,Florida State,FAU,801,2018-02-23,25.0,28.108322399069042
159,2,Carly Scarborough,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
160,2,Brittany Pellitteri,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
161,3,Francesca Goncalves,Florida State,FAU,801,2018-02-23,25.0,28.10832239906904
162,3,Sara Putt,Florida State,FAU,801,2018-02-23,25.0,28.108322399069042
163,3,Nicole Navarro,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
164,3,Nicole Grant,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
165,3,Julia Mannisto,South Carolina,Georgia State,800,2018-02-23,25.0,28.10832239906904
166,3,Carly Schneider,South Carolina,Georgia State,800,2018-02-23,25.0,28.108322399069042
167,3,Georgia Johnson,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
168,3,Eden Hawes,South Carolina,Georgia State,800,2018-02-23,25.0,21.891677600930958
169,4,Hailey Luke,Florida State,FAU,801,2018-02-23,25.0,28.10832239906904
170,4,Katie Horton,Florida State,FAU,801,2018-02-23,25.0,28.108322399069042
171,4,Mackenzie Morris,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
172,4,Erica Brok,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
173,5,Ashlan  Cunningham,FAU,Eckerd,804,2018-02-23,25.0,28.10832239906904
174,5,Kaila Dorish,FAU,Eckerd,804,2018-02-23,25.0,28.108322399069042
175,5,Abigail O'Ferrell,FAU,Eckerd,804,2018-02-23,25.0,21.891677600930958
176,5,Jordan Duffy,FAU,Eckerd,804,2018-02-23,25.0,21.891677600930958
177,5,Molly McBain,Florida State,FAU,801,2018-02-23,25.0,28.10832239906904
178,5,Eva Torruella,Florida State,FAU,801,2018-02-23,25.0,28.108322399069042
179,5,Kaila Dorish,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
180,5,Ashlan  Cunningham,Florida State,FAU,801,2018-02-23,25.0,21.891677600930958
181,2,Vanessa Freire,South Carolina,Florida State,803,2018-02-23,28.108322399069042,25.24368938708724
182,2,Brooke Kuhlman,South Carolina,Florida State,803,2018-02-23,28.108322399069042,25.24368938708724
183,2,Carly Schneider,South Carolina,Florida State,803,2018-02-23,28.108322399069042,30.972955411050844
184,2,Katie Smith,South Carolina,Florida State,803,2018-02-23,28.108322399069042,30.97295541105085
185,1,Macy Jerger,Florida State,South Carolina,803,2018-02-23,28.10832239906904,30.972955411050837
186,1,Victoria Paranagua,Florida State,South Carolina,803,2018-02-23,28.10832239906904,30.972955411050837
187,1,Shannon Williams,Florida State,South Carolina,803,2018-02-23,28.10832239906904,25.24368938708723
188,1,Ali Denney,Florida State,South Carolina,803,2018-02-23,28.10832239906904,25.24368938708723
189,3,Sara Putt,Florida State,South Carolina,803,2018-02-23,28.108322399069042,30.972955411050844
190,3,Francesca Goncalves,Florida State,South Carolina,803,2018-02-23,28.108322399069042,30.97295541105085
191,3,Leah Perri,Florida State,South Carolina,803,2018-02-23,28.108322399069042,25.24368938708724
192,3,Macie Tendrich,Florida State,South Carolina,803,2018-02-23,28.108322399069042,25.24368938708724
193,5,Molly McBain,Florida State,South Carolina,803,2018-02-23,28.10832239906904,30.972955411050837
194,5,Eva Torruella,Florida State,South Carolina,803,2018-02-23,28.10832239906904,30.972955411050837
195,5,Franky Harrison,Florida State,South Carolina,803,2018-02-23,28.10832239906904,25.24368938708723
196,5,Hannah Sorensen,Florida State,South Carolina,803,2018-02-23,28.10832239906904,25.24368938708723
197,4,Katie Horton,Florida State,South Carolina,803,2018-02-23,28.108322399069042,30.972955411050844
198,4,Hailey Luke,Florida State,South Carolina,803,2018-02-23,28.108322399069042,30.97295541105085
199,4,Julia Mannisto,Florida State,South Carolina,803,2018-02-23,28.108322399069042,25.24368938708724
200,4,Jess Vastine,Florida State,South Carolina,803,2018-02-23,28.108322399069042,25.24368938708724
201,1,Tiffany Creamer,Stetson,Georgia State,802,2018-02-23,21.891677600930958,19.027044588949153
202,1,Brooke Weiner,Stetson,Georgia State,802,2018-02-23,21.891677600930958,19.027044588949156
203,1,Carly Perales,Stetson,Georgia State,802,2018-02-23,21.891677600930958,24.75631061291276
204,1,Sunniva Helland-Hansen,Stetson,Georgia State,802,2018-02-23,21.891677600930958,24.75631061291276
205,2,Ashley McGinn,Stetson,Georgia State,802,2018-02-23,21.891677600930958,19.027044588949153
206,2,Allie Elson,Stetson,Georgia State,802,2018-02-23,21.891677600930958,19.027044588949156
207,2,Sammee Thomas,Stetson,Georgia State,802,2018-02-23,21.891677600930958,24.75631061291276
208,2,Darby Dunn,Stetson,Georgia State,802,2018-02-23,21.891677600930958,24.75631061291276
209,3,Olivia Stasevich,Georgia State,Stetson,802,2018-02-23,25.0,28.10832239906904
210,3,Georgia Johnson,Georgia State,Stetson,802,2018-02-23,25.0,28.108322399069042
211,3,Quinci Birker,Georgia State,Stetson,802,2018-02-23,25.0,21.891677600930958
212,3,Rebecca Ingram,Georgia State,Stetson,802,2018-02-23,25.0,21.891677600930958
213,4,Eden Hawes,Georgia State,Stetson,802,2018-02-23,21.891677600930958,24.75631061291276
214,4,Ashley Bauchert,Georgia State,Stetson,802,2018-02-23,21.891677600930958,24.75631061291276
215,4,Samantha Harris,Georgia State,Stetson,802,2018-02-23,21.891677600930958,19.027044588949153
216,4,Rachel Noble,Georgia State,Stetson,802,2018-02-23,21.891677600930958,19.027044588949156
217,5,Kate Novack,Georgia State,Stetson,802,2018-02-23,21.891677600930958,24.75631061291276
218,5,Amie  Held,Georgia State,Stetson,802,2018-02-23,21.891677600930958,24.75631061291276
219,5,Alexa Richardson,Georgia State,Stetson,802,2018-02-23,21.891677600930958,19.027044588949153
220,5,Katinka Krahn,Georgia State,Stetson,802,2018-02-23,21.891677600930958,19.027044588949156
221,2,Elli Gibson,Mercer,Huntingdon,842,2018-02-24,25.0,28.10832239906904
222,2,Jessica Johnson,Mercer,Huntingdon,842,2018-02-24,25.0,28.108322399069042
223,2,Bria Rochelle,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
224,2,Alexis Creasman,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
225,4,Danielle Wheeler,Houston Baptist,ULM,841,2018-02-24,25.0,28.10832239906904
226,4,Brennan Miller,Houston Baptist,ULM,841,2018-02-24,25.0,28.108322399069042
227,4,Bailey Smith,Houston Baptist,ULM,841,2018-02-24,25.0,21.891677600930958
228,4,Allie Kemp,Houston Baptist,ULM,841,2018-02-24,25.0,21.891677600930958
229,1,Jessica Wooten,Houston Baptist,ULM,841,2018-02-24,25.0,28.10832239906904
230,1,Aeriel Horton,Houston Baptist,ULM,841,2018-02-24,25.0,28.108322399069042
231,1,Gabby Love,Houston Baptist,ULM,841,2018-02-24,25.0,21.891677600930958
232,1,Maile Sellers,Houston Baptist,ULM,841,2018-02-24,25.0,21.891677600930958
233,2,Kayla Armer,Houston Baptist,ULM,841,2018-02-24,25.0,28.10832239906904
234,2,Tori Hinojosa,Houston Baptist,ULM,841,2018-02-24,25.0,28.108322399069042
235,2,Grace Convey,Houston Baptist,ULM,841,2018-02-24,25.0,21.891677600930958
236,2,Kayla Gallant,Houston Baptist,ULM,841,2018-02-24,25.0,21.891677600930958
237,5,Kylie Keeling,Mercer,Huntingdon,842,2018-02-24,25.0,28.10832239906904
238,5,Emilee Wissmach,Mercer,Huntingdon,842,2018-02-24,25.0,28.108322399069042
239,5,Kaitlyn Carter,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
240,5,Addison Genard,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
241,3,Bailey Banks,ULM,Houston Baptist,841,2018-02-24,25.0,21.891677600930958
242,3,Katya Silveira,ULM,Houston Baptist,841,2018-02-24,25.0,21.891677600930958
243,3,Catherine Griffith,ULM,Houston Baptist,841,2018-02-24,25.0,28.10832239906904
244,3,Rebecca Brown,ULM,Houston Baptist,841,2018-02-24,25.0,28.108322399069042
245,3,Amber Gibson,Mercer,Huntingdon,842,2018-02-24,25.0,28.10832239906904
246,3,Gracie Garanich,Mercer,Huntingdon,842,2018-02-24,25.0,28.108322399069042
247,3,Amy Tyma,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
248,3,Cheyenne Scarborough,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
249,5,Alexandra Poletto,ASU,USC,843,2018-02-24,25.0,21.891677600930958
250,5,Peri Green,ASU,USC,843,2018-02-24,25.0,21.891677600930958
251,5,Kate  Baldwin,ASU,USC,843,2018-02-24,25.0,28.10832239906904
252,5,Samantha Plaster,ASU,USC,843,2018-02-24,25.0,28.108322399069042
253,1,Sophie Peel,Mercer,Huntingdon,842,2018-02-24,25.0,28.10832239906904
254,1,Kacy Ogden,Mercer,Huntingdon,842,2018-02-24,25.0,28.108322399069042
255,1,Emily Fedonczak,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
256,1,Nichole LeFevre,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
257,1,Abril Bustamante,USC,ASU,843,2018-02-24,25.0,28.10832239906904
258,1,Terese Cannon,USC,ASU,843,2018-02-24,25.0,28.108322399069042
259,1,Kwyn Johnson,USC,ASU,843,2018-02-24,25.0,21.891677600930958
260,1,Mia Rivera,USC,ASU,843,2018-02-24,25.0,21.891677600930958
261,3,Joy Dennis,ASU,USC,843,2018-02-24,25.0,21.891677600930958
262,3,Brianna Sizemore,ASU,USC,843,2018-02-24,25.0,21.891677600930958
263,3,Katelyn Carballo,ASU,USC,843,2018-02-24,25.0,28.10832239906904
264,3,Ellyson Lundberg,ASU,USC,843,2018-02-24,25.0,28.108322399069042
265,4,Jenna Belton,USC,ASU,843,2018-02-24,25.0,28.10832239906904
266,4,Jo Kremer,USC,ASU,843,2018-02-24,25.0,28.108322399069042
267,4,Katie Cross,USC,ASU,843,2018-02-24,25.0,21.891677600930958
268,4,Cierra Flood,USC,ASU,843,2018-02-24,25.0,21.891677600930958
269,2,Haley Hallgren,USC,ASU,843,2018-02-24,25.0,28.10832239906904
270,2,Sammy Slater,USC,ASU,843,2018-02-24,25.0,28.108322399069042
271,2,Halle Parker,USC,ASU,843,2018-02-24,25.0,21.891677600930958
272,2,Kara  Woodard,USC,ASU,843,2018-02-24,25.0,21.891677600930958
273,5,Meagan Carter,Houston Baptist,ULM,841,2018-02-24,25.0,28.10832239906904
274,5,Kali Fluke,Houston Baptist,ULM,841,2018-02-24,25.0,28.108322399069042
275,5,Holland Ponthieux,Houston Baptist,ULM,841,2018-02-24,25.0,21.891677600930958
276,5,McKenna Webster,Houston Baptist,ULM,841,2018-02-24,25.0,21.891677600930958
277,1,Laurel Weaver,Hawaii,UCLA,844,2018-02-24,25.0,28.10832239906904
278,1,Carly Kan,Hawaii,UCLA,844,2018-02-24,25.0,28.108322399069042
279,1,Nicole McNamara,Hawaii,UCLA,844,2018-02-24,25.0,21.891677600930958
280,1,Megan McNamara,Hawaii,UCLA,844,2018-02-24,25.0,21.891677600930958
281,4,Lela Mcintosh,Mercer,Huntingdon,842,2018-02-24,25.0,28.10832239906904
282,4,Marina Chavez,Mercer,Huntingdon,842,2018-02-24,25.0,28.108322399069042
283,4,Lexie DeVuyst,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
284,4,Shelby McAllister,Mercer,Huntingdon,842,2018-02-24,25.0,21.891677600930958
285,5,Maja Kaiser,Grand Canyon,USC,840,2018-02-24,25.0,21.891677600930958
286,5,Katrina Kernochan,Grand Canyon,USC,840,2018-02-24,25.0,21.891677600930958
287,5,Jessica Clark,Grand Canyon,USC,840,2018-02-24,25.0,28.10832239906904
288,5,Madi Relaz,Grand Canyon,USC,840,2018-02-24,25.0,28.108322399069042
289,1,Federica Frasca,FIU,ULM,838,2018-02-24,25.0,28.10832239906904
290,1,Margherita Bianchin,FIU,ULM,838,2018-02-24,25.0,28.108322399069042
291,1,Gabby Love,FIU,ULM,838,2018-02-24,25.0,21.891677600930958
292,1,Maile Sellers,FIU,ULM,838,2018-02-24,25.0,21.891677600930958
293,3,Joy Dennis,Grand Canyon,USC,840,2018-02-24,21.891677600930958,19.027044588949153
294,3,Brianna Sizemore,Grand Canyon,USC,840,2018-02-24,21.891677600930958,19.027044588949156
295,3,Bella Baumann,Grand Canyon,USC,840,2018-02-24,21.891677600930958,24.75631061291276
296,3,Taylor Jarzombek,Grand Canyon,USC,840,2018-02-24,21.891677600930958,24.75631061291276
