,date,compID,location,playerid,position,primary position,college,division,result,mu,sigma
7656,2018-03-17,1148,"Tavares, Fl",800,3,3,New Mexico,DI,1,31.16165304792949,5.1071215724498344
7657,2018-03-30,1375,"Albuquerque, NM",800,3,3,New Mexico,DI,1,32.47076850153485,4.950924860374604
7658,2018-03-31,1429,"Albuquerque, N.M.",800,3,3,New Mexico,DI,0,32.266003856575495,4.785054958469194
7659,2018-03-31,1430,"Albuquerque, N.M.",800,3,3,New Mexico,DI,1,33.30782287603197,4.668535859445843
7660,2018-04-07,1545,"Bakersfield, Ca",800,3,3,New Mexico,DI,1,33.99223303144068,4.610498143967583
7661,2018-04-14,1636,"Kingsville, Tx",800,3,3,New Mexico,DI,1,34.596250414165596,4.575321186454073
7662,2018-04-20,1728,"Tucson, Az",800,3,3,New Mexico,DI,0,34.93749940207694,4.51783566916059
7663,2018-04-21,1778,"Tucson, Az",800,3,3,New Mexico,DI,1,37.544777190423204,4.301555713326838
7664,2018-03-02,887,"Tucson, Az",1296,2,3,New Mexico,DI,0,24.543291730123677,7.941122302607259
7665,2018-03-02,890,"Tucson, AZ",1296,2,3,New Mexico,DI,0,22.81185587208916,7.415715102636644
7666,2018-03-03,927,"Tucson, AZ",1296,2,3,New Mexico,DI,0,23.218047750953914,7.23828462978453
7667,2018-03-09,1033,"Phoenix, Az",1296,3,3,New Mexico,DI,0,22.718166789291082,6.953417889379373
7668,2018-03-09,1034,"Phoenix, Az",1296,3,3,New Mexico,DI,0,20.289712347977947,6.5324167419734005
7669,2018-03-16,1107,"Tavares, Fl",1296,2,3,New Mexico,DI,0,20.20272372149923,6.26406175550127
7670,2018-03-16,1115,"Tavares, Fl",1296,3,3,New Mexico,DI,1,23.369645990256323,5.899856439137804
7671,2018-03-16,1137,"Tavares, Fl",1296,2,3,New Mexico,DI,0,23.50044144995318,5.685486962830135
7672,2018-03-17,1147,"Tavares, Fl",1296,3,3,New Mexico,DI,0,22.73689238667599,5.417493391928248
7673,2018-03-17,1148,"Tavares, Fl",1296,3,3,New Mexico,DI,1,25.93257645549482,5.109954499159989
7674,2018-03-30,1375,"Albuquerque, NM",1296,3,3,New Mexico,DI,1,27.242589553768163,4.953493514053253
7675,2018-03-31,1429,"Albuquerque, N.M.",1296,3,3,New Mexico,DI,0,27.037093630070252,4.787360911528513
7676,2018-03-31,1430,"Albuquerque, N.M.",1296,3,3,New Mexico,DI,1,28.07943483009582,4.670670508624281
7677,2018-04-07,1545,"Bakersfield, Ca",1296,3,3,New Mexico,DI,1,28.764013610349977,4.61255146709482
7678,2018-04-14,1636,"Kingsville, Tx",1296,3,3,New Mexico,DI,1,29.368123633428468,4.57732603772579
7679,2018-04-15,1669,"Kingsville, Tx",1296,4,3,New Mexico,DI,1,31.107869362748417,4.399638143054575
7680,2018-04-20,1728,"Tucson, Az",1296,3,3,New Mexico,DI,0,31.461071755174842,4.348661002011281
7681,2018-04-21,1778,"Tucson, Az",1296,3,3,New Mexico,DI,1,33.91353898430163,4.15624166452572
7682,2018-03-02,887,"Tucson, Az",337,3,2,New Mexico,DI,1,30.926387434598855,7.5801178216245
7683,2018-03-02,890,"Tucson, AZ",337,3,2,New Mexico,DI,0,28.606030129944788,7.080299159972005
7684,2018-03-03,927,"Tucson, AZ",337,3,2,New Mexico,DI,0,26.094005307056012,6.609430777066957
7685,2018-03-16,1107,"Tavares, Fl",337,3,2,New Mexico,DI,1,29.289458512164295,6.15862737501976
7686,2018-03-16,1115,"Tavares, Fl",337,2,2,New Mexico,DI,1,31.900794622949185,5.816320649483995
7687,2018-03-16,1137,"Tavares, Fl",337,3,2,New Mexico,DI,1,33.38738930431484,5.564074060346852
7688,2018-03-17,1147,"Tavares, Fl",337,2,2,New Mexico,DI,0,32.007902084880776,5.220176641901739
7689,2018-03-17,1148,"Tavares, Fl",337,2,2,New Mexico,DI,0,31.033663754892242,4.961197707487101
7690,2018-03-30,1375,"Albuquerque, NM",337,2,2,New Mexico,DI,1,32.153109359417414,4.896626570433101
7691,2018-03-31,1429,"Albuquerque, N.M.",337,2,2,New Mexico,DI,1,34.888208786878685,4.676779092840479
7692,2018-03-31,1430,"Albuquerque, N.M.",337,1,2,New Mexico,DI,1,36.22020625687051,4.611678383591073
7693,2018-04-07,1545,"Bakersfield, Ca",337,2,2,New Mexico,DI,1,38.55300044407286,4.418983876212093
7694,2018-04-14,1636,"Kingsville, Tx",337,2,2,New Mexico,DI,1,39.543780502236956,4.389127500033348
7695,2018-04-15,1669,"Kingsville, Tx",337,2,2,New Mexico,DI,0,38.520636555164806,4.172673188000229
7696,2018-04-20,1728,"Tucson, Az",337,2,2,New Mexico,DI,0,37.797680649291074,3.969377975694605
7697,2018-04-21,1778,"Tucson, Az",337,2,2,New Mexico,DI,1,39.117938561096466,3.888144330285638
7698,2018-03-02,887,"Tucson, Az",329,3,2,New Mexico,DI,1,30.926387434598855,7.5801178216245
7699,2018-03-02,890,"Tucson, AZ",329,3,2,New Mexico,DI,0,28.606030129944788,7.080299159972005
7700,2018-03-03,927,"Tucson, AZ",329,3,2,New Mexico,DI,0,26.094005307056012,6.609430777066957
7701,2018-03-09,1033,"Phoenix, Az",329,2,2,New Mexico,DI,0,25.951537585974187,6.345000325443816
7702,2018-03-09,1034,"Phoenix, Az",329,2,2,New Mexico,DI,1,28.339547241915675,6.062628776756524
7703,2018-03-16,1107,"Tavares, Fl",329,3,2,New Mexico,DI,1,31.107524240992944,5.716862190336591
7704,2018-03-16,1115,"Tavares, Fl",329,2,2,New Mexico,DI,1,33.482197028661425,5.444313147119381
7705,2018-03-16,1137,"Tavares, Fl",329,3,2,New Mexico,DI,1,34.84664902008329,5.23815657015085
7706,2018-03-17,1147,"Tavares, Fl",329,2,2,New Mexico,DI,0,33.7263260330607,4.952420324220239
7707,2018-03-17,1148,"Tavares, Fl",329,2,2,New Mexico,DI,0,32.93937801844823,4.731983801777725
7708,2018-03-30,1375,"Albuquerque, NM",329,2,2,New Mexico,DI,1,34.03902027540695,4.676113482437049
7709,2018-03-31,1429,"Albuquerque, N.M.",329,2,2,New Mexico,DI,1,36.61260558105999,4.485164041300443
7710,2018-03-31,1430,"Albuquerque, N.M.",329,1,2,New Mexico,DI,1,37.92598780070089,4.4278918886772
7711,2018-04-07,1545,"Bakersfield, Ca",329,2,2,New Mexico,DI,1,40.14689350606096,4.257731769446519
7712,2018-04-14,1636,"Kingsville, Tx",329,2,2,New Mexico,DI,1,41.13117148934753,4.231144403732257
7713,2018-04-15,1669,"Kingsville, Tx",329,2,2,New Mexico,DI,0,40.24393098495879,4.037692795601717
7714,2018-04-20,1728,"Tucson, Az",329,2,2,New Mexico,DI,0,39.62423647640424,3.8538952886801354
7715,2018-04-21,1778,"Tucson, Az",329,2,2,New Mexico,DI,1,40.92040726166189,3.7796902047341323
7716,2018-03-02,887,"Tucson, Az",1297,4,5,New Mexico,DI,0,22.86626723601921,7.814785703839712
7717,2018-03-02,890,"Tucson, AZ",1297,4,5,New Mexico,DI,0,20.809690148700657,7.328090442762421
7718,2018-03-03,927,"Tucson, AZ",1297,5,5,New Mexico,DI,0,19.963707184962846,7.071099703320144
7719,2018-03-09,1033,"Phoenix, Az",1297,5,5,New Mexico,DI,0,19.44528501017357,6.8786184685075815
7720,2018-03-09,1034,"Phoenix, Az",1297,4,5,New Mexico,DI,1,22.55910314767681,6.453777657311694
7721,2018-03-16,1107,"Tavares, Fl",1297,5,5,New Mexico,DI,0,19.320311459574242,6.020390090824226
7722,2018-03-16,1137,"Tavares, Fl",1297,5,5,New Mexico,DI,0,18.19142086076735,5.734636844589116
7723,2018-04-07,1545,"Bakersfield, Ca",1297,5,5,New Mexico,DI,1,20.12978241526822,5.4128982291295085
7724,2018-04-15,1669,"Kingsville, Tx",1297,4,5,New Mexico,DI,1,22.442954166387228,5.1160635957487015
7725,2018-04-20,1728,"Tucson, Az",1297,5,5,New Mexico,DI,0,22.046512453916474,4.978158143994463
7726,2018-03-02,887,"Tucson, Az",332,4,4,New Mexico,DI,0,22.86626723601921,7.814785703839712
7727,2018-03-02,890,"Tucson, AZ",332,4,4,New Mexico,DI,0,20.809690148700657,7.328090442762421
7728,2018-03-03,927,"Tucson, AZ",332,5,4,New Mexico,DI,0,19.963707184962846,7.071099703320144
7729,2018-03-09,1033,"Phoenix, Az",332,4,4,New Mexico,DI,0,18.844202277323294,6.727257692375062
7730,2018-03-09,1034,"Phoenix, Az",332,5,4,New Mexico,DI,1,21.469445929152887,6.319191972635897
7731,2018-03-16,1107,"Tavares, Fl",332,4,4,New Mexico,DI,0,19.549258918872045,5.984312957576695
7732,2018-03-16,1115,"Tavares, Fl",332,5,4,New Mexico,DI,0,19.198650838767158,5.850918095087114
7733,2018-03-16,1137,"Tavares, Fl",332,4,4,New Mexico,DI,1,21.898249199172135,5.513152331688118
7734,2018-03-17,1147,"Tavares, Fl",332,4,4,New Mexico,DI,0,20.726364413686724,5.257370257934066
7735,2018-03-17,1148,"Tavares, Fl",332,4,4,New Mexico,DI,0,20.472017471875994,5.133077722447723
7736,2018-03-30,1375,"Albuquerque, NM",332,4,4,New Mexico,DI,0,19.04200905274699,4.922227608037903
7737,2018-03-31,1429,"Albuquerque, N.M.",332,4,4,New Mexico,DI,0,19.285435021587624,4.897542558468762
7738,2018-03-31,1430,"Albuquerque, N.M.",332,4,4,New Mexico,DI,1,21.543675631014988,4.679938212974391
7739,2018-04-07,1545,"Bakersfield, Ca",332,4,4,New Mexico,DI,0,20.96830343587831,4.524071435622472
7740,2018-04-14,1636,"Kingsville, Tx",332,4,4,New Mexico,DI,1,22.93613805387544,4.346729618322699
7741,2018-04-15,1669,"Kingsville, Tx",332,3,4,New Mexico,DI,0,22.894703035112542,4.239880691622785
7742,2018-04-20,1728,"Tucson, Az",332,4,4,New Mexico,DI,0,23.184483740676,4.235236623806856
7743,2018-04-21,1778,"Tucson, Az",332,4,4,New Mexico,DI,0,22.624402350149953,4.100274025474987
7744,2018-03-02,887,"Tucson, Az",131,4,3,Arizona,DI,1,27.733732763980786,7.814785703839712
7745,2018-03-02,891,"Tucson, AZ",131,4,3,Arizona,DI,1,29.36700081672899,7.461367569316107
7746,2018-03-03,928,"Tucson, AZ",131,4,3,Arizona,DI,0,26.374490621781653,6.895016619876002
7747,2018-03-06,993,"Long Beach, Ca",131,4,3,Arizona,DI,0,25.039563852426234,6.551586369860396
7748,2018-03-17,1161,"Pismo Beach, Ca",131,5,3,Arizona,DI,1,29.757261508772903,6.017365350326066
7749,2018-03-17,1175,"Pismo Beach, Ca",131,5,3,Arizona,DI,1,31.416480581644898,5.708973596112858
7750,2018-03-18,1203,"Monterey, Ca",131,4,3,Arizona,DI,1,32.71454275909269,5.493410756628657
7751,2018-03-18,1204,"Monterey, Ca",131,4,3,Arizona,DI,1,33.63527655120017,5.3424764767798845
7752,2018-03-24,1267,"Ocean Park, Ca",131,4,3,Arizona,DI,0,31.63964162167312,5.010819684479976
7753,2018-03-24,1284,"Ocean Park, Ca",131,4,3,Arizona,DI,1,33.281919860824694,4.779646234660341
7754,2018-03-25,1311,"Ocean Park, Ca",131,4,3,Arizona,DI,0,32.5200910393493,4.577737987969205
7755,2018-03-25,1319,"Ocean Park, Ca",131,4,3,Arizona,DI,0,32.080964216103226,4.430883529052646
7756,2018-03-30,1380,"Baton Rouge, La",131,3,3,Arizona,DI,1,34.92801685034064,4.182029595393652
7757,2018-03-31,1417,"Baton Rouge, La",131,3,3,Arizona,DI,1,36.267713676796106,4.060924552256959
7758,2018-03-31,1423,"Baton Rouge, La",131,3,3,Arizona,DI,1,37.2166497231108,3.984278325331622
7759,2018-04-06,1479,"Tucson, Az",131,3,3,Arizona,DI,1,39.19343383902275,3.8075085609168537
7760,2018-04-06,1488,"Tucson, Az",131,2,3,Arizona,DI,1,40.52715840507707,3.7335258448347557
7761,2018-04-07,1530,"Tucson, Az",131,2,3,Arizona,DI,0,40.79825570351831,3.6307120974359983
7762,2018-04-14,1622,"Zuma Beach, Ca",131,2,3,Arizona,DI,0,41.64144525237442,3.611679179958765
7763,2018-04-14,1623,"Zuma Beach, Ca",131,2,3,Arizona,DI,0,42.456550996478555,3.587190613333791
7764,2018-04-18,1711,"Tempe, Az",131,3,3,Arizona,DI,1,43.76691618090877,3.4748804620707983
7765,2018-04-20,1728,"Tucson, Az",131,3,3,Arizona,DI,1,44.358508429038615,3.4504236973505673
7766,2018-04-20,1746,"Tucson, Az",131,3,3,Arizona,DI,0,42.379233218213514,3.3386743457631085
7767,2018-04-26,1822,"Stanford, Ca",131,3,3,Arizona,DI,0,41.85716025832517,3.2233466640227286
7768,2018-04-27,1825,"Stanford, Ca",131,3,3,Arizona,DI,1,42.63127030276087,3.1766713916905753
7769,2018-04-27,1834,"Stanford, Ca",131,3,3,Arizona,DI,1,43.964778858334796,3.0792959292837745
7770,2018-03-02,887,"Tucson, Az",1302,5,5,New Mexico,DI,0,23.31539912625215,7.882186415899598
7771,2018-03-02,890,"Tucson, AZ",1302,5,5,New Mexico,DI,0,21.9597681734007,7.512190719573414
7772,2018-03-03,927,"Tucson, AZ",1302,4,5,New Mexico,DI,0,19.510756950439198,7.02913241589291
7773,2018-03-09,1033,"Phoenix, Az",1302,5,5,New Mexico,DI,0,18.99906104009302,6.840100637323254
7774,2018-03-09,1034,"Phoenix, Az",1302,4,5,New Mexico,DI,1,22.08145924602894,6.422520829628264
7775,2018-03-16,1107,"Tavares, Fl",1302,5,5,New Mexico,DI,0,18.874441558471794,5.995557886930385
7776,2018-03-16,1115,"Tavares, Fl",1302,4,5,New Mexico,DI,0,18.82996984302592,5.878820250994957
7777,2018-03-16,1137,"Tavares, Fl",1302,5,5,New Mexico,DI,0,17.755860239790884,5.61311365389261
7778,2018-03-17,1147,"Tavares, Fl",1302,5,5,New Mexico,DI,1,21.57708584428954,5.20802495323396
7779,2018-03-17,1148,"Tavares, Fl",1302,5,5,New Mexico,DI,0,20.494775862831148,5.006598869731373
7780,2018-03-30,1375,"Albuquerque, NM",1302,5,5,New Mexico,DI,1,21.960871579348723,4.832957710459919
7781,2018-03-31,1429,"Albuquerque, N.M.",1302,5,5,New Mexico,DI,0,21.639573304999523,4.7254124541425595
7782,2018-03-31,1430,"Albuquerque, N.M.",1302,5,5,New Mexico,DI,1,22.441639797983985,4.59894378943264
7783,2018-04-14,1636,"Kingsville, Tx",1302,5,5,New Mexico,DI,1,22.93248507155671,4.506179558007836
7784,2018-04-15,1669,"Kingsville, Tx",1302,5,5,New Mexico,DI,0,19.59850414701293,4.272538209833373
7785,2018-04-21,1778,"Tucson, Az",1302,5,5,New Mexico,DI,0,18.786908238834688,4.145574482449382
7786,2018-03-02,887,"Tucson, Az",1303,5,5,New Mexico,DI,0,23.31539912625215,7.882186415899598
7787,2018-03-02,890,"Tucson, AZ",1303,5,5,New Mexico,DI,0,21.9597681734007,7.512190719573414
7788,2018-03-03,927,"Tucson, AZ",1303,4,5,New Mexico,DI,0,19.510756950439195,7.02913241589291
7789,2018-03-09,1033,"Phoenix, Az",1303,4,5,New Mexico,DI,0,18.40804935615322,6.691489442250577
7790,2018-03-09,1034,"Phoenix, Az",1303,5,5,New Mexico,DI,1,21.005985301654583,6.290045831109862
7791,2018-03-16,1107,"Tavares, Fl",1303,4,5,New Mexico,DI,0,19.106227937501902,5.959873763591308
7792,2018-03-16,1115,"Tavares, Fl",1303,5,5,New Mexico,DI,0,18.758884610660854,5.828128027804661
7793,2018-03-16,1137,"Tavares, Fl",1303,4,5,New Mexico,DI,1,21.4398296824683,5.494381997258744
7794,2018-03-17,1147,"Tavares, Fl",1303,5,5,New Mexico,DI,1,25.10323537041376,5.115123834556045
7795,2018-03-17,1148,"Tavares, Fl",1303,5,5,New Mexico,DI,0,24.06095129532102,4.9244666347924175
7796,2018-03-30,1375,"Albuquerque, NM",1303,5,5,New Mexico,DI,1,25.48097934689402,4.75937173801023
7797,2018-03-31,1429,"Albuquerque, N.M.",1303,5,5,New Mexico,DI,0,25.170898337006566,4.656742219545328
7798,2018-03-31,1430,"Albuquerque, N.M.",1303,5,5,New Mexico,DI,1,25.951272166845754,4.5357966288786065
7799,2018-04-07,1545,"Bakersfield, Ca",1303,5,5,New Mexico,DI,1,27.182776520390153,4.378770095428725
7800,2018-04-14,1636,"Kingsville, Tx",1303,5,5,New Mexico,DI,1,27.63243494154942,4.298916698039619
7801,2018-04-15,1669,"Kingsville, Tx",1303,5,5,New Mexico,DI,0,24.602485118698773,4.09668191220252
7802,2018-04-20,1728,"Tucson, Az",1303,5,5,New Mexico,DI,0,24.366184793448806,4.026710877102344
7803,2018-04-21,1778,"Tucson, Az",1303,5,5,New Mexico,DI,0,23.650846589995258,3.920783405500067
7804,2018-03-02,888,"Tucson, Az",1307,1,1,Washington,DI,1,30.754886687759814,7.64972355840019
7805,2018-03-02,891,"Tucson, AZ",1307,1,1,Washington,DI,0,29.986266906372524,7.2217235444446946
7806,2018-03-03,927,"Tucson, AZ",1307,1,1,Washington,DI,1,33.57534289406424,6.781852778064409
7807,2018-03-22,1225,"Long Beach, Ca",1307,1,1,Washington,DI,1,40.15711290234014,6.179000647913361
7808,2018-03-24,1266,"Ocean Park, Ca",1307,1,1,Washington,DI,0,39.5724074205953,5.831646146815553
7809,2018-03-24,1273,"Ocean Park, Ca",1307,1,1,Washington,DI,0,39.923795447707455,5.6255020339427215
7810,2018-03-25,1312,"Ocean Park, Ca",1307,1,1,Washington,DI,0,40.772637887736174,5.526097641805201
7811,2018-03-25,1320,"Ocean Park, Ca",1307,1,1,Washington,DI,1,42.3461373142164,5.3897071365170905
7812,2018-03-29,1348,"Seattle, Wa",1307,1,1,Washington,DI,1,43.56632461408027,5.349251498345802
7813,2018-03-30,1391,"Seattle, Wa",1307,1,1,Washington,DI,1,44.98134436156965,5.261516073368393
7814,2018-03-30,1392,"Seattle, Wa",1307,1,1,Washington,DI,1,46.15656632569166,5.231176193271633
7815,2018-04-07,1506,"Honolulu, Hi",1307,1,1,Washington,DI,0,44.87758690008084,4.9013385319335105
7816,2018-04-07,1512,"Honolulu, Hi",1307,1,1,Washington,DI,1,46.022609009869825,4.886103016870565
7817,2018-04-07,1517,"Honolulu, Hi",1307,1,1,Washington,DI,0,47.1045600707501,4.87681248101727
7818,2018-04-08,1574,"Honolulu, Hi",1307,1,1,Washington,DI,1,49.348121996312884,4.657837329000168
7819,2018-04-08,1585,"Honolulu, Hi",1307,1,1,Washington,DI,0,50.423635448165996,4.646109446547295
7820,2018-04-14,1630,"Seattle, Wa",1307,1,1,Washington,DI,0,51.4557736072171,4.617316546609909
7821,2018-04-14,1664,"Seattle, Wa",1307,1,1,Washington,DI,1,53.23313575586733,4.464916284845161
7822,2018-04-15,1673,"Seattle, Wa",1307,1,1,Washington,DI,1,54.33394221985355,4.4652439471805545
7823,2018-04-15,1686,"Seattle, Wa",1307,1,1,Washington,DI,0,53.96074910929608,4.249283408271157
7824,2018-04-20,1752,"Boise, Id",1307,1,1,Washington,DI,1,55.34824017701436,4.181952092613965
7825,2018-04-21,1789,"Boise, Id",1307,1,1,Washington,DI,0,53.76393276432531,3.9898751850532483
7826,2018-04-26,1821,"Stanford, Ca",1307,1,1,Washington,DI,0,53.60912396400596,3.81710208228358
7827,2018-04-27,1827,"Stanford, Ca",1307,1,1,Washington,DI,1,54.92035289020034,3.7638428730841444
7828,2018-04-27,1835,"Stanford, Ca",1307,1,1,Washington,DI,0,55.50375174865968,3.662867700524977
7829,2018-04-28,1839,"Stanford, Ca",1307,1,1,Washington,DI,1,58.24956423983781,3.4973802283731295
7830,2018-03-02,888,"Tucson, Az",7,1,1,Washington,DI,1,30.754886687759814,7.64972355840019
7831,2018-03-02,891,"Tucson, AZ",7,1,1,Washington,DI,0,29.986266906372524,7.2217235444446946
7832,2018-03-03,927,"Tucson, AZ",7,1,1,Washington,DI,1,33.57534289406424,6.781852778064409
7833,2018-03-22,1225,"Long Beach, Ca",7,1,1,Washington,DI,1,40.15711290234014,6.179000647913361
7834,2018-03-24,1266,"Ocean Park, Ca",7,1,1,Washington,DI,0,39.5724074205953,5.831646146815553
7835,2018-03-24,1273,"Ocean Park, Ca",7,1,1,Washington,DI,0,39.923795447707455,5.6255020339427215
7836,2018-03-25,1312,"Ocean Park, Ca",7,1,1,Washington,DI,0,40.772637887736174,5.526097641805201
7837,2018-03-25,1320,"Ocean Park, Ca",7,1,1,Washington,DI,1,42.3461373142164,5.3897071365170905
7838,2018-03-29,1348,"Seattle, Wa",7,1,1,Washington,DI,1,43.56632461408027,5.349251498345802
7839,2018-03-30,1391,"Seattle, Wa",7,1,1,Washington,DI,1,44.98134436156965,5.261516073368393
7840,2018-03-30,1392,"Seattle, Wa",7,1,1,Washington,DI,1,46.15656632569166,5.231176193271633
7841,2018-04-07,1506,"Honolulu, Hi",7,1,1,Washington,DI,0,44.87758690008084,4.9013385319335105
7842,2018-04-07,1512,"Honolulu, Hi",7,1,1,Washington,DI,1,46.022609009869825,4.886103016870565
7843,2018-04-07,1517,"Honolulu, Hi",7,1,1,Washington,DI,0,47.1045600707501,4.87681248101727
7844,2018-04-08,1574,"Honolulu, Hi",7,1,1,Washington,DI,1,49.348121996312884,4.657837329000168
7845,2018-04-08,1585,"Honolulu, Hi",7,1,1,Washington,DI,0,50.423635448165996,4.646109446547295
7846,2018-04-14,1630,"Seattle, Wa",7,1,1,Washington,DI,0,51.4557736072171,4.617316546609909
7847,2018-04-14,1664,"Seattle, Wa",7,1,1,Washington,DI,1,53.23313575586733,4.464916284845161
7848,2018-04-15,1673,"Seattle, Wa",7,1,1,Washington,DI,1,54.33394221985355,4.4652439471805545
7849,2018-04-15,1686,"Seattle, Wa",7,1,1,Washington,DI,0,53.96074910929608,4.249283408271157
7850,2018-04-20,1752,"Boise, Id",7,1,1,Washington,DI,1,55.34824017701436,4.181952092613965
7851,2018-04-21,1789,"Boise, Id",7,1,1,Washington,DI,0,53.76393276432531,3.9898751850532483
7852,2018-04-26,1821,"Stanford, Ca",7,1,1,Washington,DI,0,53.60912396400596,3.81710208228358
7853,2018-04-27,1827,"Stanford, Ca",7,1,1,Washington,DI,1,54.92035289020034,3.7638428730841444
7854,2018-04-27,1835,"Stanford, Ca",7,1,1,Washington,DI,0,55.50375174865968,3.662867700524977
7855,2018-04-28,1839,"Stanford, Ca",7,1,1,Washington,DI,1,58.24956423983781,3.4973802283731295
7856,2018-03-02,888,"Tucson, Az",182,2,2,Washington,DI,1,30.266211249861716,7.663913017966971
7857,2018-03-02,891,"Tucson, AZ",182,2,2,Washington,DI,1,35.45975071365121,7.043656346519932
7858,2018-03-03,927,"Tucson, AZ",182,2,2,Washington,DI,1,36.805257597023946,6.891885740568707
7859,2018-03-22,1225,"Long Beach, Ca",182,2,2,Washington,DI,0,34.424932957373464,6.353067125886368
7860,2018-03-24,1266,"Ocean Park, Ca",182,2,2,Washington,DI,0,34.236365985214384,6.0699957941344636
7861,2018-03-24,1273,"Ocean Park, Ca",182,2,2,Washington,DI,0,34.440072242246245,5.862731715150909
7862,2018-03-25,1312,"Ocean Park, Ca",182,2,2,Washington,DI,1,41.5586963401011,5.319954804087469
7863,2018-03-25,1320,"Ocean Park, Ca",182,2,2,Washington,DI,0,37.36817651133865,5.013784216876284
7864,2018-03-29,1348,"Seattle, Wa",182,2,2,Washington,DI,1,38.522745690787985,4.945301092385676
7865,2018-03-30,1391,"Seattle, Wa",182,2,2,Washington,DI,1,39.60476216548333,4.890400226366186
7866,2018-03-30,1392,"Seattle, Wa",182,2,2,Washington,DI,1,41.25791668185201,4.7430410637359905
7867,2018-04-07,1506,"Honolulu, Hi",182,2,2,Washington,DI,0,40.9381734886378,4.5231846896611145
7868,2018-04-07,1512,"Honolulu, Hi",182,2,2,Washington,DI,1,41.93673439159544,4.496824039881222
7869,2018-04-07,1517,"Honolulu, Hi",182,2,2,Washington,DI,0,42.74653109408701,4.46124022907559
7870,2018-04-08,1574,"Honolulu, Hi",182,2,2,Washington,DI,1,45.742027882763296,4.211225752968327
7871,2018-04-08,1585,"Honolulu, Hi",182,2,2,Washington,DI,0,46.49708493325936,4.163114929281818
7872,2018-04-14,1630,"Seattle, Wa",182,2,2,Washington,DI,1,47.45374409104253,4.142999502482734
7873,2018-04-14,1664,"Seattle, Wa",182,2,2,Washington,DI,1,50.992454161213125,3.9176677442507093
7874,2018-04-15,1673,"Seattle, Wa",182,2,2,Washington,DI,1,51.91277568618607,3.911284667008005
7875,2018-04-15,1686,"Seattle, Wa",182,2,2,Washington,DI,0,51.86729374684775,3.767328779531476
7876,2018-04-20,1752,"Boise, Id",182,2,2,Washington,DI,0,51.3374406203781,3.649904183287723
7877,2018-04-21,1789,"Boise, Id",182,2,2,Washington,DI,1,52.32884813173797,3.6254809457938864
7878,2018-04-26,1821,"Stanford, Ca",182,2,2,Washington,DI,0,51.977741922801385,3.482941653210507
7879,2018-04-27,1827,"Stanford, Ca",182,2,2,Washington,DI,1,52.87950198252729,3.4831036531479933
7880,2018-04-27,1835,"Stanford, Ca",182,2,2,Washington,DI,1,55.26846260405445,3.3434080928972216
7881,2018-04-28,1839,"Stanford, Ca",182,2,2,Washington,DI,0,55.132255466045855,3.227670886594483
7882,2018-03-02,888,"Tucson, Az",178,2,2,Washington,DI,1,30.266211249861716,7.663913017966971
7883,2018-03-02,891,"Tucson, AZ",178,2,2,Washington,DI,1,35.45975071365121,7.043656346519932
7884,2018-03-03,927,"Tucson, AZ",178,2,2,Washington,DI,1,36.805257597023946,6.891885740568707
7885,2018-03-22,1225,"Long Beach, Ca",178,2,2,Washington,DI,0,34.424932957373464,6.353067125886368
7886,2018-03-24,1266,"Ocean Park, Ca",178,2,2,Washington,DI,0,34.236365985214384,6.0699957941344636
7887,2018-03-24,1273,"Ocean Park, Ca",178,2,2,Washington,DI,0,34.440072242246245,5.862731715150909
7888,2018-03-25,1312,"Ocean Park, Ca",178,2,2,Washington,DI,1,41.5586963401011,5.319954804087469
7889,2018-03-25,1320,"Ocean Park, Ca",178,2,2,Washington,DI,0,37.36817651133865,5.013784216876284
7890,2018-03-29,1348,"Seattle, Wa",178,2,2,Washington,DI,1,38.522745690787985,4.945301092385676
7891,2018-03-30,1391,"Seattle, Wa",178,2,2,Washington,DI,1,39.60476216548333,4.890400226366186
7892,2018-03-30,1392,"Seattle, Wa",178,2,2,Washington,DI,1,41.25791668185201,4.7430410637359905
7893,2018-04-07,1506,"Honolulu, Hi",178,2,2,Washington,DI,0,40.9381734886378,4.5231846896611145
7894,2018-04-07,1512,"Honolulu, Hi",178,2,2,Washington,DI,1,41.93673439159544,4.496824039881222
7895,2018-04-07,1517,"Honolulu, Hi",178,2,2,Washington,DI,0,42.74653109408701,4.46124022907559
7896,2018-04-08,1574,"Honolulu, Hi",178,2,2,Washington,DI,1,45.742027882763296,4.211225752968327
7897,2018-04-08,1585,"Honolulu, Hi",178,2,2,Washington,DI,0,46.49708493325936,4.163114929281818
7898,2018-04-14,1630,"Seattle, Wa",178,2,2,Washington,DI,1,47.45374409104253,4.142999502482734
7899,2018-04-14,1664,"Seattle, Wa",178,2,2,Washington,DI,1,50.992454161213125,3.9176677442507093
7900,2018-04-15,1673,"Seattle, Wa",178,2,2,Washington,DI,1,51.91277568618607,3.911284667008005
7901,2018-04-15,1686,"Seattle, Wa",178,2,2,Washington,DI,0,51.86729374684775,3.767328779531476
7902,2018-04-21,1789,"Boise, Id",178,2,2,Washington,DI,1,52.8646742734268,3.7403421849298177
7903,2018-04-26,1821,"Stanford, Ca",178,2,2,Washington,DI,0,52.43308058671138,3.5834963499350736
7904,2018-04-27,1827,"Stanford, Ca",178,2,2,Washington,DI,1,53.33494368252866,3.5835560148817245
