,date,compID,location,playerid,position,primary position,college,division,result,mu,sigma
0,2018-02-23,800,"Deland, FL",467,1,2,Georgia State,DI,0,22.991677369701627,7.7743633497703355
1,2018-02-23,802,"Deland, FL",467,1,2,Georgia State,DI,0,21.770706829452703,7.334535590826279
2,2018-02-24,824,"Deland, FL",467,2,2,Georgia State,DI,0,21.056403295937386,6.9837500268607755
3,2018-03-03,935,"St. Augustine, Fl",467,2,2,Georgia State,DI,1,24.77440595345286,6.595903841687007
4,2018-03-03,936,"St. Augustine, FL",467,2,2,Georgia State,DI,1,27.581074777193788,6.241079674091905
5,2018-03-04,968,"St. Augustine, Fl",467,2,2,Georgia State,DI,1,29.200799843434737,6.062153925688513
6,2018-03-04,969,"St. Augustine, Fl",467,2,2,Georgia State,DI,1,32.682992644106385,5.717465867725995
7,2018-03-06,994,"Atlanta, Ga",467,2,2,Georgia State,DI,1,34.03472081887506,5.591590446669696
8,2018-03-06,995,"Atlanta, Ga",467,2,2,Georgia State,DI,1,35.03387680282738,5.553013581862401
9,2018-03-10,1044,"Boca Raton, FL",467,2,2,Georgia State,DI,1,36.210226991082656,5.476473946448595
10,2018-03-10,1051,"Boca Raton, FL",467,2,2,Georgia State,DI,0,34.83721698949636,5.176312929413207
11,2018-03-10,1052,"Boca Raton, FL",467,2,2,Georgia State,DI,1,37.299106514023386,4.929470732142702
12,2018-03-17,1144,"Columbia, SC",467,2,2,Georgia State,DI,1,38.65702318534511,4.80853878938878
13,2018-03-17,1149,"Columbia, SC",467,2,2,Georgia State,DI,0,37.54900163638737,4.575953055109153
14,2018-03-18,1191,"Columbia, S.C.",467,2,2,Georgia State,DI,0,38.322270395041954,4.531437794799896
15,2018-03-18,1202,"Columbia, S.C.",467,2,2,Georgia State,DI,1,39.272940591671386,4.513120816400688
16,2018-03-23,1228,"Atlanta, GA",467,2,2,Georgia State,DI,1,40.29848431863069,4.478012841874329
17,2018-03-23,1233,"Atlanta, Ga",467,2,2,Georgia State,DI,1,41.28387125858135,4.449376923227079
18,2018-03-24,1268,"Atlanta, Ga",467,2,2,Georgia State,DI,1,43.07547216399719,4.293477429722521
19,2018-03-24,1270,"Atlanta, Ga",467,2,2,Georgia State,DI,1,44.01107320973147,4.280008381024034
20,2018-03-30,1359,"Miami, Fl",467,2,2,Georgia State,DI,1,45.319565933267995,4.179602818660464
21,2018-03-30,1382,"Miami, Fl",467,2,2,Georgia State,DI,1,46.50746571759122,4.102491535504794
22,2018-03-31,1422,"Miami, Fl",467,2,2,Georgia State,DI,0,42.893197085834466,3.8687021471389444
23,2018-03-31,1442,"Miami, Fl",467,2,2,Georgia State,DI,0,40.56454553222944,3.7137615766628724
24,2018-04-06,1472,"Tallahassee, Fl",467,2,2,Georgia State,DI,1,42.36362976057225,3.585670709202606
25,2018-04-06,1480,"Tallahassee, Fl",467,2,2,Georgia State,DI,1,43.485055958960146,3.536241118518525
26,2018-04-07,1502,"Tallahassee, Fl",467,2,2,Georgia State,DI,1,44.452991702350246,3.5150035350104916
27,2018-04-14,1654,"Baton Rouge, La",467,2,2,Georgia State,DI,0,45.08761633498787,3.4572984025156672
28,2018-04-14,1658,"Baton Rouge, La",467,2,2,Georgia State,DI,1,46.69112029608361,3.360372650296121
29,2018-04-15,1675,"Baton Rouge, La",467,2,2,Georgia State,DI,1,48.04825373024548,3.2813925768827636
30,2018-04-15,1683,"Baton Rouge, La",467,2,2,Georgia State,DI,1,49.05584033915426,3.256132369358464
31,2018-04-20,1717,"Emerson, Ga",467,2,2,Georgia State,DI,1,50.45516716334671,3.1804585029189036
32,2018-04-20,1727,"Emerson, Ga",467,2,2,Georgia State,DI,1,51.80147569079738,3.1093989688889274
33,2018-04-21,1773,"Emerson, Ga",467,2,2,Georgia State,DI,0,52.503335278085125,3.0693540937386143
34,2018-04-21,1794,"Emerson, Ga",467,2,2,Georgia State,DI,1,53.41247411276566,3.0668911252466677
35,2018-02-23,800,"Deland, FL",405,1,2,Georgia State,DI,0,22.991677369701627,7.7743633497703355
36,2018-02-23,802,"Deland, FL",405,1,2,Georgia State,DI,0,21.770706829452703,7.334535590826279
37,2018-02-24,824,"Deland, FL",405,1,2,Georgia State,DI,1,28.171593660887606,6.767185905051571
38,2018-03-03,935,"St. Augustine, Fl",405,1,2,Georgia State,DI,1,30.50178723270996,6.516145256641933
39,2018-03-03,936,"St. Augustine, FL",405,1,2,Georgia State,DI,0,30.53411911523422,6.266191416167776
40,2018-03-04,968,"St. Augustine, Fl",405,1,2,Georgia State,DI,1,34.02120736614605,5.929431689686318
41,2018-03-04,969,"St. Augustine, Fl",405,1,2,Georgia State,DI,0,32.1642703740342,5.55701862210632
42,2018-03-06,994,"Atlanta, Ga",405,1,2,Georgia State,DI,1,33.97024881742547,5.394020615301486
43,2018-03-06,995,"Atlanta, Ga",405,1,2,Georgia State,DI,1,35.166367378156735,5.3574293156495525
44,2018-03-10,1044,"Boca Raton, FL",405,1,2,Georgia State,DI,1,36.54325442987094,5.284971876890124
45,2018-03-10,1051,"Boca Raton, FL",405,1,2,Georgia State,DI,1,39.45088341189707,5.028473789934444
46,2018-03-10,1052,"Boca Raton, FL",405,1,2,Georgia State,DI,1,40.620414863027165,5.0001809295839745
47,2018-03-17,1144,"Columbia, SC",405,1,2,Georgia State,DI,0,39.13265447238834,4.706172468225012
48,2018-03-17,1149,"Columbia, SC",405,1,2,Georgia State,DI,0,37.93810991264667,4.460328227490824
49,2018-03-18,1191,"Columbia, S.C.",405,2,2,Georgia State,DI,0,38.717700131379665,4.419187931961435
50,2018-03-18,1202,"Columbia, S.C.",405,2,2,Georgia State,DI,1,39.66589191939466,4.40227508828939
51,2018-03-23,1228,"Atlanta, GA",405,2,2,Georgia State,DI,1,40.68534655279948,4.369771204805429
52,2018-03-23,1233,"Atlanta, Ga",405,2,2,Georgia State,DI,1,41.66665688175658,4.3432397182372044
53,2018-03-24,1268,"Atlanta, Ga",405,2,2,Georgia State,DI,1,43.41624267055732,4.198427754795075
54,2018-03-24,1270,"Atlanta, Ga",405,2,2,Georgia State,DI,1,44.35028546827725,4.185905046816226
55,2018-03-30,1359,"Miami, Fl",405,2,2,Georgia State,DI,1,45.64101956779095,4.092095619757488
56,2018-03-30,1382,"Miami, Fl",405,2,2,Georgia State,DI,1,46.816994934476796,4.019822736493722
57,2018-03-31,1422,"Miami, Fl",405,2,2,Georgia State,DI,0,43.382751904503415,3.8002118054791936
58,2018-03-31,1442,"Miami, Fl",405,2,2,Georgia State,DI,0,41.1673540314804,3.653523279716722
59,2018-04-06,1472,"Tallahassee, Fl",405,2,2,Georgia State,DI,1,42.937522549050826,3.5316929581012357
60,2018-04-06,1480,"Tallahassee, Fl",405,2,2,Georgia State,DI,1,44.05233591331705,3.4845291407111048
61,2018-04-07,1502,"Tallahassee, Fl",405,2,2,Georgia State,DI,1,45.018300371823756,3.464268127113886
62,2018-04-14,1654,"Baton Rouge, La",405,2,2,Georgia State,DI,0,45.66052627697633,3.409094714787741
63,2018-04-14,1658,"Baton Rouge, La",405,2,2,Georgia State,DI,1,47.244560975603086,3.3162580039789638
64,2018-04-15,1675,"Baton Rouge, La",405,2,2,Georgia State,DI,1,48.58977811449592,3.240424225219666
65,2018-04-15,1683,"Baton Rouge, La",405,2,2,Georgia State,DI,1,49.59469676584022,3.2161528012541227
66,2018-04-20,1717,"Emerson, Ga",405,2,2,Georgia State,DI,1,50.98184513570638,3.1433042474172397
67,2018-04-20,1727,"Emerson, Ga",405,2,2,Georgia State,DI,1,52.31779409155734,3.0747738464322976
68,2018-04-21,1773,"Emerson, Ga",405,2,2,Georgia State,DI,0,53.02403879671729,3.036106291506274
69,2018-04-21,1794,"Emerson, Ga",405,2,2,Georgia State,DI,1,53.93298086171687,3.033771196016011
70,2018-02-23,800,"Deland, FL",121,1,1,South Carolina,DI,1,29.208322630298365,7.7743633497703355
71,2018-02-23,803,"Deland, FL",121,1,1,South Carolina,DI,0,27.507115756580525,7.272138307428403
72,2018-02-24,823,"Deland, FL",121,1,1,South Carolina,DI,1,31.476318865342506,6.817875915630606
73,2018-02-24,828,"Deland, FL",121,1,1,South Carolina,DI,1,33.52355816779701,6.583482194607477
74,2018-03-03,937,"St Augustine, Fl",121,1,1,South Carolina,DI,0,30.666218691471343,6.181355441308095
75,2018-03-03,938,"St Augustine, Fl",121,1,1,South Carolina,DI,1,32.52546514722717,5.9878115503985025
76,2018-03-04,969,"St. Augustine, Fl",121,1,1,South Carolina,DI,1,36.640903910539926,5.604013368775269
77,2018-03-04,972,"St Augustine, Fl",121,1,1,South Carolina,DI,1,38.3919885558017,5.458253551603471
78,2018-03-10,1049,"Columbia, S.C.",121,1,1,South Carolina,DI,0,35.64977220284587,5.189352158926116
79,2018-03-10,1050,"Columbia, S.C.",121,1,1,South Carolina,DI,1,37.15604981808027,5.085525082853292
80,2018-03-17,1149,"Columbia, SC",121,1,1,South Carolina,DI,1,40.9352975260456,4.773626498957874
81,2018-03-17,1157,"Columbia, SC",121,1,1,South Carolina,DI,0,41.16916347091816,4.594731034577179
82,2018-03-18,1192,"Columbia, S.C.",121,1,1,South Carolina,DI,0,41.670516872137796,4.458285039411876
83,2018-03-18,1201,"Columbia, S.C.",121,1,1,South Carolina,DI,1,42.78974111671102,4.450858742460476
84,2018-03-24,1274,"Columbia, S.C.",121,1,1,South Carolina,DI,1,44.104552144298545,4.399405215687878
85,2018-03-24,1289,"Columbia, S.C.",121,1,1,South Carolina,DI,0,44.8302984873218,4.3026062173661614
86,2018-03-25,1324,"Columbia, SC",121,1,1,South Carolina,DI,0,43.37208468733691,4.066727133607971
87,2018-03-25,1325,"Columbia, S.C.",121,1,1,South Carolina,DI,0,42.71440181859914,3.8960485605513155
88,2018-03-30,1350,"Miami, Fl",121,1,1,South Carolina,DI,1,44.85229753814985,3.7518987405193163
89,2018-03-30,1362,"Miami, Fl",121,1,1,South Carolina,DI,0,44.41976702063428,3.603490528605026
90,2018-03-30,1372,"Miami, Fl",121,1,1,South Carolina,DI,0,45.399290942259775,3.5719211280012813
91,2018-03-31,1410,"Miami, Fl",121,1,1,South Carolina,DI,0,46.475704757045385,3.563426900338549
92,2018-04-13,1602,"Columbia, S.C.",121,1,1,South Carolina,DI,1,47.818791623282266,3.51216865012249
93,2018-04-13,1603,"Columbia, S.C.",121,1,1,South Carolina,DI,0,48.89743061496738,3.5044958618564963
94,2018-04-14,1648,"Columbia, S.C.",121,1,1,South Carolina,DI,1,50.06836057229205,3.4858046909040024
95,2018-04-14,1649,"Columbia, S.C.",121,1,1,South Carolina,DI,1,51.42912344048078,3.4291787332439503
96,2018-04-20,1716,"Emerson, Ga",121,2,1,South Carolina,DI,1,52.335515300846644,3.427353822468297
97,2018-04-20,1720,"Emerson, Ga",121,2,1,South Carolina,DI,1,53.63331611486635,3.3494872438087286
98,2018-04-21,1765,"Emerson, Ga",121,2,1,South Carolina,DI,1,54.62109931767193,3.3245903382802986
99,2018-04-21,1774,"Emerson, Ga",121,2,1,South Carolina,DI,1,55.57764192264767,3.3073420487108924
100,2018-04-22,1800,"Emerson, Ga    (Semis)",121,2,1,South Carolina,DI,1,56.6740559329412,3.26281547559556
101,2018-05-04,1874,"Gulf Shores, Al",121,2,1,South Carolina,DI,1,57.835905405262956,3.209385008340915
102,2018-02-23,800,"Deland, FL",115,1,1,South Carolina,DI,1,29.208322630298365,7.7743633497703355
103,2018-02-23,803,"Deland, FL",115,1,1,South Carolina,DI,0,27.507115756580525,7.272138307428403
104,2018-02-24,823,"Deland, FL",115,1,1,South Carolina,DI,1,31.476318865342506,6.817875915630606
105,2018-02-24,828,"Deland, FL",115,1,1,South Carolina,DI,1,33.52355816779702,6.583482194607477
106,2018-03-03,937,"St Augustine, Fl",115,1,1,South Carolina,DI,0,30.666218691471357,6.181355441308095
107,2018-03-03,938,"St Augustine, Fl",115,1,1,South Carolina,DI,1,32.525465147227195,5.9878115503985025
108,2018-03-04,969,"St. Augustine, Fl",115,1,1,South Carolina,DI,1,36.640903910539954,5.604013368775269
109,2018-03-04,972,"St Augustine, Fl",115,1,1,South Carolina,DI,1,38.39198855580173,5.458253551603471
110,2018-03-10,1049,"Columbia, S.C.",115,1,1,South Carolina,DI,0,35.64977220284589,5.189352158926116
111,2018-03-10,1050,"Columbia, S.C.",115,1,1,South Carolina,DI,1,37.15604981808029,5.085525082853292
112,2018-03-17,1149,"Columbia, SC",115,1,1,South Carolina,DI,1,40.93529752604563,4.773626498957874
113,2018-03-17,1157,"Columbia, SC",115,1,1,South Carolina,DI,0,41.16916347091819,4.594731034577179
114,2018-03-18,1192,"Columbia, S.C.",115,1,1,South Carolina,DI,0,41.67051687213783,4.458285039411876
115,2018-03-18,1201,"Columbia, S.C.",115,1,1,South Carolina,DI,1,42.789741116711056,4.450858742460476
116,2018-03-24,1274,"Columbia, S.C.",115,1,1,South Carolina,DI,1,44.10455214429857,4.399405215687878
117,2018-03-24,1289,"Columbia, S.C.",115,1,1,South Carolina,DI,0,44.830298487321805,4.3026062173661614
118,2018-03-25,1324,"Columbia, SC",115,1,1,South Carolina,DI,0,43.372084687336915,4.066727133607971
119,2018-03-25,1325,"Columbia, S.C.",115,1,1,South Carolina,DI,0,42.71440181859915,3.8960485605513155
120,2018-03-30,1350,"Miami, Fl",115,1,1,South Carolina,DI,1,44.852297538149855,3.7518987405193163
121,2018-03-30,1362,"Miami, Fl",115,1,1,South Carolina,DI,0,44.41976702063428,3.603490528605026
122,2018-03-30,1372,"Miami, Fl",115,1,1,South Carolina,DI,0,45.399290942259775,3.5719211280012813
123,2018-03-31,1410,"Miami, Fl",115,1,1,South Carolina,DI,0,46.475704757045385,3.563426900338549
124,2018-04-13,1602,"Columbia, S.C.",115,1,1,South Carolina,DI,1,47.818791623282266,3.51216865012249
125,2018-04-13,1603,"Columbia, S.C.",115,1,1,South Carolina,DI,0,48.89743061496738,3.5044958618564963
126,2018-04-14,1648,"Columbia, S.C.",115,1,1,South Carolina,DI,1,50.06836057229205,3.4858046909040024
127,2018-04-14,1649,"Columbia, S.C.",115,1,1,South Carolina,DI,1,51.42912344048078,3.4291787332439503
128,2018-04-20,1716,"Emerson, Ga",115,2,1,South Carolina,DI,1,52.335515300846644,3.427353822468297
129,2018-04-20,1720,"Emerson, Ga",115,2,1,South Carolina,DI,1,53.63331611486635,3.3494872438087286
130,2018-04-21,1765,"Emerson, Ga",115,2,1,South Carolina,DI,1,54.62109931767193,3.3245903382802986
131,2018-04-21,1774,"Emerson, Ga",115,2,1,South Carolina,DI,1,55.57764192264767,3.3073420487108924
132,2018-04-22,1800,"Emerson, Ga    (Semis)",115,2,1,South Carolina,DI,1,56.6740559329412,3.26281547559556
133,2018-05-04,1874,"Gulf Shores, Al",115,2,1,South Carolina,DI,1,57.835905405262956,3.209385008340915
134,2018-02-23,800,"Deland, FL",462,2,5,Georgia State,DI,0,22.791677369701624,7.7743633497703355
135,2018-02-23,802,"Deland, FL",462,2,5,Georgia State,DI,0,21.41453454856892,7.338501305075652
136,2018-02-24,824,"Deland, FL",462,4,5,Georgia State,DI,0,20.901401240069408,7.096486548356837
137,2018-03-10,1051,"Boca Raton, FL",462,4,5,Georgia State,DI,1,24.004844434211613,6.624861011535664
138,2018-03-18,1202,"Columbia, S.C.",462,4,5,Georgia State,DI,1,25.170996179781607,6.385395559174811
139,2018-03-23,1228,"Atlanta, GA",462,4,5,Georgia State,DI,1,26.06638515057613,6.203159466799171
140,2018-03-24,1270,"Atlanta, Ga",462,4,5,Georgia State,DI,1,26.875665435860586,6.038863256567737
141,2018-03-31,1422,"Miami, Fl",462,4,5,Georgia State,DI,1,29.030255938219717,5.62895431441767
142,2018-04-06,1480,"Tallahassee, Fl",462,4,5,Georgia State,DI,0,28.393189499321277,5.383899661545347
143,2018-04-07,1502,"Tallahassee, Fl",462,5,5,Georgia State,DI,1,29.937957712216566,5.054618057618092
144,2018-04-14,1654,"Baton Rouge, La",462,5,5,Georgia State,DI,0,29.830514504734115,4.991728654741265
145,2018-04-14,1658,"Baton Rouge, La",462,5,5,Georgia State,DI,0,29.32981173490567,4.8427585989147115
146,2018-04-15,1675,"Baton Rouge, La",462,5,5,Georgia State,DI,0,28.39747898660129,4.659119880569584
147,2018-04-15,1683,"Baton Rouge, La",462,5,5,Georgia State,DI,1,28.818064502672502,4.569295888136011
148,2018-04-20,1717,"Emerson, Ga",462,5,5,Georgia State,DI,0,28.58448801428716,4.473600367954037
149,2018-04-20,1727,"Emerson, Ga",462,5,5,Georgia State,DI,0,27.943566760570587,4.317706476291616
150,2018-04-21,1773,"Emerson, Ga",462,5,5,Georgia State,DI,0,27.925375629392843,4.290007040068905
151,2018-04-21,1794,"Emerson, Ga",462,5,5,Georgia State,DI,1,29.54143477083021,4.064063802076616
152,2018-02-23,800,"Deland, FL",461,2,5,Georgia State,DI,0,22.791677369701624,7.7743633497703355
153,2018-02-23,802,"Deland, FL",461,2,5,Georgia State,DI,0,21.41453454856892,7.338501305075652
154,2018-02-24,824,"Deland, FL",461,4,5,Georgia State,DI,0,20.901401240069408,7.096486548356837
155,2018-03-03,935,"St. Augustine, Fl",461,5,5,Georgia State,DI,1,23.698211089312277,6.69141747353878
156,2018-03-03,936,"St. Augustine, FL",461,5,5,Georgia State,DI,1,26.260273890490428,6.293946516340614
157,2018-03-04,968,"St. Augustine, Fl",461,4,5,Georgia State,DI,1,27.756811807287743,6.041755290759345
158,2018-03-04,969,"St. Augustine, Fl",461,5,5,Georgia State,DI,0,25.290443341471665,5.67741232976811
159,2018-03-06,994,"Atlanta, Ga",461,5,5,Georgia State,DI,1,25.95387600544024,5.522055042949167
160,2018-03-10,1044,"Boca Raton, FL",461,5,5,Georgia State,DI,1,27.521859455146398,5.305963199021657
161,2018-03-10,1051,"Boca Raton, FL",461,5,5,Georgia State,DI,0,24.526284869917568,4.987872463426968
162,2018-03-10,1052,"Boca Raton, FL",461,5,5,Georgia State,DI,0,23.965867724480297,4.847585193782408
163,2018-03-17,1144,"Columbia, SC",461,5,5,Georgia State,DI,0,22.97372741116739,4.660978405934074
164,2018-03-17,1149,"Columbia, SC",461,5,5,Georgia State,DI,1,25.794065624038094,4.412851759901199
165,2018-03-18,1191,"Columbia, S.C.",461,5,5,Georgia State,DI,0,23.984999563239786,4.211163465068623
166,2018-03-23,1233,"Atlanta, Ga",461,5,5,Georgia State,DI,1,25.140247361927884,4.075873158467412
167,2018-03-24,1270,"Atlanta, Ga",461,5,5,Georgia State,DI,1,26.99535080655349,3.920953701331605
168,2018-03-30,1359,"Miami, Fl",461,5,5,Georgia State,DI,1,27.984549721724722,3.812440904680308
169,2018-03-30,1382,"Miami, Fl",461,5,5,Georgia State,DI,0,26.373598872202656,3.6808827538250313
170,2018-03-31,1422,"Miami, Fl",461,5,5,Georgia State,DI,0,25.39996981616832,3.5644230929362783
171,2018-04-06,1472,"Tallahassee, Fl",461,5,5,Georgia State,DI,0,25.037036774849163,3.4869438296770245
172,2018-04-06,1480,"Tallahassee, Fl",461,4,5,Georgia State,DI,0,24.977322527008162,3.4303083100102043
173,2018-04-07,1502,"Tallahassee, Fl",461,5,5,Georgia State,DI,1,25.634336158542585,3.347533549925262
174,2018-04-14,1654,"Baton Rouge, La",461,5,5,Georgia State,DI,0,25.61525682471466,3.3301592025830162
175,2018-04-20,1717,"Emerson, Ga",461,5,5,Georgia State,DI,0,25.51458602724095,3.2940321812904783
176,2018-04-20,1727,"Emerson, Ga",461,5,5,Georgia State,DI,0,25.189874506582214,3.2330239180063085
177,2018-04-21,1773,"Emerson, Ga",461,5,5,Georgia State,DI,0,25.201630252388206,3.222143427423766
178,2018-04-21,1794,"Emerson, Ga",461,5,5,Georgia State,DI,1,26.135337542604947,3.1282437273018777
179,2018-02-23,800,"Deland, FL",116,2,2,South Carolina,DI,1,29.008322630298363,7.7743633497703355
180,2018-02-23,803,"Deland, FL",116,2,2,South Carolina,DI,1,33.20636660717199,7.23926064941851
181,2018-02-24,823,"Deland, FL",116,2,2,South Carolina,DI,0,30.44197606872156,6.745168645545342
182,2018-02-24,828,"Deland, FL",116,2,2,South Carolina,DI,1,32.378526886686714,6.502704357491295
183,2018-03-03,937,"St Augustine, Fl",116,2,2,South Carolina,DI,1,34.66631449902354,6.261407612020106
184,2018-03-03,938,"St Augustine, Fl",116,2,2,South Carolina,DI,1,36.84041295644663,6.004768291543335
185,2018-03-04,969,"St. Augustine, Fl",116,2,2,South Carolina,DI,0,35.206866743947224,5.669986942122759
186,2018-03-04,972,"St Augustine, Fl",116,2,2,South Carolina,DI,1,38.05149050198604,5.414917431077129
187,2018-03-10,1049,"Columbia, S.C.",116,2,2,South Carolina,DI,1,39.37717202865359,5.319646920902914
188,2018-03-10,1050,"Columbia, S.C.",116,2,2,South Carolina,DI,1,40.811001771462394,5.191243478984022
189,2018-03-17,1149,"Columbia, SC",116,2,2,South Carolina,DI,1,44.05127411919034,4.8971173381671536
190,2018-03-17,1157,"Columbia, SC",116,2,2,South Carolina,DI,0,44.151352802842325,4.73140234608242
191,2018-03-18,1192,"Columbia, S.C.",116,2,2,South Carolina,DI,1,45.268579992216125,4.663280783101465
192,2018-03-18,1201,"Columbia, S.C.",116,2,2,South Carolina,DI,1,46.20542539727429,4.65037449938741
193,2018-03-24,1274,"Columbia, S.C.",116,2,2,South Carolina,DI,1,47.558732364942905,4.55193551783934
194,2018-03-24,1289,"Columbia, S.C.",116,2,2,South Carolina,DI,1,49.30419257772156,4.38710730722719
195,2018-03-25,1324,"Columbia, SC",116,2,2,South Carolina,DI,1,50.29017945284082,4.35525435359961
196,2018-03-25,1325,"Columbia, S.C.",116,2,2,South Carolina,DI,1,51.2009812517314,4.35083485174983
197,2018-03-30,1350,"Miami, Fl",116,2,2,South Carolina,DI,1,52.15755119723193,4.328507025446117
198,2018-03-30,1362,"Miami, Fl",116,2,2,South Carolina,DI,1,53.06142708026985,4.327193448277288
199,2018-03-31,1410,"Miami, Fl",116,2,2,South Carolina,DI,0,52.46259415176048,4.116762435299953
200,2018-04-13,1602,"Columbia, S.C.",116,3,2,South Carolina,DI,1,52.96296248973527,4.1173889245906805
201,2018-04-13,1603,"Columbia, S.C.",116,2,2,South Carolina,DI,0,51.61160291591609,3.8809509366104993
202,2018-04-14,1648,"Columbia, S.C.",116,2,2,South Carolina,DI,1,52.51269738800431,3.8812564013574167
203,2018-04-14,1649,"Columbia, S.C.",116,2,2,South Carolina,DI,1,53.84514961265493,3.7901635866385766
204,2018-04-20,1716,"Emerson, Ga",116,1,2,South Carolina,DI,1,56.52425128233902,3.6283191511799795
205,2018-04-20,1720,"Emerson, Ga",116,1,2,South Carolina,DI,1,61.09133287364807,3.440754202651399
206,2018-04-21,1765,"Emerson, Ga",116,1,2,South Carolina,DI,1,62.25654276968764,3.4211635071109185
207,2018-04-21,1774,"Emerson, Ga",116,1,2,South Carolina,DI,0,62.488210655224904,3.312991704587209
208,2018-04-22,1800,"Emerson, Ga    (Semis)",116,1,2,South Carolina,DI,0,63.48432506487666,3.284514761405759
209,2018-05-04,1874,"Gulf Shores, Al",116,1,2,South Carolina,DI,0,64.48941738750763,3.258239568344909
210,2018-02-23,800,"Deland, FL",1209,2,5,South Carolina,DI,1,29.008322630298363,7.7743633497703355
211,2018-04-13,1602,"Columbia, S.C.",1209,2,5,South Carolina,DI,0,27.59485272926293,7.243203945522948
212,2018-04-13,1603,"Columbia, S.C.",1209,3,5,South Carolina,DI,1,37.071269056523384,6.3417899999452185
213,2018-04-14,1648,"Columbia, S.C.",1209,4,5,South Carolina,DI,1,37.51404196936248,6.277355271878743
214,2018-04-14,1649,"Columbia, S.C.",1209,5,5,South Carolina,DI,0,33.1522278991664,5.700381143408453
215,2018-05-04,1862,"Gulf Shores, Al",1209,5,5,South Carolina,DI,0,32.66932955627262,5.506435330597814
216,2018-05-04,1874,"Gulf Shores, Al",1209,5,5,South Carolina,DI,0,31.98919308421582,5.272845163305791
217,2018-02-23,800,"Deland, FL",1032,3,5,Georgia State,DI,0,22.391677369701625,7.7743633497703355
218,2018-02-23,802,"Deland, FL",1032,4,5,Georgia State,DI,1,25.74364823385468,7.288820734660625
219,2018-03-03,935,"St. Augustine, Fl",1032,5,5,Georgia State,DI,1,28.69134708045388,6.8491324705361585
220,2018-03-03,936,"St. Augustine, FL",1032,5,5,Georgia State,DI,1,31.37320418973437,6.422198556085024
221,2018-03-04,968,"St. Augustine, Fl",1032,4,5,Georgia State,DI,1,32.91899412087079,6.154000095529062
222,2018-03-04,969,"St. Augustine, Fl",1032,5,5,Georgia State,DI,0,30.35827600106514,5.768466102540704
223,2018-03-06,994,"Atlanta, Ga",1032,5,5,Georgia State,DI,1,31.041538520190116,5.605400833389673
224,2018-03-10,1044,"Boca Raton, FL",1032,5,5,Georgia State,DI,1,32.65567988991804,5.379199068895501
225,2018-03-10,1051,"Boca Raton, FL",1032,5,5,Georgia State,DI,0,29.57547252082695,5.047425815069836
226,2018-03-10,1052,"Boca Raton, FL",1032,5,5,Georgia State,DI,0,29.00039613964258,4.901970313346899
227,2018-03-17,1144,"Columbia, SC",1032,5,5,Georgia State,DI,0,27.984748032364745,4.708893859273074
228,2018-03-17,1149,"Columbia, SC",1032,5,5,Georgia State,DI,1,30.862319583763156,4.4528579822173295
229,2018-03-18,1191,"Columbia, S.C.",1032,5,5,Georgia State,DI,0,29.019404795195367,4.24551657563791
230,2018-03-23,1233,"Atlanta, Ga",1032,5,5,Georgia State,DI,1,30.192751461057632,4.1068243932407835
231,2018-03-24,1270,"Atlanta, Ga",1032,5,5,Georgia State,DI,1,32.07536257200719,3.9482760650551403
232,2018-03-30,1359,"Miami, Fl",1032,5,5,Georgia State,DI,1,33.07769039261186,3.8374328426624467
233,2018-03-30,1382,"Miami, Fl",1032,5,5,Georgia State,DI,0,31.44490232593299,3.703215785748114
234,2018-03-31,1422,"Miami, Fl",1032,5,5,Georgia State,DI,0,30.4588206346391,3.5845776337456137
235,2018-03-31,1442,"Miami, Fl",1032,5,5,Georgia State,DI,0,29.71695788043359,3.4878270792278636
236,2018-04-06,1472,"Tallahassee, Fl",1032,5,5,Georgia State,DI,0,29.371571630027525,3.4153513789194845
237,2018-02-23,800,"Deland, FL",460,3,3,Georgia State,DI,0,22.391677369701625,7.7743633497703355
238,2018-02-23,802,"Deland, FL",460,3,3,Georgia State,DI,1,25.94364823385468,7.288820734660625
239,2018-02-24,824,"Deland, FL",460,3,3,Georgia State,DI,0,24.788718687497962,6.928212012304935
240,2018-03-03,936,"St. Augustine, FL",460,3,3,Georgia State,DI,1,28.52581605280267,6.441148179438034
241,2018-03-04,969,"St. Augustine, Fl",460,3,3,Georgia State,DI,1,32.141299761579894,5.994857645609766
242,2018-03-06,994,"Atlanta, Ga",460,4,3,Georgia State,DI,1,33.212968004388635,5.815027382506594
243,2018-03-06,995,"Atlanta, Ga",460,3,3,Georgia State,DI,1,33.9684336745587,5.734430082502244
244,2018-03-10,1044,"Boca Raton, FL",460,3,3,Georgia State,DI,1,35.70024478342874,5.522815223844541
245,2018-03-10,1052,"Boca Raton, FL",460,3,3,Georgia State,DI,1,36.82352058815489,5.356635121486924
246,2018-03-17,1144,"Columbia, SC",460,3,3,Georgia State,DI,1,38.915082098505984,5.0733301153125945
247,2018-03-17,1149,"Columbia, SC",460,3,3,Georgia State,DI,0,36.55367540917679,4.775152437221635
248,2018-03-18,1191,"Columbia, S.C.",460,3,3,Georgia State,DI,0,35.636095884034404,4.543276823280877
249,2018-03-23,1233,"Atlanta, Ga",460,3,3,Georgia State,DI,1,36.86823065895797,4.410182486953952
250,2018-03-24,1270,"Atlanta, Ga",460,3,3,Georgia State,DI,1,37.890453698086354,4.305843452222421
