,Name,Year,Height,Hometown/HS,Team,mu,sigma
549,Mikayla Vivens,Fr,"5'9""","San Antonio, Texas/ Warren",Houston Baptist,20.915253578764343,2.055608074416635
550,Tori Hinojosa,So,5'8,"San Antonio, Tx",Houston Baptist,40.959723884720944,1.8833034028729432
551,Alexa Richardson,So,5'7,"Austin, Tx",Stetson,47.4874199031212,3.3334788684335366
552,Brynn Carrick,Fr,5'8,"Hampstead, N.C.",Stetson,25.0,8.333333333333334
553,Carly Perales,So,5'9,"Round Rock, Tx",Stetson,27.600911117831657,3.449798020573539
554,Caroline Pomet,Jr,5'4,"Lutz, Fl",Stetson,25.0,8.333333333333334
555,Darby Dunn,So,6'0,"South Surrey, B.C.",Stetson,41.86025330682957,2.055608074416635
556,Grace Christiansen,So,5'7,"Lantana, Tx",Stetson,25.0,8.333333333333334
557,Julie Varga,So,6'0,"Fredrikstad, Norway",Stetson,23.558308310548426,2.1988116511516824
558,Katinka Krahn,So,5'11,"Oslo, Norway",Stetson,47.4874199031212,3.3334788684335366
559,Lauren Durham,Jr,5'5,"Apex, NC",Stetson,23.558308310548426,2.1988116511516824
560,Lexi  Ham,So,5'6,"Scottsdale, Az",Stetson,46.046443695863864,2.373181267217594
561,Quinci Birker,Fr,5'10,"Kelowna, B.C.",Stetson,37.40861179874751,2.023732267234736
562,Rachel Noble,Jr,5'10,"Carlsbad, Ca",Stetson,48.267898737883726,2.088947496830355
563,Rebecca Ingram,Fr,6'0,"Riverslea, Australia",Stetson,37.40861179874751,2.023732267234736
564,Samantha Harris,Jr,5'7,"Arlington, Va",Stetson,48.26789873788372,2.088947496830355
565,Sammee Thomas,Jr,5'7,"Huntington Beach, Ca",Stetson,41.86025330682957,2.055608074416635
566,Sunniva Helland-Hansen,So,5'8,"Oyeste, Norway",Stetson,27.600911117831657,3.449798020573539
567,Anna Dalla Vecchia,Fr,,,USF,34.222018869290665,2.373181267217594
568,Camille Araujo,So,5'7,"Long Beach, Ca",USF,42.51556716435637,2.5898005062696576
569,Carly Lowry,So,5'11,"Tucson, Az",USF,34.26910692521028,2.530894595439967
570,Emily Zinger,Fr,,"Little Elm, Tx",USF,25.0,8.333333333333334
571,Erica Ronda,Fr,,"Chandler, Az",USF,42.51556716435637,2.5898005062696576
572,Erin Anthony,Fr,,"Sugar Land, Tx",USF,25.0,8.333333333333334
573,Haley Howell,GS,5'10,"Tucson, Az",USF,34.26910692521028,2.530894595439967
574,Julia Topor,GS,,,USF,34.222018869290665,2.373181267217594
575,Kate Ashman,So,6'3,"Cyrpress, Ca",USF,25.0,8.333333333333334
576,Laura Leap,Jr,,"Thousand Oaks, Ca",USF,26.057991747687375,5.677620099312075
577,Madelyn LaFollette,Fr,,"Alameda, Ca",USF,25.0,8.333333333333334
578,Marjolijn  Oskam,Sr,6'4,"Bussum, Netherlands",USF,25.0,8.333333333333334
579,Nora Buvarp Lavik,Sr,6'3,"Tonsberg, Norway",USF,30.513008678937076,2.475330544877422
580,Pi'ikea Clemens,Fr,,"Kailua, Hi",USF,40.27716775343311,2.2391216233559614
581,Sabrina Blackwell,GS,,"San Jose, Ca",USF,30.513008678937076,2.475330544877422
582,Shannon Levinson,So,5'3,"Los Angeles, Ca",USF,40.27716775343311,2.2391216233559614
583,Trish Koutsoukos,So,5'7,"Sydney, Aus",USF,19.027044588949156,7.268023290842246
584,Breann Robinson,Sr,6'0,"Jamestown, Ca",San Jose State University,38.521436621069874,2.475330544877422
585,Ciara Reistad,Sr,5'7,"La Quinta, Ca",San Jose State University,36.625053514271286,2.4228399529455746
586,Fernanda Vido,R-So,5'10,"Belo Horizonte, Brazil",San Jose State University,27.886137924231367,6.809496968450191
587,Giulia Gavio,Jr,6'0,"Rio de Janeiro, Brazil",San Jose State University,25.0,8.333333333333334
588,Hayley Sturgeon,Jr,6'2,"Mountain View, Ca",San Jose State University,33.068357729088724,2.7897340710092795
589,Jamie Hirai,Sr,5'7,"Honolulu, Hi",San Jose State University,34.79744139617095,2.475330544877422
590,Julia Golbeck,Jr,6'0,"Sugar Grove, Ill",San Jose State University,36.625053514271286,2.4228399529455746
591,Kaitlynn Zdroik,So,5'9,"Brentwood, Ca",San Jose State University,31.107876120930236,2.652347064623227
592,Laura  Parts,So,6'2,"Parnu, Estonia",San Jose State University,34.79744139617095,2.475330544877422
593,Luiza Andrade,Jr,5'5,"Rio de Janeiro, Brazil",San Jose State University,38.521436621069874,2.475330544877422
594,Lyndi Scholl,GS,5'10 ,"Kaneville, Ill",San Jose State University,37.3991840386492,2.4228399529455746
595,Nandyala Gama,Sr,6'3,"Rio de Janeiro, Brazil",San Jose State University,37.3991840386492,2.4228399529455746
596,Ryann Thomison,Fr,6'0,"Sacramento, Ca",San Jose State University,36.92927192816165,2.475330544877422
597,Summer Avery,Sr,5'11,"Tucscon, Az",San Jose State University,36.92927192816165,2.475330544877422
598,Thaliana Grajeda,So,6'0,"Clovis, Ca",San Jose State University,23.634616925374786,6.018292133482491
599,Aleksandra Djordjevic,Sr,6'0,"Belgrade, Serbia",Cal State Bakersfield,37.69819838801485,2.373181267217594
600,Ally  Barber,R-So,6'0,"Maltby, Wa",Cal State Bakersfield,42.45924828266857,2.088947496830355
601,Ashley Prater,So,5'7,"Glendale, Az",Cal State Bakersfield,25.0,8.333333333333334
602,Bailey Smith,Fr,6'2,"Phoenix, Az",Cal State Bakersfield,19.549641825747887,2.3261366938282633
603,Briannah Mariner,Jr,5'10,"Salt Lake City, Ut",Cal State Bakersfield,37.69819838801485,2.373181267217594
604,Brooke Boiseau,Fr,6'1,"Scottsdale, Az",Cal State Bakersfield,29.233224380927,4.602136767117366
605,Desiree Sukhov,Fr,6'0,"Murrieta Valley, Ca",Cal State Bakersfield,38.783163062532125,1.8833034028729432
606,Emily Hansen,Fr,5'10,"Bakersfield, Ca",Cal State Bakersfield,40.79485775828162,2.055608074416635
607,Emily Lopes,Sr,5'7,"Bakersfield, Ca",Cal State Bakersfield,27.86666722455624,2.865363454668774
608,Fabina Andrade,Sr,5'7,"Sao Paulo, Brazil",Cal State Bakersfield,25.0,8.333333333333334
609,Hannah Manzanares,Jr,5'7,"Phoenix, Az",Cal State Bakersfield,28.788606032716423,3.3334788684335366
610,Haylee Roberts,R-Sr,6'2,"Bakersfield, Ca",Cal State Bakersfield,25.0,8.333333333333334
611,Kayla Tinker,So,5'9,"San Clemente, Ca",Cal State Bakersfield,38.116312377169464,1.935993527955682
612,Krista Hernandez,Fr,5'5,"Culver City, Ca",Cal State Bakersfield,31.175351981135844,6.394304831481489
613,Madi Busler,So,5'11,"Aurora, Co",Cal State Bakersfield,25.0,8.333333333333334
614,Marina Sanches,R-Jr,6'3,"Sao Paulo, Brazil",Cal State Bakersfield,25.0,8.333333333333334
615,Mattison Degarmo,Jr,6'3,"Castle Rock, Co",Cal State Bakersfield,27.86666722455624,2.865363454668774
616,Sarah Garrow,So,5'10,"Vancouver, Wa",Cal State Bakersfield,38.783163062532125,1.8833034028729432
617,Sydney Haynes,GS,6'2,"Vancouver, Wa",Cal State Bakersfield,40.79485775828162,2.055608074416635
618,Sydney Wicks,R-Jr,5'8,"Aurora, Co",Cal State Bakersfield,42.45924828266857,2.088947496830355
619,Tasha Skabelund,Fr,6'0,"Stevenson Ranch, Ca",Cal State Bakersfield,25.0,8.333333333333334
620,Allison Beckman,Jr,,"Apex, NC",College of Charleston,36.302770503333285,2.3261366938282633
621,Brittany Velez,Sr,,"Mt Pleasant, S.C.",College of Charleston,29.838811117116023,6.394304831481489
622,Devon Rachel,Jr,,"Louisville, Ky",College of Charleston,37.12455095489342,2.1988116511516824
623,Ella Ridinger,Fr,,"Glen Ellyn, Ill",College of Charleston,25.0,8.333333333333334
624,Jane Feddersen,Sr,,"Leesburg, Va",College of Charleston,25.0,8.333333333333334
625,Katja Ehlers,So,,"Raleigh, NC",College of Charleston,35.817150177551405,2.1988116511516824
626,Kennedy Madison,Jr,,"Evansville, Ind",College of Charleston,37.017749167646535,2.4228399529455746
627,Krissy Mummey,Sr,,"Hudson, Oh",College of Charleston,35.817150177551405,2.1988116511516824
628,Lauren Hollman,Sr,5'10,"Union, Ky",College of Charleston,25.0,8.333333333333334
629,Lauren Freed,So,,"Troy, Oh",College of Charleston,36.302770503333285,2.3261366938282633
630,Logan Manusky,Fr,,"San Diego, Ca",College of Charleston,38.208465060322396,2.1988116511516824
631,Mandy Napierala,So,,"Irondequoit, N.Y.",College of Charleston,25.0,8.333333333333334
632,Mckala Rhodes,Jr,,"Charleston, SC",College of Charleston,37.12455095489342,2.1988116511516824
633,Megan Morris,Jr,,"Mt Pleasant, S.C.",College of Charleston,25.0,8.333333333333334
634,Meghan Murphy,So,,"Orange, Ca",College of Charleston,25.0,8.333333333333334
635,Natalie Tucker,Sr,,"Isle of Palms, S.C.",College of Charleston,25.0,8.333333333333334
636,Peyton Eisnaugle,So,,"Dallas, Tx",College of Charleston,25.0,8.333333333333334
637,Riana  Brennan,Sr,,"Los Gatos, Ca",College of Charleston,37.017749167646535,2.4228399529455746
638,Taylor Foley,Jr,,"Agoura Hills, Ca",College of Charleston,38.208465060322396,2.1988116511516824
639,Anna Grauel,Jr,6'0,"Montclair, Va",UNC Wilmington,30.972955411050837,7.268023290842246
640,Brynn Montgomery,Fr,6'0,"Fort Collins, Co",UNC Wilmington,42.37396439735827,2.055608074416635
641,Cassie Thompson,Fr,5'7,"Brown Summit, N.C.",UNC Wilmington,25.0,8.333333333333334
642,Courtney Mullinax,Jr,5'5,"Wilmington, N.C.",UNC Wilmington,41.11373883646001,2.088947496830355
643,Elena Turnbull,Fr,5'10,"Salisbury, N.C.",UNC Wilmington,25.0,8.333333333333334
644,Halle Hunt,Jr,5'11,"Greensboro, NC",UNC Wilmington,40.6705541186888,2.023732267234736
645,Jaime Thomas,Fr,6'0,"Hamilton, Ontario (Canada)",UNC Wilmington,38.563443113370035,2.055608074416635
646,Jazzell Mangosing,Fr,5'2,"Virginia Beach, Va",UNC Wilmington,25.0,8.333333333333334
647,JM Lewandowski,Fr,6'0,"Hendersonville,Tn",UNC Wilmington,42.37396439735827,2.055608074416635
648,Kati Smith,So,5'9,"Raleigh, N.C.",UNC Wilmington,30.972955411050837,7.268023290842246
649,Katie McCullough,Jr,5'10,"Raleigh, NC",UNC Wilmington,40.6705541186888,2.023732267234736
650,Kyla Augustine,Fr,6'0,"St Charles, Ill",UNC Wilmington,27.178355894855606,2.718867490932981
651,Maddy Kline,Jr,6'1,"Palmyra, Va",UNC Wilmington,38.49392062660728,2.023732267234736
652,Nicole Lott,GS,5'11,"West Chester, Pa",UNC Wilmington,38.49392062660728,2.023732267234736
653,Raquel Rooney,So,5'7,"Raleigh, NC",UNC Wilmington,38.563443113370035,2.055608074416635
654,Reagan Evans,Fr,5'7,"Largo, Fl",UNC Wilmington,21.173106504908404,2.7897340710092795
655,Sarah Kelly,Sr,6'0,"Raleigh, NC",UNC Wilmington,41.11373883646001,2.088947496830355
656,Allie Elson,Sr,5'6,"Woodstock, Ga",Georgia State,41.92048099256963,2.088947496830355
657,Amie  Held,GS,5'9,"Festus, Mo",Georgia State,39.809175661564176,2.088947496830355
658,Annika Van Gunst,GS,6'0,"Fayetteville, Ga",Georgia State,39.86590863182378,1.9932270183499219
659,Ashley McGinn,Jr,5'9,"Sewell, NJ",Georgia State,41.92048099256963,2.088947496830355
660,Ashley Bauchert,Fr,5'9,"Allen, Tx",Georgia State,36.38900517430643,2.652347064623227
661,Brooke Weiner,Jr,5'11,"Ventura, Ca",Georgia State,43.705046906577046,2.088947496830355
662,Eden Hawes,Fr,5'8,"Panama City Beach, Fl",Georgia State,37.70361614065214,2.4228399529455746
663,Georgia Johnson,So,5'11,"Brisbane, Queensland",Georgia State,41.894491259882194,1.9932270183499219
664,Jessie Swaney,Sr,5'7,"McDonough, Ga",Georgia State,25.0,8.333333333333334
665,Kate Novack,So,5'9,"Fort Wayne, Ind",Georgia State,39.809175661564176,2.088947496830355
666,Maddie Gordon,So,6'0,"Fort Worth, Tx",Georgia State,19.02498613351596,2.2815094948893346
667,Mattie Johnson,Fr,5'7,"Tabor City, NC",Georgia State,40.53793279248491,5.0884728472465515
668,Meagan McCall,Fr,5'7,"Phoenix, Az",Georgia State,40.53793279248491,5.0884728472465515
669,Olivia Stasevich,So,5'8,"Canton, Ga",Georgia State,41.894491259882194,1.9932270183499219
670,Rebekah Brodbeck,Fr,5'9,"San Antonio, Tx",Georgia State,41.96159641065451,2.9462227105393546
671,Teegan Van Gunst,GS,6'0,"Fayetteville, Ga",Georgia State,39.86590863182378,1.9932270183499219
672,Tiffany Creamer,GS,6'2,"Newnan, Ga",Georgia State,43.705046906577046,2.088947496830355
673,Abigail Moss,So,5'10,"Kennesaw, Ga",Mercer,25.0,8.333333333333334
674,Amber Gibson,So,5'9,"Cypress, Tx",Mercer,23.146499218573055,3.712160994206009
675,Danielle Faust,Jr,5'11,"Reading, Pa",Mercer,25.0,8.333333333333334
676,Elli Merchant,Fr,6'0,"Bedford, Tx",Mercer,23.064091822318016,2.2391216233559614
677,Elli Gibson,Fr,5'4,"Cincinnati, Oh",Mercer,46.087074101215926,2.1238521062633904
678,Emilee Wissmach,Fr,,"Savannah, Ga",Mercer,29.838811117116023,6.394304831481489
679,Gracie Garanich,Fr,5'10,"Maineville, Oh",Mercer,23.146499218573055,3.712160994206009
680,Jessica Johnson,Sr,5'10,"Oswego, Ill",Mercer,46.087074101215926,2.1238521062633904
681,Kacy Ogden,Fr,5'9,"Alva, Fl",Mercer,40.20313893820677,2.055608074416635
682,Kylie Keeling,Fr,5'5,"Fresco, Tx",Mercer,23.064091822318016,2.2391216233559614
683,Lela Mcintosh,Sr,5'8,"Austin, Tx",Mercer,35.35484892251599,2.055608074416635
684,Madison Kerr,Sr,5'8,"Atlanta, Ga",Mercer,25.0,8.333333333333334
685,Marina Chavez,Sr,6'0,"Guatemala City, Guatemala",Mercer,35.35484892251599,2.055608074416635
686,Sarah Stewart,Fr,,"Savannah, Ga",Mercer,10.411288428750806,4.833821803303274
687,Sophie Peel,Sr,5'10,"Portland, Ore",Mercer,40.20313893820677,2.055608074416635
688,Abbie Harry,So,6'0,"Frederick, Md",Central Arkansas,25.0,8.333333333333334
689,Aly Brinkley,Fr,5'10,"Conway, Ar",Central Arkansas,40.93476867795437,1.8346432398114199
690,Brittany Whiting,Fr,5'6,"Austin, Tx",Central Arkansas,25.0,8.333333333333334
691,Colene Hamilton,Fr,5'8,"Columbia,Ill",Central Arkansas,23.479286883087056,2.2815094948893346
692,Delaney Driver,GS,5'9,"Wichita Falls, Tx",Central Arkansas,36.69220415284473,1.9640069338548831
693,Hayley Tippett,Jr,6'0,"Roanoke, Tx",Central Arkansas,40.31328272759442,3.2257585268563194
694,Jessica Martinez,Jr,5'7,"Parker, Co",Central Arkansas,40.93476867795437,1.8346432398114199
695,Kelsey Sager,Fr,5'10,"Wichita Falls, Tx",Central Arkansas,25.0,8.333333333333334
696,Kimberly Schnars,Jr,5'8,"Downey, Ca",Central Arkansas,27.398759150056897,6.809496968450191
697,Kristine Hjembo,Jr,5'11,"Aalesund, Norway",Central Arkansas,23.479286883087056,2.2815094948893346
698,Mackenzie  Dear,So,5'8,"Conway, Ark",Central Arkansas,20.098888508726656,2.055608074416635
699,MC Rogers,Sr,6'2,"Collierville, Tn",Central Arkansas,36.31683570053592,1.9932270183499219
700,Megan Nash,Jr,6'0,"Oakville, Canada",Central Arkansas,40.31328272759442,3.2257585268563194
701,Shelby Holmes,GS,6'0,"Lawrence, Tx",Central Arkansas,20.098888508726656,2.055608074416635
702,Stephanie Pollnow,Sr,6'0,"Beebe, Ark",Central Arkansas,36.69220415284473,1.9640069338548831
703,Ali Svorinic,Sr,5'7,"Scottsdale, Az",Colorado Mesa,25.0,8.333333333333334
704,Ara Norwood,Fr,5'6,"Ridgway, Co",Colorado Mesa,36.786002440022,2.2391216233559614
705,Ashton Reese,Fr,6'1,"Eaton, Co",Colorado Mesa,25.0,8.333333333333334
706,Hailey Crane,So,6'0,"Bothell, Wash",Colorado Mesa,34.84582027636033,2.2391216233559614
707,Hana Peterman,Jr,5'9,"Tucson, Az",Colorado Mesa,46.12871445581348,2.373181267217594
708,Julia Baskin,So,6'0,"Arvada, Co",Colorado Mesa,33.73595052151178,2.3261366938282633
709,Kasie Gilfert,R-Fr,6'0,"Aurora, Co",Colorado Mesa,21.55371956827094,2.373181267217594
710,Katie Scherr,So,6'0,"Bismarck, N.D.",Colorado Mesa,36.14673205702233,2.2815094948893346
711,Lindy Dixon,So,5'9,"Eaton, Co",Colorado Mesa,34.84582027636033,2.2391216233559614
712,Megan Gianinetti,Sr,6'0,"Carbondale, Co",Colorado Mesa,46.12871445581348,2.373181267217594
713,Natalee Todd,Jr,5'9,"Bismarck, N.D.",Colorado Mesa,36.786002440022,2.2391216233559614
714,Rachael Perrine,Fr,5'11,"Aurora, Co",Colorado Mesa,25.0,8.333333333333334
715,Samantha Ritter,So,5'10,"Tinley Park, Ill",Colorado Mesa,21.55371956827094,2.373181267217594
716,Taylor Woods,Jr,5'4,"Glendale, Az",Colorado Mesa,36.14673205702233,2.2815094948893346
717,Bethany Salapek,Fr,5'3,"Raleigh, NC",Jacksonville,47.74076367021404,3.1257936082736575
718,Cristina Finan,Sr,5'9,"Weston, Fl",Jacksonville,46.05806972288884,2.1238521062633904
719,Forfeit  1,,,,Jacksonville,25.946025053348606,3.1257936082736575
720,Forfeit  2,,,,Jacksonville,24.958707182997774,6.394304831481489
721,Hannah Marchand,Fr,5'11,"Sturgis, Mi",Jacksonville,14.42357261829008,2.7897340710092795
722,Katie Krawczyk,Jr,5'8,"Ovledo, Fl",Jacksonville,41.04388823679189,2.055608074416635
723,Kendall Murr,Fr,5'9,"Yorktown, In",Jacksonville,23.288640189996293,3.712160994206009
724,Lauren Petersen,Jr,5'11,"Liberty, Mo",Jacksonville,18.347176094914687,3.712160994206009
725,Mackenzie Swan,Sr,5'10,"Colorado Springs, Co",Jacksonville,46.05806972288884,2.1238521062633904
726,Madison  Rayam,Fr,5'10,"Alabaster, Al",Jacksonville,25.0,8.333333333333334
727,Mallory Mattingly,So,"5'10""","Sanford, Fla. / Seminole",Jacksonville,18.347176094914687,3.712160994206009
728,Morgan Dees,So,5'7,"Marietta, Ga",Jacksonville,41.04388823679189,2.055608074416635
729,Olga Nushtayeva,Sr,5'11,"Palm Coast, Fl",Jacksonville,25.0,8.333333333333334
730,Savannah Siegrist,Fr,5'9,"Davidsonville, Md",Jacksonville,35.27731839668084,2.055608074416635
731,Shaylee Befus,,5'7,"Brighton, Co",Jacksonville,47.74076367021404,3.1257936082736575
732,Shelby Babowicz,Sr,5'8,"Hollywood, Fl",Jacksonville,35.27731839668084,2.055608074416635
733,Tori Reiser,So,5'7,"Weston, Fl",Jacksonville,35.316851715325015,2.1238521062633904
734,Vanessa Richards,So,5'8,"Marietta, Ga",Jacksonville,25.0,8.333333333333334
735,Blaire Register,,,,UNF,22.34105434661748,5.368757712330199
736,Britney Krueger,So,5'8,"Fort Walton Beach, Fl",UNF,25.0,8.333333333333334
737,Brittany Pase,R-Jr,5'9,"Crestview, Fl",UNF,47.42714943929861,2.088947496830355
738,Callie Workman,Fr,5'7,"Tallahassee, Fl",UNF,47.42714943929861,2.088947496830355
739,Carina Hoff,R-Sr,6'2,"Eustis, Fl",UNF,40.99369891532718,2.055608074416635
740,Carolyn Cain,Fr,5'9,"Purcellville, Va",UNF,48.35267902125143,3.3334788684335366
741,Casey Justice,Fr,5'8,"Panama City Beach, Fl",UNF,36.615314783530074,2.023732267234736
742,Chaney Howard,Jr,5'7,"St. Cloud, Fl",UNF,25.598477162920283,3.449798020573539
743,Courtney Miller,R-Jr,5'10,"Waxahachie, Tx",UNF,40.99369891532718,2.055608074416635
744,Gabby O'Connell,So,6'0,"Gainesville, Fl",UNF,25.0,8.333333333333334
745,Leah Maloney,So,6'0,"Cincinnati, Oh",UNF,25.0,8.333333333333334
746,Madilyn McCarty,So,6'0,"Springfield, Ill",UNF,22.63540833634849,2.1988116511516824
747,Mallory Waggoner,GS,6'0,"Sarasota, Fl",UNF,36.615314783530074,2.023732267234736
748,Marissa Rogers,Fr,5'7,"Crestview, Fl",UNF,30.00634795795583,5.677620099312075
749,Nicole DeBolt,Jr,5'7,"Ocala, Fl",UNF,22.63540833634849,2.1988116511516824
750,Sadie Thurston,Sr,5'11,"Ponte Vedra, Fl",UNF,43.15495824656239,2.5898005062696576
751,Taryn Griffey,So,6'1,"Wildwood, Mo",UNF,25.598477162920283,3.449798020573539
752,Alex Kells,Fr,6'0,"Burlington, Ontario, Canada",UAB,39.64375512102288,2.5898005062696576
753,Alyssa Kirkman,Jr,5'11,"Naperville, Ill",UAB,25.0,8.333333333333334
754,Annie Pringle,R-So,5'11,"Victoria, BC, Canada",UAB,37.71620721615675,2.2391216233559614
755,Avei Logoleo,Sr,5'9,"Nashville, Tn",UAB,36.632293110727765,2.2391216233559614
756,Avery Hoven,R-Sr,5'11,"Hoover, Al",UAB,25.0,8.333333333333334
757,Bethany Whitenton,Fr,5'9,"Gainesville, Ga",UAB,25.0,8.333333333333334
758,Brittney Munro,So,6'4,"Cypress, Tx",UAB,25.0,8.333333333333334
759,Devon May,GS,5'9,"Roberts Creek, BC, Canada",UAB,35.324892333385755,2.2391216233559614
760,Emily Martinez,Jr,5'8,"San Antonio, Tx",UAB,36.42605920813517,2.475330544877422
761,Erin Bognar,GS,6'2,"St Louis, Mo",UAB,36.632293110727765,2.2391216233559614
762,Gabbi Moreno,Sr,5'10,"Houston, Tx",UAB,36.42605920813517,2.475330544877422
763,Haley Jared,Sr,5'11,"Hartselle, Al",UAB,36.07562868794633,2.373181267217594
764,Kaylee McClure,Fr,5'6,"Kennesaw, Ga",UAB,36.850674330339295,2.373181267217594
765,Kenley Adams,So,6'0,"Panama City, Fl",UAB,35.324892333385755,2.2391216233559614
766,Morgan Smith,So,5'7,"Cincinnati, Oh",UAB,25.0,8.333333333333334
767,Rachel Evans,Jr,5'8,"St. Petersburg, Fl",UAB,27.886137924231367,6.809496968450191
768,Sallianne Napolitano,Fr,,"Bordentown Township, N.J.",UAB,37.71620721615675,2.2391216233559614
769,Tressa Buckland,Jr,5'10,"Park City, Ut",UAB,36.850674330339295,2.373181267217594
770,Alanya Ryan,Fr,5'11,"Fort Myers, Fl",FGCU,17.18541432034154,2.5898005062696576
771,Amanda Carroll,Jr,5'10,"Albuquerque, NM",FGCU,40.177333845289496,2.055608074416635
772,Ashley Glickert,Sr,5'10,"Chesterfield, Mo",FGCU,46.92462411439123,2.1238521062633904
773,Courtney VanLiew,Fr,5'11,"Seymour, In",FGCU,34.46095332664315,2.055608074416635
774,Giovanna Borgiotti,So,5'10,"Vienna, Va",FGCU,46.92462411439123,2.1238521062633904
775,Kaitlan Krivdo,Jr,6'0,"Hope Mills, NC",FGCU,34.46095332664315,2.055608074416635
776,Karissa Rhoades,Jr,5'11,"Valrico, Fl",FGCU,20.597773128171166,3.712160994206009
777,Katherine Puisis,Jr,5'11,"Mason, Oh",FGCU,20.597773128171166,3.712160994206009
778,Kayla Whetstone,Fr,5'8,"Arlington, Tx",FGCU,49.44425927096365,3.1257936082736575
779,Kellie Pernula,Jr,5'7,"Plant City, Fl",FGCU,23.432998487788637,4.833821803303274
780,Mackenzie Allen,Sr,5'10,"Naples, Fl",FGCU,40.177333845289496,2.055608074416635
781,Snowy Burnam,Fr,5'11,"Palm City, Fl",FGCU,49.44425927096365,3.1257936082736575
782,Ashley Clingan,Jr,5'5,"Jacksonville, Al",Jacksonville State,44.6720156494135,2.1238521062633904
783,Bethany Randall,Fr,5'10,"Seffner, Fl",Jacksonville State,35.10528527827366,2.2391216233559614
784,Charis Ludtke,Sr,5'11,"Hamburg, Germany",Jacksonville State,40.82735591315478,2.023732267234736
785,Grace Jarnagin,Fr,5'9,"Mill Creek, Wa",Jacksonville State,21.048846403195324,2.1988116511516824
786,Hailey Hughes,So,5'8,"Bloomfield Hills, Mi",Jacksonville State,37.064903479780774,3.712160994206009
787,Hannah Kirk,Sr,5'3,"Katy, Tx",Jacksonville State,40.82735591315478,2.023732267234736
788,Katie Will,Jr,5'6,"Clearwater, Fl",Jacksonville State,44.925899140472694,2.023732267234736
789,Kayla Frear,So,6'3,"Colorado Springs, Co",Jacksonville State,21.048846403195324,2.1988116511516824
790,Kaylie Milton,Fr,5'11,"Fullerton, Ca",Jacksonville State,42.79824876424555,2.1604329520970493
791,Kim Krutsinger,R-So,6'2,"Colorado Springs, Co",Jacksonville State,40.537730673974636,2.1988116511516824
792,Mackenzie Rombach,Jr,6'1,"Ottawa, Ill",Jacksonville State,38.5755881343633,3.575667513246407
793,Maddie Cloutier,So,5'6,"Brighton, Co",Jacksonville State,44.6720156494135,2.1238521062633904
794,Madison Cooler,Fr,5'8,"Ridgeland, SC",Jacksonville State,25.0,8.333333333333334
795,Rachel Perucki,So,5'6,"Tomball, Tx",Jacksonville State,25.0,8.333333333333334
796,Sadie Anderson,So,6'0,"Phoenix, Az",Jacksonville State,44.925899140472694,2.023732267234736
797,Sam Bogdan,Fr,5'9,"New Port Richey, Fl",Jacksonville State,33.43118996260865,6.018292133482491
798,Shayla Schmidt,So,6'0,"Peoria, Az",Jacksonville State,37.064903479780774,3.712160994206009
799,Ally Carr,Fr,5'7,"Ontario, Canada",New Orleans,19.66632174516039,2.088947496830355
800,Blessings Dunn,Jr,"5'8""","Jacksonville, Ala. / Jacksonville HS",New Orleans,34.71809717882778,2.055608074416635
801,Brianna Vega,So,5'10,"San Antonio, Tx",New Orleans,34.71809717882778,2.055608074416635
802,Cara Sander,R-Sr,6'0,"Wiesbaden, Germany",New Orleans,39.525121139939436,1.935993527955682
803,Jordan Schumacher,Fr,5'9,"Gilbert, Az",New Orleans,21.434223053793858,2.2815094948893346
804,Kaitlyn Grice,Jr,6'2,"Valrico, Fl",New Orleans,21.434223053793858,2.2815094948893346
805,Madison Miller,Jr,5'6,"Granbury, Tx",New Orleans,16.946925002720658,2.530894595439967
806,Manela Grau,Jr,5'6,"Valencia, Spain",New Orleans,25.0,8.333333333333334
807,Maxine Walsh,Fr,5'11,"Leonia, New Jersey",New Orleans,19.66632174516039,2.088947496830355
808,Rachel Kuhn,So,5'6,"El Cajon, Ca",New Orleans,39.52434571614324,3.3334788684335366
809,Rhyan  Rand,So,"5'7""","Lindale, Texas / Lindale HS",New Orleans,32.91968652058826,2.865363454668774
810,Veronica Corcoran,So,5'10,"Closter, Nj",New Orleans,39.525121139939436,1.935993527955682
811,Victoria Corcoran,So,5'10,"Closter, Nj",New Orleans,39.52434571614324,3.3334788684335366
812,Abigail O'Ferrell,Jr,5'11,"Labelle, Fl",Eckerd,21.891677600930958,7.77436345109384
813,Arielle Erillo,Jr,5'3,"Lake Worth, Fl",Eckerd,35.485184150457975,2.865363454668774
814,Fernanda  Reis,So,5'11,"Rio de Janeiro, Brazil",Eckerd,35.485184150457975,2.865363454668774
815,Jordan Duffy,Fr,5'8,"Palm Harbor, Fl",Eckerd,27.04170118421716,2.9462227105393546
816,Kaitlyn Sibson,Sr,5'8,"Tampa, Fl",Eckerd,29.609991875890717,2.9462227105393546
817,Kali Boatwright,So,5'10,"Lakeland, Fl",Eckerd,23.917579566478384,2.9462227105393546
818,Mackenzie Redner,Sr,6'0,"Truckee, Ca",Eckerd,37.29202023297118,2.865363454668774
819,Madison  Whiting,Sr,6'0,"Lithia, Fl",Eckerd,36.055455915254086,6.394304831481489
820,Paula Hoffman,Fr,5'9,"Rio de Janeiro, Brazil",Eckerd,29.609991875890717,2.9462227105393546
821,Rachel Cornatzer,Jr,5'10,"Oldsmar, Fl",Eckerd,27.04170118421716,2.9462227105393546
