,Name,Year,Height,Hometown/HS,Team,mu,sigma
275,Lauren  Page,Jr,6'0,"Riverside, Ca",Oregon,27.845005808777632,3.0328362337631063
276,Lindsey Vander Weide,Jr,6'3,"Turlock, Ca",Oregon,40.78586492941774,2.1238521062633904
277,Maggie Scott,Sr,5'10,"Wildwood, Mo",Oregon,27.845005808777632,3.0328362337631063
278,Marine Hall-Poirier,Sr,5'11,"Portola Valley, Ca",Oregon,43.34370798477799,2.1604329520970493
279,Ronika Stone,So,6'2,"San Jose, Ca",Oregon,27.845005808777632,3.0328362337631063
280,Sumeet Gill,Jr,6'3,"Elk Grove, Ca",Oregon,25.0,8.333333333333334
281,Taylor Agost,Sr,6'2,"Happy Valley, Ore",Oregon,40.47002710844432,2.1604329520970493
282,Willow Johnson,So,6'2,"Paradise Valley, Az",Oregon,27.845005808777632,3.0328362337631063
283,Anna Crabtree,Sr,5'9,"Bellevue, Wa",Washington,47.94441078623809,1.8346432398114199
284,Avie Niece,So,6'0,"Bellevue, Wa",Washington,25.0,8.333333333333334
285,Cailin Onosko,R-Fr,5'6,"San Diego, Ca",Washington,25.0,8.333333333333334
286,Carly Dehoog,Sr,6'4,"Ontario, Ca",Washington,35.68407125367834,2.088947496830355
287,Chloe Newton,Fr,,,Washington,28.108322399069042,7.77436345109384
288,Courtney Schwan,Sr,6'1,"Auburn, Wash",Washington,41.40716572661447,2.088947496830355
289,Crissy Jones,Sr,6'2,"Los Alamitos, Ca",Washington,25.0,8.333333333333334
290,Destiny Julye,Jr,5'11,"Tehachapi, Ca",Washington,41.40716572661446,2.088947496830355
291,Emma Calle,Fr,5'11,"Villa Park, Ca",Washington,33.82427684949004,2.865363454668774
292,Jordan Anderson,Sr,6-0,"Flower Mound, Texas",Washington,41.63231307793835,2.088947496830355
293,Kara Bajema,R-Fr,6'2,"Lynden, Wa",Washington,47.94441078623809,1.8346432398114199
294,Kimmy Gardiner,Sr,6'1,"Grapevine, Tx",Washington,41.63231307793835,2.088947496830355
295,Lauren Sanders,Fr,6'4,"Snohomish, Wa",Washington,25.0,8.333333333333334
296,Maria Bogomolova,R-Fr,6'1,"St Petersburg, Russia",Washington,25.0,8.333333333333334
297,Natalie Anderson,Fr,5'11,"Mercer Island, Wa",Washington,28.330506873906693,6.809496968450191
298,Natalie Robinson,Fr,5'11,"Mercer Island, Wa",Washington,29.094982413085305,1.9091145528466555
299,Samantha  Drechsel,Fr,"6'4""","Bothell, WA/ Maryland",Washington,29.094982413085305,1.9091145528466555
300,Shayne Mcpherson,So,5'6,"Seattle, Wash",Washington,35.68407125367834,2.088947496830355
301,Tia Scambray,Sr,6'0,"Dana Point, Ca",Washington,25.0,8.333333333333334
302,Alex O'Sullivan,Jr,5'10,"Albany, Ca",Saint Mary's,28.10832239906904,7.77436345109384
303,Alexsa Parker,So,5'8,"Santa Clara, Utah",Saint Mary's,25.0,8.333333333333334
304,Aubrey Pitts,So,6'2,"Reno, Nv",Saint Mary's,25.0,8.333333333333334
305,Emily Bible,Jr,5'9,"Santa Clarita, Ca",Saint Mary's,39.37610061054429,2.2815094948893346
306,Jennifer Laird,Fr,5'11,"San Luis Obispo, Ca",Saint Mary's,40.249798079100216,2.4228399529455746
307,Kelsey Knudsen,Fr,,"Santa Clarita, Ca",Saint Mary's,36.551631757765186,2.3261366938282633
308,Lindsey Calvin,Jr,6'2,"Visalia, Ca",Saint Mary's,36.551631757765186,2.3261366938282633
309,Lindsey Knudsen,Jr,6'0,"Santa Clarita, Ca",Saint Mary's,39.37610061054429,2.2815094948893346
310,Madi Wilkerson,Sr,5'5,"Midlothian, Tx",Saint Mary's,39.27641871959661,2.373181267217594
311,Madison Baumann,Fr,6'0,"San Carlos, Ca",Saint Mary's,28.108322399069042,7.77436345109384
312,Mary Hernandez,Sr,5'7,"Long Beach, Ca",Saint Mary's,40.86858341250485,2.373181267217594
313,Morgan Kendrick,,,,Saint Mary's,40.249798079100216,2.4228399529455746
314,Morgan Hughes,Jr,5'10,"Willows, Ca",Saint Mary's,38.643955200681695,2.3261366938282633
315,Payton Rund,Jr,6'1,"Albany, Ore",Saint Mary's,38.643955200681695,2.3261366938282633
316,Sarah Chase,R-So,6'0,"Campbell River, B.C.",Saint Mary's,40.86858341250485,2.373181267217594
317,Sienna Young,So,5'11,"Elk Grove, Ca",Saint Mary's,39.27641871959661,2.373181267217594
318,Allison Kantor,So,6'0,"Mission Viejo, Ca",Santa Clara,22.450349614613188,5.368757712330199
319,Anna McCreadie,R-So,6'3,"North Bend, Wa",Santa Clara,38.59495294538478,2.1604329520970493
320,Brittany Gillingham,Fr,5'5,"San Jose, Ca",Santa Clara,21.067269977877377,3.712160994206009
321,Chloe Loreen,Fr,6'0,"Seattle, Wa",Santa Clara,25.0,8.333333333333334
322,Erin Reineking,Sr,5'8,"Salinas, Ca",Santa Clara,35.382128592039166,2.1604329520970493
323,Forfeit 2,,,,Santa Clara,25.946025053348606,3.1257936082736575
324,Forfeit  1,,,,Santa Clara,25.946025053348606,3.1257936082736575
325,Gretchen Reinert,Fr,5'6,"Dove Canyon, Ca",Santa Clara,38.59495294538478,2.1604329520970493
326,Hailey Lindberg,Jr,6'1,"Danville, Ca",Santa Clara,38.80704871454195,2.1604329520970493
327,Kathryn Decker,Fr,6'3,"Portland, Or",Santa Clara,25.0,8.333333333333334
328,Kristen Mead,Sr,5'11,"Palo Alto, Ca",Santa Clara,38.80704871454195,2.1604329520970493
329,Laura Willems,So,6'0,"Parker, Colo",Santa Clara,25.0,8.333333333333334
330,Michelle Gajdka,So,5'8,"San Francisco, Ca",Santa Clara,35.382128592039166,2.1604329520970493
331,Ngozi Nwabuzoh,So,5'10,"Stockton, Ca",Santa Clara,33.03382131236932,2.530894595439967
332,Tatiana San Juan,Sr,5'7,"Emerald Hills, Ca",Santa Clara,25.81786543345903,3.2257585268563194
333,Taylor  Odom,R-So,6'2,"Bellevue, Wa",Santa Clara,38.40536847234142,2.1604329520970493
334,Tessie Powers,So,5'10,"Aptos, Ca",Santa Clara,38.40536847234142,2.1604329520970493
335,Alexis Filippone,Fr,6'2,"Del Mar, Ca",Pepperdine,43.45669376019119,1.9640069338548831
336,Anika Wilson,Jr,5'9,"Santa Barbara, Ca",Pepperdine,25.0,8.333333333333334
337,Brook Bauer,Fr,6'1,"Fort Lauderdale, Fl",Pepperdine,45.72652317592441,1.935993527955682
338,Corinne Quiggle,Sr,5'10,"Ponte Vedra Beach, Fl",Pepperdine,40.656067086235595,1.8833034028729432
339,Deahna Kraft,So,6'0,"Seattle, Wa",Pepperdine,40.656067086235595,1.8833034028729432
340,Gigi Hernandez,So,5'10,"Dana Point, Ca",Pepperdine,43.407676831703384,1.8346432398114199
341,Heidi Dyer,Jr,6'2,"San Clemente, Ca",Pepperdine,43.407676831703384,1.8346432398114199
342,Jordan Ferrari,So,6'1,"Mission Viejo, Ca",Pepperdine,14.677742989988406,3.860489524026792
343,Kaity Bailey,Jr,6'2,"Ojai, Ca",Pepperdine,21.891677600930958,7.77436345109384
344,Katie Gavin,Fr,5'8,"Laguna Beach, Ca",Pepperdine,23.87961147569029,5.0884728472465515
345,Madalyn Roh,Jr,5'11,"Scottsdale, Az",Pepperdine,45.72652317592441,1.935993527955682
346,Maddie Dilfer,Sr,5'11,"Saratoga, Ca",Pepperdine,43.60541358258143,1.9091145528466555
347,Nikki Lyons,Jr,6'2,"Fort Lauderdale, Fl",Pepperdine,43.60541358258143,1.9091145528466555
348,Shannon Murphy,Fr,6'1,"Friendswood, Tx",Pepperdine,25.0,8.333333333333334
349,Skylar Caputo,Jr,5'10,"Manhattan Beach, Ca",Pepperdine,43.45669376019119,1.9640069338548831
350,Aeryn Owens,Jr,6'0,"Alta Loma, Ca",Cal State Northridge,42.094241913930205,1.8833034028729432
351,Autumn  Russell,Sr,5'11,"Paso Robles, Ca",Cal State Northridge,32.10323491565634,1.935993527955682
352,Cassidy Rosso,So,6'0,"La Crescenta, Ca",Cal State Northridge,35.95817720190453,2.373181267217594
353,Daniella Molinari,So,6'2,"Pompano Beach, Fl",Cal State Northridge,48.14864011608953,1.8833034028729432
354,Erin Indermill,Jr,5'6,"Santa Clarita, Ca",Cal State Northridge,48.14864011608953,1.8833034028729432
355,Katie Sato,Sr,5'6,"Calabasas, Ca",Cal State Northridge,42.094241913930205,1.8833034028729432
356,Kristey Markle,Jr,5'9,"Trabuco Canyon, Ca",Cal State Northridge,38.735950029932404,1.935993527955682
357,Lauren McMurray,Fr,5'10,"Phoenix, Az",Cal State Northridge,32.10323491565634,1.935993527955682
358,Lauren Conati,Sr,6'1,"Scottsdale, Az",Cal State Northridge,28.090224223279005,2.1238521062633904
359,Nickeisha Williams,Sr,5'10,"Harbor City, Ca",Cal State Northridge,38.735950029932404,1.935993527955682
360,Nicolette  Pinkney,Sr,5'11,"Roseville, Ca",Cal State Northridge,28.090224223279005,2.1238521062633904
361,Shawnee De Oliveira,Fr,5'7,"Trabuco Canyon, Ca",Cal State Northridge,47.530697489064174,3.3334788684335366
362,Tori Hiott,Jr,5'9,"Thousand Oaks, Ca",Cal State Northridge,25.0,8.333333333333334
363,Allie Havers,Sr,6'5,"Mattawan, Mi",Nebraska,25.390315519914378,3.575667513246407
364,Anezka Szabo,Fr,6'3,"Sioux Falls, S.D.",Nebraska,28.330506873906693,6.809496968450191
365,Annika Albrecht,Sr,6'0,"North Aurora, Ill",Nebraska,32.2663770900943,3.2257585268563194
366,Chesney McClellan,Fr,6'4,"Maryville, Tn",Nebraska,34.417704891190404,3.3334788684335366
367,Hayley Densberger,Fr,5'9,"Malcolm, Ne",Nebraska,34.4177048911904,3.3334788684335366
368,Jasmine Schmidt,Fr,6'1,"Parker, Co",Nebraska,25.390315519914378,3.575667513246407
369,Jazz Sweat,Fr,6'3,"Tecumseh, Kan",Nebraska,37.39641893430116,3.2257585268563194
370,Kashauna Williams,Fr,6'1,"Lancaster, Ca",Nebraska,25.0,8.333333333333334
371,Kelly Hunter,Sr,5'11,"Papillion, Neb",Nebraska,29.49276349546591,3.1257936082736575
372,Kenzie Maloney,Jr,5'8,"Louisville, Ky",Nebraska,32.2663770900943,3.2257585268563194
373,Lauren Stivrins,So,6'4,"Scottsdale, Az",Nebraska,29.49276349546591,3.1257936082736575
374,Mikaela  Foecke,Jr,6'3,"West Point, Ia",Nebraska,25.0,8.333333333333334
375,Sami Slaughter,Fr,6'1,"Harrisburg, S.D.",Nebraska,37.39641893430116,3.2257585268563194
376,Alexis  Morrow,R-Fr,5'10,"Redwood City, Ca",LMU,25.0,8.333333333333334
377,Bozena Culo,So,6'2,"Bjelovar, Croatia",LMU,35.98627942706608,2.2815094948893346
378,Chloe Reinig,GS,6'4,"Howell, Mi",LMU,43.75085277719733,2.5898005062696576
379,Cierra Simpson,GS,6'0,"Colorado Springs, Co",LMU,38.68876379481694,2.3261366938282633
380,Emma Johnson,So,6'0,"Moraga, Ca",LMU,25.0,8.333333333333334
381,Emma Doud,So,5'9,"Alameda, Ca",LMU,40.31814664484007,2.3261366938282633
382,Jessie Prichard,So,5'9,"Corona, Ca",LMU,38.866480193781044,2.2391216233559614
383,Kekai Whitford,Jr,5'8,"Costa Mesa, Ca",LMU,33.43777839979798,2.652347064623227
384,Kristen Castellanos,Sr,5'1,"Los Angeles, Ca",LMU,38.68876379481694,2.3261366938282633
385,Maddie  Leiphardt,GS,5'9,"Goleta, Ca",LMU,35.98627942706608,2.2815094948893346
386,McKayla Ferris,GS,6'0,"Geneseo, N.Y.",LMU,39.665326540463944,2.3261366938282633
387,Megan  Rice,So,6'0,"Hermosa Beach, Ca",LMU,25.0,8.333333333333334
388,Meredith Teague,Fr,6'2,"Monroe, Wa",LMU,25.0,8.333333333333334
389,Morgan Bogust,Fr,5'9,"Thousand Oaks, Ca",LMU,25.0,8.333333333333334
390,Paige Panter,So,5'10,"Dallas, Tx",LMU,41.45274810843836,3.860489524026792
391,Sara Kovac,Jr,6'0,"Niagra Falls, Ontario, Can",LMU,38.866480193781044,2.2391216233559614
392,Savannah  Slattery,So,5'11,"Malibu, Ca",LMU,39.665326540463944,2.3261366938282633
393,Sierra  Bartley,Fr,6'2,"Littleton, Co",LMU,25.0,8.333333333333334
394,Veronica Nederend,Jr,5'11,"Tipton, Ca",LMU,40.31814664484007,2.3261366938282633
395,Brindl Langley,R-Sr,5'7,"Camas,Wa",Boise State,36.5492372368345,2.3261366938282633
396,Cassedi Simon,So,5'4,"West Liberty, Iowa",Boise State,30.10813879062122,4.198283208444447
397,Cat Clemens,Fr,6'0,"Burns, Or",Boise State,25.0,8.333333333333334
398,Celine Christensen,So,6'3,"Salem, Utah",Boise State,25.0,8.333333333333334
399,Drew Hanneman,Fr,5'5,"Flagstaff, Az",Boise State,30.10813879062122,4.198283208444447
400,Janell Walley,So,5'11,"Yucaipa, Ca",Boise State,40.22021282595412,2.2815094948893346
401,Jaymee-Lee Bulda,Sr,5'5,"Sacramento, Ca",Boise State,42.046021630160894,2.2815094948893346
402,Jensen Allen,So,5'10,"Brea, Ca",Boise State,42.046021630160894,2.2815094948893346
403,Kenna Hanses,So,6'0,"Renton, Wa",Boise State,35.29551123837456,2.2391216233559614
404,Keri Leake,Fr,6'1,"Clovis, Ca",Boise State,25.0,8.333333333333334
405,Kiley Lewis,Fr,6'2,"Auburn, Wa",Boise State,36.5492372368345,2.3261366938282633
406,Kylee Johnson,Fr,5'6,"New Braunfels, Tx",Boise State,34.86562864090217,2.2815094948893346
407,Lizzie Wilson,Fr,6'0,"San Diego, Ca",Boise State,25.0,8.333333333333334
408,Maddi Osburn,Sr,5'7,"Nampa, Id",Boise State,25.0,8.333333333333334
409,Maddie Simon,So,5'4,"West Liberty, Ia",Boise State,25.0,8.333333333333334
410,Maya Watkins,Fr,5'9,"Snohomish, Wa",Boise State,34.86562864090217,2.2815094948893346
411,Morginne DeMarco,R-So,5'7,"Bakersfield, Ca",Boise State,25.0,8.333333333333334
412,Sabryn Roberts,Jr,5'9,"Torrance, Ca",Boise State,40.220212825954114,2.2815094948893346
413,Sierra Nobley,Sr,6'1,"Scottsdale, Az",Boise State,25.0,8.333333333333334
414,Skye Southwick,Jr,5'7,"Cambridge, Id",Boise State,35.29551123837456,2.2391216233559614
415,Tiaja McKnight,Jr,6'2,"Los Angeles, Ca",Boise State,25.0,8.333333333333334
416,Cali Thompson,R-So,6'0,"Las Vegas, Nv",Portland,38.761738668312724,2.2391216233559614
417,Carey Williams,Fr,5'7,"Kahuku, Hi",Portland,38.88312412734354,2.1988116511516824
418,Emily DeMots,Fr,6'2,"Portland, Or",Portland,25.0,8.333333333333334
419,Emma  Scanlan,So,5'7,"Moraga, Ca",Portland,25.0,8.333333333333334
420,Hannah  Troutman,Sr,5'10,"Powell Butte, Ore",Portland,25.0,8.333333333333334
421,Izzy Guzik,R-Fr,6'0,"San Diego, Ca",Portland,25.0,8.333333333333334
422,Kassidy Naone,Fr,5'11,"Kailua, Hi",Portland,35.85988424704128,2.1988116511516824
423,Katie Barker,R-So,6'1,"Los Altos, Ca",Portland,37.165292937855654,2.1988116511516824
424,Kellie Hughes,Fr,5'6,"Livermore, Ca",Portland,33.580991805793765,4.833821803303274
425,Lauren Naatz,Jr,5'3,"Salt Lake City, Ut",Portland,35.85988424704128,2.1988116511516824
426,Liz Reich,Fr,6'1,"Colorado Springs, Co",Portland,35.487115319940145,2.2391216233559614
427,McKenzie Schwan,Fr,5'8,"Auburn, Wa",Portland,35.487115319940145,2.2391216233559614
428,Morgan Robinson,Sr,5'11,"Sunnyvale, Ca",Portland,37.165292937855654,2.1988116511516824
429,Reghan Pukis,Jr,6'1,"Tacoma, Wa",Portland,25.0,8.333333333333334
430,Sarah Savoca,Sr,6'1,"Santa Cruz, Ca",Portland,38.88312412734354,2.1988116511516824
431,Tani Stephens,GS,5'8,"Albany, Ore",Portland,38.761738668312724,2.2391216233559614
432,Adlee Van Winden,Jr,6'1,"Napa, Ca",Cal Poly SLO,38.75678788491199,2.373181267217594
433,Brayden Gruenewald,So,5'9,"Southlake, Tx",Cal Poly SLO,27.398759150056897,6.809496968450191
434,Dora Beilin,Jr,5'11,"Berkeley, Ca",Cal Poly SLO,27.398759150056897,6.809496968450191
435,Emily Sonny,So,5'11,"Arroyo Grande, Ca",Cal Poly SLO,39.47780738418871,1.8833034028729432
436,Hannah Hubbard,Sr,5'8,"San Diego, Ca",Cal Poly SLO,43.29999758125368,2.088947496830355
437,Heather Pembroke,So,5'9,"Chico, Ca",Cal Poly SLO,43.29999758125368,2.088947496830355
438,Jamie Stivers,Fr,6'2,"Coppell, Tx",Cal Poly SLO,27.398759150056897,6.809496968450191
439,Jessica  Manley,So,6'0,"Escondido, Ca",Cal Poly SLO,37.17422381160667,2.475330544877422
440,Kassandra Wright,Jr,5'9,"Temecula, Ca",Cal Poly SLO,27.398759150056897,6.809496968450191
441,Macy Gordon,Fr,5'8,"Paradise Valley, Az",Cal Poly SLO,29.33784155144904,2.865363454668774
442,Olivia Lee,Fr,6'1,"Tiburon, Ca",Cal Poly SLO,30.972955411050837,7.268023290842246
443,Peyton Sper,Fr,5'10,"Camarillo, Ca",Cal Poly SLO,25.0,8.333333333333334
444,Raeann Greisen,Sr,6'2,"San Diego, Ca",Cal Poly SLO,29.33784155144904,2.865363454668774
445,Sam Manley,Jr,5'10,"San Diego, Ca",Cal Poly SLO,39.47780738418871,1.8833034028729432
446,Sjea Anderson,Fr,5'9,"Scotts Valley, Ca",Cal Poly SLO,30.972955411050837,7.268023290842246
447,Skyler Spooner,Fr,5'6,"Flower Mound, Tx",Cal Poly SLO,25.0,8.333333333333334
448,Taylor Nelson,Sr,6'0,"Granite Bay, Ca",Cal Poly SLO,38.75678788491199,2.373181267217594
449,Teiana Cataldo,Fr,5'10,"Honolulu, Hi",Cal Poly SLO,25.0,8.333333333333334
450,Tessa Tooman,Jr,5'10,"La Jolla, Ca",Cal Poly SLO,25.0,8.333333333333334
451,Tia Miric,Fr,5'8,"Ontario, Canada",Cal Poly SLO,41.61122282831931,2.055608074416635
452,Torrey Van Winden,So,6'3,"Napa, California",Cal Poly SLO,41.61122282831931,2.055608074416635
453,Anabela Sataric,GS,6'2,"Biberist, Switzerland",FIU,43.7545990221797,1.858498583875018
454,Ashley Klassen,Fr,5'7,"Tsawwasse, Canada",FIU,25.0,8.333333333333334
455,Brooke Bailey,So,5'9,"Tampa, Fl",FIU,25.0,8.333333333333334
456,Dorina Klinger,Jr,6'1,"Feldkirchen, Austria",FIU,40.69366260640629,1.9640069338548831
457,Erika Zembyla,R-Jr,6'0,"Nicosia, Cyprus",FIU,42.31125925238584,2.023732267234736
458,Erin Byrne,Fr,5'11,"San Diego, Ca",FIU,28.108322399069042,7.77436345109384
459,Estefanie  Bethancourt,Sr,6'0,"Guatemala City, Guatemala",FIU,32.0005618193024,2.652347064623227
460,Federica Frasca,So,5'9,"Rome, Italy",FIU,41.02206469744825,1.9091145528466555
461,Helene Thelle,So,5'10,"Tolvsrød, Norway",FIU,26.126317415068755,3.575667513246407
462,Katie Friesen,Jr,5'9,"Manitoba, Canada",FIU,43.7545990221797,1.858498583875018
463,Lina Bernier,R-So,5'10,"San Juan, Puerto Rico",FIU,42.31125925238584,2.023732267234736
464,Mackenzie  Walker,So,5'9,"Sarasota, Fl",FIU,28.10832239906904,7.77436345109384
465,Madison Besterfield,Fr,6'3,"Tampa, Fl",FIU,36.013233476883535,2.475330544877422
466,Margherita Bianchin,Jr,6'0,"Traviso, Italy",FIU,41.02206469744825,1.9091145528466555
467,Mariana Dal Pozzo,Sr,5'7,"Toledo, Brazil",FIU,40.66145898755941,2.023732267234736
468,Mariana De Paula Silva,Sr,5'11,"Sao Jose dos Campos, Brazil",FIU,33.61540394819498,6.809496968450191
469,Natalia Giron,Sr,6'2,"Guatemala City, Guatemala",FIU,32.0005618193024,2.652347064623227
470,Samantha Lemmon,Fr,5'6,"Boca Raton, Fl",FIU,25.0,8.333333333333334
471,Taija Thomas,Sr,6'0,"Scarborough, Ontario, Can",FIU,40.69366260640629,1.9640069338548831
472,Amanda Silva,Jr,5'10,"MaceiA, Brazil",FAU,40.659205647041205,1.9932270183499219
473,Ashlan  Cunningham,Jr,5'6,"Colleyville, Tx",FAU,31.473598071530205,2.718867490932981
474,Bailey Myott,Fr,5'5,"Boynton Beach, Fl",FAU,25.0,8.333333333333334
475,Brittany Pellitteri,Sr,5'7,"Deerfield Beach, Fl",FAU,41.95639924852717,2.023732267234736
476,Candace Lacour,So,5'8,"Buckeye, Az",FAU,25.0,8.333333333333334
477,Carly Scarborough,GS,6'1,"Sarasota, Fl",FAU,40.659205647041205,1.9932270183499219
478,Erica Brok,Fr,5'9,"Ormond Beach, Fl",FAU,41.10119424466477,1.9932270183499219
479,Gabrielle Dischler,Sr,5'9,"Naples, Fl",FAU,44.53426217775203,2.023732267234736
480,Jazmine Barker,Jr,5'10,"Palm Harbor, Fl",FAU,25.0,8.333333333333334
481,Jessalyn Kinlaw,Sr,5'6,"Bradenton, Fl",FAU,44.53426217775203,2.023732267234736
482,Johannah Cummines,Fr,5'6,"New Port Richey, Fl",FAU,25.0,8.333333333333334
483,Julia Lewkowicz,Jr,5'11,"Coral Springs, Fl",FAU,41.95639924852717,2.023732267234736
484,Kaila Dorish,Fr,5'11,"Royal Palm Beach, Fl",FAU,39.84509391752172,2.023732267234736
485,Lauren Galinis,So,5'8,"Delray Beach, Fl",FAU,25.0,8.333333333333334
486,Mackenzie Morris,Fr,5'10,"Jacksonville, Fl",FAU,41.10119424466477,1.9932270183499219
487,Mazarine Tsuji,Fr,5'8,"Hallandale, Fl",FAU,25.0,8.333333333333334
488,Megan McGrath,So,5'10,"Boca Raton, Fl",FAU,16.393080250555727,2.9462227105393546
489,Nicole Navarro,Jr,5'7,"Boca Raton, Fl",FAU,39.84509391752172,2.023732267234736
490,Nicole Grant,Jr,6'0,"Bradenton, Fl",FAU,31.473598071530205,2.718867490932981
491,Sam Gott,So,5'9,"Loxahatchee, Fl",FAU,34.85564839663003,4.602136767117366
492,Alex Holt,R-Jr,6'0,"Sacramento, Ca",Pacific,41.33951798462232,2.3261366938282633
493,Andie Shelton,Sr,5'9,"Stockton, Ca",Pacific,39.2676671146636,2.1238521062633904
494,Ashlyn Fleming,So,6'4,"San Jose, Ca",Pacific,37.667392455034694,2.3261366938282633
495,Emily Baptista,So,6'2,"Hilmar, Ca",Pacific,34.99980509467002,2.2815094948893346
496,Hanne De Schrijver,Fr,5'10,"Serskamp, Belgium",Pacific,37.912772362515426,2.2391216233559614
497,Kaitlyn Lines,Fr,6'0,"Gilbert, Az",Pacific,34.2446696116405,2.652347064623227
498,Katrin Gotterba,Sr,5'6,"Stockton, Ca",Pacific,41.33951798462232,2.3261366938282633
499,Maycie LaBass,Sr,6'0,"Modesto, Ca",Pacific,34.99980509467002,2.2815094948893346
500,Olivia Petnicki,So,5'4,"Vacaville, Ca",Pacific,29.441184060228597,5.0884728472465515
501,Roni Long,Jr,5'10,"Porterville, Ca",Pacific,37.912772362515426,2.2391216233559614
502,Skylar Wine,So,6'2,"Phoenix, Az",Pacific,39.2676671146636,2.1238521062633904
503,Taylor Poncetta,Sr,5'11,"San Jose, Ca",Pacific,37.667392455034694,2.3261366938282633
504,Avery Arellano,So,5'10,"Lucas, Tx",TCU,20.011460465912023,2.2815094948893346
505,Brooke Sassin,Sr,6'0,"San Antonio, Tx",TCU,37.04546744193535,2.2391216233559614
506,Cassie House,Sr,6'2,"Rio Rancho, NM",TCU,39.05108881339334,2.088947496830355
507,Claire Doyle,So,5'10,"Atlanta, Ga",TCU,27.305176762899677,2.718867490932981
508,Hannah Rogers,Fr,5'8,"Santa Ynez, Ca",TCU,35.01678686320736,2.3261366938282633
509,Haven Hill,So,5'8,"Ventura, Ca",TCU,39.05108881339334,2.088947496830355
510,Jaelyn Greene,Jr,5'9,"Mission Viejo, Ca",TCU,38.50998341787294,4.02201809758425
511,Jensyn Bledsoe,So,5'7,"Pinehurst, Tx",TCU,45.81483470333519,2.1988116511516824
512,Jillian Bergeson,Sr,6'2,"Friendswood, Tx",TCU,38.50998341787294,4.02201809758425
513,Jordan Terral,Jr,5'6,"Encinitas, Ca",TCU,45.27129660121813,2.3261366938282633
514,Jordan Westendorf,Fr,5'9,"Dallas, Tx",TCU,37.04546744193535,2.2391216233559614
515,Kristy Wieser,Sr,6'2,"Lincoln, Ne",TCU,20.011460465912023,2.2815094948893346
516,Madison Borowski,Jr,5'9,"Austin, Tx",TCU,25.0,8.333333333333334
517,Molly Scheel,Jr,5'9,"Phoenix, Az",TCU,45.81483470333519,2.1988116511516824
518,Olivia Canales,Jr,6'1,"Lexington, Ky",TCU,25.0,8.333333333333334
519,Abbey Wilson,Fr,5'11,"Albuquerque, N.M.",New Mexico,36.06369609662824,2.2815094948893346
520,Carly Beddingfield,Jr,6'3,"Albuquerque, NM",New Mexico,39.825645896603966,2.055608074416635
521,Chloe Crappell,Sr,5'7,"Albuquerque, NM",New Mexico,38.717823798427126,2.3261366938282633
522,Eastyn Baleto,Sr,5'8,"Seattle, Wa",New Mexico,39.55102703971428,2.373181267217594
523,Emily Nenninger,So,5'5,"Albuquerque, N.M.",New Mexico,40.25963352454008,2.088947496830355
524,Erin Martin,Fr,5'7,"Denver, Co",New Mexico,37.90340762861491,2.2815094948893346
525,Hailey Rubino,Fr,5'11,"Leesburg, Va",New Mexico,25.0,8.333333333333334
526,Kayla Long,Fr,5'3,"Tucson, Az",New Mexico,36.06369609662824,2.2815094948893346
527,Lauren Twitty,GS,6'1,"Broadlands, Va",New Mexico,39.55102703971428,2.373181267217594
528,Maddie Irwin,Sr,5'11,"Tucson, Az",New Mexico,37.90340762861491,2.2815094948893346
529,Mercedes Pacheco,,5'2,,New Mexico,39.825645896603966,2.055608074416635
530,Morgan Schreckler,Fr,6'1,"Phoenix, Az",New Mexico,25.0,8.333333333333334
531,Yasmin Tan,Fr,5'11,"Melbourne, Australia",New Mexico,38.717823798427126,2.3261366938282633
532,Blossom Sato,Sr,5'9,"Santa Monica, Ca",Mississippi State,25.0,8.333333333333334
533,Emily Hill,Jr,6'6,"Denton, Tx",Mississippi State,25.0,8.333333333333334
534,Katie Nicholson,Sr,6'2,"Aledo, Tx",Mississippi State,25.0,8.333333333333334
535,Khris Carr,Sr,5'11,"Starkville, Miss",Mississippi State,25.0,8.333333333333334
536,Liv Benner,Jr,6'6,"Danville, Ind",Mississippi State,25.0,8.333333333333334
537,Sara Maddox,So,6'2,"Leawood, Kan",Mississippi State,25.0,8.333333333333334
538,Aeriel Horton,Jr,5'7,"Waxahachie, Tx",Houston Baptist,41.41837429506206,3.3334788684335366
539,Bailey Banks,Sr,5'10,"Missouri City, Tx",Houston Baptist,22.42069738618992,2.2815094948893346
540,Brennan Miller,Fr,5'6,"Claremont, Ca",Houston Baptist,35.13781374125676,2.023732267234736
541,Danielle Wheeler,So,6'0,"San Diego, Ca",Houston Baptist,20.915253578764343,2.055608074416635
542,Jessica Wooten,GS,5'11,"Humble, Tx",Houston Baptist,41.41837429506206,3.3334788684335366
543,Jordyn Miller,Fr,5'8,"Phoenix, Az",Houston Baptist,35.90093681279785,3.449798020573539
544,Kali Fluke,Sr,6'1,"San Antonio, Tx",Houston Baptist,35.13781374125676,2.023732267234736
545,Katya Silveira,Fr,5'9,"Houston, Tx",Houston Baptist,22.42069738618992,2.2815094948893346
546,Kayla Armer,GS,6'0,"Bradenton, Fl",Houston Baptist,40.959723884720944,1.8833034028729432
547,Madison O'Brien,Jr,5'9,"Cleveland, Tx",Houston Baptist,25.0,8.333333333333334
548,Meagan Carter,Fr,5'8,"Bakersfield, Ca",Houston Baptist,35.90093681279785,3.449798020573539
